Year,STATEID,State Abbreviation,CUSTOTT,JURTOTT,STATE POP,CUSTRATE,JURRATE
2003,1,AL,25916,27913,"4,503,491",0.575464678,0.619808056
2003,2,AK,3086,4527,"648,414",0.475930501,0.698165061
2003,4,AZ,28761,31170,"5,510,364",0.521943741,0.565661361
2003,5,AR,12068,13315,"2,724,816",0.442892291,0.488656849
2003,6,CA,161785,164487,"35,253,159",0.458923412,0.466587973
2003,8,CO,16437,19671,"4,528,732",0.362949276,0.434359993
2003,9,CT,18023,19846,"3,484,336",0.517257808,0.569577676
2003,10,DE,6630,6794,"818,003",0.810510475,0.830559301
2003,11,DC,NA,NA,"568,502",NA,NA
2003,12,FL,79594,82012,"17,004,085",0.468087521,0.482307634
2003,13,GA,47208,47208,"8,622,793",0.547479222,0.547479222
2003,15,HI,4021,5828,"1,251,154",0.321383299,0.465809964
2003,16,ID,4291,5737,"1,363,380",0.314732503,0.420792442
2003,17,IL,43418,43418,"12,556,006",0.345794674,0.345794674
2003,18,IN,20693,23069,"6,196,638",0.333939146,0.372282518
2003,19,IA,8546,8546,"2,941,999",0.290482764,0.290482764
2003,20,KS,9168,9132,"2,723,004",0.336686982,0.335364913
2003,21,KY,10020,16622,"4,117,170",0.243371053,0.403723917
2003,22,LA,19498,36047,"4,521,042",0.43127226,0.797316194
2003,23,ME,1944,2013,"1,306,513",0.148793009,0.154074242
2003,24,MD,23646,23791,"5,496,269",0.430219118,0.432857271
2003,25,MA,9828,10232,"6,422,565",0.153022974,0.159313296
2003,26,MI,48878,49358,"10,041,152",0.486776816,0.491557144
2003,27,MN,7569,7865,"5,053,572",0.149775248,0.155632491
2003,28,MS,12400,20589,"2,868,312",0.432310014,0.717808941
2003,29,MO,29864,30303,"5,709,403",0.523066948,0.530756018
2003,30,MT,1994,3620,"919,630",0.216826332,0.393636571
2003,31,NE,4073,4040,"1,738,643",0.234263158,0.232365126
2003,32,NV,10584,10543,"2,248,850",0.47064055,0.468817396
2003,33,NH,2427,2434,"1,279,840",0.189633079,0.190180023
2003,34,NJ,23082,27246,"8,601,402",0.268351601,0.316762314
2003,35,NM,3472,6223,"1,877,574",0.184919476,0.331438335
2003,36,NY,65388,65198,"19,175,939",0.340989821,0.339998996
2003,37,NC,33874,33560,"8,422,501",0.402184577,0.398456468
2003,38,ND,1100,1239,"638,817",0.172193289,0.193952259
2003,39,OH,42449,44778,"11,434,788",0.371226821,0.391594492
2003,40,OK,16666,22821,"3,504,892",0.475506806,0.651118494
2003,41,OR,12207,12715,"3,547,376",0.344113508,0.358433952
2003,42,PA,40344,40890,"12,374,658",0.326021131,0.330433374
2003,44,RI,3576,3527,"1,071,342",0.33378697,0.329213267
2003,45,SC,22898,23719,"4,150,297",0.551719552,0.571501268
2003,46,SD,2994,3026,"763,729",0.392023872,0.39621384
2003,47,TN,14092,25403,"5,847,812",0.240979019,0.43440179
2003,48,TX,136486,166911,"22,030,931",0.619519892,0.757621183
2003,49,UT,4623,5763,"2,360,137",0.19587846,0.24418074
2003,50,VT,1491,1944,"617,858",0.241317584,0.314635402
2003,51,VA,29353,35067,"7,366,977",0.398440229,0.476002572
2003,53,WA,16227,16148,"6,104,115",0.265837062,0.264542853
2003,54,WV,3790,4758,"1,812,295",0.209127101,0.262540039
2003,55,WI,20246,22604,"5,479,203",0.369506295,0.412541751
2003,56,WY,1137,1872,"503,453",0.225840347,0.371832127
2004,1,AL,25391,25887,"4,530,729",0.56041754,0.571365005
2004,2,AK,3142,4554,"659,286",0.476576175,0.690747263
2004,4,AZ,28208,32515,"5,652,404",0.4990443,0.575241968
2004,5,AR,12577,13807,"2,749,686",0.457397681,0.502130061
2004,6,CA,163939,166556,"35,574,576",0.460831915,0.468188293
2004,8,CO,16836,20293,"4,575,013",0.367998954,0.443561581
2004,9,CT,17993,19497,"3,496,094",0.514660075,0.557679513
2004,10,DE,6753,6927,"830,803",0.812828071,0.833771664
2004,11,DC,NA,NA,"567,754",NA,NA
2004,12,FL,83165,85533,"17,415,318",0.477539371,0.491136596
2004,13,GA,51104,51104,"8,769,252",0.582763501,0.582763501
2004,15,HI,3889,5960,"1,273,569",0.305362332,0.467976215
2004,16,ID,4495,6375,"1,391,802",0.322962605,0.45803929
2004,17,IL,44054,44054,"12,589,773",0.349918938,0.349918938
2004,18,IN,21343,24008,"6,233,007",0.342418996,0.385175245
2004,19,IA,8525,8525,"2,953,635",0.288627403,0.288627403
2004,20,KS,8991,8966,"2,734,373",0.328813955,0.327899668
2004,21,KY,11576,17814,"4,146,101",0.279202074,0.429656682
2004,22,LA,19470,36939,"4,552,238",0.427701715,0.811447029
2004,23,ME,1981,2024,"1,313,688",0.150796841,0.154070068
2004,24,MD,23162,23285,"5,546,935",0.417563934,0.419781375
2004,25,MA,9825,10144,"6,412,281",0.153221607,0.158196436
2004,26,MI,48351,48883,"10,055,315",0.480850177,0.486140912
2004,27,MN,7983,8758,"5,087,713",0.156907436,0.172140213
2004,28,MS,11615,20983,"2,889,010",0.402040838,0.726304166
2004,29,MO,30682,31081,"5,747,741",0.533809718,0.540751575
2004,30,MT,1808,3164,"930,009",0.194406721,0.340211761
2004,31,NE,4137,4130,"1,749,370",0.236485135,0.236084991
2004,32,NV,11033,11365,"2,346,222",0.470245356,0.484395765
2004,33,NH,2443,2448,"1,290,121",0.189362083,0.189749644
2004,34,NJ,22925,26757,"8,634,561",0.265502786,0.309882575
2004,35,NM,3717,6379,"1,903,808",0.195240276,0.335065301
2004,36,NY,64024,63751,"19,171,567",0.333952879,0.332528896
2004,37,NC,35544,35434,"8,553,152",0.415566098,0.414280022
2004,38,ND,1095,1327,"644,705",0.169845123,0.205830574
2004,39,OH,42221,44806,"11,452,251",0.36866988,0.391241862
2004,40,OK,16716,24508,"3,525,233",0.474181423,0.695216458
2004,41,OR,12652,13183,"3,569,463",0.354451076,0.369327263
2004,42,PA,40140,40963,"12,410,722",0.323430015,0.330061378
2004,44,RI,3169,3430,"1,074,579",0.294906191,0.319194773
2004,45,SC,22644,23428,"4,210,921",0.537744593,0.556362848
2004,46,SD,3047,3095,"770,396",0.39551088,0.401741442
2004,47,TN,14226,25884,"5,910,809",0.240677714,0.437909599
2004,48,TX,140014,168105,"22,394,023",0.62522933,0.750669051
2004,49,UT,4720,5991,"2,401,580",0.19653728,0.249460772
2004,50,VT,1529,1968,"619,920",0.246644728,0.317460317
2004,51,VA,29504,35564,"7,475,575",0.394671982,0.47573598
2004,53,WA,16503,16614,"6,178,645",0.267097398,0.268893908
2004,54,WV,3990,5067,"1,816,438",0.219660677,0.278952543
2004,55,WI,22073,22959,"5,514,026",0.400306419,0.416374533
2004,56,WY,1209,1980,"509,106",0.237475103,0.388917043
2005,1,AL,23995,27888,"4,569,805",0.525077109,0.61026674
2005,2,AK,3433,4812,"666,946",0.514734326,0.721497692
2005,4,AZ,28545,33471,"5,839,077",0.48886151,0.573224159
2005,5,AR,12455,13511,"2,781,097",0.447844861,0.485815489
2005,6,CA,168035,170676,"35,827,943",0.469005435,0.476376777
2005,8,CO,17024,21456,"4,631,888",0.367539111,0.463223636
2005,9,CT,17928,19442,"3,506,956",0.511212573,0.554383916
2005,10,DE,6788,6944,"845,150",0.803171035,0.821629297
2005,11,DC,NA,NA,"567,136",NA,NA
2005,12,FL,86559,89768,"17,842,038",0.485140767,0.503126381
2005,13,GA,48749,48749,"8,925,922",0.546150863,0.546150863
2005,15,HI,3837,6146,"1,292,729",0.296813949,0.475428338
2005,16,ID,4653,6818,"1,428,241",0.325785354,0.477370416
2005,17,IL,44919,44919,"12,609,903",0.356220028,0.356220028
2005,18,IN,22645,24455,"6,278,616",0.360668657,0.389496666
2005,19,IA,8737,8737,"2,964,454",0.294725437,0.294725437
2005,20,KS,9090,9068,"2,745,299",0.331111475,0.330310105
2005,21,KY,12680,19662,"4,182,742",0.303150421,0.470074415
2005,22,LA,19371,36083,"4,576,628",0.423259221,0.788418897
2005,23,ME,1950,2023,"1,318,787",0.14786315,0.15339854
2005,24,MD,22553,22737,"5,592,379",0.403280965,0.406571157
2005,25,MA,10348,10701,"6,403,290",0.161604425,0.167117216
2005,26,MI,49493,49546,"10,051,137",0.492411953,0.492939257
2005,27,MN,7958,9281,"5,119,598",0.155441892,0.181283765
2005,28,MS,11310,20515,"2,905,943",0.389202403,0.705967048
2005,29,MO,30415,30823,"5,790,300",0.525275029,0.532321296
2005,30,MT,1927,3509,"940,102",0.204977758,0.37325737
2005,31,NE,4405,4455,"1,761,497",0.250071388,0.252909883
2005,32,NV,11662,11782,"2,432,143",0.479494832,0.484428753
2005,33,NH,2423,2530,"1,298,492",0.186601073,0.194841401
2005,34,NJ,23019,27359,"8,651,974",0.266054891,0.316216854
2005,35,NM,3728,6571,"1,932,274",0.1929333,0.340065643
2005,36,NY,63032,62743,"19,132,610",0.329447995,0.327937485
2005,37,NC,36646,36365,"8,705,407",0.420956769,0.41772889
2005,38,ND,1271,1385,"646,089",0.196722123,0.214366751
2005,39,OH,43114,45854,"11,463,320",0.376103956,0.400006281
2005,40,OK,16999,24826,"3,548,597",0.47903439,0.699600434
2005,41,OR,12887,13411,"3,613,202",0.356664255,0.371166627
2005,42,PA,41438,42380,"12,449,990",0.332835609,0.34040188
2005,44,RI,3414,3654,"1,067,916",0.319688065,0.342161743
2005,45,SC,22442,23160,"4,270,150",0.525555308,0.542369706
2005,46,SD,3336,3463,"775,493",0.430177964,0.446554643
2005,47,TN,14108,26369,"5,991,057",0.235484323,0.440139361
2005,48,TX,139564,169003,"22,778,123",0.612710714,0.741953145
2005,49,UT,5058,6382,"2,457,719",0.205800582,0.259671671
2005,50,VT,1621,2078,"621,215",0.260940254,0.334505767
2005,51,VA,29153,35344,"7,577,105",0.384751168,0.466457836
2005,53,WA,16781,17382,"6,257,305",0.268182548,0.277787322
2005,54,WV,4036,5312,"1,820,492",0.22169831,0.291789253
2005,55,WI,21921,22697,"5,546,166",0.395246013,0.409237661
2005,56,WY,1250,2047,"514,157",0.243116402,0.39812742
2006,1,AL,24094,28241,"4,628,981",0.520503325,0.610091076
2006,2,AK,3371,5069,"675,302",0.499184069,0.750627127
2006,4,AZ,30539,35801,"6,029,141",0.506523234,0.593799349
2006,5,AR,12854,13729,"2,821,761",0.455531138,0.486540143
2006,6,CA,172298,175512,"36,021,202",0.478323849,0.487246372
2006,8,CO,17196,22481,"4,720,423",0.364289387,0.476249692
2006,9,CT,18902,20566,"3,517,460",0.537376402,0.584683266
2006,10,DE,7021,7186,"859,268",0.817090826,0.836293217
2006,11,DC,NA,NA,"570,681",NA,NA
2006,12,FL,84027,92969,"18,166,990",0.462525713,0.511746855
2006,13,GA,52792,52792,"9,155,813",0.576595437,0.576595437
2006,15,HI,3595,5967,"1,309,731",0.274483844,0.455589736
2006,16,ID,4740,7124,"1,468,669",0.322741203,0.485065049
2006,17,IL,45106,45106,"12,643,955",0.356739644,0.356739644
2006,18,IN,23611,26091,"6,332,669",0.372844373,0.412006375
2006,19,IA,8838,8838,"2,982,644",0.296314277,0.296314277
2006,20,KS,8833,8816,"2,762,931",0.319696728,0.319081439
2006,21,KY,13082,20000,"4,219,239",0.310055913,0.47401913
2006,22,LA,20815,37012,"4,302,665",0.483769943,0.860211055
2006,23,ME,2064,2120,"1,323,619",0.155936112,0.160166936
2006,24,MD,22662,22945,"5,627,367",0.402710539,0.407739534
2006,25,MA,10773,11032,"6,410,084",0.16806332,0.172103829
2006,26,MI,51515,51577,"10,036,081",0.51329797,0.513915741
2006,27,MN,7835,9108,"5,163,555",0.151736546,0.176390103
2006,28,MS,11524,21068,"2,904,978",0.396698357,0.72523785
2006,29,MO,30116,30167,"5,842,704",0.515446273,0.516319156
2006,30,MT,1753,3563,"952,692",0.184004904,0.373992854
2006,31,NE,4399,4407,"1,772,693",0.248153516,0.248604806
2006,32,NV,12754,12839,"2,522,658",0.505577847,0.508947309
2006,33,NH,2676,2805,"1,308,389",0.20452633,0.214385783
2006,34,NJ,22952,27371,"8,661,679",0.264983267,0.316001089
2006,35,NM,3709,6639,"1,962,137",0.189028595,0.338355579
2006,36,NY,63538,63315,"19,104,631",0.332579049,0.331411792
2006,37,NC,37725,37460,"8,917,270",0.423055487,0.420083725
2006,38,ND,1337,1363,"649,422",0.205875378,0.209878939
2006,39,OH,46402,49166,"11,481,213",0.404155902,0.428230014
2006,40,OK,17165,24288,"3,594,090",0.477589598,0.675776066
2006,41,OR,13191,13707,"3,670,883",0.359341336,0.373397899
2006,42,PA,43009,44397,"12,510,809",0.343774731,0.354869138
2006,44,RI,3713,3996,"1,063,096",0.349262908,0.375883269
2006,45,SC,22917,23616,"4,357,847",0.525878949,0.54191898
2006,46,SD,3304,3359,"783,033",0.421949011,0.428972981
2006,47,TN,14186,25745,"6,088,766",0.232986454,0.422827877
2006,48,TX,139883,172116,"23,359,580",0.598824979,0.736811193
2006,49,UT,5031,6433,"2,525,507",0.199207525,0.254721131
2006,50,VT,1691,2215,"622,892",0.271475633,0.355599366
2006,51,VA,29274,36688,"7,673,725",0.381483569,0.478098968
2006,53,WA,16827,17561,"6,370,753",0.264128903,0.275650304
2006,54,WV,4367,5733,"1,827,912",0.238906468,0.313636543
2006,55,WI,22561,23415,"5,577,655",0.404488983,0.419800077
2006,56,WY,1252,2114,"522,667",0.239540664,0.404464028
2007,1,AL,24898,29412,"4,672,840",0.532823722,0.629424504
2007,2,AK,3627,5167,"680,300",0.533147141,0.75951786
2007,4,AZ,29910,37746,"6,167,681",0.48494726,0.611996632
2007,5,AR,13275,14314,"2,848,650",0.466010215,0.502483633
2007,6,CA,171444,174282,"36,250,311",0.472944908,0.480773806
2007,8,CO,17788,22841,"4,803,868",0.370284945,0.475471016
2007,9,CT,19438,20924,"3,527,270",0.551077746,0.593206644
2007,10,DE,7110,7257,"871,749",0.815601739,0.832464391
2007,11,DC,NA,NA,"574,404",NA,NA
2007,12,FL,86418,98219,"18,367,842",0.470485319,0.534733476
2007,13,GA,54256,54256,"9,349,988",0.58027882,0.58027882
2007,15,HI,3328,5978,"1,315,675",0.252950007,0.45436753
2007,16,ID,5086,7319,"1,505,105",0.337916624,0.486278366
2007,17,IL,45215,45215,"12,695,866",0.35613955,0.35613955
2007,18,IN,23454,27132,"6,379,599",0.367640662,0.425293188
2007,19,IA,8692,8732,"2,999,212",0.289809457,0.29114314
2007,20,KS,8721,8696,"2,783,785",0.313278504,0.312380446
2007,21,KY,12960,22457,"4,256,672",0.304463205,0.527571774
2007,22,LA,20461,37540,"4,375,581",0.4676179,0.857943208
2007,23,ME,2106,2148,"1,327,040",0.15869906,0.161863998
2007,24,MD,23033,23433,"5,653,408",0.407417968,0.414493346
2007,25,MA,11071,11436,"6,431,559",0.172135558,0.177810699
2007,26,MI,50233,50233,"10,001,284",0.502265509,0.502265509
2007,27,MN,8009,9468,"5,207,203",0.15380618,0.18182506
2007,28,MS,12684,22431,"2,928,350",0.433144945,0.765994502
2007,29,MO,29823,29857,"5,887,612",0.506538135,0.507115618
2007,30,MT,1585,3431,"964,706",0.16429876,0.355652396
2007,31,NE,4402,4505,"1,783,440",0.246826358,0.252601714
2007,32,NV,13311,13400,"2,601,072",0.51175054,0.515172206
2007,33,NH,2759,2943,"1,312,540",0.210203118,0.224221738
2007,34,NJ,22668,26827,"8,677,885",0.261215722,0.309142147
2007,35,NM,3709,6466,"1,990,070",0.186375354,0.324913194
2007,36,NY,62738,62620,"19,132,335",0.327916065,0.327299308
2007,37,NC,38240,37970,"9,118,037",0.419388515,0.416427352
2007,38,ND,1392,1416,"652,822",0.213228108,0.216904455
2007,39,OH,47756,50731,"11,500,468",0.415252666,0.441121179
2007,40,OK,17861,24603,"3,634,349",0.491449775,0.676957551
2007,41,OR,13373,13948,"3,722,417",0.359255828,0.37470278
2007,42,PA,44508,45969,"12,563,937",0.354252015,0.365880536
2007,44,RI,3745,4018,"1,057,315",0.35419908,0.3800192
2007,45,SC,23569,24239,"4,444,110",0.530342408,0.545418543
2007,46,SD,3255,3311,"791,623",0.411180575,0.418254649
2007,47,TN,14147,26267,"6,175,727",0.229074245,0.425326443
2007,48,TX,139705,171790,"23,831,983",0.586208038,0.720838044
2007,49,UT,5165,6515,"2,597,746",0.198826213,0.250794342
2007,50,VT,1390,2116,"623,481",0.222941838,0.339384841
2007,51,VA,31442,37984,"7,751,000",0.405650884,0.490052896
2007,53,WA,16911,17772,"6,461,587",0.261715891,0.275040791
2007,54,WV,4907,6056,"1,834,052",0.267549666,0.330197835
2007,55,WI,22816,23743,"5,610,775",0.406646141,0.423167922
2007,56,WY,1297,2084,"534,876",0.242486109,0.389623015
2008,1,AL,25262,30508,"4,718,206",0.535415368,0.646601696
2008,2,AK,3547,5014,"687,455",0.515961045,0.729356831
2008,4,AZ,31086,39502,"6,280,362",0.494971468,0.628976483
2008,5,AR,13135,14716,"2,874,554",0.456940451,0.511940287
2008,6,CA,171085,173670,"36,604,337",0.467389971,0.474451975
2008,8,CO,17937,23274,"4,889,730",0.36683007,0.475977201
2008,9,CT,18978,20661,"3,545,579",0.535258134,0.582725699
2008,10,DE,6944,7057,"883,874",0.785632341,0.798416969
2008,11,DC,NA,NA,"580,236",NA,NA
2008,12,FL,90720,102388,"18,527,305",0.489655673,0.552632992
2008,13,GA,52719,52719,"9,504,843",0.554654085,0.554654085
2008,15,HI,3347,5955,"1,332,213",0.251236101,0.447000592
2008,16,ID,4919,7290,"1,534,320",0.32059805,0.475129047
2008,17,IL,45474,45474,"12,747,038",0.3567417,0.3567417
2008,18,IN,23750,28322,"6,424,806",0.369660967,0.440822649
2008,19,IA,8723,8766,"3,016,734",0.289153767,0.29057915
2008,20,KS,8556,8539,"2,808,076",0.304692608,0.304087211
2008,21,KY,13051,21706,"4,289,878",0.304227766,0.505981755
2008,22,LA,20857,38381,"4,435,586",0.470219718,0.865297167
2008,23,ME,2047,2195,"1,330,509",0.153850895,0.164974457
2008,24,MD,22955,23324,"5,684,965",0.403784368,0.410275173
2008,25,MA,11174,11408,"6,468,967",0.17273237,0.17634964
2008,26,MI,48738,48738,"9,946,889",0.489982345,0.489982345
2008,27,MN,8419,9910,"5,247,018",0.160453042,0.188869182
2008,28,MS,12399,22754,"2,947,806",0.42061791,0.771896115
2008,29,MO,30137,30186,"5,923,916",0.508734425,0.509561581
2008,30,MT,1598,3517,"976,415",0.163659919,0.360195204
2008,31,NE,4470,4520,"1,796,378",0.248834043,0.251617421
2008,32,NV,12877,12743,"2,653,630",0.485259814,0.480210127
2008,33,NH,2854,2702,"1,315,906",0.216884793,0.205333816
2008,34,NJ,22194,25953,"8,711,090",0.254778679,0.297930569
2008,35,NM,3386,6322,"2,010,662",0.168402248,0.314423807
2008,36,NY,60198,60347,"19,212,436",0.313328305,0.314103844
2008,37,NC,39957,39482,"9,309,449",0.429209076,0.424106733
2008,38,ND,1379,1452,"657,569",0.209711833,0.220813329
2008,39,OH,48751,51686,"11,515,391",0.423355143,0.448842771
2008,40,OK,17965,24660,"3,668,976",0.489646157,0.67212214
2008,41,OR,13541,14167,"3,768,748",0.35929704,0.37590733
2008,42,PA,47917,49215,"12,612,285",0.379923226,0.390214779
2008,44,RI,3739,4045,"1,055,003",0.354406575,0.383411232
2008,45,SC,23673,24326,"4,528,996",0.522698629,0.537116836
2008,46,SD,3337,3342,"799,124",0.417582253,0.418207938
2008,47,TN,14224,27228,"6,247,411",0.227678313,0.435828538
2008,48,TX,139196,172506,"24,309,039",0.572610048,0.709637267
2008,49,UT,5132,6552,"2,663,029",0.192712884,0.246035623
2008,50,VT,1390,2116,"624,151",0.222702519,0.339020525
2008,51,VA,31050,38216,"7,833,496",0.396374748,0.487853699
2008,53,WA,17188,17926,"6,562,231",0.261923117,0.273169293
2008,54,WV,4896,6059,"1,840,310",0.266042134,0.329238009
2008,55,WI,22236,23379,"5,640,996",0.394185708,0.414448087
2008,56,WY,1277,2084,"546,043",0.233864366,0.381654925
2009,1,AL,26358,31874,"4,757,938",0.553979476,0.66991205
2009,2,AK,3846,5285,"698,895",0.550297255,0.756193706
2009,4,AZ,31573,40544,"6,343,154",0.497749227,0.639177293
2009,5,AR,13338,15208,"2,896,843",0.460432271,0.524985303
2009,6,CA,168830,171275,"36,961,229",0.456775937,0.463390977
2009,8,CO,17768,22795,"4,972,195",0.357347208,0.458449437
2009,9,CT,18053,19716,"3,561,807",0.506849473,0.553539257
2009,10,DE,6581,6775,"891,730",0.738003656,0.75975912
2009,11,DC,NA,NA,"592,228",NA,NA
2009,12,FL,91561,103915,"18,652,644",0.490874109,0.557106006
2009,13,GA,48409,56986,"9,620,846",0.503167809,0.592317973
2009,15,HI,3200,5891,"1,346,717",0.237614881,0.437434145
2009,16,ID,5118,7400,"1,554,439",0.329250617,0.476055992
2009,17,IL,45161,45161,"12,796,778",0.352909146,0.352909146
2009,18,IN,24269,28808,"6,459,325",0.375720373,0.445990874
2009,19,IA,8914,8813,"3,032,870",0.293913026,0.290582847
2009,20,KS,8644,8641,"2,832,704",0.305150132,0.305044226
2009,21,KY,12493,21638,"4,317,074",0.28938582,0.501219113
2009,22,LA,19889,39780,"4,491,648",0.442799614,0.885643755
2009,23,ME,2074,2206,"1,329,590",0.155987936,0.165915809
2009,24,MD,21962,22255,"5,730,388",0.383255026,0.388368117
2009,25,MA,11156,11316,"6,517,613",0.171166959,0.173621846
2009,26,MI,45478,45478,"9,901,591",0.459299925,0.459299925
2009,27,MN,9309,9986,"5,281,203",0.176266657,0.189085706
2009,28,MS,11926,21482,"2,958,774",0.403072354,0.726043963
2009,29,MO,30519,30563,"5,961,088",0.511970298,0.512708418
2009,30,MT,1651,3605,"983,982",0.167787622,0.36636849
2009,31,NE,4490,4474,"1,812,683",0.247699129,0.246816459
2009,32,NV,12570,12482,"2,684,665",0.468214842,0.464936966
2009,33,NH,2915,2731,"1,316,102",0.221487392,0.207506713
2009,34,NJ,21165,25382,"8,755,602",0.241730951,0.289894401
2009,35,NM,3762,6363,"2,036,802",0.184701311,0.3124015
2009,36,NY,58479,58687,"19,307,066",0.302889108,0.303966434
2009,37,NC,40133,39860,"9,449,566",0.424707336,0.421818314
2009,38,ND,1436,1486,"664,968",0.215950241,0.2234694
2009,39,OH,48588,51606,"11,528,896",0.421445384,0.447623086
2009,40,OK,18064,24803,"3,717,572",0.485908545,0.667182774
2009,41,OR,13735,14403,"3,808,600",0.360631203,0.378170456
2009,42,PA,49565,51429,"12,666,858",0.391296721,0.406012288
2009,44,RI,3413,3674,"1,053,646",0.323922836,0.348693964
2009,45,SC,23671,24288,"4,589,872",0.515722443,0.529165083
2009,46,SD,3377,3434,"807,067",0.418428705,0.425491316
2009,47,TN,14824,26965,"6,306,019",0.235076995,0.427607338
2009,48,TX,139335,171249,"24,801,761",0.561794785,0.690471132
2009,49,UT,5244,6538,"2,723,421",0.192551941,0.240065711
2009,50,VT,1552,2220,"624,817",0.248392729,0.355304033
2009,51,VA,29420,38059,"7,925,937",0.371186397,0.480182974
2009,53,WA,17131,18233,"6,667,426",0.256935735,0.273463852
2009,54,WV,5062,6367,"1,847,775",0.273951103,0.344576585
2009,55,WI,22245,23165,"5,669,264",0.392378975,0.408606832
2009,56,WY,1516,2075,"559,851",0.270786334,0.370634329
2010,1,AL,26321,31764,"4,785,448",0.550021649,0.663762306
2010,2,AK,3771,5391,"713,906",0.528220802,0.755141433
2010,4,AZ,34774,40209,"6,407,774",0.542684558,0.627503404
2010,5,AR,14192,16204,"2,921,978",0.485698387,0.554555852
2010,6,CA,162821,165062,"37,320,903",0.436272938,0.442277616
2010,8,CO,18254,22815,"5,048,281",0.36158843,0.451936015
2010,9,CT,17746,19321,"3,579,125",0.495819509,0.539824678
2010,10,DE,6378,6615,"899,595",0.70898571,0.735330899
2010,11,DC,NA,NA,"605,085",NA,NA
2010,12,FL,90274,104306,"18,845,785",0.479014273,0.55347124
2010,13,GA,47561,56432,"9,711,810",0.489723337,0.581065733
2010,15,HI,3363,5912,"1,363,963",0.24656094,0.433442843
2010,16,ID,4999,7431,"1,570,773",0.31825095,0.473079178
2010,17,IL,48418,48418,"12,840,762",0.37706485,0.37706485
2010,18,IN,24456,28028,"6,490,436",0.376800572,0.431835396
2010,19,IA,9457,9455,"3,050,767",0.30998762,0.309922062
2010,20,KS,9055,9051,"2,858,213",0.31680634,0.316666393
2010,21,KY,12374,20544,"4,348,200",0.284577526,0.472471367
2010,22,LA,16087,39445,"4,544,532",0.353985845,0.867966162
2010,23,ME,1954,2154,"1,327,632",0.147179339,0.162243754
2010,24,MD,22786,22645,"5,788,642",0.393632911,0.391197106
2010,25,MA,11162,11313,"6,566,431",0.169985796,0.172285371
2010,26,MI,44113,44165,"9,877,535",0.446599278,0.447125725
2010,27,MN,9397,9796,"5,310,843",0.176939894,0.184452826
2010,28,MS,11213,21067,"2,970,536",0.377473964,0.709198609
2010,29,MO,30577,30623,"5,995,976",0.509958679,0.51072586
2010,30,MT,1635,3716,"990,722",0.165031159,0.375079992
2010,31,NE,4608,4587,"1,829,536",0.25186714,0.250719308
2010,32,NV,12192,12653,"2,702,464",0.451143845,0.468202352
2010,33,NH,2617,2761,"1,316,777",0.19874284,0.209678632
2010,34,NJ,21647,25007,"8,799,624",0.245999147,0.284182597
2010,35,NM,3754,6763,"2,064,588",0.181828045,0.327571409
2010,36,NY,56420,56656,"19,400,080",0.290823543,0.292040033
2010,37,NC,40375,40382,"9,574,293",0.421702156,0.421775268
2010,38,ND,1416,1487,"674,710",0.209867943,0.220390983
2010,39,OH,48671,51712,"11,539,327",0.421783697,0.448137053
2010,40,OK,18128,26252,"3,759,632",0.482174851,0.69825983
2010,41,OR,13859,14876,"3,837,532",0.361143568,0.387644976
2010,42,PA,47072,51264,"12,711,158",0.370320312,0.403299212
2010,44,RI,3159,3357,"1,053,938",0.299733001,0.318519685
2010,45,SC,22992,23578,"4,635,656",0.495981583,0.508622728
2010,46,SD,3388,3434,"816,165",0.41511214,0.420748256
2010,47,TN,14917,27451,"6,355,301",0.234717443,0.431938629
2010,48,TX,141087,173649,"25,242,679",0.55892245,0.687918267
2010,49,UT,5442,6807,"2,775,334",0.196084507,0.245267777
2010,50,VT,1517,2079,"625,880",0.242378731,0.332172301
2010,51,VA,30351,37638,"8,023,680",0.378267827,0.469086504
2010,53,WA,17028,18235,"6,742,902",0.252532218,0.270432523
2010,54,WV,5072,6681,"1,854,214",0.273539084,0.360314397
2010,55,WI,21983,22729,"5,690,479",0.386311943,0.39942156
2010,56,WY,1875,2112,"564,483",0.33216235,0.374147671
2011,1,AL,26268,32270,"4,798,834",0.547382968,0.672455017
2011,2,AK,4528,5597,"722,038",0.627113808,0.775166958
2011,4,AZ,33492,40020,"6,473,497",0.517371059,0.618213
2011,5,AR,14090,16108,"2,940,407",0.479185364,0.547815319
2011,6,CA,147578,149569,"37,641,823",0.392058589,0.397347918
2011,8,CO,17559,21978,"5,121,771",0.342830634,0.429109384
2011,9,CT,17022,18324,"3,588,023",0.474411675,0.510699067
2011,10,DE,6546,6739,"907,316",0.721468595,0.742740126
2011,11,DC,NA,NA,"619,602",NA,NA
2011,12,FL,89034,103055,"19,093,352",0.466308902,0.539742838
2011,13,GA,47229,55944,"9,801,578",0.481850984,0.570765238
2011,15,HI,3687,6037,"1,379,252",0.267318808,0.437701015
2011,16,ID,5138,7739,"1,583,828",0.324403913,0.48862629
2011,17,IL,48427,48427,"12,867,291",0.376357386,0.376357386
2011,18,IN,24450,28906,"6,516,045",0.375227611,0.443612652
2011,19,IA,9115,9116,"3,066,054",0.297287654,0.297320269
2011,20,KS,9256,9327,"2,869,035",0.322617187,0.325091886
2011,21,KY,11951,21545,"4,369,488",0.273510306,0.493078365
2011,22,LA,15893,39710,"4,575,184",0.347374007,0.867943235
