Year,STATEID,State Abbreviation,CUSTOTT,JURTOTT,STATE POP,CUSTRATE,JURRATE
1994,36,NY,66750,66750,"18,459,470",0.361603015,0.361603015
1994,37,NC,23836,23648,"7,187,398",0.331636011,0.329020321
1994,38,ND,612,536,"644,804",0.094912563,0.083126035
1994,39,OH,40253,41908,"11,152,454",0.360934015,0.375773798
1994,40,OK,13386,16631,"3,280,940",0.407992831,0.506897414
1994,41,OR,6915,6936,"3,121,264",0.221544861,0.222217666
1994,42,PA,28285,28302,"12,166,050",0.232491236,0.232630969
1994,44,RI,2937,2919,"1,015,960",0.289086184,0.287314461
1994,45,SC,17362,18999,"3,705,397",0.468559779,0.512738581
1994,46,SD,1734,1708,"730,790",0.237277467,0.233719673
1994,47,TN,12572,14401,"5,231,438",0.240316334,0.27527804
1994,48,TX,97475,118195,"18,564,062",0.525073661,0.636687165
1994,49,UT,3238,3045,"1,960,446",0.165166498,0.155321799
1994,50,VT,1267,1301,"583,836",0.217012997,0.22283655
1994,51,VA,21108,26968,"6,593,139",0.320150993,0.409031267
1994,53,WA,10847,10833,"5,375,161",0.201798607,0.201538149
1994,54,WV,1930,2332,"1,820,421",0.106019432,0.128102236
1994,55,WI,10022,10022,"5,133,678",0.195220659,0.195220659
1994,56,WY,1065,1217,"480,283",0.221744263,0.253392271
1995,1,AL,20549,20718,"4,296,800",0.47823962,0.48217278
1995,2,AK,2832,3522,"604,412",0.468554562,0.582715102
1995,4,AZ,21341,21341,"4,432,499",0.48146655,0.48146655
1995,5,AR,8364,8910,"2,535,399",0.329888905,0.351423977
1995,6,CA,135133,135646,"31,696,582",0.426333035,0.427951506
1995,8,CO,9508,11063,"3,826,653",0.248467786,0.28910382
1995,9,CT,14681,14802,"3,324,144",0.441647534,0.445287569
1995,10,DE,4799,4836,"729,734",0.657636892,0.662707233
1995,11,DC,9277,9800,"580,517",1.598058283,1.68815039
1995,12,FL,63879,63879,"14,537,875",0.439397092,0.439397092
1995,13,GA,34266,34266,"7,328,413",0.46757736,0.46757736
1995,15,HI,2812,3560,"1,196,854",0.234949292,0.297446472
1995,16,ID,3079,3328,"1,177,322",0.261525734,0.282675428
1995,17,IL,37658,37658,"12,008,437",0.313596182,0.313596182
1995,18,IN,16125,16125,"5,851,459",0.275572297,0.275572297
1995,19,IA,5906,5906,"2,867,373",0.205972505,0.205972505
1995,20,KS,7055,7054,"2,601,007",0.2712411,0.271202653
1995,21,KY,9928,12060,"3,887,427",0.255387432,0.310230906
1995,22,LA,16976,25195,"4,378,779",0.387687983,0.57538871
1995,23,ME,1455,1396,"1,243,480",0.117010326,0.112265577
1995,24,MD,21124,21453,"5,070,033",0.416644231,0.423133341
1995,25,MA,10369,11687,"6,141,445",0.168836487,0.190297235
1995,26,MI,41112,41112,"9,676,211",0.424877052,0.424877052
1995,27,MN,4628,4846,"4,660,180",0.099309469,0.1039874
1995,28,MS,10124,12684,"2,722,659",0.371842379,0.465868109
1995,29,MO,19151,19134,"5,378,247",0.356082567,0.355766479
1995,30,MT,1601,1999,"876,553",0.182647256,0.228052382
1995,31,NE,3051,3074,"1,656,992",0.184128831,0.185516888
1995,32,NV,7599,7713,"1,581,578",0.480469506,0.487677497
1995,33,NH,2002,2015,"1,157,561",0.172949849,0.1740729
1995,34,NJ,22808,27066,"8,083,242",0.282164013,0.334840897
1995,35,NM,4209,4078,"1,720,394",0.24465326,0.237038725
1995,36,NY,68486,68486,"18,524,104",0.369712889,0.369712889
1995,37,NC,27313,29253,"7,344,674",0.371874912,0.39828861
1995,38,ND,670,608,"647,832",0.103421875,0.093851492
1995,39,OH,44338,44663,"11,202,751",0.395777787,0.39867886
1995,40,OK,14568,18151,"3,308,208",0.440359252,0.548665622
1995,41,OR,7812,7886,"3,184,369",0.245323328,0.247647179
1995,42,PA,32402,32416,"12,198,403",0.265624935,0.265739704
1995,44,RI,2854,2902,"1,017,002",0.28062875,0.285348505
1995,45,SC,18864,19611,"3,748,582",0.503230288,0.523157823
1995,46,SD,1864,1871,"737,925",0.252600196,0.253548802
1995,47,TN,13040,15206,"5,326,936",0.24479363,0.285454903
1995,48,TX,127766,127766,"18,958,751",0.673915703,0.673915703
1995,49,UT,3985,3471,"2,014,177",0.197847558,0.17232845
1995,50,VT,1245,1279,"589,002",0.211374494,0.217146971
1995,51,VA,23890,27415,"6,670,693",0.358133705,0.410976791
1995,53,WA,11679,11608,"5,481,027",0.213080505,0.211785127
1995,54,WV,2378,2512,"1,823,700",0.130394253,0.137741953
1995,55,WI,11199,11199,"5,184,836",0.21599526,0.21599526
1995,56,WY,1250,1395,"485,160",0.257646962,0.287534009
1996,1,AL,21424,21760,"4,331,102",0.494654709,0.50241255
1996,2,AK,2968,3716,"608,569",0.487701477,0.610612765
1996,4,AZ,22493,22493,"4,586,940",0.490370487,0.490370487
1996,5,AR,8675,9407,"2,572,109",0.337271865,0.365731001
1996,6,CA,145565,146049,"32,018,834",0.454623051,0.456134661
1996,8,CO,10302,12438,"3,919,972",0.262808,0.317298185
1996,9,CT,15233,16571,"3,336,685",0.456530958,0.496630638
1996,10,DE,5107,5110,"740,977",0.689225172,0.689630042
1996,11,DC,8819,9376,"572,377",1.540767711,1.638081195
1996,12,FL,63763,63763,"14,853,360",0.429283341,0.429283341
1996,13,GA,35139,35139,"7,501,069",0.46845323,0.46845323
1996,15,HI,3309,4011,"1,203,755",0.274889824,0.333207339
1996,16,ID,3257,3832,"1,203,083",0.270721139,0.318515015
1996,17,IL,38852,38852,"12,101,997",0.321037925,0.321037925
1996,18,IN,15766,16960,"5,906,013",0.266948278,0.287164962
1996,19,IA,6342,6342,"2,880,000",0.220208333,0.220208333
1996,20,KS,7755,7756,"2,614,554",0.296608905,0.296647153
1996,21,KY,10148,12910,"3,919,535",0.258908263,0.329375806
1996,22,LA,17664,26779,"4,398,877",0.401557034,0.608769011
1996,23,ME,1476,1426,"1,249,060",0.118168863,0.114165853
1996,24,MD,21729,22050,"5,111,986",0.42505985,0.431339209
1996,25,MA,10803,11796,"6,179,756",0.174812727,0.190881323
1996,26,MI,42349,42349,"9,758,645",0.433963937,0.433963937
1996,27,MN,4804,5158,"4,712,827",0.101934571,0.109445986
1996,28,MS,10030,13859,"2,748,085",0.364981433,0.504314823
1996,29,MO,22018,22003,"5,431,553",0.405372092,0.405095927
1996,30,MT,1590,2230,"886,254",0.179406807,0.251620867
1996,31,NE,3216,3287,"1,673,740",0.192144539,0.196386536
1996,32,NV,8081,8325,"1,666,320",0.484960872,0.499603918
1996,33,NH,2037,2062,"1,174,719",0.173403171,0.17553134
1996,34,NJ,23123,27490,"8,149,596",0.283731856,0.337317335
1996,35,NM,4733,4724,"1,752,326",0.270098144,0.269584541
1996,36,NY,69709,69709,"18,588,460",0.375012239,0.375012239
1996,37,NC,28756,30647,"7,500,670",0.383379085,0.408590166
1996,38,ND,765,722,"650,382",0.117623181,0.111011682
1996,39,OH,45968,46174,"11,242,827",0.408865137,0.410697416
1996,40,OK,15130,19593,"3,340,129",0.452976517,0.586594111
1996,41,OR,8457,8661,"3,247,111",0.260446902,0.26672941
1996,42,PA,34476,34537,"12,220,464",0.282116947,0.28261611
1996,44,RI,3233,3271,"1,020,893",0.316683531,0.320405762
1996,45,SC,19860,20446,"3,796,200",0.523154734,0.538591223
1996,46,SD,2063,2063,"742,213",0.277952555,0.277952555
1996,47,TN,13565,15626,"5,416,643",0.250431863,0.28848126
1996,48,TX,132383,132383,"19,340,342",0.684491515,0.684491515
1996,49,UT,4560,4002,"2,067,976",0.22050546,0.193522555
1996,50,VT,1119,1119,"593,701",0.188478712,0.188478712
1996,51,VA,25149,27655,"6,750,884",0.37252899,0.409650055
1996,53,WA,12588,12527,"5,569,753",0.226006432,0.22491123
1996,54,WV,2468,2749,"1,822,808",0.1353955,0.150811276
1996,55,WI,12530,12991,"5,229,986",0.239579991,0.248394546
1996,56,WY,1327,1477,"488,167",0.271833205,0.302560394
1997,1,AL,21974,22290,"4,367,935",0.503075252,0.510309792
1997,2,AK,3204,4165,"612,968",0.522702653,0.679480821
1997,4,AZ,23484,23484,"4,736,990",0.495757855,0.495757855
1997,5,AR,8979,10021,"2,601,090",0.345201435,0.385261563
1997,6,CA,155276,155790,"32,486,010",0.477978059,0.479560278
1997,8,CO,10566,13461,"4,018,293",0.262947475,0.334992993
1997,9,CT,15558,17241,"3,349,348",0.464508316,0.514756902
1997,10,DE,5432,5435,"751,487",0.722833529,0.723232737
1997,11,DC,7048,9353,"567,736",1.241422069,1.647420632
1997,12,FL,64626,64626,"15,186,304",0.4255545,0.4255545
1997,13,GA,36505,36505,"7,685,099",0.475010146,0.475010146
1997,15,HI,4078,4978,"1,211,640",0.336568618,0.410848107
1997,16,ID,3312,3911,"1,228,520",0.269592681,0.318350536
1997,17,IL,40788,40788,"12,185,715",0.334719793,0.334719793
1997,18,IN,16511,17903,"5,955,267",0.277250373,0.30062464
1997,19,IA,6938,6938,"2,891,119",0.239976286,0.239976286
1997,20,KS,7914,7911,"2,635,292",0.300308277,0.300194438
1997,21,KY,10875,14600,"3,952,747",0.275125122,0.369363382
1997,22,LA,18470,29265,"4,421,071",0.417772074,0.661943678
1997,23,ME,1601,1620,"1,254,774",0.127592698,0.129106915
1997,24,MD,21870,22232,"5,157,328",0.424056798,0.431075937
1997,25,MA,10918,11947,"6,226,058",0.175359754,0.191887066
1997,26,MI,44771,44771,"9,809,051",0.456425397,0.456425397
1997,27,MN,5327,5326,"4,763,390",0.11183212,0.111811126
1997,28,MS,10347,14296,"2,777,004",0.37259579,0.514799403
1997,29,MO,23652,23664,"5,481,193",0.431511899,0.431730829
1997,30,MT,1862,2541,"889,865",0.209245223,0.285548932
1997,31,NE,3348,3402,"1,686,418",0.198527293,0.201729346
1997,32,NV,8623,9024,"1,764,104",0.488803381,0.511534467
1997,33,NH,2104,2168,"1,189,425",0.176892196,0.182272947
1997,34,NJ,25497,28361,"8,218,808",0.310227469,0.345074371
1997,35,NM,3639,4688,"1,774,839",0.205032682,0.264136634
1997,36,NY,69383,69108,"18,656,546",0.371896277,0.370422264
1997,37,NC,30990,31612,"7,656,825",0.40473695,0.412860422
1997,38,ND,823,797,"649,716",0.12667073,0.122668982
1997,39,OH,47808,48016,"11,277,357",0.423929117,0.425773521
1997,40,OK,14893,20542,"3,372,917",0.44154659,0.609027735
1997,41,OR,7774,7999,"3,304,310",0.235268483,0.242077771
1997,42,PA,34929,34964,"12,227,814",0.285652039,0.285938272
1997,44,RI,3310,3371,"1,025,353",0.322815655,0.328764825
1997,45,SC,20613,21173,"3,859,696",0.534057605,0.548566519
1997,46,SD,2239,2242,"744,223",0.300850686,0.301253791
1997,47,TN,15095,16659,"5,499,233",0.274492825,0.302933154
1997,48,TX,140351,140351,"19,740,317",0.710986556,0.710986556
1997,49,UT,4861,4301,"2,119,784",0.229315817,0.202898031
1997,50,VT,1270,1270,"597,239",0.212645189,0.212645189
1997,51,VA,24632,28385,"6,829,183",0.360687362,0.415642691
1997,53,WA,13226,13214,"5,674,747",0.233067659,0.232856196
1997,54,WV,2397,3148,"1,819,113",0.131767515,0.173051372
1997,55,WI,13700,16280,"5,266,213",0.260148991,0.309140553
1997,56,WY,1418,1549,"489,451",0.289712351,0.316477032
1998,1,AL,22267,22676,"4,404,701",0.505528071,0.514813605
1998,2,AK,2601,4097,"619,932",0.419562146,0.660878935
1998,4,AZ,25515,25515,"4,883,342",0.52249054,0.52249054
1998,5,AR,10042,10638,"2,626,289",0.382364622,0.40505824
1998,6,CA,159563,161904,"32,987,675",0.483704899,0.490801489
1998,8,CO,11578,14312,"4,116,639",0.281248854,0.347662256
1998,9,CT,16104,17605,"3,365,352",0.478523495,0.52312507
1998,10,DE,5554,5558,"763,335",0.727596665,0.728120681
1998,11,DC,7008,9829,"565,230",1.239849265,1.738938131
1998,12,FL,67224,67224,"15,486,559",0.434079643,0.434079643
1998,13,GA,39262,39262,"7,863,536",0.499291922,0.499291922
1998,15,HI,3569,4924,"1,215,233",0.293688535,0.405189787
1998,16,ID,3459,4083,"1,252,330",0.276205154,0.326032276
1998,17,IL,43051,43051,"12,271,847",0.350811088,0.350811088
1998,18,IN,17605,19197,"5,998,880",0.293471448,0.320009735
1998,19,IA,7394,7394,"2,902,872",0.254713263,0.254713263
1998,20,KS,8180,8183,"2,660,598",0.307449679,0.307562435
1998,21,KY,11214,14987,"3,985,390",0.281377732,0.376048517
1998,22,LA,18975,32228,"4,440,344",0.427331756,0.725799623
1998,23,ME,1629,1691,"1,259,127",0.129375353,0.1342994
1998,24,MD,22232,22572,"5,204,464",0.427171751,0.433704604
1998,25,MA,10982,11799,"6,271,838",0.175100186,0.18812667
1998,26,MI,45879,45879,"9,847,942",0.465873987,0.465873987
1998,27,MN,5480,5572,"4,813,412",0.113848555,0.115759881
1998,28,MS,9943,16678,"2,804,834",0.354495132,0.594616295
1998,29,MO,25064,25060,"5,521,765",0.453912834,0.453840393
1998,30,MT,2340,2734,"892,431",0.262205145,0.306354217
1998,31,NE,3612,3676,"1,695,816",0.212994806,0.2167688
1998,32,NV,9239,9651,"1,853,191",0.498545482,0.520777405
1998,33,NH,2140,2169,"1,205,940",0.177454931,0.179859695
1998,34,NJ,27310,31121,"8,287,418",0.329535689,0.375521061
1998,35,NM,3440,5078,"1,793,484",0.191805447,0.283136064
1998,36,NY,70350,72289,"18,755,906",0.375081854,0.385419931
1998,37,NC,30682,31961,"7,809,121",0.392899534,0.409277818
1998,38,ND,941,915,"647,532",0.145321003,0.141305758
1998,39,OH,48171,48450,"11,311,536",0.425857284,0.428323793
1998,40,OK,14765,20892,"3,405,194",0.433602315,0.613533326
1998,41,OR,8652,9034,"3,352,449",0.258079989,0.269474644
1998,42,PA,36440,36377,"12,245,672",0.297574523,0.297060055
1998,44,RI,3318,3445,"1,031,155",0.321775097,0.334091383
1998,45,SC,20997,21764,"3,919,235",0.535742307,0.555312453
1998,46,SD,2435,2422,"746,058",0.326382131,0.324639639
1998,47,TN,15483,21438,"5,570,045",0.277969029,0.384880194
1998,48,TX,144510,144510,"20,157,531",0.716903276,0.716903276
1998,49,UT,5118,4907,"2,165,960",0.236292452,0.226550813
1998,50,VT,1240,1473,"600,416",0.206523477,0.245329905
1998,51,VA,26417,30276,"6,900,918",0.382804143,0.438724239
1998,53,WA,14188,14161,"5,769,562",0.245911215,0.245443242
1998,54,WV,2827,3478,"1,815,609",0.155705331,0.191561068
1998,55,WI,14506,18403,"5,297,672",0.273818387,0.347379
1998,56,WY,1432,1571,"490,787",0.29177627,0.320098128
1999,1,AL,21227,24658,"4,430,141",0.479149535,0.55659628
1999,2,AK,2529,3949,"624,779",0.404783131,0.632063498
1999,4,AZ,25986,25986,"5,023,823",0.517255485,0.517255485
1999,5,AR,10388,11415,"2,651,860",0.391725053,0.430452588
1999,6,CA,160687,163067,"33,499,204",0.479674084,0.486778731
1999,8,CO,12995,15670,"4,226,018",0.307499873,0.370798231
1999,9,CT,16987,18639,"3,386,401",0.501623996,0.55040735
1999,10,DE,6585,6983,"774,990",0.849688383,0.901043884
1999,11,DC,4628,8652,"570,213",0.811626533,1.517327735
1999,12,FL,69596,69596,"15,759,421",0.441615209,0.441615209
1999,13,GA,42091,42091,"8,045,965",0.523131781,0.523131781
1999,15,HI,3486,4903,"1,210,300",0.288027762,0.405106172
1999,16,ID,3834,4842,"1,275,674",0.300547005,0.379564058
1999,17,IL,44660,44660,"12,359,020",0.361355512,0.361355512
1999,18,IN,17149,19309,"6,044,969",0.283690454,0.319422647
1999,19,IA,7232,7232,"2,917,634",0.247872077,0.247872077
1999,20,KS,8569,8567,"2,678,338",0.319937215,0.319862542
1999,21,KY,11125,15317,"4,018,053",0.276875392,0.381204529
1999,22,LA,19174,34066,"4,460,811",0.429832154,0.763672794
1999,23,ME,1639,1716,"1,266,808",0.129380301,0.13545857
1999,24,MD,22598,23095,"5,254,509",0.430068728,0.439527271
1999,25,MA,10632,11356,"6,317,345",0.168298549,0.17975906
1999,26,MI,46617,46617,"9,897,116",0.471016001,0.471016001
1999,27,MN,5681,5969,"4,873,481",0.116569655,0.122479189
1999,28,MS,9849,18247,"2,828,408",0.348217089,0.645133234
1999,29,MO,26160,26155,"5,561,948",0.470338809,0.470248913
1999,30,MT,1571,2951,"897,507",0.175040418,0.328799664
1999,31,NE,3566,3688,"1,704,764",0.209178514,0.21633493
1999,32,NV,8752,9494,"1,934,718",0.452365668,0.49071751
1999,33,NH,2247,2257,"1,222,014",0.18387678,0.184695102
1999,34,NJ,24648,31493,"8,359,592",0.294846926,0.376728912
1999,35,NM,5052,5174,"1,808,082",0.279412106,0.286159588
1999,36,NY,71809,72899,"18,882,725",0.380289391,0.386061863
1999,37,NC,29683,31086,"7,949,361",0.373401082,0.3910503
1999,38,ND,914,943,"644,259",0.14186841,0.146369705
1999,39,OH,46619,46842,"11,335,454",0.411267162,0.413234441
1999,40,OK,14870,22393,"3,437,147",0.432626245,0.65149963
1999,41,OR,9427,9860,"3,393,941",0.27775969,0.29051772
1999,42,PA,36457,36525,"12,263,805",0.297273155,0.297827632
1999,44,RI,2926,3003,"1,040,402",0.281237445,0.28863843
1999,45,SC,21016,22008,"3,974,682",0.528746702,0.553704674
1999,46,SD,2492,2506,"750,412",0.332084242,0.333949884
1999,47,TN,13336,22502,"5,638,706",0.236508163,0.399063189
1999,48,TX,136882,163190,"20,558,220",0.665826127,0.793794404
1999,49,UT,3992,5322,"2,203,482",0.181167806,0.24152682
1999,50,VT,1135,1536,"604,683",0.187701655,0.254017394
1999,51,VA,28854,29789,"7,000,174",0.412189754,0.425546565
1999,53,WA,14283,14590,"5,842,564",0.244464588,0.24971913
1999,54,WV,2880,3532,"1,811,799",0.15895803,0.194944362
1999,55,WI,15286,20390,"5,332,666",0.286648367,0.382360343
1999,56,WY,1258,1710,"491,780",0.255805441,0.347716459
2000,1,AL,23040,26406,"4,452,173",0.517500106,0.593103637
2000,2,AK,2757,4173,"627,963",0.439038606,0.664529598
2000,4,AZ,26510,26510,"5,160,586",0.513701351,0.513701351
2000,5,AR,11143,11915,"2,678,588",0.41600276,0.444823915
2000,6,CA,160655,163001,"33,987,977",0.472681855,0.479584295
2000,8,CO,14655,16833,"4,326,921",0.338693496,0.38902952
2000,9,CT,16671,18355,"3,411,777",0.488630998,0.537989441
2000,10,DE,6572,6921,"786,373",0.835735713,0.880116688
2000,11,DC,3785,10352,"572,046",0.661660076,1.809644679
2000,12,FL,71319,71319,"16,047,515",0.44442395,0.44442395
2000,13,GA,44232,44232,"8,227,303",0.537624541,0.537624541
2000,15,HI,3607,5053,"1,213,519",0.297234736,0.416392327
2000,16,ID,3807,5535,"1,299,430",0.292974612,0.425955996
2000,17,IL,45281,45281,"12,434,161",0.364166107,0.364166107
2000,18,IN,17947,20125,"6,091,866",0.294605955,0.330358547
2000,19,IA,7955,7955,"2,929,067",0.271588188,0.271588188
2000,20,KS,8352,8344,"2,693,681",0.310058986,0.309761995
2000,21,KY,9765,14919,"4,049,021",0.241169409,0.368459437
2000,22,LA,19361,35207,"4,471,885",0.432949416,0.787296632
2000,23,ME,1636,1679,"1,277,072",0.128105541,0.131472619
2000,24,MD,23454,23538,"5,311,034",0.441608922,0.443190535
2000,25,MA,10335,10722,"6,361,104",0.162471797,0.168555647
2000,26,MI,47269,47718,"9,952,450",0.47494838,0.479459831
2000,27,MN,6053,6238,"4,933,692",0.122687026,0.126436754
2000,28,MS,11082,20241,"2,848,353",0.389066945,0.710621191
2000,29,MO,27385,27543,"5,607,285",0.488382524,0.491200287
2000,30,MT,1571,3105,"903,773",0.173826835,0.343559721
2000,31,NE,3810,3895,"1,713,820",0.222310394,0.227270075
2000,32,NV,9280,10063,"2,018,741",0.459692452,0.498479003
2000,33,NH,2283,2257,"1,239,882",0.184130425,0.182033452
2000,34,NJ,24061,29784,"8,430,621",0.285400091,0.353283584
2000,35,NM,3187,5342,"1,821,204",0.174994125,0.293322439
2000,36,NY,70490,70199,"19,001,780",0.370965246,0.369433811
2000,37,NC,31198,31266,"8,081,614",0.38603675,0.386878166
2000,38,ND,927,1076,"642,023",0.144387351,0.167595242
2000,39,OH,43587,45833,"11,363,543",0.383568751,0.403333714
2000,40,OK,15006,23181,"3,454,365",0.434406903,0.671064002
2000,41,OR,10139,10580,"3,429,708",0.295622834,0.308481072
2000,42,PA,36784,36847,"12,284,173",0.299442217,0.299955072
2000,44,RI,3425,3286,"1,050,268",0.326107241,0.312872524
2000,45,SC,20877,21778,"4,024,223",0.518783378,0.541172793
2000,46,SD,2547,2616,"755,844",0.336974296,0.346103164
2000,47,TN,13483,22166,"5,703,719",0.236389626,0.388623633
2000,48,TX,134599,166719,"20,944,499",0.642646071,0.796003762
2000,49,UT,4208,5637,"2,244,502",0.187480341,0.251147025
2000,50,VT,1310,1697,"609,618",0.214888668,0.278371045
2000,51,VA,29173,30168,"7,105,817",0.410550961,0.424553574
2000,53,WA,14920,14915,"5,910,512",0.2524316,0.252347005
2000,54,WV,3060,3856,"1,807,021",0.169339482,0.213389883
2000,55,WI,15506,20754,"5,373,999",0.288537456,0.386192852
2000,56,WY,1267,1680,"494,300",0.256322072,0.33987457
2001,1,AL,24741,26741,"4,467,634",0.553783054,0.598549478
2001,2,AK,3033,4571,"633,714",0.478607069,0.721303301
2001,4,AZ,27710,27710,"5,273,477",0.525459768,0.525459768
2001,5,AR,11489,12594,"2,691,571",0.426851084,0.467905175
2001,6,CA,157142,159444,"34,479,458",0.455755424,0.462431863
2001,8,CO,14888,17448,"4,425,687",0.33639975,0.394243877
2001,9,CT,17507,19196,"3,432,835",0.509986644,0.55918796
2001,10,DE,6841,7003,"795,699",0.859747216,0.880106674
2001,11,DC,NA,NA,"574,504",NA,NA
2001,12,FL,72404,72404,"16,356,966",0.442649328,0.442649328
2001,13,GA,45937,45937,"8,377,038",0.548368051,0.548368051
2001,15,HI,3865,5431,"1,225,948",0.315266227,0.443004108
2001,16,ID,3922,5984,"1,319,962",0.297129766,0.453346384
2001,17,IL,44348,44348,"12,488,445",0.355112266,0.355112266
2001,18,IN,18731,20966,"6,127,760",0.305674504,0.342147865
2001,19,IA,7962,7962,"2,931,997",0.27155553,0.27155553
2001,20,KS,8574,8577,"2,702,162",0.317301479,0.317412502
2001,21,KY,9692,15424,"4,068,132",0.238242024,0.379142073
2001,22,LA,19660,35810,"4,477,875",0.439047539,0.799709684
2001,23,ME,1664,1704,"1,285,692",0.129424466,0.132535631
2001,24,MD,23611,23752,"5,374,691",0.439299673,0.44192308
2001,25,MA,10203,10588,"6,397,634",0.159480833,0.165498683
2001,26,MI,48400,48849,"9,991,120",0.484430174,0.488924165
2001,27,MN,6406,6606,"4,982,796",0.128562357,0.132576168
2001,28,MS,11497,21460,"2,852,994",0.402980168,0.752192258
2001,29,MO,28575,28757,"5,641,142",0.50654637,0.509772667
2001,30,MT,1708,3328,"906,961",0.188321218,0.366939703
2001,31,NE,3915,3937,"1,719,836",0.227637984,0.228917176
2001,32,NV,9384,10233,"2,098,399",0.447198078,0.487657495
2001,33,NH,2419,2392,"1,255,517",0.192669633,0.190519125
2001,34,NJ,23432,28142,"8,492,671",0.275908486,0.33136807
2001,35,NM,3184,5668,"1,831,690",0.173828541,0.309441008
2001,36,NY,67554,67533,"19,082,838",0.354003948,0.353893902
2001,37,NC,32203,32253,"8,210,122",0.392235341,0.392844345
2001,38,ND,1044,1111,"639,062",0.163364431,0.173848547
2001,39,OH,42944,45281,"11,387,404",0.377118437,0.397641113
2001,40,OK,15061,22780,"3,467,100",0.434397623,0.657033255
2001,41,OR,10950,11410,"3,467,937",0.315749681,0.329014051
2001,42,PA,37141,38062,"12,298,970",0.301984638,0.30947307
2001,44,RI,3364,3241,"1,057,142",0.318216474,0.30658133
2001,45,SC,21713,22576,"4,064,995",0.534145798,0.555375837
2001,46,SD,2764,2790,"757,972",0.36465727,0.368087476
2001,47,TN,13788,23671,"5,750,789",0.239758405,0.411613085
2001,48,TX,132149,162070,"21,319,622",0.619846825,0.760191714
2001,49,UT,4145,5339,"2,283,715",0.181502508,0.233785739
2001,50,VT,1400,1741,"612,223",0.228674846,0.284373504
2001,51,VA,29906,31662,"7,198,362",0.415455627,0.439850066
2001,53,WA,15226,15159,"5,985,722",0.254371987,0.253252657
2001,54,WV,3403,4215,"1,801,481",0.188900133,0.233974158
2001,55,WI,17337,21495,"5,406,835",0.320649696,0.397552357
2001,56,WY,1021,1684,"494,657",0.206405651,0.34043792
2002,1,AL,25100,27947,"4,480,089",0.560256727,0.623804572
2002,2,AK,2991,4398,"642,337",0.465643424,0.684687321
2002,4,AZ,29359,29359,"5,396,255",0.544062503,0.544062503
2002,5,AR,11849,13091,"2,705,927",0.437890601,0.483789844
2002,6,CA,159695,161361,"34,871,843",0.457948265,0.462725758
2002,8,CO,16184,18833,"4,490,406",0.360412845,0.419405283
2002,9,CT,18716,20720,"3,458,749",0.541120503,0.599060527
2002,10,DE,6637,6778,"806,169",0.823276509,0.840766638
2002,11,DC,NA,NA,"573,158",NA,NA
2002,12,FL,75210,75210,"16,689,370",0.45064613,0.45064613
2002,13,GA,47445,47445,"8,508,256",0.557634843,0.557634843
2002,15,HI,3722,5423,"1,239,613",0.300254999,0.437475244
2002,16,ID,4185,5746,"1,340,372",0.312226755,0.428686962
2002,17,IL,42693,42693,"12,525,556",0.340847145,0.340847145
2002,18,IN,19506,21611,"6,155,967",0.316863297,0.351057762
2002,19,IA,8398,8398,"2,934,234",0.286207576,0.286207576
2002,20,KS,8967,8935,"2,713,535",0.330454555,0.329275281
2002,21,KY,9948,15820,"4,089,875",0.243234818,0.386808888
2002,22,LA,20010,36032,"4,497,267",0.444936892,0.801197705
2002,23,ME,1847,1900,"1,295,960",0.142519831,0.146609463
2002,24,MD,23987,24162,"5,440,389",0.440905972,0.444122654
2002,25,MA,9879,10329,"6,417,206",0.153945502,0.1609579
2002,26,MI,50131,50591,"10,015,710",0.500523677,0.505116462
2002,27,MN,6855,7129,"5,018,935",0.136582761,0.142042087
2002,28,MS,11920,22705,"2,858,681",0.416975521,0.794247417
2002,29,MO,29795,30099,"5,674,825",0.525038217,0.53039521
2002,30,MT,1907,3323,"911,667",0.209177254,0.364497124
2002,31,NE,4048,4058,"1,728,292",0.23421968,0.234798286
2002,32,NV,9667,10478,"2,173,791",0.444706966,0.48201506
2002,33,NH,2475,2451,"1,269,089",0.195021783,0.193130663
2002,34,NJ,23700,27891,"8,552,643",0.277107322,0.326109718
2002,35,NM,3301,5991,"1,855,309",0.177921845,0.32291117
2002,36,NY,66925,67065,"19,137,800",0.349700593,0.350432129
2002,37,NC,32918,32832,"8,326,201",0.395354376,0.394321492
2002,38,ND,1094,1112,"638,168",0.171428213,0.174248787
2002,39,OH,43357,45646,"11,407,889",0.380061552,0.400126614
2002,40,OK,15526,22802,"3,489,080",0.444988364,0.653524711
2002,41,OR,11650,12085,"3,513,424",0.331585371,0.343966456
2002,42,PA,39187,40168,"12,331,031",0.317791756,0.325747296
2002,44,RI,3473,3520,"1,065,995",0.325798901,0.330207928
2002,45,SC,22875,23715,"4,107,795",0.556868101,0.577317028
2002,46,SD,2911,2918,"760,020",0.383016236,0.383937265
2002,47,TN,14097,24989,"5,795,918",0.243222903,0.431148267
2002,48,TX,135673,162003,"21,690,325",0.625500079,0.746890607
2002,49,UT,4285,5562,"2,324,815",0.184315741,0.239244843
2002,50,VT,1361,1863,"615,442",0.221141879,0.302709272
2002,51,VA,29368,34973,"7,286,873",0.403026099,0.479945239
2002,53,WA,16263,16062,"6,052,349",0.268705589,0.265384564
2002,54,WV,3575,4544,"1,805,414",0.198015524,0.251687425
2002,55,WI,18203,22113,"5,445,162",0.334296757,0.40610362
2002,56,WY,1114,1737,"500,017",0.222792425,0.347388189
