Year,FIPS,All Ages in Poverty Percent,Median Household Income in Dollars
1998,47113,13.9,"$34,206 "
1997,47113,14.8,"$32,909 "
1996,47113,NA,NA
1995,47113,15.9,"$31,422 "
1993,47113,18.5,"$27,774 "
1989,47113,17.1,"$23,372 "
2017,47115,15.7,"$47,331 "
2016,47115,18.3,"$42,348 "
2015,47115,19,"$41,090 "
2014,47115,20.6,"$40,766 "
2013,47115,16.4,"$42,128 "
2012,47115,18.5,"$39,170 "
2011,47115,17.9,"$40,136 "
2010,47115,21.9,"$37,672 "
2009,47115,19.2,"$37,067 "
2008,47115,15.7,"$38,965 "
2007,47115,14,"$39,059 "
2006,47115,18.1,"$36,235 "
2005,47115,16.6,"$34,857 "
2004,47115,15,"$34,289 "
2003,47115,13.8,"$33,197 "
2002,47115,14.2,"$32,087 "
2001,47115,13.9,"$31,782 "
2000,47115,13.6,"$32,566 "
1999,47115,13.7,"$31,295 "
1998,47115,14.8,"$30,518 "
1997,47115,15.5,"$28,563 "
1996,47115,NA,NA
1995,47115,16.3,"$27,054 "
1993,47115,19,"$24,488 "
1989,47115,17.6,"$21,411 "
2017,47117,11.7,"$52,415 "
2016,47117,13.2,"$50,014 "
2015,47117,13.8,"$46,788 "
2014,47117,15.5,"$42,839 "
2013,47117,14.6,"$42,363 "
2012,47117,16.9,"$41,455 "
2011,47117,16.4,"$40,214 "
2010,47117,14.7,"$40,052 "
2009,47117,14.8,"$41,681 "
2008,47117,14.4,"$41,157 "
2007,47117,13.3,"$43,141 "
2006,47117,13.9,"$38,878 "
2005,47117,15.3,"$36,273 "
2004,47117,12.4,"$38,670 "
2003,47117,11.1,"$38,617 "
2002,47117,10.7,"$39,509 "
2001,47117,10.7,"$38,505 "
2000,47117,10.2,"$39,404 "
1999,47117,10.4,"$37,417 "
1998,47117,10.9,"$35,586 "
1997,47117,11,"$33,399 "
1996,47117,NA,NA
1995,47117,11,"$32,139 "
1993,47117,12.9,"$29,010 "
1989,47117,10.8,"$23,972 "
2017,47119,10.4,"$56,999 "
2016,47119,11.5,"$51,202 "
2015,47119,13.2,"$50,868 "
2014,47119,15.5,"$51,303 "
2013,47119,13.8,"$46,497 "
2012,47119,17.2,"$43,346 "
2011,47119,16.6,"$42,569 "
2010,47119,14.3,"$45,445 "
2009,47119,14.8,"$43,564 "
2008,47119,14,"$46,942 "
2007,47119,12.9,"$46,425 "
2006,47119,13,"$45,715 "
2005,47119,13.4,"$42,919 "
2004,47119,12.6,"$43,116 "
2003,47119,11.6,"$43,714 "
2002,47119,11.3,"$41,331 "
2001,47119,11.2,"$40,813 "
2000,47119,11,"$41,564 "
1999,47119,11,"$40,042 "
1998,47119,10.4,"$38,616 "
1997,47119,10.9,"$36,966 "
1996,47119,NA,NA
1995,47119,11.2,"$37,073 "
1993,47119,14.1,"$30,405 "
1989,47119,13,"$24,013 "
2017,47121,17.4,"$45,695 "
2016,47121,18.3,"$40,238 "
2015,47121,20.2,"$41,061 "
2014,47121,20.8,"$34,801 "
2013,47121,19.7,"$37,874 "
2012,47121,20.4,"$36,361 "
2011,47121,23.3,"$37,129 "
2010,47121,22.1,"$36,584 "
2009,47121,20.4,"$35,809 "
2008,47121,20.8,"$35,240 "
2007,47121,20.9,"$36,876 "
2006,47121,21.4,"$34,608 "
2005,47121,19.3,"$33,206 "
2004,47121,17.5,"$32,679 "
2003,47121,16,"$30,789 "
2002,47121,17.9,"$29,619 "
2001,47121,18.1,"$29,404 "
2000,47121,16.9,"$30,102 "
1999,47121,15.8,"$29,203 "
1998,47121,17.1,"$28,661 "
1997,47121,18.7,"$26,931 "
1996,47121,NA,NA
1995,47121,17.8,"$26,649 "
1993,47121,17.9,"$24,913 "
1989,47121,14.7,"$22,069 "
2017,47123,17.6,"$43,749 "
2016,47123,19.3,"$38,265 "
2015,47123,18.6,"$37,867 "
2014,47123,20.6,"$37,392 "
2013,47123,19.7,"$38,061 "
2012,47123,17.4,"$37,850 "
2011,47123,22.7,"$32,720 "
2010,47123,19.4,"$35,833 "
2009,47123,20.6,"$36,314 "
2008,47123,17.4,"$36,713 "
2007,47123,17.2,"$37,823 "
2006,47123,17.4,"$37,088 "
2005,47123,16.2,"$34,234 "
2004,47123,16.2,"$34,243 "
2003,47123,15,"$32,567 "
2002,47123,16.9,"$30,829 "
2001,47123,16.8,"$30,225 "
2000,47123,15.6,"$31,156 "
1999,47123,15.6,"$29,943 "
1998,47123,16.6,"$28,958 "
1997,47123,17.2,"$27,511 "
1996,47123,NA,NA
1995,47123,17.9,"$26,790 "
1993,47123,21.4,"$22,796 "
1989,47123,18.1,"$19,605 "
2017,47125,12.8,"$57,431 "
2016,47125,12.9,"$55,351 "
2015,47125,13.4,"$49,603 "
2014,47125,13.9,"$50,935 "
2013,47125,14.9,"$51,059 "
2012,47125,16.9,"$48,267 "
2011,47125,16.5,"$47,684 "
2010,47125,15.7,"$47,258 "
2009,47125,13.8,"$46,523 "
2008,47125,13.3,"$47,716 "
2007,47125,12.7,"$48,536 "
2006,47125,14.1,"$47,223 "
2005,47125,11.8,"$45,334 "
2004,47125,11.6,"$42,959 "
2003,47125,12.3,"$40,047 "
2002,47125,11.3,"$39,504 "
2001,47125,10.6,"$39,290 "
2000,47125,10.1,"$39,965 "
1999,47125,10.5,"$38,019 "
1998,47125,11.2,"$37,022 "
1997,47125,11.5,"$35,728 "
1996,47125,NA,NA
1995,47125,11.8,"$33,655 "
1993,47125,14.5,"$30,345 "
1989,47125,12.6,"$24,980 "
2017,47127,9.9,"$55,448 "
2016,47127,10.9,"$54,922 "
2015,47127,11.8,"$52,911 "
2014,47127,12.5,"$50,358 "
2013,47127,13.1,"$50,802 "
2012,47127,13.5,"$47,091 "
2011,47127,12.4,"$48,229 "
2010,47127,13.6,"$45,066 "
2009,47127,14.2,"$46,494 "
2008,47127,11.6,"$46,045 "
2007,47127,11.4,"$47,106 "
2006,47127,11.7,"$44,707 "
2005,47127,11,"$43,083 "
2004,47127,10.6,"$42,722 "
2003,47127,9.7,"$40,436 "
2002,47127,9.9,"$38,496 "
2001,47127,11.1,"$37,458 "
2000,47127,10.7,"$37,231 "
1999,47127,9.6,"$35,951 "
1998,47127,9.1,"$37,734 "
1997,47127,9.7,"$36,958 "
1996,47127,NA,NA
1995,47127,8.1,"$35,726 "
1993,47127,10.6,"$32,388 "
1989,47127,9.6,"$27,549 "
2017,47129,20.3,"$40,667 "
2016,47129,22.7,"$38,069 "
2015,47129,21.2,"$46,067 "
2014,47129,23.4,"$36,390 "
2013,47129,24,"$38,027 "
2012,47129,23.3,"$36,170 "
2011,47129,22.1,"$35,266 "
2010,47129,20.3,"$35,322 "
2009,47129,18.6,"$34,348 "
2008,47129,20.9,"$34,348 "
2007,47129,21.4,"$35,026 "
2006,47129,20,"$32,399 "
2005,47129,24.1,"$29,958 "
2004,47129,18.7,"$30,387 "
2003,47129,16.6,"$29,634 "
2002,47129,18.7,"$29,128 "
2001,47129,18.4,"$28,237 "
2000,47129,17.6,"$28,656 "
1999,47129,17.9,"$27,381 "
1998,47129,19.2,"$27,136 "
1997,47129,18.9,"$25,982 "
1996,47129,NA,NA
1995,47129,19.6,"$25,341 "
1993,47129,22.9,"$21,789 "
1989,47129,21.1,"$18,715 "
2017,47131,20.7,"$38,160 "
2016,47131,18.6,"$37,437 "
2015,47131,19.5,"$39,946 "
2014,47131,20.8,"$40,683 "
2013,47131,20.4,"$34,469 "
2012,47131,19.7,"$38,718 "
2011,47131,18.3,"$38,429 "
2010,47131,16,"$38,530 "
2009,47131,16.2,"$38,157 "
2008,47131,16.7,"$37,503 "
2007,47131,15.9,"$37,889 "
2006,47131,15.1,"$37,604 "
2005,47131,14.8,"$30,967 "
2004,47131,14.5,"$34,747 "
2003,47131,12.9,"$34,092 "
2002,47131,12.7,"$33,816 "
2001,47131,12.4,"$33,737 "
2000,47131,12.5,"$34,348 "
1999,47131,12.8,"$32,941 "
1998,47131,12.8,"$33,722 "
1997,47131,13.4,"$31,911 "
1996,47131,NA,NA
1995,47131,13.9,"$29,966 "
1993,47131,17,"$26,940 "
1989,47131,14.4,"$24,076 "
2017,47133,17.8,"$37,154 "
2016,47133,18.7,"$35,273 "
2015,47133,17.5,"$36,316 "
2014,47133,18.9,"$35,884 "
2013,47133,20.4,"$35,457 "
2012,47133,20.9,"$33,220 "
2011,47133,25.1,"$32,308 "
2010,47133,19.3,"$33,230 "
2009,47133,21.3,"$32,574 "
2008,47133,17.9,"$32,635 "
2007,47133,20,"$32,146 "
2006,47133,19.7,"$31,543 "
2005,47133,17.8,"$30,425 "
2004,47133,16.7,"$30,081 "
2003,47133,15.8,"$29,308 "
2002,47133,17,"$27,916 "
2001,47133,17.1,"$27,132 "
2000,47133,16,"$28,302 "
1999,47133,15.6,"$27,198 "
1998,47133,15.7,"$26,907 "
1997,47133,16.5,"$25,216 "
1996,47133,NA,NA
1995,47133,17.7,"$24,338 "
1993,47133,19.8,"$21,217 "
1989,47133,19.2,"$18,271 "
2017,47135,21.1,"$37,135 "
2016,47135,22.1,"$35,140 "
2015,47135,22.3,"$34,445 "
2014,47135,23.6,"$33,776 "
2013,47135,22.2,"$33,017 "
2012,47135,23.1,"$31,493 "
2011,47135,19.7,"$31,505 "
2010,47135,21.4,"$31,486 "
2009,47135,20.2,"$32,054 "
2008,47135,19,"$33,179 "
2007,47135,18.2,"$33,014 "
2006,47135,19,"$31,329 "
2005,47135,18.1,"$30,801 "
2004,47135,15.7,"$29,752 "
2003,47135,14.3,"$28,936 "
2002,47135,15.7,"$28,400 "
2001,47135,16,"$28,215 "
2000,47135,15,"$29,098 "
1999,47135,15.2,"$28,187 "
1998,47135,16,"$27,756 "
1997,47135,15.7,"$27,209 "
1996,47135,NA,NA
1995,47135,14.9,"$26,042 "
1993,47135,17.4,"$22,757 "
1989,47135,14.6,"$19,053 "
2017,47137,16.9,"$39,858 "
2016,47137,17,"$36,595 "
2015,47137,18.9,"$34,714 "
2014,47137,19.2,"$31,996 "
2013,47137,19.5,"$32,398 "
2012,47137,19.5,"$32,023 "
2011,47137,19.2,"$31,518 "
2010,47137,20.3,"$30,016 "
2009,47137,19.8,"$29,945 "
2008,47137,19.8,"$29,422 "
2007,47137,18.2,"$27,956 "
2006,47137,19.5,"$28,637 "
2005,47137,20,"$27,189 "
2004,47137,17.1,"$27,101 "
2003,47137,15.7,"$25,257 "
2002,47137,17.2,"$24,447 "
2001,47137,18.2,"$24,403 "
2000,47137,17.5,"$25,607 "
1999,47137,16.7,"$24,568 "
1998,47137,18.8,"$24,167 "
1997,47137,21.4,"$22,027 "
1996,47137,NA,NA
1995,47137,21.6,"$20,385 "
1993,47137,23.3,"$18,029 "
1989,47137,24.7,"$14,558 "
2017,47139,15.7,"$41,191 "
2016,47139,16.2,"$41,984 "
2015,47139,18.4,"$38,923 "
2014,47139,20.3,"$36,643 "
2013,47139,19.7,"$37,375 "
2012,47139,19.3,"$36,595 "
2011,47139,17.7,"$35,628 "
2010,47139,20,"$35,083 "
2009,47139,18.2,"$34,441 "
2008,47139,17.2,"$33,932 "
2007,47139,15.4,"$34,660 "
2006,47139,16.7,"$33,463 "
2005,47139,15.7,"$31,736 "
2004,47139,15.1,"$32,438 "
2003,47139,14,"$30,588 "
2002,47139,15.6,"$30,258 "
2001,47139,15.1,"$29,791 "
2000,47139,13.4,"$30,756 "
1999,47139,12.8,"$29,359 "
1998,47139,14.1,"$29,032 "
1997,47139,14.6,"$27,703 "
1996,47139,NA,NA
1995,47139,16.2,"$27,330 "
1993,47139,17.9,"$23,921 "
1989,47139,15.2,"$20,117 "
2017,47141,19,"$42,437 "
2016,47141,19.2,"$40,479 "
2015,47141,19.7,"$40,629 "
2014,47141,20.8,"$37,693 "
2013,47141,26.7,"$35,554 "
2012,47141,24.6,"$34,060 "
2011,47141,23.5,"$35,053 "
2010,47141,21.5,"$35,225 "
2009,47141,21.3,"$33,092 "
2008,47141,17.9,"$36,398 "
2007,47141,21.6,"$36,131 "
2006,47141,17.9,"$35,336 "
2005,47141,18.3,"$33,027 "
2004,47141,15.2,"$33,355 "
2003,47141,14.2,"$32,512 "
2002,47141,15.1,"$31,327 "
2001,47141,14.8,"$31,339 "
2000,47141,13.8,"$32,360 "
1999,47141,13.5,"$31,283 "
1998,47141,13.2,"$32,055 "
1997,47141,13.7,"$30,570 "
1996,47141,NA,NA
1995,47141,13.8,"$29,011 "
1993,47141,16.9,"$26,305 "
1989,47141,13.9,"$22,838 "
2017,47143,16,"$43,426 "
2016,47143,18.2,"$42,137 "
2015,47143,23.3,"$39,863 "
2014,47143,22,"$37,952 "
2013,47143,19.6,"$38,860 "
2012,47143,21,"$40,682 "
2011,47143,23.1,"$34,920 "
2010,47143,20.6,"$36,308 "
2009,47143,21.9,"$33,946 "
2008,47143,17.9,"$37,437 "
2007,47143,18,"$37,682 "
2006,47143,18.4,"$34,442 "
2005,47143,17.8,"$33,200 "
2004,47143,16.2,"$33,818 "
2003,47143,14.3,"$32,558 "
2002,47143,15.2,"$31,373 "
2001,47143,15.3,"$30,511 "
2000,47143,14.5,"$31,565 "
1999,47143,14.5,"$30,352 "
1998,47143,15.8,"$29,086 "
1997,47143,16.8,"$27,479 "
1996,47143,NA,NA
1995,47143,17,"$26,742 "
1993,47143,19.7,"$24,099 "
1989,47143,18.3,"$20,538 "
2017,47145,15.2,"$48,391 "
2016,47145,14.2,"$47,088 "
2015,47145,17.6,"$43,939 "
2014,47145,18,"$43,269 "
2013,47145,18.1,"$42,037 "
2012,47145,16.6,"$41,499 "
2011,47145,17.8,"$42,542 "
2010,47145,15.2,"$42,620 "
2009,47145,13.8,"$39,007 "
2008,47145,15.5,"$41,061 "
2007,47145,16,"$41,897 "
2006,47145,13.9,"$40,829 "
2005,47145,14.8,"$38,274 "
2004,47145,14.7,"$38,172 "
2003,47145,13.2,"$36,922 "
2002,47145,13.2,"$34,768 "
2001,47145,13,"$33,685 "
2000,47145,12.8,"$34,376 "
1999,47145,12.8,"$33,040 "
1998,47145,13.8,"$32,578 "
1997,47145,14.6,"$31,448 "
1996,47145,NA,NA
1995,47145,14.5,"$30,542 "
1993,47145,17,"$28,010 "
1989,47145,14.8,"$23,413 "
2017,47147,11.6,"$59,771 "
2016,47147,10.3,"$58,487 "
2015,47147,12.3,"$53,413 "
2014,47147,13.4,"$52,640 "
2013,47147,12.1,"$51,093 "
2012,47147,12.7,"$54,065 "
2011,47147,15.1,"$48,179 "
2010,47147,12.7,"$51,074 "
2009,47147,13.5,"$50,539 "
2008,47147,11.1,"$48,055 "
2007,47147,11.6,"$50,528 "
2006,47147,11,"$46,503 "
2005,47147,10.2,"$49,256 "
2004,47147,10.7,"$46,379 "
2003,47147,9.7,"$44,952 "
2002,47147,9.5,"$43,619 "
2001,47147,9.5,"$43,151 "
2000,47147,9.2,"$44,369 "
1999,47147,9.6,"$41,808 "
1998,47147,9.5,"$40,202 "
1997,47147,9.7,"$38,432 "
1996,47147,NA,NA
1995,47147,9.9,"$37,225 "
1993,47147,12.8,"$31,765 "
1989,47147,11.4,"$26,594 "
2017,47149,10.1,"$68,082 "
2016,47149,10.3,"$61,232 "
2015,47149,11.1,"$60,022 "
2014,47149,14.7,"$53,799 "
2013,47149,12.3,"$57,056 "
2012,47149,12.9,"$53,566 "
2011,47149,12.1,"$52,586 "
2010,47149,14.4,"$51,815 "
2009,47149,12.4,"$53,983 "
2008,47149,10.2,"$54,335 "
2007,47149,11.8,"$51,307 "
2006,47149,12.3,"$48,924 "
2005,47149,11.8,"$48,400 "
2004,47149,10,"$49,915 "
2003,47149,9.2,"$48,622 "
2002,47149,8.5,"$47,451 "
2001,47149,8.8,"$47,016 "
2000,47149,8.2,"$47,801 "
1999,47149,8.3,"$45,651 "
1998,47149,7.6,"$44,803 "
1997,47149,7.5,"$43,488 "
1996,47149,NA,NA
1995,47149,8.3,"$41,827 "
1993,47149,11.6,"$36,132 "
1989,47149,9.2,"$30,230 "
2017,47151,22.8,"$34,828 "
2016,47151,22,"$34,196 "
2015,47151,25.5,"$33,254 "
2014,47151,24.5,"$31,397 "
2013,47151,29.5,"$27,749 "
2012,47151,24.9,"$29,556 "
2011,47151,24.8,"$29,882 "
2010,47151,27,"$29,792 "
2009,47151,25,"$28,914 "
2008,47151,24.8,"$28,422 "
2007,47151,21.1,"$30,340 "
2006,47151,24.9,"$27,432 "
2005,47151,24.1,"$26,992 "
2004,47151,21.1,"$26,868 "
2003,47151,19.4,"$25,364 "
2002,47151,22,"$24,325 "
2001,47151,21,"$24,196 "
2000,47151,20.7,"$25,152 "
1999,47151,20.4,"$24,134 "
1998,47151,21.8,"$22,872 "
1997,47151,23.6,"$21,635 "
1996,47151,NA,NA
1995,47151,25.7,"$21,335 "
1993,47151,30.5,"$18,034 "
1989,47151,29.9,"$16,148 "
2017,47153,16.7,"$45,100 "
2016,47153,17.7,"$43,367 "
2015,47153,18.7,"$43,207 "
2014,47153,18.7,"$44,111 "
2013,47153,18.1,"$46,460 "
2012,47153,21.2,"$38,695 "
2011,47153,19.2,"$38,008 "
2010,47153,22,"$38,082 "
2009,47153,17.7,"$37,810 "
2008,47153,16,"$39,372 "
2007,47153,18.8,"$38,683 "
2006,47153,17.9,"$36,916 "
2005,47153,16.4,"$35,147 "
2004,47153,15.7,"$34,498 "
2003,47153,14.5,"$32,767 "
2002,47153,15.8,"$31,207 "
2001,47153,16,"$30,691 "
2000,47153,14.8,"$31,573 "
1999,47153,14.6,"$30,148 "
1998,47153,16,"$28,835 "
1997,47153,16.5,"$27,542 "
1996,47153,NA,NA
1995,47153,17.7,"$26,626 "
1993,47153,20.5,"$22,918 "
1989,47153,19.3,"$19,564 "
2017,47155,12.6,"$48,482 "
2016,47155,15.1,"$45,251 "
2015,47155,14.6,"$41,987 "
2014,47155,17.7,"$39,905 "
2013,47155,16.5,"$40,444 "
2012,47155,15.5,"$42,490 "
2011,47155,16.8,"$40,353 "
2010,47155,16.5,"$39,349 "
2009,47155,13.9,"$41,466 "
2008,47155,13.2,"$40,378 "
2007,47155,12.7,"$40,312 "
2006,47155,14.5,"$39,394 "
2005,47155,14.4,"$37,909 "
2004,47155,13.4,"$37,105 "
2003,47155,12.4,"$35,912 "
2002,47155,13,"$34,561 "
2001,47155,12.8,"$34,309 "
2000,47155,12.5,"$34,970 "
1999,47155,12.4,"$32,772 "
1998,47155,13.2,"$31,291 "
1997,47155,13.9,"$30,189 "
1996,47155,NA,NA
1995,47155,13.6,"$29,931 "
1993,47155,16.1,"$26,307 "
1989,47155,13.1,"$22,910 "
2017,47157,18.9,"$49,563 "
2016,47157,20.8,"$47,639 "
2015,47157,20.2,"$46,998 "
2014,47157,23,"$44,015 "
2013,47157,21.6,"$45,067 "
2012,47157,21.8,"$44,382 "
2011,47157,21.5,"$44,051 "
2010,47157,20.4,"$43,859 "
2009,47157,20.9,"$41,880 "
2008,47157,18,"$45,722 "
2007,47157,20.1,"$44,373 "
2006,47157,18.6,"$41,274 "
2005,47157,18.5,"$40,917 "
2004,47157,19.1,"$39,128 "
2003,47157,16.6,"$39,110 "
2002,47157,15.7,"$39,562 "
2001,47157,14.7,"$40,227 "
2000,47157,14.3,"$41,048 "
1999,47157,14.9,"$38,130 "
1998,47157,15.6,"$36,610 "
1997,47157,16.3,"$34,583 "
1996,47157,NA,NA
1995,47157,18.7,"$32,431 "
1993,47157,22.3,"$29,866 "
1989,47157,19.9,"$26,348 "
2017,47159,13,"$47,653 "
2016,47159,14.6,"$46,977 "
2015,47159,18.1,"$44,556 "
2014,47159,15,"$43,659 "
2013,47159,16.9,"$43,689 "
2012,47159,17.3,"$42,927 "
2011,47159,16.8,"$42,182 "
2010,47159,20.3,"$39,330 "
2009,47159,17.8,"$40,163 "
2008,47159,12.9,"$44,536 "
2007,47159,13.5,"$43,701 "
2006,47159,14.5,"$42,203 "
2005,47159,14.5,"$39,065 "
2004,47159,13,"$37,872 "
2003,47159,11.9,"$37,186 "
2002,47159,12.3,"$36,473 "
2001,47159,12.5,"$35,688 "
2000,47159,11.9,"$36,412 "
1999,47159,12.2,"$34,530 "
1998,47159,12.2,"$33,163 "
1997,47159,12.6,"$32,077 "
1996,47159,NA,NA
1995,47159,12.7,"$30,194 "
1993,47159,15.5,"$26,947 "
1989,47159,12.2,"$24,050 "
2017,47161,16.1,"$48,175 "
2016,47161,16.4,"$44,605 "
2015,47161,15.5,"$44,266 "
2014,47161,17.5,"$41,590 "
2013,47161,17.2,"$43,513 "
2012,47161,17.9,"$41,685 "
2011,47161,17.6,"$40,508 "
2010,47161,15.3,"$40,329 "
2009,47161,17.9,"$38,410 "
2008,47161,14.9,"$41,268 "
2007,47161,13.6,"$44,490 "
2006,47161,15.8,"$38,072 "
2005,47161,15,"$35,554 "
2004,47161,13.7,"$35,923 "
2003,47161,12.7,"$34,826 "
2002,47161,13.5,"$33,324 "
2001,47161,13.2,"$32,572 "
2000,47161,12.6,"$33,169 "
1999,47161,12.2,"$31,828 "
1998,47161,13.1,"$30,577 "
1997,47161,13.2,"$28,473 "
1996,47161,NA,NA
1995,47161,14.1,"$27,859 "
1993,47161,15.4,"$24,624 "
1989,47161,13.5,"$20,326 "
2017,47163,15.7,"$45,224 "
2016,47163,16.4,"$43,211 "
2015,47163,16.4,"$42,277 "
2014,47163,18.5,"$38,840 "
2013,47163,18,"$40,385 "
2012,47163,17.7,"$38,647 "
2011,47163,18.2,"$39,564 "
2010,47163,18,"$36,337 "
2009,47163,17.8,"$37,672 "
2008,47163,14.1,"$41,115 "
2007,47163,15,"$39,706 "
2006,47163,16.4,"$36,801 "
2005,47163,15.7,"$35,375 "
2004,47163,14,"$36,562 "
2003,47163,12.8,"$35,627 "
2002,47163,12.7,"$34,623 "
2001,47163,12.4,"$34,176 "
2000,47163,12,"$34,767 "
1999,47163,12.1,"$33,552 "
1998,47163,12.7,"$34,362 "
1997,47163,13,"$33,199 "
1996,47163,NA,NA
1995,47163,13.6,"$31,484 "
1993,47163,16.1,"$28,627 "
1989,47163,12.4,"$26,372 "
2017,47165,8.8,"$65,174 "
2016,47165,9.7,"$61,134 "
2015,47165,10.1,"$59,816 "
2014,47165,11.3,"$58,291 "
2013,47165,11,"$56,077 "
2012,47165,10,"$55,100 "
2011,47165,10.9,"$52,704 "
2010,47165,13.3,"$48,502 "
2009,47165,11.1,"$54,012 "
2008,47165,8.7,"$55,305 "
2007,47165,9.4,"$51,247 "
2006,47165,10.8,"$53,083 "
2005,47165,9.8,"$51,488 "
2004,47165,9.6,"$48,527 "
2003,47165,9.5,"$47,284 "
2002,47165,9.3,"$45,928 "
2001,47165,9,"$45,593 "
2000,47165,8.4,"$46,695 "
1999,47165,8.4,"$44,645 "
1998,47165,8.5,"$43,606 "
1997,47165,8.7,"$42,571 "
1996,47165,NA,NA
1995,47165,8.5,"$41,888 "
1993,47165,11,"$36,223 "
1989,47165,8.7,"$31,356 "
2017,47167,14,"$56,511 "
2016,47167,16.1,"$54,748 "
2015,47167,14.4,"$54,077 "
2014,47167,15.4,"$52,339 "
2013,47167,14.4,"$53,183 "
2012,47167,14.3,"$51,246 "
2011,47167,15.2,"$50,401 "
2010,47167,13.6,"$47,824 "
2009,47167,15.8,"$50,557 "
2008,47167,13.7,"$47,850 "
2007,47167,16.5,"$49,893 "
2006,47167,16.4,"$46,084 "
2005,47167,13.1,"$49,191 "
2004,47167,12.9,"$44,137 "
2003,47167,11.6,"$41,997 "
2002,47167,11.7,"$41,121 "
2001,47167,11.7,"$40,637 "
2000,47167,11.8,"$41,025 "
1999,47167,11.9,"$38,664 "
1998,47167,12.9,"$34,881 "
1997,47167,14.1,"$32,845 "
1996,47167,NA,NA
1995,47167,15.3,"$32,279 "
1993,47167,19.4,"$28,250 "
1989,47167,18.4,"$22,748 "
2017,47169,17.5,"$49,711 "
2016,47169,15.3,"$44,971 "
2015,47169,16.2,"$47,531 "
2014,47169,17.5,"$40,251 "
2013,47169,17,"$41,286 "
2012,47169,18.1,"$41,823 "
2011,47169,19.5,"$38,541 "
2010,47169,16.9,"$35,824 "
2009,47169,16.7,"$38,985 "
2008,47169,15.1,"$39,008 "
2007,47169,15.2,"$39,212 "
2006,47169,14.7,"$37,141 "
2005,47169,16.4,"$34,652 "
2004,47169,14.5,"$33,973 "
2003,47169,13,"$32,935 "
2002,47169,14.3,"$31,859 "
2001,47169,13.6,"$31,972 "
2000,47169,13.2,"$32,974 "
1999,47169,13.1,"$30,953 "
1998,47169,14.4,"$28,779 "
1997,47169,15.7,"$27,319 "
1996,47169,NA,NA
1995,47169,15,"$26,747 "
1993,47169,16.8,"$23,734 "
1989,47169,10.5,"$20,840 "
2017,47171,16.4,"$41,188 "
2016,47171,17.3,"$39,755 "
2015,47171,19.2,"$36,641 "
2014,47171,20.1,"$37,632 "
2013,47171,17.6,"$36,568 "
2012,47171,19.2,"$36,786 "
2011,47171,20.4,"$33,522 "
2010,47171,17.3,"$35,976 "
2009,47171,19.3,"$35,579 "
2008,47171,17,"$36,316 "
2007,47171,16.3,"$35,042 "
2006,47171,16.3,"$35,168 "
2005,47171,15.6,"$34,796 "
2004,47171,14.8,"$33,704 "
2003,47171,12.8,"$32,068 "
2002,47171,13.6,"$30,780 "
2001,47171,13.5,"$30,161 "
2000,47171,13.2,"$31,105 "
1999,47171,12.9,"$29,769 "
1998,47171,14,"$30,165 "
1997,47171,14.4,"$28,650 "
1996,47171,NA,NA
1995,47171,15.1,"$26,329 "
1993,47171,17.2,"$23,648 "
1989,47171,14.9,"$20,878 "
2017,47173,19,"$40,357 "
2016,47173,22.2,"$37,955 "
2015,47173,23.9,"$36,878 "
2014,47173,22.6,"$37,453 "
2013,47173,22.1,"$35,255 "
2012,47173,24.4,"$33,866 "
2011,47173,21,"$35,740 "
2010,47173,26.4,"$32,533 "
2009,47173,23.1,"$32,810 "
2008,47173,19.3,"$33,795 "
2007,47173,21.7,"$31,779 "
2006,47173,20.4,"$31,728 "
2005,47173,18.8,"$30,129 "
2004,47173,18.7,"$29,287 "
2003,47173,17,"$28,499 "
2002,47173,17.9,"$28,289 "
2001,47173,18.3,"$27,815 "
2000,47173,17.5,"$28,463 "
1999,47173,17.3,"$27,481 "
1998,47173,16.9,"$28,452 "
1997,47173,17.1,"$26,692 "
1996,47173,NA,NA
1995,47173,17.9,"$26,142 "
1993,47173,21.7,"$22,249 "
1989,47173,19.8,"$18,837 "
2017,47175,17.5,"$38,478 "
2016,47175,19.1,"$38,123 "
2015,47175,18.9,"$39,348 "
2014,47175,20.6,"$34,884 "
2013,47175,17.7,"$37,393 "
2012,47175,20.1,"$35,201 "
2011,47175,19.6,"$32,896 "
2010,47175,22.1,"$31,455 "
2009,47175,20.8,"$31,881 "
2008,47175,18.9,"$33,211 "
2007,47175,19.2,"$33,993 "
2006,47175,19.2,"$30,365 "
2005,47175,17.9,"$31,970 "
2004,47175,16.5,"$31,469 "
2003,47175,15.3,"$29,982 "
2002,47175,17,"$28,472 "
2001,47175,17.2,"$28,242 "
2000,47175,15.2,"$29,315 "
1999,47175,14,"$28,061 "
1998,47175,14.3,"$29,954 "
1997,47175,15.7,"$28,361 "
1996,47175,NA,NA
1995,47175,16.8,"$26,243 "
1993,47175,19.2,"$23,643 "
1989,47175,17.7,"$19,877 "
2017,47177,21.6,"$37,692 "
2016,47177,19.4,"$37,682 "
2015,47177,21.2,"$39,357 "
2014,47177,19,"$36,942 "
2013,47177,20.3,"$36,327 "
2012,47177,22.5,"$33,576 "
2011,47177,22.6,"$32,823 "
2010,47177,26.4,"$33,265 "
2009,47177,19.1,"$33,836 "
2008,47177,19.6,"$35,107 "
2007,47177,16.6,"$38,210 "
2006,47177,18.6,"$33,289 "
2005,47177,22.2,"$32,928 "
2004,47177,16.6,"$33,032 "
