FIPS,Year,CancerDeaths,Population
17189,1983,20,14168
17189,1984,21,13945
17189,1985,34,13969
17189,1986,18,13828
17189,1987,25,13816
17191,1979,16,16922
17191,1980,28,16700
17191,1981,17,17088
17191,1982,25,17169
17191,1983,32,17283
17191,1984,36,17088
17191,1985,26,16869
17191,1986,22,16655
17191,1987,20,16193
17193,1979,38,16197
17193,1980,39,16424
17193,1981,27,16827
17193,1982,30,16850
17193,1983,31,16597
17193,1984,27,16484
17193,1985,33,16341
17193,1986,23,16089
17193,1987,23,15790
17195,1979,76,63185
17195,1980,75,62882
17195,1981,78,62363
17195,1982,72,60938
17195,1983,75,59943
17195,1984,59,59298
17195,1985,78,58743
17195,1986,72,57764
17195,1987,72,57289
17197,1979,330,310787
17197,1980,338,315390
17197,1981,276,316776
17197,1982,325,315800
17197,1983,330,316008
17197,1984,335,317443
17197,1985,337,319656
17197,1986,362,322890
17197,1987,342,327502
17199,1979,90,53316
17199,1980,99,53015
17199,1981,99,54264
17199,1982,78,54096
17199,1983,86,54238
17199,1984,92,54403
17199,1985,91,54473
17199,1986,81,54348
17199,1987,90,54480
17201,1979,275,237631
17201,1980,323,240841
17201,1981,323,240697
17201,1982,322,238806
17201,1983,286,236869
17201,1984,291,236266
17201,1985,328,237233
17201,1986,345,236899
17201,1987,324,237076
17203,1979,40,30259
17203,1980,33,31602
17203,1981,33,31925
17203,1982,30,31683
17203,1983,31,31179
17203,1984,40,30816
17203,1985,41,30294
17203,1986,30,30594
17203,1987,34,30326
18001,1979,41,28329
18001,1980,28,28240
18001,1981,23,28269
18001,1982,26,28263
18001,1983,29,28302
18001,1984,30,28472
18001,1985,36,28623
18001,1986,31,28679
18001,1987,37,29054
18003,1979,320,283166
18003,1980,368,283113
18003,1981,347,279567
18003,1982,306,277017
18003,1983,339,274512
18003,1984,321,274029
18003,1985,323,276914
18003,1986,396,280473
18003,1987,317,284771
18005,1979,76,61853
18005,1980,65,62770
18005,1981,75,61844
18005,1982,82,61498
18005,1983,71,61118
18005,1984,83,60884
18005,1985,68,60623
18005,1986,79,60168
18005,1987,64,60575
18007,1979,14,9806
18007,1980,15,9573
18007,1981,8,9401
18007,1982,15,9437
18007,1983,12,9271
18007,1984,8,9150
18007,1985,15,9106
18007,1986,16,8973
18007,1987,15,8831
18009,1979,20,14822
18009,1980,21,14754
18009,1981,23,14654
18009,1982,30,14451
18009,1983,12,14177
18009,1984,24,14187
18009,1985,20,13991
18009,1986,18,13778
18009,1987,23,13540
18011,1979,34,33830
18011,1980,38,34575
18011,1981,42,35140
18011,1982,44,35102
18011,1983,32,34877
18011,1984,42,35065
18011,1985,44,35004
18011,1986,49,34909
18011,1987,44,35344
18013,1979,15,11612
18013,1980,16,11907
18013,1981,10,11867
18013,1982,13,11984
18013,1983,16,12075
18013,1984,18,12178
18013,1985,16,12330
18013,1986,15,12570
18013,1987,10,12716
18015,1979,14,18554
18015,1980,19,18630
18015,1981,24,18754
18015,1982,25,18362
18015,1983,21,18126
18015,1984,17,17785
18015,1985,21,17653
18015,1986,18,17514
18015,1987,15,17452
18017,1979,61,38847
18017,1980,63,38974
18017,1981,60,38623
18017,1982,35,38388
18017,1983,44,37847
18017,1984,56,37817
18017,1985,55,37567
18017,1986,64,37338
18017,1987,60,37329
18019,1979,102,85744
18019,1980,118,85797
18019,1981,125,86157
18019,1982,106,85958
18019,1983,129,86321
18019,1984,134,85586
18019,1985,127,84812
18019,1986,113,84364
18019,1987,113,83510
18021,1979,39,23101
18021,1980,56,23205
18021,1981,35,22835
18021,1982,38,22939
18021,1983,44,23044
18021,1984,41,22959
18021,1985,40,22830
18021,1986,52,22947
18021,1987,53,22947
18023,1979,37,29155
18023,1980,29,29403
18023,1981,48,29346
18023,1982,30,29369
18023,1983,51,29085
18023,1984,28,28873
18023,1985,38,28616
18023,1986,45,28536
18023,1987,47,28605
18025,1979,12,9185
18025,1980,20,9344
18025,1981,17,9212
18025,1982,19,9127
18025,1983,8,9133
18025,1984,14,9258
18025,1985,13,9388
18025,1986,15,9484
18025,1987,14,9400
18027,1979,37,25603
18027,1980,32,26216
18027,1981,27,26403
18027,1982,41,26618
18027,1983,41,26597
18027,1984,54,26684
18027,1985,49,26369
18027,1986,34,26097
18027,1987,38,25932
18029,1979,47,32162
18029,1980,34,32786
18029,1981,37,33015
18029,1982,58,33377
18029,1983,45,33767
18029,1984,42,34129
18029,1985,50,33851
18029,1986,48,34686
18029,1987,55,35208
18031,1979,30,22765
18031,1980,40,22592
18031,1981,30,22505
18031,1982,31,22307
18031,1983,34,22153
18031,1984,31,22073
18031,1985,25,22049
18031,1986,44,21988
18031,1987,25,22113
18033,1979,32,31635
18033,1980,38,32040
18033,1981,34,31413
18033,1982,36,31350
18033,1983,38,31155
18033,1984,41,31619
18033,1985,29,31968
18033,1986,35,32180
18033,1987,38,32680
18035,1979,146,123692
18035,1980,150,123509
18035,1981,158,122059
18035,1982,136,120452
18035,1983,139,118508
18035,1984,150,117865
18035,1985,149,116278
18035,1986,140,114880
18035,1987,151,115021
18037,1979,30,32262
18037,1980,36,32694
18037,1981,33,32847
18037,1982,33,32825
18037,1983,43,33223
18037,1984,38,33538
18037,1985,28,33529
18037,1986,37,33851
18037,1987,48,34246
18039,1979,140,131429
18039,1980,161,131917
18039,1981,124,131167
18039,1982,127,132314
18039,1983,128,134075
18039,1984,169,138327
18039,1985,175,140752
18039,1986,158,142214
18039,1987,162,144171
18041,1979,34,26676
18041,1980,33,27029
18041,1981,36,26796
18041,1982,39,26414
18041,1983,40,26481
18041,1984,47,26106
18041,1985,50,25662
18041,1986,26,25417
18041,1987,30,25040
18043,1979,84,57872
18043,1980,85,58499
18043,1981,89,59245
18043,1982,70,59375
18043,1983,93,59319
18043,1984,88,59155
18043,1985,96,58930
18043,1986,100,58717
18043,1987,80,58935
18045,1979,19,18585
18045,1980,25,17956
18045,1981,18,18265
18045,1982,22,18022
18045,1983,26,17733
18045,1984,30,17544
18045,1985,24,17396
18045,1986,23,17111
18045,1987,37,16950
18047,1979,22,18296
18047,1980,20,18706
18047,1981,21,18968
18047,1982,26,18792
18047,1983,19,18868
18047,1984,25,18864
18047,1985,18,18786
18047,1986,21,18582
18047,1987,23,18557
18049,1979,26,18169
18049,1980,18,18250
18049,1981,24,18098
18049,1982,29,17945
18049,1983,22,17709
18049,1984,28,17618
18049,1985,34,17600
18049,1986,28,17342
18049,1987,25,17279
18051,1979,38,31052
18051,1980,46,31185
18051,1981,39,31556
18051,1982,41,31685
18051,1983,42,31597
18051,1984,51,31284
18051,1985,46,30756
18051,1986,54,30405
18051,1987,39,30087
18053,1979,81,77751
18053,1980,90,77456
18053,1981,89,75962
18053,1982,97,74569
18053,1983,104,73737
18053,1984,111,73565
18053,1985,106,72837
18053,1986,112,71888
18053,1987,103,71045
18055,1979,54,28332
18055,1980,45,28272
18055,1981,54,28283
18055,1982,49,28087
18055,1983,47,27860
18055,1984,51,27997
18055,1985,38,27929
18055,1986,48,27776
18055,1987,41,27881
18057,1979,83,78293
18057,1980,80,79477
18057,1981,80,81393
18057,1982,70,81808
18057,1983,87,82386
18057,1984,80,84619
18057,1985,66,86325
18057,1986,79,88963
18057,1987,98,93325
18059,1979,37,41687
18059,1980,47,42428
18059,1981,44,42340
18059,1982,50,42416
18059,1983,38,42373
18059,1984,49,42155
18059,1985,53,41915
18059,1986,44,41741
18059,1987,62,42299
18061,1979,25,25785
18061,1980,36,26227
18061,1981,30,26723
18061,1982,36,26840
18061,1983,36,26786
18061,1984,35,26897
18061,1985,31,27288
18061,1986,40,27237
18061,1987,34,27680
18063,1979,60,65842
18063,1980,74,67626
18063,1981,48,68076
18063,1982,81,68644
18063,1983,75,68647
18063,1984,72,68571
18063,1985,69,68981
18063,1986,82,69545
18063,1987,87,70658
18065,1979,56,51000
18065,1980,68,50705
18065,1981,85,49793
18065,1982,81,48635
18065,1983,68,47790
18065,1984,72,47384
18065,1985,69,46766
18065,1986,61,46129
18065,1987,63,45716
18067,1979,88,84328
18067,1980,121,83784
18067,1981,100,82802
18067,1982,112,81629
18067,1983,100,81096
18067,1984,127,81165
18067,1985,112,80930
18067,1986,119,80093
18067,1987,106,78587
18069,1979,45,33703
18069,1980,45,33435
18069,1981,35,33082
18069,1982,49,32442
18069,1983,46,32038
18069,1984,39,32306
18069,1985,51,32607
18069,1986,57,32387
18069,1987,41,32762
18071,1979,38,34270
18071,1980,41,34659
18071,1981,42,34992
18071,1982,43,35120
18071,1983,46,34978
18071,1984,55,35029
18071,1985,45,34980
18071,1986,42,34852
18071,1987,49,34910
18073,1979,14,24476
18073,1980,30,25126
18073,1981,31,25712
18073,1982,22,25398
18073,1983,33,24912
18073,1984,26,24582
18073,1985,25,24325
18073,1986,24,23976
18073,1987,25,23520
18075,1979,26,22476
18075,1980,33,22053
18075,1981,30,21882
18075,1982,26,21444
18075,1983,26,20860
18075,1984,25,20835
18075,1985,28,20644
18075,1986,37,20428
18075,1987,34,20320
18077,1979,25,28963
18077,1980,32,29082
18077,1981,37,28901
18077,1982,34,29103
18077,1983,27,29297
18077,1984,34,28828
18077,1985,29,27599
18077,1986,31,27370
18077,1987,28,27707
18079,1979,23,21973
18079,1980,21,21958
18079,1981,29,21909
18079,1982,26,22060
18079,1983,19,22087
18079,1984,32,22156
18079,1985,23,22236
18079,1986,32,22041
18079,1987,23,22127
18081,1979,74,72261
18081,1980,87,74121
18081,1981,84,75424
18081,1982,79,76151
18081,1983,67,76305
18081,1984,84,77126
18081,1985,89,78041
18081,1986,111,79121
18081,1987,98,80576
18083,1979,66,39135
18083,1980,58,39319
18083,1981,59,39808
18083,1982,71,39600
18083,1983,65,39573
18083,1984,67,39460
18083,1985,53,39183
18083,1986,66,38426
18083,1987,60,37873
18085,1979,56,56427
18085,1980,69,57330
18085,1981,68,57460
18085,1982,57,57234
18085,1983,61,57485
18085,1984,71,58832
18085,1985,75,59892
18085,1986,74,60217
18085,1987,80,60567
18087,1979,27,24684
18087,1980,22,24676
18087,1981,30,25202
18087,1982,25,25551
18087,1983,22,25916
18087,1984,30,26131
18087,1985,31,26626
18087,1986,27,27066
18087,1987,27,27458
18089,1979,661,515906
18089,1980,687,507896
18089,1981,697,499143
18089,1982,683,491904
18089,1983,642,482135
18089,1984,751,475366
18089,1985,721,468886
18089,1986,715,457763
18089,1987,776,451597
18091,1979,130,104837
18091,1980,164,104238
18091,1981,144,103939
18091,1982,126,103410
18091,1983,149,102327
18091,1984,151,102025
18091,1985,160,101647
18091,1986,131,100524
18091,1987,137,100525
18093,1979,60,40136
18093,1980,66,40310
18093,1981,50,39866
18093,1982,45,39542
18093,1983,57,39462
18093,1984,64,39484
18093,1985,59,39448
18093,1986,65,39447
18093,1987,63,39272
18095,1979,197,133631
18095,1980,165,133571
18095,1981,181,130289
18095,1982,181,128500
18095,1983,187,127227
18095,1984,203,126299
18095,1985,198,125875
18095,1986,225,125114
18095,1987,200,124105
18097,1979,1065,739289
18097,1980,1055,736145
18097,1981,1146,734902
18097,1982,1142,734672
18097,1983,1157,735106
18097,1984,1137,739416
18097,1985,1103,742247
18097,1986,1168,744348
18097,1987,1136,748548
18099,1979,37,36443
18099,1980,45,37060
18099,1981,40,37644
18099,1982,46,37666
18099,1983,53,37784
18099,1984,61,38469
18099,1985,47,38829
18099,1986,47,38633
18099,1987,38,39089
18101,1979,13,10715
18101,1980,12,10527
18101,1981,10,10581
18101,1982,15,10360
18101,1983,14,10232
18101,1984,18,10244
18101,1985,22,10273
18101,1986,19,10212
18101,1987,13,10287
18103,1979,44,38622
18103,1980,43,38197
18103,1981,33,37308
18103,1982,53,36787
18103,1983,51,36478
18103,1984,43,36549
18103,1985,40,36408
18103,1986,48,36339
18103,1987,39,36005
18105,1979,88,94374
18105,1980,103,96013
18105,1981,78,97712
18105,1982,75,98661
18105,1983,87,98897
18105,1984,68,98731
18105,1985,93,98747
18105,1986,91,99482
18105,1987,91,100493
18107,1979,47,33657
18107,1980,56,33546
18107,1981,38,33254
18107,1982,41,33117
18107,1983,37,33038
18107,1984,49,32870
18107,1985,45,32910
18107,1986,43,32573
18107,1987,45,32227
18109,1979,40,49447
18109,1980,67,50256
18109,1981,50,50862
18109,1982,69,50663
18109,1983,57,50753
18109,1984,74,51362
18109,1985,74,51744
18109,1986,62,52006
18109,1987,60,52277
18111,1979,16,13531
18111,1980,13,14102
18111,1981,21,13959
18111,1982,22,13652
18111,1983,21,13369
18111,1984,20,13307
18111,1985,18,13140
18111,1986,18,12925
18111,1987,13,12659
18113,1979,43,33719
18113,1980,35,33777
18113,1981,45,33501
18113,1982,34,33630
18113,1983,39,33603
18113,1984,30,34116
18113,1985,49,34792
18113,1986,51,34927
18113,1987,34,35413
18115,1979,5,4930
18115,1980,2,4801
18115,1981,9,4824
18115,1982,8,4893
18115,1983,13,4868
18115,1984,7,4838
18115,1985,15,4988
18115,1986,6,4875
18115,1987,7,4975
18117,1979,24,17272
18117,1980,22,17555
18117,1981,22,17584
18117,1982,16,17586
18117,1983,31,17458
18117,1984,25,17529
18117,1985,16,17596
18117,1986,27,17476
18117,1987,30,17405
18119,1979,26,15052
18119,1980,17,14975
18119,1981,18,14966
18119,1982,18,14910
18119,1983,12,15016
18119,1984,20,15017
18119,1985,24,15119
18119,1986,29,15171
18119,1987,18,15453
18121,1979,20,15194
18121,1980,27,15360
18121,1981,31,15611
18121,1982,14,15469
18121,1983,32,15261
18121,1984,16,15039
18121,1985,20,14731
18121,1986,17,14600
18121,1987,23,14405
18123,1979,33,18406
18123,1980,23,18295
18123,1981,26,18239
18123,1982,22,18147
18123,1983,20,18223
18123,1984,34,18170
18123,1985,26,18246
18123,1986,27,18139
18123,1987,19,18030
18125,1979,17,12521
18125,1980,18,12658
18125,1981,18,12501
18125,1982,21,12486
18125,1983,23,12443
18125,1984,17,12458
18125,1985,26,12198
18125,1986,24,12078
18125,1987,16,11976
18127,1979,107,113278
18127,1980,98,116819
18127,1981,96,117109
18127,1982,111,119286
18127,1983,145,119326
18127,1984,117,119096
18127,1985,127,118164
18127,1986,150,118030
18127,1987,152,119100
18129,1979,27,24608
18129,1980,29,25280
18129,1981,29,25165
18129,1982,36,25432
18129,1983,37,25375
18129,1984,32,24987
18129,1985,37,25198
18129,1986,33,25065
18129,1987,36,24726
18131,1979,23,12373
18131,1980,18,12486
18131,1981,13,12338
18131,1982,20,12353
18131,1983,23,12324
18131,1984,21,12417
18131,1985,26,12305
18131,1986,16,12252
18131,1987,19,11928
18133,1979,41,27187
18133,1980,34,27625
18133,1981,30,27733
18133,1982,31,27687
18133,1983,28,27723
18133,1984,40,27831
18133,1985,49,27576
18133,1986,39,28058
18133,1987,43,27895
18135,1979,31,28627
18135,1980,33,28482
18135,1981,31,27998
18135,1982,34,27537
18135,1983,29,26984
18135,1984,37,26958
18135,1985,42,26768
18135,1986,35,26421
18135,1987,33,25947
18137,1979,27,23149
18137,1980,29,23046
18137,1981,28,23078
18137,1982,33,22858
18137,1983,24,22928
18137,1984,34,23155
18137,1985,35,22878
18137,1986,34,22686
18137,1987,32,22624
18139,1979,32,18630
18139,1980,31,18466
18139,1981,32,18228
18139,1982,26,18067
18139,1983,28,17703
18139,1984,26,17603
18139,1985,32,17542
18139,1986,24,17078
18139,1987,24,16916
18141,1979,336,231114
18141,1980,341,230484
18141,1981,333,228079
18141,1982,330,226699
18141,1983,331,225628
18141,1984,330,226870
18141,1985,333,227489
18141,1986,353,227375
18141,1987,345,228424
18143,1979,18,19594
18143,1980,23,19532
18143,1981,26,19480
18143,1982,21,19578
18143,1983,34,19607
18143,1984,25,19603
18143,1985,29,19581
18143,1986,36,19633
18143,1987,33,19874
18145,1979,39,38213
18145,1980,54,38066
18145,1981,44,38183
18145,1982,46,38066
18145,1983,48,37905
18145,1984,56,37810
18145,1985,53,37834
18145,1986,54,38099
18145,1987,50,37909
18147,1979,22,18293
18147,1980,20,18243
18147,1981,22,18477
18147,1982,32,18684
18147,1983,14,18804
18147,1984,21,18785
18147,1985,37,18651
18147,1986,23,18415
18147,1987,29,18447
18149,1979,32,20908
18149,1980,26,20929
18149,1981,32,20601
18149,1982,21,20379
18149,1983,23,20251
18149,1984,36,20303
18149,1985,31,20299
18149,1986,35,20359
18149,1987,34,20572
18151,1979,33,23749
18151,1980,29,23564
18151,1981,25,23645
18151,1982,34,23398
18151,1983,35,23267
18151,1984,43,23720
18151,1985,23,24048
18151,1986,38,24498
18151,1987,32,25241
18153,1979,34,19433
18153,1980,38,19503
18153,1981,30,19365
18153,1982,30,18976
18153,1983,35,18708
18153,1984,34,18609
18153,1985,32,18377
18153,1986,27,18163
18153,1987,31,17888
18155,1979,13,6540
18155,1980,7,6733
18155,1981,11,6812
18155,1982,7,6934
18155,1983,12,6941
18155,1984,8,6725
18155,1985,9,6857
18155,1986,14,7002
18155,1987,9,7031
18157,1979,105,117615
18157,1980,100,117778
18157,1981,121,118571
18157,1982,116,119902
18157,1983,120,120332
18157,1984,133,120418
18157,1985,111,121082
18157,1986,150,121308
18157,1987,103,121916
18159,1979,17,16128
18159,1980,13,15982
18159,1981,24,15740
18159,1982,20,15591
18159,1983,14,15298
18159,1984,23,15209
18159,1985,18,15282
18159,1986,13,15315
18159,1987,18,15232
18161,1979,8,6613
18161,1980,8,6554
18161,1981,11,6556
18161,1982,9,6526
18161,1983,6,6502
18161,1984,15,6593
18161,1985,8,6686
18161,1986,10,6595
18161,1987,8,6529
18163,1979,255,157110
18163,1980,274,158415
18163,1981,275,157428
18163,1982,279,157025
18163,1983,242,156753
18163,1984,236,156836
18163,1985,275,156761
18163,1986,240,155886
18163,1987,272,155173
18165,1979,33,16809
18165,1980,28,17057
18165,1981,35,17105
18165,1982,32,16983
18165,1983,40,16655
18165,1984,25,16480
18165,1985,32,16375
18165,1986,32,16147
18165,1987,33,15892
18167,1979,196,104770
18167,1980,179,106336
18167,1981,157,105219
18167,1982,194,105053
18167,1983,160,104154
18167,1984,168,103430
18167,1985,171,103171
18167,1986,159,101906
18167,1987,158,100970
18169,1979,41,34300
18169,1980,35,34662
18169,1981,38,34202
18169,1982,40,33908
18169,1983,31,33236
18169,1984,44,33005
18169,1985,39,32801
18169,1986,45,32686
18169,1987,34,32856
18171,1979,14,8548
18171,1980,15,8515
18171,1981,6,8501
18171,1982,6,8409
18171,1983,14,8274
18171,1984,8,7995
18171,1985,5,7829
18171,1986,6,7769
18171,1987,20,7747
18173,1979,29,39581
18173,1980,40,40012
18173,1981,39,40499
18173,1982,53,41166
18173,1983,50,41220
18173,1984,46,41604
18173,1985,56,42122
18173,1986,39,42375
18173,1987,52,42747
18175,1979,30,20401
18175,1980,17,20701
18175,1981,20,20775
18175,1982,23,20883
18175,1983,22,20944
18175,1984,30,21122
18175,1985,28,21453
18175,1986,24,21888
18175,1987,34,21978
18177,1979,122,72617
18177,1980,100,72308
18177,1981,112,71579
18177,1982,113,70961
18177,1983,112,70046
18177,1984,99,69617
18177,1985,111,68794
18177,1986,106,68103
18177,1987,90,67987
18179,1979,23,24301
18179,1980,19,24193
18179,1981,24,24081
18179,1982,23,24053
18179,1983,24,23928
18179,1984,15,23602
18179,1985,36,23578
18179,1986,40,23749
18179,1987,35,24237
18181,1979,35,22069
18181,1980,34,22577
18181,1981,34,22537
18181,1982,33,22621
18181,1983,26,22256
18181,1984,26,22023
18181,1985,39,21805
18181,1986,30,21570
18181,1987,33,21536
18183,1979,30,24643
18183,1980,26,24965
18183,1981,33,24907
18183,1982,28,24980
18183,1983,33,24618
18183,1984,31,24879
18183,1985,35,25175
18183,1986,33,25341
18183,1987,35,25569
19001,1979,15,8772
19001,1980,15,8709
19001,1981,17,8526
19001,1982,12,8384
19001,1983,11,8283
19001,1984,8,8196
19001,1985,12,7980
19001,1986,11,7725
19001,1987,13,7544
19003,1979,13,5390
19003,1980,8,5280
19003,1981,8,5141
19003,1982,11,5076
19003,1983,9,4990
19003,1984,10,4925
19003,1985,10,4806
19003,1986,4,4672
19003,1987,5,4679
19005,1979,15,14166
19005,1980,23,13938
19005,1981,13,13790
19005,1982,14,13642
19005,1983,18,13618
19005,1984,24,13550
19005,1985,27,13352
19005,1986,22,13087
19005,1987,14,12855
19007,1979,29,14305
19007,1980,23,14263
19007,1981,27,14068
19007,1982,17,13803
19007,1983,23,13517
19007,1984,19,13293
19007,1985,28,13024
19007,1986,22,12760
19007,1987,16,12678
19009,1979,10,8126
19009,1980,11,7843
19009,1981,13,7693
19009,1982,13,7575
19009,1983,9,7452
19009,1984,11,7509
19009,1985,16,7270
19009,1986,8,7003
19009,1987,8,6770
19011,1979,24,22223
19011,1980,26,22213
19011,1981,32,22053
19011,1982,33,21686
19011,1983,32,21276
19011,1984,23,21210
19011,1985,24,20870
19011,1986,25,20657
19011,1987,31,20488
19013,1979,151,130705
19013,1980,149,132343
19013,1981,150,131946
19013,1982,167,130642
19013,1983,172,129096
19013,1984,158,127330
19013,1985,183,123428
19013,1986,151,119369
19013,1987,160,116812
19015,1979,26,24284
19015,1980,28,24119
19015,1981,26,24150
19015,1982,46,23898
19015,1983,32,23703
19015,1984,25,23500
19015,1985,36,23286
19015,1986,36,23035
19015,1987,36,22882
19017,1979,25,22911
19017,1980,27,23436
19017,1981,23,23310
19017,1982,23,23106
19017,1983,22,22887
19017,1984,19,22519
19017,1985,25,22014
19017,1986,30,21473
19017,1987,24,20921
19019,1979,33,22111
19019,1980,31,21791
19019,1981,20,21860
19019,1982,22,21769
19019,1983,24,21448
19019,1984,22,20960
19019,1985,23,20497
19019,1986,25,19695
19019,1987,21,19428
19021,1979,22,19045
19021,1980,27,19182
19021,1981,30,19278
19021,1982,23,19190
19021,1983,31,19056
19021,1984,19,19196
19021,1985,35,18884
19021,1986,22,18680
19021,1987,21,18355
19023,1979,13,16561
19023,1980,24,16388
19023,1981,24,16195
19023,1982,14,16044
19023,1983,30,15850
19023,1984,29,15655
19023,1985,19,15285
19023,1986,29,14831
19023,1987,18,14459
19025,1979,18,12218
19025,1980,19,12270
19025,1981,15,12060
19025,1982,21,11933
19025,1983,17,11683
19025,1984,19,11403
19025,1985,20,11023
19025,1986,17,10649
19025,1987,21,10445
19027,1979,28,21380
19027,1980,32,21438
19027,1981,31,21374
19027,1982,28,21024
19027,1983,33,20995
19027,1984,39,20936
19027,1985,25,20703
19027,1986,24,20339
19027,1987,25,19979
19029,1979,19,15799
19029,1980,17,15464
19029,1981,25,15572
19029,1982,31,15378
19029,1983,21,15289
19029,1984,31,15278
19029,1985,26,14738
19029,1986,27,14231
19029,1987,29,13776
19031,1979,20,17602
19031,1980,21,17370
19031,1981,22,17344
19031,1982,26,17216
19031,1983,25,17248
19031,1984,27,17091
19031,1985,23,16882
19031,1986,20,16438
19031,1987,21,16106
19033,1979,57,45473
19033,1980,68,45397
19033,1981,76,45250
19033,1982,58,44974
19033,1983,61,44762
19033,1984,67,44672
19033,1985,61,45050
19033,1986,57,44581
19033,1987,65,43743
19035,1979,18,15276
19035,1980,25,15052
19035,1981,16,14923
19035,1982,17,14641
19035,1983,19,14597
19035,1984,21,14381
19035,1985,25,13994
19035,1986,21,13588
19035,1987,19,13219
19037,1979,20,14519
19037,1980,26,14443
19037,1981,20,14307
19037,1982,13,14177
19037,1983,19,14043
19037,1984,16,13792
19037,1985,19,13339
19037,1986,20,13049
19037,1987,28,12554
19039,1979,11,7802
19039,1980,9,7972
19039,1981,14,7968
19039,1982,9,8026
19039,1983,7,7842
19039,1984,10,7748
19039,1985,14,7640
19039,1986,8,7521
19039,1987,6,7559
19041,1979,20,18426
19041,1980,17,18353
19041,1981,14,18124
19041,1982,23,17982
19041,1983,34,17888
19041,1984,15,17602
19041,1985,22,17072
19041,1986,30,16455
19041,1987,21,16014
19043,1979,35,20144
19043,1980,30,19611
19043,1981,23,19450
19043,1982,23,19239
19043,1983,23,19007
19043,1984,32,18875
19043,1985,25,18555
19043,1986,21,18044
19043,1987,38,17739
19045,1979,62,55233
19045,1980,70,53980
19045,1981,69,53407
19045,1982,72,52986
19045,1983,79,51877
19045,1984,91,51073
19045,1985,72,50096
19045,1986,78,48909
19045,1987,85,48132
19047,1979,27,18051
19047,1980,21,17698
19047,1981,20,17593
19047,1982,19,17516
19047,1983,27,17494
19047,1984,13,17335
19047,1985,30,16945
19047,1986,21,16358
19047,1987,20,16247
19049,1979,39,27321
19049,1980,33,27771
19049,1981,31,27544
19049,1982,33,27330
19049,1983,38,27469
19049,1984,42,27313
19049,1985,22,27298
19049,1986,25,26911
19049,1987,39,26850
19051,1979,12,8562
19051,1980,11,8427
19051,1981,15,8405
19051,1982,16,8293
19051,1983,14,8253
19051,1984,10,8156
19051,1985,7,8014
19051,1986,12,7886
19051,1987,7,7734
19053,1979,17,8938
19053,1980,6,8914
19053,1981,7,8852
19053,1982,13,8694
19053,1983,12,8386
19053,1984,8,8215
19053,1985,10,8032
19053,1986,9,7887
19053,1987,5,7691
19055,1979,26,17714
19055,1980,21,17958
19055,1981,14,17788
19055,1982,26,17670
19055,1983,26,17643
19055,1984,24,17623
19055,1985,27,17396
19055,1986,23,16916
19055,1987,20,16781
19057,1979,47,42998
19057,1980,46,43311
19057,1981,58,43139
19057,1982,56,42364
19057,1983,38,41647
19057,1984,63,41291
19057,1985,73,40793
19057,1986,60,40001
19057,1987,74,39725
19059,1979,20,14699
19059,1980,15,14590
19059,1981,19,14458
19059,1982,27,14282
19059,1983,15,14073
19059,1984,32,14037
19059,1985,25,13830
19059,1986,29,13563
19059,1987,22,13398
19061,1979,98,89083
19061,1980,100,89256
19061,1981,93,88606
19061,1982,126,87124
19061,1983,104,85331
19061,1984,120,84584
19061,1985,128,83889
19061,1986,122,82413
19061,1987,112,81736
19063,1979,18,12614
19063,1980,15,12430
19063,1981,13,12320
19063,1982,22,12167
19063,1983,21,11848
19063,1984,15,11732
19063,1985,14,11391
19063,1986,16,10880
19063,1987,12,10634
19065,1979,23,23322
19065,1980,24,23658
19065,1981,30,23173
19065,1982,32,22951
19065,1983,36,22520
19065,1984,26,22197
19065,1985,32,21399
19065,1986,31,20625
19065,1987,29,20019
19067,1979,25,18286
19067,1980,28,18194
19067,1981,28,17924
19067,1982,31,17633
19067,1983,26,17533
19067,1984,21,17254
19067,1985,27,16980
19067,1986,28,16327
19067,1987,26,15969
19069,1979,19,12077
19069,1980,17,12065
19069,1981,16,11899
19069,1982,11,11745
19069,1983,15,11648
19069,1984,20,11466
19069,1985,15,11312
19069,1986,11,10979
19069,1987,29,10665
19071,1979,19,8919
19071,1980,11,8617
19071,1981,10,8468
19071,1982,19,8351
19071,1983,14,8244
19071,1984,17,8192
19071,1985,12,7996
19071,1986,5,7834
19071,1987,17,7797
19073,1979,17,11269
19073,1980,14,11103
19073,1981,16,10947
19073,1982,17,10712
19073,1983,19,10610
19073,1984,18,10388
19073,1985,15,10073
19073,1986,21,9677
19073,1987,11,9386
19075,1979,19,13471
19075,1980,15,13412
19075,1981,18,13157
19075,1982,23,12883
19075,1983,13,12717
19075,1984,12,12426
19075,1985,18,12127
19075,1986,13,11684
19075,1987,15,11276
19077,1979,7,10720
19077,1980,17,10847
19077,1981,14,10704
19077,1982,20,10534
19077,1983,18,10408
19077,1984,21,10461
19077,1985,19,10265
19077,1986,16,10122
19077,1987,25,9908
19079,1979,24,16820
19079,1980,32,16641
19079,1981,12,16579
19079,1982,28,16282
19079,1983,19,16121
19079,1984,23,15915
19079,1985,23,15631
19079,1986,16,15501
19079,1987,26,15194
19081,1979,16,12837
19081,1980,13,12896
19081,1981,19,12668
19081,1982,20,12588
19081,1983,12,12370
19081,1984,19,12450
19081,1985,17,12297
19081,1986,20,12007
19081,1987,8,11779
19083,1979,28,20231
19083,1980,34,20018
19083,1981,25,19820
19083,1982,28,19672
19083,1983,27,19414
