FIPS,Year,CancerDeaths,Population
28075,1997,90,72882
28075,1998,106,72417
28077,1988,19,11692
28077,1989,17,11719
28077,1990,17,11717
28077,1991,13,11726
28077,1992,24,11664
28077,1993,15,11778
28077,1994,12,11935
28077,1995,15,12041
28077,1996,17,12186
28077,1997,20,12210
28077,1998,19,12317
28079,1988,28,17032
28079,1989,28,16963
28079,1990,18,17033
28079,1991,25,17253
28079,1992,35,17364
28079,1993,30,17692
28079,1994,35,18044
28079,1995,29,18455
28079,1996,31,18705
28079,1997,33,18916
28079,1998,33,19164
28081,1988,78,61113
28081,1989,87,61666
28081,1990,73,62323
28081,1991,65,63768
28081,1992,95,64767
28081,1993,86,66259
28081,1994,80,67191
28081,1995,92,68537
28081,1996,93,69201
28081,1997,94,69789
28081,1998,88,70618
28083,1988,66,35914
28083,1989,46,35412
28083,1990,55,35036
28083,1991,54,35501
28083,1992,50,35462
28083,1993,48,35654
28083,1994,43,35644
28083,1995,46,35674
28083,1996,49,35997
28083,1997,50,36394
28083,1998,41,36284
28085,1988,39,29142
28085,1989,42,28330
28085,1990,36,28321
28085,1991,43,28621
28085,1992,43,29014
28085,1993,49,29355
28085,1994,43,29566
28085,1995,46,29784
28085,1996,53,29976
28085,1997,34,30276
28085,1998,52,30621
28087,1988,77,57253
28087,1989,61,56251
28087,1990,66,56780
28087,1991,76,57487
28087,1992,71,57580
28087,1993,71,57569
28087,1994,76,58355
28087,1995,68,58510
28087,1996,68,58922
28087,1997,71,59232
28087,1998,67,58996
28089,1988,52,49037
28089,1989,57,50385
28089,1990,59,51512
28089,1991,58,53370
28089,1992,79,55508
28089,1993,61,58278
28089,1994,69,60702
28089,1995,62,63167
28089,1996,62,64979
28089,1997,60,67162
28089,1998,59,68948
28091,1988,36,24197
28091,1989,30,24121
28091,1990,42,23988
28091,1991,29,23715
28091,1992,24,23639
28091,1993,38,23716
28091,1994,30,23773
28091,1995,34,23992
28091,1996,42,23872
28091,1997,38,24022
28091,1998,38,23981
28093,1988,32,29112
28093,1989,42,29069
28093,1990,36,29023
28093,1991,41,29744
28093,1992,42,29998
28093,1993,43,30277
28093,1994,49,30674
28093,1995,44,31211
28093,1996,50,31478
28093,1997,56,31569
28093,1998,56,32724
28095,1988,47,34368
28095,1989,52,34227
28095,1990,40,34200
28095,1991,62,34301
28095,1992,49,34124
28095,1993,50,34508
28095,1994,49,34700
28095,1995,43,35045
28095,1996,51,35088
28095,1997,47,35292
28095,1998,66,35367
28097,1988,23,11630
28097,1989,17,11377
28097,1990,16,11441
28097,1991,19,11342
28097,1992,23,11310
28097,1993,17,11375
28097,1994,14,11328
28097,1995,16,11369
28097,1996,13,11383
28097,1997,17,11413
28097,1998,13,11380
28099,1988,29,23219
28099,1989,36,23188
28099,1990,40,23218
28099,1991,33,23496
28099,1992,43,23902
28099,1993,41,24327
28099,1994,39,24693
28099,1995,28,25367
28099,1996,37,25786
28099,1997,29,25994
28099,1998,32,26410
28101,1988,26,18939
28101,1989,38,18731
28101,1990,26,18864
28101,1991,25,19152
28101,1992,28,19220
28101,1993,30,19460
28101,1994,41,19609
28101,1995,37,19713
28101,1996,48,19985
28101,1997,29,20036
28101,1998,37,20151
28103,1988,13,11784
28103,1989,19,11775
28103,1990,17,11779
28103,1992,22,11724
28103,1993,14,11733
28103,1994,19,11751
28103,1995,15,11664
28103,1996,13,11674
28103,1997,19,11692
28103,1998,10,11691
28105,1988,28,35956
28105,1989,37,36774
28105,1990,21,36835
28105,1991,27,37112
28105,1992,37,37229
28105,1993,30,37455
28105,1994,28,38190
28105,1995,28,38985
28105,1996,52,39668
28105,1997,28,40541
28105,1998,27,40431
28107,1988,49,27575
28107,1989,50,28127
28107,1990,30,28264
28107,1991,48,28828
28107,1992,42,29344
28107,1993,52,29594
28107,1994,48,30012
28107,1995,44,30451
28107,1996,61,30778
28107,1997,36,31040
28107,1998,40,31505
28109,1988,54,36674
28109,1989,53,36901
28109,1990,41,37056
28109,1991,63,37395
28109,1992,63,37865
28109,1993,64,38775
28109,1994,72,40000
28109,1995,63,41304
28109,1996,70,42284
28109,1997,51,43509
28109,1998,68,44581
28111,1988,13,10235
28111,1989,10,10317
28111,1990,15,10351
28111,1991,16,10438
28111,1993,11,10695
28111,1994,13,10901
28111,1995,18,10980
28111,1996,10,11165
28111,1997,13,11273
28113,1988,49,34825
28113,1989,51,34770
28113,1990,58,34552
28113,1991,54,34519
28113,1992,60,34800
28113,1993,56,35368
28113,1994,46,35525
28113,1995,56,35828
28113,1996,60,35781
28113,1997,71,35908
28113,1998,48,35986
28115,1988,31,20430
28115,1989,29,20770
28115,1990,31,20846
28115,1991,32,21276
28115,1992,36,21733
28115,1993,32,22079
28115,1994,29,22551
28115,1995,41,23045
28115,1996,35,23421
28115,1997,33,23847
28115,1998,25,24450
28117,1988,29,22469
28117,1989,30,22080
28117,1990,32,21864
28117,1991,26,22200
28117,1992,29,22259
28117,1993,27,22503
28117,1994,36,22621
28117,1995,24,22764
28117,1996,30,23119
28117,1997,38,23422
28117,1998,23,23605
28119,1988,16,10393
28119,1989,15,10005
28119,1990,21,9761
28119,1991,23,9738
28119,1992,14,9490
28119,1994,14,9621
28119,1995,11,9585
28119,1996,15,9532
28119,1997,19,9523
28119,1998,17,9616
28121,1988,89,80952
28121,1989,76,82677
28121,1990,99,84033
28121,1991,108,86175
28121,1992,118,88466
28121,1993,99,90144
28121,1994,104,92812
28121,1995,122,95835
28121,1996,114,100319
28121,1997,117,103347
28121,1998,109,105981
28123,1988,25,22501
28123,1989,24,22821
28123,1990,30,22691
28123,1991,38,22967
28123,1992,40,23535
28123,1993,39,24143
28123,1994,30,24555
28123,1995,28,25252
28123,1996,39,25810
28123,1997,32,26027
28123,1998,43,26305
28125,1988,9,6823
28125,1990,17,6665
28125,1992,16,6618
28125,1993,11,6624
28125,1995,15,6518
28125,1998,12,6319
28127,1988,33,22441
28127,1989,36,22522
28127,1990,43,22551
28127,1991,39,22880
28127,1992,36,22991
28127,1993,30,23505
28127,1994,27,23954
28127,1995,26,24465
28127,1996,33,24860
28127,1997,31,24963
28127,1998,49,25373
28129,1988,21,14071
28129,1989,19,13975
28129,1990,22,13817
28129,1991,14,13829
28129,1992,16,13940
28129,1993,16,14173
28129,1994,17,14220
28129,1995,28,14407
28129,1996,22,14523
28129,1997,19,14698
28129,1998,31,14877
28131,1988,15,10199
28131,1989,15,10203
28131,1990,14,10238
28131,1991,14,10383
28131,1992,14,10569
28131,1993,16,10902
28131,1994,23,11335
28131,1995,19,11799
28131,1996,18,12013
28131,1997,14,12241
28131,1998,19,12582
28133,1988,49,31925
28133,1989,41,31546
28133,1990,45,30986
28133,1991,40,34053
28133,1992,52,34535
28133,1993,45,34778
28133,1994,39,34646
28133,1995,42,35231
28133,1996,47,34471
28133,1997,44,33684
28133,1998,45,33038
28135,1988,18,14669
28135,1989,22,14487
28135,1990,22,14246
28135,1991,16,14171
28135,1992,28,13887
28135,1993,17,13980
28135,1994,19,13783
28135,1995,24,14054
28135,1996,28,14136
28135,1997,19,14109
28135,1998,20,14065
28137,1988,20,20241
28137,1989,22,20304
28137,1990,32,20267
28137,1991,22,20526
28137,1992,25,20723
28137,1993,32,20927
28137,1994,18,21306
28137,1995,28,21793
28137,1996,27,22230
28137,1997,31,22880
28137,1998,32,23370
28139,1988,21,17625
28139,1989,18,18008
28139,1990,26,18050
28139,1991,25,18022
28139,1992,29,18205
28139,1993,23,18522
28139,1994,28,18675
28139,1995,32,18918
28139,1996,19,19044
28139,1997,32,19269
28139,1998,29,19320
28141,1988,33,16419
28141,1989,26,16411
28141,1990,28,16398
28141,1991,39,16603
28141,1992,27,16762
28141,1993,27,17045
28141,1994,24,16959
28141,1995,37,17030
28141,1996,35,17235
28141,1997,31,17376
28141,1998,49,17537
28143,1988,5,7771
28143,1989,11,7913
28143,1990,12,7734
28143,1991,12,7759
28143,1993,12,8004
28143,1994,11,8264
28143,1995,11,8215
28143,1996,14,8328
28143,1997,12,8493
28143,1998,15,8638
28145,1988,28,20593
28145,1989,29,20630
28145,1990,32,20507
28145,1991,29,20784
28145,1992,29,21024
28145,1993,29,21173
28145,1994,37,21389
28145,1995,29,21525
28145,1996,28,21853
28145,1997,31,22352
28145,1998,31,22694
28147,1988,16,13131
28147,1989,21,13254
28147,1990,23,13395
28147,1991,19,13525
28147,1992,17,13547
28147,1993,17,13613
28147,1994,14,13777
28147,1995,22,13841
28147,1996,22,13971
28147,1997,21,14081
28147,1998,21,14273
28149,1988,74,46348
28149,1989,55,45749
28149,1990,59,45164
28149,1991,65,45155
28149,1992,74,45324
28149,1993,70,45719
28149,1994,65,46372
28149,1995,69,46504
28149,1996,69,46611
28149,1997,61,46962
28149,1998,64,47045
28151,1988,72,66166
28151,1989,89,64785
28151,1990,91,64393
28151,1991,93,63817
28151,1992,97,62933
28151,1993,111,62873
28151,1994,82,62933
28151,1995,78,62559
28151,1996,89,62101
28151,1997,79,61673
28151,1998,67,61300
28153,1988,27,18511
28153,1989,23,18579
28153,1990,20,18546
28153,1991,21,18664
28153,1992,25,18534
28153,1993,21,18809
28153,1994,33,18852
28153,1995,25,19042
28153,1996,25,19224
28153,1997,25,19443
28153,1998,20,19710
28155,1988,18,9446
28155,1989,20,9436
28155,1990,20,9396
28155,1991,20,9377
28155,1994,18,9407
28155,1995,14,9453
28155,1996,12,9424
28155,1997,11,9432
28155,1998,13,9495
28157,1988,26,9013
28157,1990,19,9004
28157,1991,15,8932
28157,1992,14,8881
28157,1993,10,8908
28157,1994,11,8956
28157,1995,16,9067
28157,1996,22,8784
28157,1997,14,8758
28157,1998,12,9291
28159,1988,25,17993
28159,1989,29,18047
28159,1990,21,18026
28159,1991,30,18271
28159,1992,30,18186
28159,1993,33,18282
28159,1994,29,18316
28159,1995,25,18465
28159,1996,16,18477
28159,1997,26,18519
28159,1998,28,18522
28161,1988,16,11178
28161,1989,25,11127
28161,1990,21,11133
28161,1991,16,11220
28161,1992,20,11260
28161,1993,31,11229
28161,1994,20,11468
28161,1995,22,11412
28161,1996,27,11386
28161,1997,19,11448
28161,1998,28,11609
28163,1988,28,24371
28163,1989,37,24010
28163,1990,33,23812
28163,1991,48,23882
28163,1992,46,23895
28163,1993,28,24066
28163,1994,30,24134
28163,1995,28,24211
28163,1996,41,24111
28163,1997,40,24875
28163,1998,29,26340
29001,1988,24,22933
29001,1989,21,22989
29001,1990,29,22976
29001,1991,24,22941
29001,1992,27,23089
29001,1993,26,23239
29001,1994,28,23409
29001,1995,25,23420
29001,1996,31,23313
29001,1997,23,23265
29001,1998,28,23342
29003,1988,23,13492
29003,1989,24,13433
29003,1990,16,13521
29003,1991,24,13768
29003,1992,19,13898
29003,1993,16,14015
29003,1994,25,14228
29003,1995,14,14393
29003,1996,16,14488
29003,1997,16,14687
29003,1998,22,14930
29005,1988,11,6927
29005,1990,12,6692
29005,1991,11,6566
29005,1992,11,6349
29005,1993,15,6205
29005,1996,10,6178
29007,1988,34,22172
29007,1989,36,21738
29007,1990,37,21549
29007,1991,30,21838
29007,1992,45,21942
29007,1993,38,22203
29007,1994,34,22373
29007,1995,34,22476
29007,1996,41,22726
29007,1997,45,22952
29007,1998,33,23395
29009,1988,36,24897
29009,1989,51,25006
29009,1990,34,25285
29009,1991,39,25842
29009,1992,50,26470
29009,1993,41,27203
29009,1994,46,28256
29009,1995,40,29411
29009,1996,56,30402
29009,1997,41,30806
29009,1998,43,31290
29011,1988,13,10264
29011,1989,13,10182
29011,1990,14,10210
29011,1991,18,10386
29011,1992,19,10521
29011,1993,17,10596
29011,1994,14,10748
29011,1995,12,10862
29011,1996,11,11039
29011,1997,12,11111
29011,1998,15,11320
29013,1988,24,13981
29013,1989,23,13774
29013,1990,28,13591
29013,1991,29,13644
29013,1992,19,13750
29013,1993,36,13950
29013,1994,26,14077
29013,1995,29,14325
29013,1996,27,14464
29013,1997,29,14562
29013,1998,24,14689
29015,1988,20,11980
29015,1989,27,12282
29015,1990,32,12609
29015,1991,32,12716
29015,1992,36,12908
29015,1993,38,13210
29015,1994,45,13637
29015,1995,30,13999
29015,1996,34,14575
29015,1997,24,14856
29015,1998,36,15147
29017,1988,16,9798
29017,1989,17,9778
29017,1990,15,9833
29017,1991,16,9892
29017,1992,11,9979
29017,1993,15,10128
29017,1994,22,10353
29017,1995,26,10422
29017,1996,10,10605
29017,1998,14,10790
29019,1988,110,105377
29019,1989,86,107136
29019,1990,85,108116
29019,1991,84,110852
29019,1992,97,113117
29019,1993,109,115647
29019,1994,92,118066
29019,1995,92,120596
29019,1996,106,123303
29019,1997,102,125726
29019,1998,93,127135
29021,1988,140,77174
29021,1989,130,76902
29021,1990,129,76667
29021,1991,126,76993
29021,1992,129,77524
29021,1993,163,78030
29021,1994,115,77942
29021,1995,137,77654
29021,1996,110,77836
29021,1997,130,78198
29021,1998,102,78763
29023,1988,56,35499
29023,1989,60,35683
29023,1990,53,36015
29023,1991,79,36574
29023,1992,67,36800
29023,1993,71,37162
29023,1994,85,37329
29023,1995,70,37491
29023,1996,74,37645
29023,1997,78,37684
29023,1998,72,37821
29025,1988,10,7495
29025,1989,13,7510
29025,1993,19,7618
29025,1994,14,7810
29025,1996,12,7831
29025,1997,12,7937
29027,1988,42,30394
29027,1989,36,30771
29027,1990,60,30884
29027,1991,41,31635
29027,1992,38,32085
29027,1993,38,32909
29027,1994,41,33078
29027,1995,42,34388
29027,1996,47,35728
29027,1997,44,36609
29027,1998,29,37384
29029,1988,38,24781
29029,1989,53,25422
29029,1990,55,25875
29029,1991,60,26519
29029,1992,57,27210
29029,1993,56,28179
29029,1994,51,29201
29029,1995,50,30342
29029,1996,56,31458
29029,1997,49,32180
29029,1998,61,33053
29031,1988,65,57260
29031,1989,67,57544
29031,1990,85,57715
29031,1991,73,58572
29031,1992,60,59702
29031,1993,69,60310
29031,1994,62,60677
29031,1995,66,61392
29031,1996,62,62109
29031,1997,77,62399
29031,1998,72,62670
29033,1988,9,9733
29033,1989,18,9665
29033,1990,20,9601
29033,1991,12,9502
29033,1992,20,9538
29033,1993,18,9525
29033,1994,13,9367
29033,1995,21,9314
29033,1996,12,9235
29033,1997,18,9239
29035,1988,9,5137
29035,1989,12,5112
29035,1991,14,5235
29035,1993,12,5359
29035,1997,12,5628
29037,1988,50,57941
29037,1989,70,59343
29037,1990,82,60659
29037,1991,65,62368
29037,1992,74,63478
29037,1993,83,65172
29037,1994,61,67208
29037,1995,94,69023
29037,1996,77,70303
29037,1997,71,72106
29037,1998,75,74426
29039,1988,20,10646
29039,1989,17,10695
29039,1990,34,10692
29039,1991,15,10726
29039,1992,21,10773
29039,1993,13,10948
29039,1994,19,11334
29039,1995,19,11653
29039,1996,20,11805
29039,1997,28,11924
29039,1998,24,12074
29041,1988,19,8425
29041,1989,18,8270
29041,1990,11,8191
29041,1991,14,8037
29041,1992,12,7905
29041,1993,10,7855
29041,1994,12,7790
29041,1995,17,7772
29041,1996,11,7722
29041,1997,15,7745
29041,1998,16,7579
29043,1988,34,28696
29043,1989,28,29775
29043,1990,30,31044
29043,1991,34,33039
29043,1992,39,34541
29043,1993,45,36703
29043,1994,44,38920
29043,1995,33,41237
29043,1996,51,43380
29043,1997,55,45480
29043,1998,52,47482
29045,1988,13,7107
29045,1989,11,7044
29045,1992,17,6931
29045,1993,13,6926
29045,1994,11,6803
29045,1995,16,6909
29045,1996,11,6896
29045,1998,13,6871
29047,1988,169,142600
29047,1989,147,144893
29047,1990,162,147158
29047,1991,187,150431
29047,1992,199,152622
29047,1993,182,155488
29047,1994,164,158017
29047,1995,173,160336
29047,1996,178,163558
29047,1997,201,167159
29047,1998,208,169574
29049,1988,23,15039
29049,1989,26,15121
29049,1990,17,15302
29049,1991,22,15489
29049,1992,19,15615
29049,1993,13,15723
29049,1994,29,15859
29049,1995,25,16204
29049,1996,27,16402
29049,1997,29,16805
29049,1998,28,17104
29051,1988,63,59480
29051,1989,76,59716
29051,1990,71,59940
29051,1991,64,61220
29051,1992,64,62031
29051,1993,91,62691
29051,1994,72,64040
29051,1995,62,64792
29051,1996,78,65441
29051,1997,69,66141
29051,1998,86,66780
29053,1988,18,13822
29053,1989,19,13740
29053,1990,20,13590
29053,1991,19,13626
29053,1992,21,13856
29053,1993,16,14306
29053,1995,21,14798
29053,1996,21,14888
29053,1997,24,14970
29053,1998,19,14994
29055,1988,34,17534
29055,1989,30,17588
29055,1990,33,17702
29055,1991,37,18201
29055,1992,24,18390
29055,1993,36,18930
29055,1994,29,19432
29055,1995,35,19919
29055,1996,45,20284
29055,1997,37,20569
29055,1998,41,20825
29057,1988,13,6650
29057,1989,18,6621
29057,1991,16,6618
29057,1992,10,6673
29057,1995,15,7086
29057,1996,11,7030
29057,1997,11,7023
29059,1988,32,11481
29059,1989,20,11387
29059,1990,16,11605
29059,1991,19,11989
29059,1992,15,12135
29059,1993,17,12637
29059,1994,21,13175
29059,1995,25,13569
29059,1996,19,13707
29059,1997,19,14016
29059,1998,19,14230
29061,1988,12,7366
29061,1990,11,7123
29061,1991,23,7155
29061,1992,19,7019
29061,1993,14,7059
29061,1994,13,6953
29061,1995,17,7211
29061,1996,12,7136
29061,1997,16,7117
29061,1998,10,7218
29063,1988,14,8104
29063,1989,15,9035
29063,1990,10,9139
29063,1991,10,9170
29063,1993,12,9407
29063,1994,13,9475
29063,1995,16,10282
29063,1996,10,10335
29063,1997,19,10386
29065,1988,22,12695
29065,1989,26,12568
29065,1990,21,12492
29065,1991,24,12603
29065,1992,27,12659
29065,1993,21,12866
29065,1994,20,12941
29065,1995,20,13193
29065,1996,23,13232
29065,1997,22,13339
29065,1998,20,13402
29067,1988,13,10849
29067,1989,12,10824
29067,1990,21,10914
29067,1991,25,10993
29067,1992,17,10980
29067,1993,18,11012
29067,1994,21,11440
29067,1995,22,11606
29067,1996,22,11674
29067,1997,25,11769
29067,1998,13,11963
29069,1988,60,30718
29069,1989,64,30519
29069,1990,65,30449
29069,1991,53,30216
29069,1992,53,30329
29069,1993,45,30452
29069,1994,63,30364
29069,1995,75,30511
29069,1996,72,30801
29069,1997,70,30721
29069,1998,63,30614
29071,1988,121,74530
29071,1989,75,75214
29071,1990,96,76481
29071,1991,101,77905
29071,1992,113,78831
29071,1993,107,79681
29071,1994,119,81044
29071,1995,115,82919
29071,1996,123,84672
29071,1997,112,85918
29071,1998,114,86786
29073,1988,21,12413
29073,1989,23,12453
29073,1990,23,12620
29073,1991,33,12721
29073,1992,22,12835
29073,1993,26,13011
29073,1994,17,12964
29073,1995,27,13097
29073,1996,15,13309
29073,1997,26,13597
29073,1998,18,13525
29075,1988,8,6086
29075,1989,11,6016
29075,1990,12,5947
29075,1992,12,5919
29075,1994,18,5956
29077,1988,224,192112
29077,1989,277,193689
29077,1990,287,195547
29077,1991,262,199786
29077,1992,276,204224
29077,1993,335,208587
29077,1994,325,213085
29077,1995,286,216399
29077,1996,285,217283
29077,1997,279,219448
29077,1998,293,221601
29079,1988,14,9585
29079,1989,18,9531
29079,1990,20,9388
29079,1991,20,9405
29079,1992,19,9409
29079,1993,16,9407
29079,1994,21,9400
29079,1995,13,9484
29079,1996,22,9392
29079,1997,14,9389
29081,1988,11,7599
29081,1989,14,7501
29081,1991,11,7385
29081,1992,18,7448
29081,1993,11,7488
29081,1994,13,7423
29081,1995,13,7374
29081,1996,12,7507
29081,1997,14,7619
29081,1998,14,7733
29083,1988,39,17996
29083,1989,30,17991
29083,1990,30,18027
29083,1991,29,18252
29083,1992,27,18392
29083,1993,32,18589
29083,1994,38,18828
29083,1995,27,19154
29083,1996,43,19360
29083,1997,24,19414
29083,1998,33,19647
29085,1988,11,6474
29085,1990,14,6570
29085,1991,19,6772
29085,1992,25,6829
29085,1993,25,7082
29085,1994,19,7284
29085,1995,22,7555
29085,1996,25,7720
29085,1997,21,7811
29085,1998,21,7837
29087,1988,10,5386
29087,1992,13,5152
29089,1988,10,8729
29089,1989,13,8723
29089,1990,13,8703
29089,1991,19,8783
29089,1992,12,8916
29089,1993,12,8934
29089,1994,18,8939
29089,1995,16,9138
29089,1997,14,9250
29089,1998,17,9286
29091,1988,37,28130
29091,1989,52,28414
29091,1990,58,28937
29091,1991,59,29648
29091,1992,60,30146
29091,1993,65,31000
29091,1994,49,31525
29091,1995,55,32162
29091,1996,52,33039
29091,1997,60,33520
29091,1998,50,33811
29093,1988,12,9646
29093,1989,12,9700
29093,1990,23,9729
29093,1991,31,9756
29093,1992,19,9724
29093,1993,19,9869
29093,1994,21,9931
29093,1995,26,9861
29093,1996,19,10005
29093,1997,19,10037
29093,1998,22,9956
29095,1988,858,602258
29095,1989,908,598777
29095,1990,912,597519
29095,1991,901,599160
29095,1992,864,600649
29095,1993,839,602770
29095,1994,837,604587
29095,1995,900,605600
29095,1996,813,611963
29095,1997,789,615138
29095,1998,843,615955
29097,1988,139,83721
29097,1989,146,84029
29097,1990,164,84092
29097,1991,121,84915
29097,1992,134,86231
29097,1993,152,87998
29097,1994,148,89775
29097,1995,156,91520
29097,1996,148,93297
29097,1997,119,94740
29097,1998,139,95801
29099,1988,182,159569
29099,1989,201,162829
29099,1990,205,165646
29099,1991,203,168796
29099,1992,213,170682
29099,1993,206,173211
29099,1994,238,175526
29099,1995,231,178187
29099,1996,218,181101
29099,1997,228,184225
29099,1998,225,186539
29101,1988,23,38872
29101,1989,33,40169
29101,1990,37,40664
29101,1991,44,41223
29101,1992,32,41776
29101,1993,40,42994
29101,1994,24,43976
29101,1995,36,44545
29101,1996,32,44318
29101,1997,28,44938
29101,1998,48,45491
29103,1988,4,4320
29103,1995,11,3900
29103,1996,10,3883
29105,1988,35,24994
29105,1989,43,25285
29105,1990,35,25322
29105,1991,45,25596
29105,1992,38,25917
29105,1993,43,26517
29105,1994,48,27074
29105,1995,45,27583
29105,1996,41,28359
29105,1997,33,29011
29105,1998,44,29590
29107,1988,59,28483
29107,1989,47,28599
29107,1990,46,28490
29107,1991,36,28560
29107,1992,38,28613
29107,1993,49,29011
29107,1994,35,29465
29107,1995,48,29562
29107,1996,41,29655
29107,1997,33,29931
29107,1998,40,30126
29109,1988,46,27567
29109,1989,56,27706
29109,1990,45,27690
29109,1991,38,28053
29109,1992,44,28364
29109,1993,62,28996
29109,1994,47,29378
29109,1995,51,29809
29109,1996,41,30456
29109,1997,49,30989
29109,1998,46,31417
29111,1988,14,9284
29111,1989,14,9354
29111,1990,13,9309
29111,1991,10,9320
29111,1993,17,9250
29111,1994,12,9216
29111,1995,18,9363
29111,1996,16,9351
29111,1997,15,9367
29111,1998,15,9435
29113,1988,21,26360
29113,1989,41,26924
29113,1990,33,27410
29113,1991,44,28361
29113,1992,36,28784
29113,1993,39,29657
29113,1994,33,30198
29113,1995,31,31383
29113,1996,28,32577
29113,1997,49,33645
29113,1998,44,34971
29115,1988,15,12432
29115,1989,30,12428
29115,1990,28,12244
29115,1991,29,12200
29115,1992,27,12182
29115,1993,22,12161
29115,1994,24,12295
29115,1995,16,12327
29115,1996,18,12385
29115,1997,22,12360
29115,1998,17,12195
29117,1988,21,13427
29117,1989,22,13324
29117,1990,18,13163
29117,1991,21,13117
29117,1992,19,13313
29117,1993,18,13259
29117,1994,18,13324
29117,1995,17,13281
29117,1996,18,13238
29117,1997,25,13236
29117,1998,14,13198
29119,1988,18,15593
29119,1989,20,15796
29119,1990,22,15839
29119,1991,27,16117
29119,1992,32,16559
29119,1993,35,17133
29119,1994,40,17598
29119,1995,23,18241
29119,1996,26,18900
29119,1997,28,19703
29119,1998,24,20229
29121,1988,26,14128
29121,1989,32,13865
29121,1990,26,13733
29121,1991,25,13608
29121,1992,21,13596
29121,1993,23,13733
29121,1994,26,13611
29121,1995,16,13756
29121,1996,24,13807
29121,1997,21,13939
29121,1998,23,14009
29123,1988,26,10187
29123,1989,19,10154
29123,1990,23,10143
29123,1991,24,10218
29123,1992,23,10201
29123,1993,33,10207
29123,1994,28,10259
29123,1995,19,10261
29123,1996,23,10420
29123,1997,21,10513
29123,1998,23,10585
29125,1988,9,7461
29125,1989,13,7357
29125,1990,12,7371
29125,1993,11,7671
29125,1994,13,7755
29125,1995,12,7744
29125,1998,14,8110
29127,1988,48,25383
29127,1989,55,25160
29127,1990,39,25198
29127,1991,40,25331
29127,1992,50,25546
29127,1993,35,25464
29127,1994,38,25626
29127,1995,31,25730
29127,1996,38,25734
29127,1997,32,25807
29127,1998,32,25916
29129,1988,4,3386
29131,1988,25,19020
29131,1989,26,19096
29131,1990,29,19207
29131,1991,25,19451
29131,1992,35,19869
29131,1993,29,20006
29131,1994,27,20503
29131,1995,31,20679
29131,1996,34,21068
29131,1997,35,21411
29131,1998,31,21421
29133,1988,26,13787
29133,1989,18,13523
29133,1990,25,13377
29133,1991,21,13277
29133,1992,23,13077
29133,1993,24,13022
29133,1994,28,13027
29133,1995,27,12825
29133,1996,20,12746
29133,1997,16,12625
29133,1998,14,12646
29135,1988,19,11234
29135,1989,14,11305
29135,1990,12,11325
29135,1991,23,11452
29135,1992,12,11658
29135,1993,18,11841
29135,1994,14,12212
29135,1995,11,12523
29135,1996,11,12828
29135,1997,15,13195
29135,1998,13,13339
29137,1988,8,8219
29137,1989,16,8241
29137,1990,10,8219
29137,1992,13,8024
29137,1993,13,7992
29137,1994,10,7986
29137,1995,16,8094
29137,1996,14,8145
29137,1997,11,8226
29137,1998,18,8278
29139,1988,12,10091
29139,1989,21,10075
29139,1990,13,10194
29139,1991,17,10177
29139,1992,19,10244
29139,1993,23,10365
29139,1994,12,10411
29139,1995,13,10520
29139,1996,16,10688
29139,1997,28,10693
29139,1998,15,10959
29141,1988,30,14033
29141,1989,21,14062
29141,1990,29,14226
29141,1991,36,14277
29141,1992,41,14569
29141,1993,26,14995
29141,1994,21,15303
29141,1995,31,15783
29141,1996,45,16250
29141,1997,49,16701
29141,1998,35,17039
29143,1988,40,19795
29143,1989,36,19657
29143,1990,32,19609
29143,1991,28,19447
29143,1992,38,19444
29143,1993,28,19298
29143,1994,32,19323
29143,1995,39,19305
29143,1996,33,19160
29143,1997,34,19107
29143,1998,33,18924
29145,1988,52,40923
29145,1989,55,41284
29145,1990,51,41538
29145,1991,58,42447
29145,1992,64,43123
29145,1993,50,44032
29145,1994,66,44742
29145,1995,68,45419
29145,1996,69,46184
29145,1997,57,47013
29145,1998,65,48088
29147,1988,23,19943
29147,1989,22,19994
29147,1990,26,20031
29147,1991,27,19909
29147,1992,20,20044
29147,1993,20,20037
29147,1994,25,20032
29147,1995,18,20204
29147,1996,29,20334
29147,1997,24,20401
29147,1998,20,20348
29149,1988,25,8621
29149,1989,14,8588
29149,1990,12,8586
29149,1991,16,8666
29149,1992,14,8662
29149,1993,18,8857
29149,1994,15,9049
29149,1995,21,9245
29149,1996,16,9280
29149,1997,20,9165
29149,1998,16,9371
29151,1988,13,11365
29151,1989,16,11246
29151,1990,10,11234
29151,1991,11,11301
29151,1992,21,11360
29151,1993,12,11476
29151,1994,12,11536
29151,1996,10,11775
29151,1997,10,11866
29151,1998,18,11857
29153,1988,13,7738
29153,1989,20,7754
29153,1990,15,7893
29153,1991,25,7883
29153,1992,23,8003
29153,1993,18,8217
29153,1994,17,8302
29153,1995,20,8463
29153,1996,23,8616
29153,1997,20,8569
29153,1998,23,8757
29155,1988,35,20872
29155,1989,34,20483
29155,1990,31,20299
29155,1991,41,19921
29155,1992,23,19706
29155,1993,32,19627
29155,1994,41,19593
29155,1995,42,19585
29155,1996,34,19544
29155,1997,33,19395
29155,1998,28,19165
29157,1988,14,15050
29157,1989,20,15140
29157,1990,23,15187
29157,1991,16,15426
29157,1992,14,15600
29157,1993,17,15731
29157,1994,27,16052
29157,1995,26,16218
29157,1996,15,16408
29157,1997,16,16525
29157,1998,21,16538
29159,1988,58,32774
29159,1989,55,32711
