FIPS,Year,DiabDeaths,Population
13125,1984,2,2165
13127,1979,1,52701
13127,1980,4,53052
13127,1981,8,53604
13127,1982,5,53956
13127,1983,8,54596
13127,1984,1,55248
13127,1985,3,55757
13127,1986,4,56369
13127,1987,8,57002
13127,1988,2,57854
13127,1994,15,60706
13129,1979,3,29084
13129,1980,3,29074
13129,1981,2,29528
13129,1982,3,29599
13129,1984,2,30705
13129,1985,3,31307
13129,1986,1,31539
13129,1987,4,32186
13129,1988,2,32815
13131,1980,1,18941
13131,1981,4,18839
13131,1982,1,18765
13131,1983,1,18708
13131,1984,2,19519
13131,1985,2,19602
13131,1986,2,19450
13131,1987,3,19289
13131,1988,4,19158
13133,1979,1,10954
13133,1980,3,10793
13133,1981,2,10901
13133,1982,1,10899
13133,1983,3,11044
13133,1984,1,11051
13133,1986,7,10861
13133,1987,2,10857
13133,1988,1,10981
13135,1979,11,153527
13135,1980,7,164034
13135,1981,7,175837
13135,1982,9,188677
13135,1983,8,204747
13135,1984,10,225215
13135,1985,8,248799
13135,1986,13,272725
13135,1987,8,296911
13135,1988,20,318493
13135,1989,15,336483
13135,1990,20,346805
13135,1991,19,367247
13135,1992,22,386476
13135,1993,13,409351
13135,1994,14,432728
13135,1995,22,457632
13135,1996,23,478580
13135,1997,34,504535
13135,1998,27,528724
13137,1979,4,23976
13137,1980,6,24061
13137,1981,1,24197
13137,1982,2,24633
13137,1983,3,24786
13137,1985,4,24908
13137,1988,4,25766
13139,1979,8,71835
13139,1980,7,73103
13139,1981,5,74752
13139,1982,5,75821
13139,1983,4,77208
13139,1984,9,78807
13139,1985,4,80899
13139,1986,10,83648
13139,1987,6,85571
13139,1988,10,87966
13139,1989,10,90107
13139,1993,10,101351
13139,1994,12,105376
13139,1996,16,114221
13139,1997,13,119208
13139,1998,11,123927
13141,1979,1,9061
13141,1980,2,9018
13141,1982,2,8850
13141,1983,2,8821
13141,1984,1,8892
13141,1985,1,8828
13141,1986,1,8719
13141,1987,1,8683
13141,1988,1,8526
13143,1979,3,17123
13143,1980,2,17630
13143,1981,1,18110
13143,1982,3,18308
13143,1983,1,18417
13143,1984,1,18929
13143,1985,1,19314
13143,1986,7,19698
13143,1987,3,20104
13145,1979,1,14519
13145,1981,2,14522
13145,1983,2,14851
13145,1985,4,15747
13145,1986,1,16063
13145,1987,2,16255
13145,1988,3,16702
13147,1979,1,17411
13147,1980,2,17658
13147,1981,5,17661
13147,1982,3,17840
13147,1983,2,17802
13147,1984,1,17922
13147,1985,4,18104
13147,1986,1,18189
13147,1987,2,18125
13147,1988,3,18227
13149,1979,1,6001
13149,1981,3,6228
13149,1982,1,6304
13149,1985,1,6904
13149,1987,2,7433
13149,1988,1,7618
13151,1979,2,33327
13151,1980,4,35248
13151,1981,3,35985
13151,1982,1,37105
13151,1983,2,38372
13151,1984,6,39945
13151,1985,1,41992
13151,1986,7,44126
13151,1987,10,46992
13151,1988,3,50171
13151,1992,11,65324
13153,1979,8,75281
13153,1980,6,76366
13153,1981,1,78726
13153,1982,4,78995
13153,1983,8,79841
13153,1984,9,79874
13153,1985,3,81043
13153,1986,5,82167
13153,1987,4,83566
13153,1988,2,84689
13153,1990,10,86923
13153,1993,11,93006
13153,1994,10,95812
13153,1995,10,96965
13153,1997,10,101495
13153,1998,10,103364
13155,1979,2,8594
13155,1980,1,8557
13155,1981,1,8359
13155,1982,1,8404
13155,1983,1,8484
13155,1986,3,8276
13155,1988,2,8191
13157,1979,1,24296
13157,1980,1,24333
13157,1981,3,24812
13157,1982,8,25030
13157,1983,3,25274
13157,1985,1,26239
13157,1986,1,26605
13157,1987,1,27247
13157,1988,4,27699
13159,1984,2,7289
13159,1985,2,7258
13159,1987,1,7519
13159,1988,1,7589
13161,1979,2,11063
13161,1980,2,11111
13161,1983,1,11231
13161,1984,3,11416
13161,1985,1,11364
13161,1986,1,11367
13161,1987,1,11336
13161,1988,4,11532
13163,1979,1,17344
13163,1980,5,17474
13163,1981,1,17319
13163,1983,2,17313
13163,1984,1,17178
13163,1985,8,17176
13163,1986,1,17008
13163,1987,2,16870
13163,1988,2,16602
13165,1979,1,8248
13165,1982,1,8334
13165,1986,2,8136
13165,1987,2,7982
13167,1980,2,8201
13167,1982,1,8141
13167,1983,1,8086
13167,1985,1,8101
13167,1986,1,7979
13169,1979,3,15441
13169,1982,2,16879
13169,1983,1,17456
13169,1984,1,18003
13169,1985,2,18390
13169,1987,2,19141
13169,1988,3,19445
13171,1979,1,11584
13171,1980,1,11641
13171,1982,4,11489
13171,1983,2,11500
13171,1985,1,11828
13171,1987,1,12345
13171,1988,1,12317
13173,1980,1,5410
13173,1981,3,5425
13173,1982,1,5468
13173,1987,1,5472
13175,1979,4,35806
13175,1980,6,35460
13175,1981,4,35775
13175,1982,1,36010
13175,1983,5,36149
13175,1984,5,36603
13175,1985,3,36662
13175,1986,3,36870
13175,1987,6,37342
13175,1988,2,37388
13177,1980,1,11470
13177,1981,1,12193
13177,1982,2,12570
13177,1983,1,13148
13177,1984,3,14051
13177,1985,1,14522
13177,1986,2,14852
13177,1988,1,15305
13179,1979,1,34786
13179,1980,3,37345
13179,1981,3,41339
13179,1982,2,43234
13179,1984,6,44392
13179,1985,1,45330
13179,1986,2,45977
13179,1987,1,48456
13179,1988,2,49603
13181,1979,1,6634
13181,1980,1,6469
13181,1982,1,6462
13181,1986,1,6715
13183,1981,1,4806
13183,1983,1,5076
13183,1984,1,5296
13183,1985,1,5549
13183,1986,1,5524
13185,1979,6,65458
13185,1980,9,65943
13185,1981,9,66823
13185,1982,11,67203
13185,1983,14,68529
13185,1984,12,69631
13185,1985,13,70104
13185,1986,3,71033
13185,1987,7,71659
13185,1988,11,71545
13185,1997,11,85980
13187,1983,1,11083
13187,1985,1,11706
13187,1987,2,12587
13187,1988,3,13066
13189,1982,1,18136
13189,1983,3,18324
13189,1984,3,18384
13189,1985,2,18689
13189,1986,1,18886
13189,1987,3,19042
13189,1988,1,19086
13191,1979,3,7743
13191,1980,2,7791
13191,1981,2,7792
13191,1982,1,7844
13191,1983,1,7831
13191,1985,1,8038
13191,1986,1,8177
13191,1988,1,8282
13193,1979,1,13112
13193,1980,3,13276
13193,1981,4,13299
13193,1982,3,13218
13193,1983,4,13145
13193,1984,2,13107
13193,1985,1,13044
13193,1986,2,12809
13193,1987,1,12666
13193,1988,1,12596
13195,1979,3,15109
13195,1980,2,17207
13195,1981,1,17424
13195,1982,2,17593
13195,1983,3,17766
13195,1984,2,18010
13195,1986,1,18543
13195,1987,1,18889
13195,1988,3,19223
13197,1979,1,5106
13197,1980,1,5089
13197,1982,2,5120
13197,1986,1,5303
13197,1987,1,5315
13199,1980,2,20310
13199,1981,3,20317
13199,1982,2,20260
13199,1985,6,20318
13199,1986,3,20293
13199,1987,2,20589
13199,1988,4,20755
13201,1981,1,6616
13201,1982,1,6529
13201,1983,1,6476
13201,1984,1,6272
13201,1985,1,6200
13201,1986,3,6199
13205,1979,2,19948
13205,1980,2,20336
13205,1981,1,20425
13205,1983,1,20390
13205,1984,1,20335
13205,1985,2,20128
13205,1986,1,20121
13205,1987,2,19881
13205,1988,3,19646
13207,1979,1,13570
13207,1980,3,13938
13207,1981,1,14241
13207,1982,1,14125
13207,1983,2,14177
13207,1984,1,14398
13207,1985,4,14949
13207,1986,3,15119
13209,1982,2,6689
13209,1984,3,6896
13209,1985,3,6956
13209,1986,1,6929
13211,1980,2,11010
13211,1982,1,11366
13211,1984,3,11535
13211,1986,1,11692
13211,1987,1,11913
13211,1988,1,12059
13213,1979,2,18653
13213,1980,2,19200
13213,1981,1,19596
13213,1982,2,20248
13213,1983,3,20501
13213,1985,2,21499
13213,1986,3,22198
13213,1987,2,23046
13213,1988,2,23908
13215,1979,15,165374
13215,1980,31,164979
13215,1981,17,166618
13215,1982,29,168991
13215,1983,31,168734
13215,1984,34,169184
13215,1985,26,170432
13215,1986,25,171914
13215,1987,37,172845
13215,1988,34,171219
13215,1989,39,171227
13215,1990,28,172076
13215,1991,28,172477
13215,1992,28,179079
13215,1993,24,178989
13215,1994,28,179815
13215,1995,36,177382
13215,1996,46,176096
13215,1997,29,176594
13215,1998,27,176390
13217,1980,5,33372
13217,1981,2,34882
13217,1982,1,35402
13217,1983,3,35632
13217,1984,2,36070
13217,1985,4,36807
13217,1986,2,37322
13217,1987,4,38133
13217,1988,4,38990
13219,1979,1,11592
13219,1982,2,12793
13219,1985,2,14034
13219,1986,1,14429
13219,1987,1,15033
13219,1988,1,15643
13221,1980,2,8489
13221,1982,2,8658
13221,1984,1,8909
13221,1985,1,8952
13223,1979,4,24340
13223,1980,4,25378
13223,1981,2,26149
13223,1982,2,26945
13223,1983,5,27800
13223,1984,1,28665
13223,1986,2,32061
13223,1987,6,34683
13223,1988,2,36962
13223,1998,10,70567
13225,1979,2,18475
13225,1980,1,18617
13225,1981,6,17712
13225,1982,4,17999
13225,1983,4,18037
13225,1984,3,18354
13225,1985,4,18704
13225,1986,7,19044
13225,1987,3,19224
13225,1988,2,20487
13227,1979,3,10855
13227,1981,2,11290
13227,1982,2,11454
13227,1983,2,11552
13227,1984,1,11901
13227,1985,1,12064
13227,1986,4,12396
13227,1987,1,12874
13227,1988,1,13276
13229,1979,2,11299
13229,1980,5,11442
13229,1981,4,11351
13229,1982,2,11838
13229,1983,1,11611
13229,1984,3,11755
13229,1985,2,12105
13229,1986,1,12216
13229,1987,2,12290
13229,1988,3,12384
13231,1979,2,8143
13231,1980,1,8599
13231,1982,1,8578
13231,1985,1,8959
13231,1986,2,8897
13231,1987,3,9064
13231,1988,1,9388
13233,1979,3,30936
13233,1980,7,30996
13233,1981,3,31161
13233,1982,1,31278
13233,1983,5,31158
13233,1984,4,31199
13233,1985,2,31622
13233,1986,3,31667
13233,1987,2,31906
13233,1988,3,32124
13235,1979,1,8326
13235,1980,3,8503
13235,1981,1,8506
13235,1982,1,8376
13235,1983,3,8338
13235,1984,2,8203
13235,1985,1,8044
13235,1988,1,7619
13237,1980,1,9937
13237,1981,1,10250
13237,1983,1,10720
13237,1984,1,11199
13237,1985,1,11610
13237,1986,1,11994
13237,1988,1,12749
13239,1982,1,2211
13239,1983,1,2168
13241,1979,2,9557
13241,1980,1,9884
13241,1981,2,9886
13241,1983,1,10065
13241,1985,2,10217
13241,1986,5,10226
13241,1988,1,10595
13243,1979,2,9098
13243,1980,2,9027
13243,1981,1,9073
13243,1984,3,8363
13243,1985,1,8169
13243,1988,1,7705
13245,1979,20,174551
13245,1980,6,176572
13245,1981,29,176708
13245,1982,18,177769
13245,1983,13,179121
13245,1984,15,180859
13245,1985,17,183574
13245,1986,16,185493
13245,1987,11,182946
13245,1988,13,181319
13245,1989,10,181482
13245,1990,17,182639
13245,1991,16,188601
13245,1992,27,196227
13245,1993,30,191100
13245,1994,17,191984
13245,1995,15,191344
13245,1996,19,190002
13245,1997,26,190146
13245,1998,20,190500
13247,1980,1,35893
13247,1981,1,36962
13247,1982,2,37564
13247,1983,2,38297
13247,1984,4,39747
13247,1985,2,41254
13247,1986,2,43917
13247,1987,2,46742
13247,1988,3,48648
13247,1996,11,63078
13249,1979,2,3380
13249,1980,2,3291
13249,1981,1,3269
13249,1983,1,3314
13249,1985,3,3329
13249,1987,2,3453
13251,1981,1,13327
13251,1983,8,13247
13251,1984,1,13510
13251,1985,2,13639
13251,1986,1,13956
13251,1987,3,13680
13251,1988,2,13450
13253,1982,1,8574
13253,1986,2,8434
13253,1987,2,8362
13255,1979,4,45319
13255,1980,3,46111
13255,1981,1,47048
13255,1982,4,47514
13255,1983,7,47632
13255,1984,4,47786
13255,1985,6,48633
13255,1986,3,49557
13255,1987,2,50281
13255,1988,9,51002
13257,1979,1,20776
13257,1980,2,20756
13257,1981,3,20951
13257,1982,3,20939
13257,1983,1,21211
13257,1985,1,21516
13257,1987,1,21667
13257,1988,4,21840
13259,1979,2,5701
13259,1980,1,5643
13259,1981,1,5650
13259,1982,1,5590
13259,1986,1,5441
13259,1988,1,5262
13261,1979,1,27476
13261,1980,3,27894
13261,1981,8,28591
13261,1982,7,28645
13261,1983,6,28732
13261,1984,2,28907
13261,1985,4,28843
13261,1986,3,28680
13261,1987,2,28364
13261,1988,2,28156
13263,1979,1,6421
13263,1981,1,6325
13263,1982,1,6270
13263,1983,1,6178
13263,1984,1,5992
13263,1985,1,6043
13263,1986,2,6008
13263,1988,1,6089
13265,1982,1,1908
13267,1979,3,17689
13267,1980,2,17396
13267,1981,1,17214
13267,1982,3,16815
13267,1983,2,16764
13267,1984,1,16951
13267,1985,3,17023
13267,1986,1,16937
13267,1987,2,16939
13269,1981,2,7543
13269,1982,1,7459
13269,1983,2,7377
13269,1986,3,7305
13271,1979,2,11238
13271,1980,1,10828
13271,1981,5,10920
13271,1982,4,10777
13271,1984,2,10641
13271,1985,5,10627
13271,1986,2,10566
13271,1987,2,10414
13271,1988,3,10330
13273,1979,2,11479
13273,1980,2,11441
13273,1981,2,11381
13273,1982,2,11257
13273,1983,3,11141
13273,1984,4,10990
13273,1985,2,10849
13273,1986,2,10632
13273,1987,1,10617
13273,1988,2,10407
13275,1979,7,36781
13275,1980,7,36447
13275,1981,5,36711
13275,1982,5,37019
13275,1983,3,37135
13275,1984,4,36480
13275,1985,5,36532
13275,1986,5,36605
13275,1987,4,36980
13275,1988,1,36958
13275,1991,10,36748
13277,1979,2,31548
13277,1980,2,31801
13277,1982,2,32521
13277,1983,1,32318
13277,1984,3,32314
13277,1985,5,32648
13277,1986,4,32759
13277,1987,6,32829
13277,1988,1,33074
13279,1979,4,21715
13279,1980,4,21725
13279,1981,3,21800
13279,1982,1,21998
13279,1985,3,22518
13279,1986,3,22761
13281,1983,3,5725
13281,1987,1,5973
13281,1988,2,5928
13283,1979,2,5808
13283,1981,1,5823
13283,1982,1,5851
13283,1983,2,5803
13285,1979,2,47077
13285,1980,9,47808
13285,1981,7,48051
13285,1982,4,48724
13285,1983,3,48869
13285,1984,6,49810
13285,1985,6,50640
13285,1986,4,51006
13285,1987,4,51054
13285,1988,9,51553
13285,1992,11,53145
13285,1993,12,53416
13287,1980,1,9133
13287,1981,2,9029
13287,1982,2,9038
13287,1983,2,9071
13287,1984,1,9003
13287,1985,2,8819
13287,1986,2,8817
13287,1987,1,8557
13289,1979,1,9309
13289,1980,1,9004
13289,1981,1,9032
13289,1982,2,9029
13289,1983,2,8990
13289,1985,2,9311
13289,1986,1,9286
13289,1987,3,9294
13289,1988,2,9168
13291,1979,1,8343
13291,1982,1,9202
13291,1983,1,9266
13291,1984,2,9416
13291,1986,1,9860
13291,1987,3,10152
13291,1988,3,10531
13293,1979,4,24576
13293,1980,1,24714
13293,1981,1,24952
13293,1982,3,25031
13293,1984,4,24886
13293,1985,2,24510
13293,1986,4,24713
13293,1987,4,24707
13293,1988,2,24612
13293,1998,10,25391
13295,1979,9,54337
13295,1980,7,54246
13295,1981,4,54410
13295,1982,5,54623
13295,1983,1,54334
13295,1984,8,54201
13295,1985,6,54411
13295,1986,9,54551
13295,1987,7,54843
13295,1988,7,55416
13295,1995,10,56185
13295,1998,19,57200
13297,1979,4,30010
13297,1980,6,30035
13297,1981,10,29880
13297,1982,3,30297
13297,1983,5,30563
13297,1984,3,31201
13297,1985,1,32197
13297,1986,3,33477
13297,1987,3,34522
13297,1988,2,35337
13299,1979,2,35971
13299,1980,3,35537
13299,1981,8,35616
13299,1982,3,35496
13299,1983,3,34944
13299,1984,4,34967
13299,1985,2,35039
13299,1986,7,34719
13299,1987,5,34591
13299,1988,5,34139
13299,1991,10,33260
13301,1979,1,6193
13301,1982,2,6233
13301,1983,1,6082
13301,1988,1,5758
13303,1979,3,17971
13303,1980,3,17906
13303,1981,1,18050
13303,1982,2,17989
13303,1983,3,17917
13303,1984,2,17946
13303,1985,8,17989
13303,1986,3,17812
13303,1987,1,17824
13303,1988,1,17865
13305,1980,3,19976
13305,1981,1,20346
13305,1982,1,20636
13305,1983,1,20669
13305,1984,1,20603
13305,1985,1,20621
13305,1986,2,20680
13305,1987,1,20895
13305,1988,3,20872
13307,1982,1,2273
13307,1988,1,2143
13309,1981,1,4831
13309,1983,1,4741
13309,1988,1,4596
13311,1980,3,9637
13311,1983,2,10290
13311,1985,1,10863
13311,1988,1,11586
13313,1979,8,63904
13313,1980,2,63939
13313,1981,3,64508
13313,1982,3,64091
13313,1983,4,64334
13313,1984,3,65378
13313,1985,9,66127
13313,1986,6,66808
13313,1987,4,68081
13313,1988,9,69072
13313,1992,11,70885
13313,1994,10,73499
13313,1995,10,74941
13313,1997,10,77312
13313,1998,13,77941
13315,1979,1,7098
13315,1980,4,7209
13315,1984,1,6842
13315,1987,2,6682
13317,1979,1,10127
13317,1980,3,10383
13317,1981,3,10410
13317,1982,2,10455
13317,1983,3,10470
13317,1984,1,10567
13317,1985,4,10448
13317,1987,5,10243
13317,1988,1,10049
13319,1979,1,10030
13319,1980,1,9990
13319,1984,1,9976
13319,1985,1,10037
13319,1986,3,9906
13321,1979,1,17108
13321,1980,4,17439
13321,1981,4,17685
13321,1982,2,17923
13321,1984,1,18083
13321,1985,1,18149
13321,1988,2,18768
13999,1988,1,Not Applicable
15001,1979,11,86068
15001,1980,8,89041
15001,1981,6,92761
15001,1982,7,95195
15001,1983,7,96924
15001,1984,10,99371
15001,1985,16,101482
15001,1986,18,103629
15001,1987,12,106829
15001,1988,10,108394
15001,1989,14,111284
15001,1990,11,114828
15001,1991,13,121345
15001,1992,10,125316
15001,1993,14,128428
15001,1995,14,133157
15001,1996,17,134278
15001,1997,26,136700
15001,1998,15,137855
15003,1979,48,736491
15003,1980,61,745202
15003,1981,57,748279
15003,1982,53,755864
15003,1983,46,767582
15003,1984,65,774302
15003,1985,48,779004
15003,1986,65,783920
15003,1987,86,790682
15003,1988,69,795206
15003,1989,61,801271
15003,1990,77,804453
15003,1991,62,815804
15003,1992,62,827548
15003,1993,66,832020
15003,1994,56,838625
15003,1995,68,838804
15003,1996,82,838949
15003,1997,66,839074
15003,1998,81,837167
15007,1979,3,36627
15007,1980,5,37642
15007,1981,2,38840
15007,1982,3,40134
15007,1983,2,41019
15007,1984,3,41679
15007,1985,8,42293
15007,1986,5,43420
15007,1987,2,44940
15007,1988,4,46143
15009,1979,7,67270
15009,1980,6,68622
15009,1981,4,71592
15009,1982,6,74431
15009,1983,5,77324
15009,1984,7,79999
15009,1985,11,81957
15009,1986,9,83985
15009,1987,9,86966
15009,1988,4,89986
15009,1991,13,100941
15009,1992,17,103691
15009,1993,10,106850
15009,1994,14,109275
16001,1979,6,163649
16001,1980,8,167563
16001,1981,10,171636
16001,1982,3,174256
16001,1983,8,176177
16001,1984,2,179424
16001,1985,6,182586
16001,1986,11,183407
16001,1987,10,184950
16001,1988,12,187187
16001,1991,12,207190
16001,1992,11,215222
16001,1993,10,225923
16001,1994,13,236168
16001,1995,18,245596
16001,1996,19,254408
16001,1997,16,261809
16001,1998,15,272097
16003,1980,1,3186
16005,1979,1,63182
16005,1980,9,63661
16005,1981,6,64489
16005,1982,6,64928
16005,1983,5,65072
16005,1984,7,64785
16005,1985,4,64698
16005,1986,8,64487
16005,1987,7,63516
16005,1988,12,62907
16005,1992,10,66137
16005,1994,10,69271
16005,1998,13,71278
16007,1981,1,6776
16007,1982,1,6976
16007,1983,2,6901
16007,1985,2,6488
16007,1988,1,5685
16009,1982,1,8037
16009,1983,1,8082
16009,1984,2,8189
16009,1985,1,8140
16009,1988,1,7580
16011,1979,4,35459
16011,1980,4,35511
16011,1981,6,36069
16011,1982,5,36339
16011,1983,2,36512
16011,1984,5,37051
16011,1985,5,36893
16011,1986,3,36505
16011,1987,5,36669
16011,1988,2,36254
16011,1995,10,38904
16013,1979,1,9773
16013,1983,1,11350
16013,1985,1,11922
16013,1987,1,12421
16013,1988,1,12368
16015,1980,1,2901
16017,1979,2,22531
16017,1980,4,23288
16017,1982,2,24088
16017,1983,2,24540
16017,1984,2,24799
16017,1985,1,25191
16017,1986,1,24983
16017,1987,2,24365
16017,1988,3,24082
16019,1980,2,64303
16019,1981,4,65185
16019,1982,7,65055
16019,1983,6,65350
16019,1984,4,66019
16019,1985,7,66470
16019,1986,11,67106
16019,1987,5,68140
16019,1988,9,68356
16019,1992,10,74228
16019,1996,10,76005
16021,1979,1,6815
16021,1981,1,7050
16021,1983,1,7195
16021,1984,1,7633
16021,1988,2,7580
16023,1979,1,3211
16023,1983,1,3277
16023,1986,1,3015
16023,1988,1,2820
16027,1979,3,80494
16027,1980,6,79840
16027,1981,4,80501
16027,1982,5,81304
16027,1983,2,81827
16027,1984,5,82405
16027,1985,6,83039
16027,1986,2,83572
16027,1987,5,82508
16027,1988,9,82477
16027,1990,11,84671
16027,1994,12,99176
16027,1996,15,107092
16027,1997,17,111234
16027,1998,17,115377
16029,1982,1,8565
16029,1983,1,8390
16029,1984,1,8244
16029,1986,1,7542
16029,1987,1,6865
16029,1988,2,6712
16031,1980,2,18750
16031,1981,1,19078
16031,1982,2,19296
16031,1983,1,19513
16031,1985,3,19415
16031,1986,1,19179
16031,1988,1,18691
16033,1988,1,767
16035,1983,1,9703
16035,1984,1,9591
16035,1985,2,9244
16035,1988,2,8250
16037,1981,1,3628
16037,1984,1,4973
16037,1985,1,4898
16039,1982,1,21524
16039,1983,1,21967
16039,1984,1,21645
16039,1985,1,21360
16039,1988,1,20672
16041,1979,1,8490
16041,1980,1,8447
16041,1981,1,8726
16041,1984,2,9107
16041,1986,3,8738
16041,1988,1,8617
16043,1979,1,10743
16043,1980,2,10449
16043,1981,2,10671
16043,1982,1,10658
16043,1984,1,10599
16043,1985,1,10391
16043,1986,1,10467
16043,1987,1,10273
16045,1979,1,11149
16045,1980,1,11336
16045,1982,1,11098
16045,1983,1,10974
16045,1984,2,11175
16045,1985,1,11019
16045,1986,3,10834
16045,1988,1,10706
16047,1980,1,11234
16047,1981,1,11470
16047,1983,1,11823
16047,1987,1,10955
16049,1979,1,13595
16049,1980,1,14085
16049,1981,1,14184
16049,1982,3,14097
16049,1983,2,13805
16049,1984,3,13814
16049,1985,2,13577
16049,1987,2,12949
16051,1981,1,15187
16051,1982,1,15075
16051,1983,2,15577
16051,1984,1,15601
16051,1985,1,15664
16051,1986,4,15597
16051,1987,2,15682
16051,1988,2,15905
16053,1982,2,14994
16053,1983,1,15403
16053,1984,1,15149
16053,1985,1,14987
16053,1986,3,14843
16053,1988,1,14167
16055,1979,4,56455
16055,1980,4,57454
16055,1981,5,58306
16055,1982,6,59728
16055,1983,3,60188
16055,1984,2,62485
16055,1985,2,63602
16055,1986,2,63462
16055,1987,3,62722
16055,1988,2,63365
16055,1990,12,66004
16055,1996,11,91270
16057,1979,1,27161
16057,1980,1,27662
16057,1981,1,27890
16057,1982,2,28728
16057,1983,2,28747
16057,1984,2,29092
16057,1985,6,29417
16057,1986,1,28848
16057,1987,1,28943
16057,1988,1,29368
16061,1983,1,3691
16061,1986,1,3362
16061,1987,2,3243
16063,1983,1,3494
16063,1984,2,3343
16063,1987,1,3026
16065,1983,2,21066
16065,1985,1,21710
16065,1986,1,22134
16067,1979,1,19301
16067,1980,1,19187
16067,1983,1,20138
16067,1985,4,19979
16067,1987,5,18857
16067,1988,2,18586
16069,1979,1,30918
16069,1981,4,31433
16069,1982,3,31027
16069,1983,2,30786
16069,1984,3,31073
16069,1985,1,30920
16069,1986,2,30504
16069,1987,6,30762
16069,1988,5,30641
16071,1980,1,3022
16071,1982,1,3044
16071,1987,1,3146
16073,1983,1,8183
16075,1980,2,14826
16075,1982,2,15027
16075,1984,1,15242
16075,1986,1,15020
16075,1987,2,15177
16075,1988,1,15118
16077,1979,1,6514
16077,1981,2,6745
16077,1987,2,6888
16077,1988,1,6829
16079,1979,2,18510
16079,1981,1,18670
16079,1983,1,16582
16079,1984,3,15989
16079,1986,1,15016
16079,1987,1,13594
16083,1979,2,48709
16083,1980,6,50344
16083,1981,4,50713
16083,1982,6,51103
16083,1983,6,51681
16083,1984,4,51572
16083,1985,2,50985
16083,1986,3,50316
16083,1987,6,49767
16083,1988,2,49816
16085,1982,1,6131
16085,1985,1,6325
16087,1983,1,8316
16087,1984,1,7951
16087,1985,1,7965
16087,1987,1,7734
16087,1988,1,7842
17001,1979,6,66672
17001,1980,15,66944
17001,1981,7,66580
17001,1982,10,66272
17001,1983,2,65425
17001,1984,4,64461
17001,1985,9,63401
17001,1986,6,62239
17001,1987,16,61663
17001,1988,13,61365
17001,1991,14,61085
17001,1993,10,61714
17001,1995,11,62549
17001,1996,18,62546
17001,1997,11,62466
17001,1998,12,62381
17003,1979,2,11454
17003,1980,1,11425
17003,1981,6,11441
17003,1982,3,11161
17003,1983,2,11041
17003,1984,1,11069
17003,1985,2,10754
17005,1980,2,15070
17005,1981,2,15299
17005,1983,1,14749
17005,1985,2,14402
17005,1986,1,14302
17005,1987,2,14269
17005,1988,1,14074
17007,1979,2,28052
17007,1980,3,27415
17007,1981,1,27893
17007,1983,3,27774
17007,1984,4,27782
17007,1985,2,28109
17007,1986,2,28140
17007,1987,3,28138
17007,1988,2,28577
17009,1979,1,5031
17009,1981,2,5082
17009,1982,2,5064
17009,1983,2,5200
17009,1984,1,5306
17009,1985,2,5213
17011,1979,10,35979
17011,1980,4,36548
17011,1981,3,36840
17011,1982,5,36111
17011,1983,4,35643
17011,1984,4,35220
17011,1985,6,34837
17011,1986,1,34217
17011,1987,4,33690
17011,1988,1,33237
17013,1979,2,5398
17013,1982,3,5293
17013,1983,1,5266
17013,1987,1,4888
17015,1979,4,17836
17015,1981,2,17601
17015,1982,2,17246
17015,1983,1,17013
17015,1984,3,16728
17015,1985,1,16433
17015,1986,2,16124
17015,1987,3,15781
17015,1988,2,15650
17017,1980,1,14030
17017,1981,4,14003
17017,1982,2,13686
17017,1984,2,13323
17019,1979,12,163273
17019,1980,6,163749
17019,1981,5,165668
17019,1982,9,166517
17019,1983,14,165029
17019,1984,9,165527
17019,1985,17,165866
17019,1986,9,167467
17019,1987,17,167935
17019,1988,22,168314
17019,1989,10,166853
17019,1990,14,166508
17019,1991,15,168670
17019,1992,23,171097
17019,1993,22,167360
17019,1994,17,165384
17019,1995,17,165261
17019,1996,17,167392
17019,1997,18,168710
17021,1979,2,34084
17021,1980,1,34033
17021,1981,3,34219
17021,1982,7,33704
17021,1983,2,33748
17021,1984,3,33440
17021,1985,3,32939
17021,1986,1,32394
17021,1987,1,32257
17021,1988,4,32022
17023,1979,2,15263
17023,1981,1,15799
17023,1982,4,15694
17023,1983,1,15519
17023,1984,2,15326
17023,1985,3,15152
17023,1986,1,14791
17023,1987,1,14699
17025,1979,1,14343
17025,1980,1,14105
17025,1981,2,14489
17025,1982,4,14440
17025,1984,2,14164
17025,1985,1,13875
17025,1986,2,13713
17025,1987,1,13403
17025,1988,1,13285
17027,1979,2,30530
17027,1980,3,30952
17027,1981,2,31875
17027,1982,1,31736
17027,1984,4,32028
17027,1985,3,31821
17027,1986,1,31847
17029,1979,6,50125
17029,1980,4,49543
17029,1981,4,50327
17029,1982,2,49927
17029,1983,2,49821
17029,1984,1,49691
17029,1985,5,49529
17029,1986,5,49135
17029,1987,5,48836
17029,1988,6,48810
17031,1979,561,5084050
17031,1980,534,5051008
17031,1981,536,5010324
17031,1982,508,5005594
17031,1983,516,4989642
17031,1984,500,4992713
17031,1985,464,4970663
17031,1986,487,4951300
17031,1987,510,4934826
17031,1988,522,4902842
17031,1989,621,4884862
17031,1990,654,4858767
17031,1991,679,4891876
17031,1992,656,4935501
17031,1993,692,4967170
17031,1994,756,4990109
17031,1995,701,5006743
17031,1996,676,5026535
17031,1997,700,5036788
17031,1998,672,5058601
17033,1980,1,19358
17033,1981,4,19733
17033,1982,1,19696
17033,1983,6,19596
17033,1985,1,19239
17033,1986,4,19066
