FIPS,Year,SubUseDisDeaths,Population
30111,1987,14,110905
30111,1988,10,108726
30111,1990,10,107644
30111,1991,18,109247
30111,1992,11,111963
30111,1993,18,114521
30111,1994,20,116267
30111,1995,10,118076
30111,1996,17,119066
30111,1997,14,119436
30111,1998,13,119610
31001,1987,4,27526
31001,1988,2,27478
31013,1988,1,12477
31015,1987,1,2578
31017,1987,1,3458
31019,1987,2,34417
31019,1988,2,34673
31023,1987,1,7877
31025,1987,1,19979
31025,1988,1,19930
31027,1987,1,9358
31029,1988,1,4001
31031,1988,1,5857
31033,1987,2,9006
31035,1988,2,6626
31037,1987,1,8246
31037,1988,1,8172
31039,1988,1,9323
31041,1987,1,11240
31045,1987,1,8712
31045,1988,2,8708
31047,1987,1,18460
31047,1988,1,18318
31051,1987,2,5721
31053,1988,3,31730
31055,1987,30,388863
31055,1988,38,391309
31055,1989,36,393778
31055,1990,27,396489
31055,1991,45,402983
31055,1992,44,407717
31055,1993,27,410993
31055,1994,42,413916
31055,1995,48,418799
31055,1996,25,424774
31055,1997,48,429334
31055,1998,36,432896
31057,1987,2,2400
31057,1988,1,2303
31063,1988,1,2877
31065,1987,1,5019
31065,1988,1,4928
31069,1987,1,2297
31071,1987,1,1872
31071,1988,1,1885
31079,1988,2,45364
31081,1988,1,8165
31083,1987,1,3505
31093,1987,1,5677
31097,1987,1,4219
31099,1988,2,6095
31101,1988,1,8094
31105,1988,1,3971
31107,1987,1,8904
31107,1988,1,8758
31109,1987,4,195179
31109,1988,23,197552
31109,1989,17,200777
31109,1990,20,203053
31109,1991,13,207127
31109,1992,17,211075
31109,1993,15,215726
31109,1994,17,218429
31109,1995,15,222519
31109,1996,15,225671
31109,1997,19,228783
31109,1998,24,232119
31111,1987,1,31010
31111,1988,3,30629
31119,1987,1,29556
31119,1988,2,29774
31123,1988,1,4967
31131,1987,1,12979
31131,1988,2,12913
31137,1987,1,8890
31139,1988,2,7238
31141,1987,2,27201
31141,1988,2,27910
31143,1987,1,5044
31145,1988,2,11166
31147,1988,2,8817
31149,1987,1,1933
31153,1987,2,94750
31153,1988,2,96861
31155,1987,1,16755
31155,1988,1,16782
31157,1987,5,34408
31157,1988,3,33979
31159,1987,1,14062
31163,1988,1,3399
31169,1987,1,5999
31169,1988,1,5946
31173,1987,5,6456
31173,1988,2,6545
31177,1987,1,15056
31183,1988,1,890
32001,1987,3,15669
32001,1988,3,16180
32003,1987,118,593943
32003,1988,94,628106
32003,1989,128,670344
32003,1990,139,718074
32003,1991,129,788612
32003,1992,116,827291
32003,1993,168,868793
32003,1994,190,935767
32003,1995,214,995398
32003,1996,206,1055629
32003,1997,247,1129294
32003,1998,329,1199947
32005,1987,4,23209
32005,1988,4,24203
32007,1987,6,23890
32007,1988,3,26345
32013,1987,3,10505
32013,1988,3,11367
32015,1987,2,4624
32015,1988,1,5254
32017,1988,1,3272
32019,1987,4,16723
32019,1988,2,17477
32019,1997,11,28368
32021,1987,3,6069
32021,1988,3,6169
32023,1987,2,14220
32023,1988,2,14942
32031,1987,75,227497
32031,1988,75,234238
32031,1989,64,239904
32031,1990,70,245860
32031,1991,66,254153
32031,1992,68,260497
32031,1993,74,267504
32031,1994,96,276669
32031,1995,107,285018
32031,1996,86,294046
32031,1997,109,302528
32031,1998,103,310276
32033,1987,2,7527
32033,1988,2,7802
32510,1987,5,35610
32510,1988,9,36527
32510,1993,15,41868
32510,1994,10,43238
32510,1995,22,44810
32510,1996,15,46136
32510,1997,13,47154
32510,1998,25,47407
33001,1987,2,44712
33001,1988,3,45916
33003,1987,5,29659
33003,1988,5,31848
33005,1987,4,64408
33005,1988,5,65582
33005,1993,10,66988
33007,1987,5,32334
33007,1988,5,32290
33009,1987,6,66817
33009,1988,8,70054
33009,1996,10,74592
33009,1998,13,75922
33011,1987,26,310790
33011,1988,23,315812
33011,1989,27,322457
33011,1990,31,321533
33011,1991,46,322000
33011,1992,45,325455
33011,1993,32,328793
33011,1994,38,332476
33011,1995,45,336427
33011,1996,39,340877
33011,1997,48,346009
33011,1998,55,351839
33013,1987,8,104636
33013,1988,9,109327
33013,1989,10,112617
33013,1990,10,113135
33013,1991,14,114125
33013,1992,11,113889
33013,1994,10,116522
33013,1995,12,118546
33013,1996,11,120472
33013,1997,18,122018
33013,1998,13,123840
33015,1987,22,221543
33015,1988,18,227685
33015,1989,27,233199
33015,1990,14,236420
33015,1991,22,233059
33015,1992,17,235054
33015,1993,26,238541
33015,1994,16,242183
33015,1995,22,246113
33015,1996,26,250226
33015,1997,24,253815
33015,1998,29,257499
33017,1987,3,94751
33017,1988,11,97922
33017,1995,15,101010
33017,1997,11,103838
33019,1987,1,36117
33019,1988,1,36069
34001,1987,32,199976
34001,1988,42,204715
34001,1989,32,208633
34001,1990,29,211050
34001,1991,25,215010
34001,1992,36,217642
34001,1993,55,219939
34001,1994,54,222126
34001,1995,59,224374
34001,1996,56,227058
34001,1997,56,229501
34001,1998,47,232336
34003,1987,54,787860
34003,1988,52,782976
34003,1989,47,777327
34003,1990,56,774294
34003,1991,50,776680
34003,1992,48,782815
34003,1993,57,787062
34003,1994,97,791261
34003,1995,75,796304
34003,1996,71,801649
34003,1997,93,806945
34003,1998,82,812005
34005,1987,26,369680
34005,1988,34,376161
34005,1989,26,377810
34005,1990,23,379560
34005,1991,31,383032
34005,1992,23,383170
34005,1993,39,384408
34005,1994,34,387639
34005,1995,39,391591
34005,1996,54,393984
34005,1997,49,395038
34005,1998,32,395081
34007,1987,60,475604
34007,1988,73,477872
34007,1989,76,479402
34007,1990,67,479474
34007,1991,57,480943
34007,1992,63,481538
34007,1993,66,481577
34007,1994,83,481151
34007,1995,91,481620
34007,1996,89,479956
34007,1997,104,479920
34007,1998,77,480009
34009,1987,14,84672
34009,1988,10,85498
34009,1991,10,88816
34009,1992,12,89629
34009,1993,12,89841
34009,1994,23,90766
34009,1995,20,91294
34009,1996,30,91469
34009,1997,17,91842
34009,1998,18,92081
34011,1987,5,129181
34011,1988,16,129640
34011,1990,13,130530
34011,1991,12,132665
34011,1992,15,133781
34011,1993,12,135055
34011,1994,28,136004
34011,1995,20,136133
34011,1996,21,136610
34011,1997,15,136811
34011,1998,26,136935
34013,1987,165,771116
34013,1988,147,761769
34013,1989,149,751394
34013,1990,135,738697
34013,1991,143,738891
34013,1992,124,741174
34013,1993,153,743792
34013,1994,223,742823
34013,1995,243,741134
34013,1996,219,740185
34013,1997,217,739921
34013,1998,172,742004
34015,1987,23,206448
34015,1988,16,211950
34015,1989,18,217832
34015,1990,19,221015
34015,1991,18,224780
34015,1992,10,226349
34015,1993,24,228262
34015,1994,21,231025
34015,1995,30,232232
34015,1996,36,233449
34015,1997,35,235342
34015,1998,29,237215
34017,1987,117,534023
34017,1988,95,530732
34017,1989,83,527460
34017,1990,87,525797
34017,1991,81,530880
34017,1992,75,535582
34017,1993,107,539276
34017,1994,125,543373
34017,1995,126,549103
34017,1996,128,554950
34017,1997,116,562210
34017,1998,111,567499
34019,1987,3,98518
34019,1988,6,100052
34021,1987,55,307158
34021,1988,53,310785
34021,1989,51,310498
34021,1990,35,309378
34021,1991,44,311564
34021,1992,54,312874
34021,1993,62,314915
34021,1994,53,316367
34021,1995,49,318087
34021,1996,49,319394
34021,1997,60,320698
34021,1998,49,323627
34023,1987,23,630606
34023,1988,44,637711
34023,1989,39,643868
34023,1990,26,644376
34023,1991,25,649749
34023,1992,28,655638
34023,1993,76,660672
34023,1994,78,666718
34023,1995,99,673065
34023,1996,79,678636
34023,1997,68,685275
34023,1998,63,692326
34025,1987,49,521206
34025,1988,56,524748
34025,1989,42,523323
34025,1990,39,523731
34025,1991,51,527775
34025,1992,53,533956
34025,1993,52,539176
34025,1994,87,544729
34025,1995,61,550795
34025,1996,58,555971
34025,1997,77,562113
34025,1998,65,567849
34027,1987,28,404165
34027,1988,33,405452
34027,1989,27,404266
34027,1990,24,403197
34027,1991,16,404276
34027,1992,22,407556
34027,1993,25,412497
34027,1994,37,418468
34027,1995,39,423343
34027,1996,44,428234
34027,1997,34,433708
34027,1998,37,438584
34029,1987,35,373120
34029,1988,32,381486
34029,1989,34,386526
34029,1990,33,389004
34029,1991,36,393486
34029,1992,30,397379
34029,1993,35,404423
34029,1994,55,411201
34029,1995,49,419343
34029,1996,49,426757
34029,1997,62,433044
34029,1998,39,440352
34031,1987,45,437947
34031,1988,71,437295
34031,1989,57,433305
34031,1990,50,429408
34031,1991,52,445798
34031,1992,51,446805
34031,1993,83,450186
34031,1994,96,452163
34031,1995,97,453173
34031,1996,79,454960
34031,1997,80,457004
34031,1998,76,458389
34033,1987,12,60898
34033,1988,4,61403
34033,1993,10,60993
34033,1994,13,60556
34033,1995,10,60805
34033,1997,10,60730
34035,1987,24,217568
34035,1988,16,223966
34035,1989,15,227517
34035,1990,11,230471
34035,1991,18,235141
34035,1992,12,239703
34035,1993,24,245324
34035,1994,30,250249
34035,1995,21,254327
34035,1996,38,259468
34035,1997,22,266147
34035,1998,22,272531
34037,1987,3,121812
34037,1988,5,124020
34037,1992,10,128566
34037,1994,21,131294
34037,1995,11,132756
34037,1996,22,133770
34037,1997,14,134661
34037,1998,13,135591
34039,1987,60,474278
34039,1988,67,471102
34039,1989,50,468289
34039,1990,64,464510
34039,1991,58,465110
34039,1992,40,466365
34039,1993,53,469130
34039,1994,91,472356
34039,1995,71,473953
34039,1996,46,476959
34039,1997,77,479019
34039,1998,56,482568
34041,1987,4,84155
34041,1988,4,85198
34041,1996,13,92019
34041,1997,10,92569
34041,1998,11,93063
35001,1987,119,451999
35001,1988,109,455219
35001,1989,129,460113
35001,1990,128,461292
35001,1991,121,471981
35001,1992,136,483496
35001,1993,147,493018
35001,1994,150,505048
35001,1995,152,513698
35001,1996,192,518277
35001,1997,172,520632
35001,1998,207,523306
35005,1987,7,52341
35005,1988,10,52513
35005,1990,13,54123
35005,1991,12,55056
35005,1992,10,54770
35005,1993,12,55576
35005,1995,13,57280
35005,1997,19,58090
35006,1993,14,22904
35006,1994,10,23114
35006,1996,11,23933
35006,1998,12,24510
35007,1987,1,12923
35009,1987,3,41434
35009,1988,3,40900
35013,1987,7,121253
35013,1988,13,126068
35013,1989,22,128941
35013,1990,19,131288
35013,1991,12,136802
35013,1992,27,142279
35013,1993,17,148124
35013,1994,24,152209
35013,1995,29,155330
35013,1996,23,159601
35013,1997,30,162510
35013,1998,29,165241
35015,1987,1,47364
35015,1988,9,45731
35015,1993,10,48408
35015,1995,12,48839
35015,1998,16,49035
35017,1987,3,25361
35017,1988,5,25645
35017,1995,10,27885
35017,1997,15,29240
35019,1987,2,3942
35019,1988,1,3984
35023,1988,1,5761
35025,1987,5,57724
35025,1988,6,55747
35025,1996,11,53913
35025,1997,12,53713
35027,1987,3,12336
35027,1988,2,11960
35028,1987,1,17697
35028,1988,1,17649
35029,1987,3,16175
35029,1988,4,16306
35031,1987,24,60320
35031,1988,30,58863
35031,1989,29,58511
35031,1990,30,59242
35031,1991,44,61991
35031,1992,29,64740
35031,1993,24,64990
35031,1994,23,66444
35031,1995,28,68341
35031,1996,25,69798
35031,1997,37,70378
35031,1998,32,71359
35033,1987,2,4059
35035,1987,11,50669
35035,1988,10,50909
35035,1989,13,50828
35035,1990,12,50131
35035,1993,11,53328
35035,1995,15,57203
35035,1996,11,58333
35035,1997,10,58946
35035,1998,10,58556
35037,1987,2,10718
35037,1988,1,10383
35039,1987,17,32049
35039,1988,18,32212
35039,1989,15,32539
35039,1990,18,33058
35039,1991,11,33299
35039,1992,17,33910
35039,1993,18,34786
35039,1994,19,35695
35039,1995,24,36657
35039,1996,30,37574
35039,1997,24,37960
35039,1998,36,38466
35041,1987,5,15756
35043,1987,14,53616
35043,1988,14,56930
35043,1990,13,60977
35043,1991,10,63330
35043,1992,14,65494
35043,1993,11,68661
35043,1994,18,72173
35043,1995,17,75462
35043,1996,11,78348
35043,1997,20,80679
35043,1998,15,82214
35045,1987,15,89849
35045,1988,12,89494
35045,1989,17,89844
35045,1990,23,89028
35045,1991,17,90863
35045,1992,16,92249
35045,1993,14,94653
35045,1994,14,96827
35045,1995,19,97895
35045,1996,21,100419
35045,1997,23,101863
35045,1998,31,104695
35047,1987,9,24287
35047,1988,7,24389
35047,1989,10,24206
35047,1990,16,24380
35047,1994,16,26948
35047,1995,12,27786
35047,1996,16,28376
35047,1997,14,28408
35047,1998,18,28576
35049,1987,15,88838
35049,1988,26,90872
35049,1989,31,93124
35049,1990,24,94976
35049,1991,32,98319
35049,1992,31,101579
35049,1993,28,105218
35049,1994,24,109178
35049,1995,42,113460
35049,1996,38,115873
35049,1997,27,118694
35049,1998,37,120270
35051,1987,3,8223
35051,1988,1,8208
35053,1987,1,13841
35053,1988,2,14183
35055,1987,8,21567
35055,1988,5,21658
35055,1993,10,24021
35055,1997,10,26881
35057,1987,3,9273
35057,1988,1,9482
35061,1987,14,62032
35061,1988,11,63521
35061,1992,13,46211
35061,1995,15,54804
35061,1996,20,57430
35061,1997,18,59455
35061,1998,16,61104
36001,1987,14,272682
36001,1988,17,272655
36001,1989,10,273430
36001,1990,14,273697
36001,1991,12,275900
36001,1992,16,276863
36001,1993,13,278329
36001,1994,12,279658
36001,1995,14,278845
36001,1996,13,276507
36001,1997,18,274814
36001,1998,12,273790
36003,1987,2,46863
36003,1988,2,46836
36005,1987,389,1149420
36005,1988,361,1155434
36005,1989,255,1154344
36005,1990,316,1143283
36005,1991,439,1154586
36005,1992,481,1162846
36005,1993,469,1179350
36005,1994,444,1191466
36005,1995,490,1202768
36005,1996,399,1213818
36005,1997,394,1225750
36005,1998,356,1241481
36007,1987,15,198358
36007,1988,13,198866
36007,1989,16,198911
36007,1990,13,198562
36007,1991,14,198477
36007,1992,15,198808
36007,1993,13,197911
36007,1994,15,195592
36007,1995,13,192043
36007,1996,17,188549
36007,1997,20,185973
36007,1998,13,184820
36009,1987,9,79007
36009,1988,8,78635
36011,1987,6,75459
36011,1988,3,75921
36013,1987,11,131960
36013,1988,5,131627
36013,1992,12,132190
36013,1993,10,132559
36013,1994,16,132424
36013,1995,15,131811
36013,1996,10,131715
36013,1997,11,130658
36015,1987,6,86293
36015,1988,4,87462
36017,1987,3,47623
36017,1988,5,48250
36019,1987,4,80307
36019,1988,2,80903
36021,1987,9,57579
36021,1988,6,58070
36023,1987,1,45753
36023,1988,3,45565
36025,1987,3,43394
36025,1988,3,43695
36027,1987,20,243765
36027,1988,19,246898
36027,1989,16,246038
36027,1990,21,246628
36027,1991,18,248750
36027,1992,14,251129
36027,1993,19,252113
36027,1994,23,251119
36027,1995,11,252647
36027,1996,21,254793
36027,1997,20,256587
36027,1998,14,259055
36029,1987,92,907936
36029,1988,98,906828
36029,1989,79,908958
36029,1990,91,909563
36029,1991,81,911496
36029,1992,96,912853
36029,1993,68,912708
36029,1994,74,910632
36029,1995,80,905906
36029,1996,51,900843
36029,1997,78,892052
36029,1998,64,884453
36031,1987,4,34107
36031,1988,3,34152
36033,1987,3,41757
36033,1988,1,42196
36035,1987,1,49706
36035,1988,8,50330
36037,1987,6,55712
36037,1988,3,56154
36039,1988,2,40644
36041,1987,1,4652
36043,1987,2,61488
36043,1988,5,61195
36045,1987,6,91588
36045,1988,3,98854
36045,1997,10,107131
36047,1987,724,2211565
36047,1988,829,2213980
36047,1989,488,2204950
36047,1990,506,2185979
36047,1991,637,2196282
36047,1992,637,2210569
36047,1993,643,2230222
36047,1994,637,2244598
36047,1995,644,2254326
36047,1996,565,2265399
36047,1997,518,2280439
36047,1998,496,2300418
36049,1987,1,24027
36049,1988,1,24778
36051,1987,6,57612
36051,1988,4,58004
36053,1987,3,63949
36053,1988,2,64424
36055,1987,65,665367
36055,1988,74,668679
36055,1989,70,674235
36055,1990,67,675837
36055,1991,53,681322
36055,1992,62,688024
36055,1993,47,691941
36055,1994,34,691270
36055,1995,54,689467
36055,1996,39,689045
36055,1997,46,688297
36055,1998,54,687111
36057,1987,2,47084
36057,1988,2,47368
36059,1987,156,1241804
36059,1988,144,1239555
36059,1989,101,1231954
36059,1990,99,1222077
36059,1991,94,1223120
36059,1992,128,1226906
36059,1993,109,1229603
36059,1994,107,1232512
36059,1995,57,1233447
36059,1996,58,1233448
36059,1997,116,1232721
36059,1998,87,1235080
36061,1987,548,1398192
36061,1988,506,1401544
36061,1989,416,1404309
36061,1990,442,1402715
36061,1991,586,1399291
36061,1992,562,1401699
36061,1993,537,1410241
36061,1994,601,1421307
36061,1995,550,1431339
36061,1996,466,1438446
36061,1997,417,1443973
36061,1998,357,1448017
36063,1987,17,204526
36063,1988,19,205447
36063,1989,23,206323
36063,1990,15,207361
36063,1991,22,207647
36063,1992,15,207475
36063,1993,24,208427
36063,1994,18,208479
36063,1995,15,208691
36063,1996,14,208245
36063,1997,22,207220
36063,1998,18,205733
36065,1987,15,234768
36065,1988,15,233761
36065,1989,23,234385
36065,1990,16,234478
36065,1991,17,235989
36065,1992,17,236265
36065,1993,10,234897
36065,1994,14,232689
36065,1996,12,220156
36065,1997,12,217506
36065,1998,14,216009
36067,1987,44,438905
36067,1988,46,439269
36067,1989,42,441829
36067,1990,34,443671
36067,1991,30,446036
36067,1992,37,446836
36067,1993,24,447268
36067,1994,21,444605
36067,1995,28,441567
36067,1996,32,437524
36067,1997,38,432708
36067,1998,30,429798
36069,1987,7,87408
36069,1988,7,87917
36071,1987,28,279033
36071,1988,15,285283
36071,1989,27,290598
36071,1990,18,293824
36071,1991,26,297527
36071,1992,14,301198
36071,1993,15,303973
36071,1994,27,305726
36071,1995,22,308033
36071,1996,28,310408
36071,1997,28,313051
36071,1998,16,315916
36073,1987,1,38140
36073,1988,3,38770
36075,1987,7,112199
36075,1988,6,113388
36075,1989,12,115006
36075,1997,10,116953
36077,1987,1,55275
36077,1988,1,55861
36079,1987,2,78097
36079,1988,2,79687
36081,1987,313,1835255
36081,1988,295,1834732
36081,1989,248,1834344
36081,1990,259,1832315
36081,1991,306,1853759
36081,1992,355,1873885
36081,1993,392,1901303
36081,1994,391,1924852
36081,1995,406,1951946
36081,1996,353,1982550
36081,1997,300,2013418
36081,1998,311,2048868
36083,1987,6,144368
36083,1988,5,144427
36083,1989,14,144821
36083,1991,11,145948
36083,1997,12,143791
36083,1998,14,143121
36085,1987,30,357064
36085,1988,56,359666
36085,1989,38,360710
36085,1990,39,362037
36085,1991,52,370086
36085,1992,45,377247
36085,1993,46,383516
36085,1994,71,386508
36085,1995,48,389354
36085,1996,74,393533
36085,1997,69,398927
36085,1998,57,406451
36087,1987,16,253755
36087,1988,18,253520
36087,1989,17,253785
36087,1990,16,254028
36087,1992,20,257524
36087,1993,14,260076
36087,1994,11,262255
36087,1996,15,264597
36087,1997,25,265771
36087,1998,10,268399
36089,1987,4,105025
36089,1988,5,105286
36091,1987,10,161819
36091,1988,8,166475
36091,1990,13,173900
36091,1992,13,179199
36091,1993,10,180860
36091,1994,12,183313
36091,1996,10,184633
36093,1987,13,138413
36093,1988,10,138731
36093,1989,18,138523
36093,1991,17,139317
36093,1994,15,138882
36093,1995,13,138297
36093,1996,15,136972
36093,1998,12,135024
36095,1987,1,28886
36095,1988,1,29565
36097,1988,1,17116
36099,1987,3,31155
36099,1988,1,31199
36101,1987,7,91193
36101,1988,5,91454
36101,1989,12,92548
36101,1996,12,92368
36103,1987,136,1255716
36103,1988,150,1264743
36103,1989,123,1266875
36103,1990,119,1264462
36103,1991,116,1266986
36103,1992,118,1274695
36103,1993,121,1283824
36103,1994,101,1290126
36103,1995,91,1295870
36103,1996,90,1301242
36103,1997,118,1308351
36103,1998,128,1319948
36105,1987,9,63040
36105,1988,9,64267
36105,1997,14,68144
36107,1987,4,48770
36109,1987,5,86856
36109,1988,6,88324
36109,1989,11,89641
36109,1992,10,91777
36109,1994,11,92354
36109,1997,12,91760
36111,1987,16,152991
36111,1988,12,154000
36111,1991,10,159280
36111,1992,17,161062
36111,1996,11,162758
36113,1987,1,53181
36113,1988,2,53816
36115,1987,5,54377
36115,1988,3,55120
36117,1987,4,82820
36117,1988,5,83526
36119,1987,117,820145
36119,1988,128,821932
36119,1989,110,821677
36119,1990,89,819766
36119,1991,94,822171
36119,1992,109,827715
36119,1993,98,832040
36119,1994,88,835547
36119,1995,64,839228
36119,1996,61,842635
36119,1997,85,845646
36119,1998,70,851426
36121,1987,3,39692
36121,1988,2,39839
36123,1987,3,20348
36123,1988,1,20574
37001,1987,14,99592
37001,1988,14,100639
37001,1989,22,101430
37001,1990,13,101918
37001,1991,12,104144
37001,1992,11,105891
37001,1994,17,109306
37001,1995,21,111068
37001,1996,11,113373
37001,1997,18,115806
37001,1998,16,117795
37003,1987,2,25673
37003,1988,3,25892
37005,1987,2,8792
37007,1987,1,22851
37007,1988,4,22674
37007,1989,12,22288
37009,1987,1,20796
37009,1988,4,20725
37011,1987,6,14020
37011,1988,1,14019
37013,1987,7,39503
37013,1988,6,39696
37013,1989,10,39640
37013,1994,10,40766
37015,1987,1,19570
37015,1988,4,19381
37017,1987,2,27702
37017,1988,6,27558
37019,1987,6,46451
37019,1988,11,47482
37019,1992,13,51606
37019,1994,15,55423
37019,1995,14,57419
37019,1996,11,59716
37019,1997,13,62323
37019,1998,11,64650
37021,1987,24,158753
37021,1988,36,159896
37021,1989,22,161605
37021,1990,28,162978
37021,1991,22,166004
37021,1992,29,168949
37021,1993,30,172627
37021,1994,25,175702
37021,1995,22,178985
37021,1996,25,181907
37021,1997,38,183988
37021,1998,30,186765
37023,1987,6,71246
37023,1988,9,71688
37023,1991,10,72957
37023,1993,15,75514
37023,1995,12,78655
37023,1998,10,82312
37025,1987,9,89661
37025,1988,11,91013
37025,1996,13,108491
37027,1987,6,67064
37027,1988,4,67714
37027,1990,12,67377
37027,1997,14,71302
37031,1987,9,48274
37031,1988,5,48726
37031,1997,12,54977
37033,1987,4,20183
37035,1987,4,109860
37035,1988,13,111293
37035,1989,11,112188
37035,1990,15,113141
37035,1991,10,115101
37035,1992,28,116449
37035,1993,17,118184
37035,1994,19,120171
37035,1995,10,122434
37035,1996,10,124986
37035,1997,11,127138
37035,1998,12,129623
37037,1987,7,35042
37037,1988,7,35591
37039,1987,4,18617
37039,1988,3,18785
37039,1998,10,21411
37041,1987,1,12510
37041,1988,1,12547
37043,1987,1,6641
37043,1988,1,6652
37045,1987,10,79443
37045,1988,16,79698
37045,1989,15,80092
37045,1990,17,80162
37045,1991,10,81469
37045,1992,15,82516
37045,1993,14,83414
37045,1995,23,85496
37045,1996,10,86702
37045,1997,13,87491
37047,1987,2,48334
37047,1988,6,47746
37047,1994,13,48903
37047,1995,11,49311
37047,1998,10,51076
37049,1987,4,76931
37049,1988,3,78010
37049,1994,13,80589
37049,1996,11,83316
37049,1997,10,84747
37051,1987,37,260962
37051,1988,44,260151
37051,1989,33,267381
37051,1990,25,269075
37051,1991,32,272752
37051,1992,30,275488
37051,1993,21,283090
37051,1994,29,284477
37051,1995,42,287212
37051,1996,37,288177
37051,1997,32,291610
37051,1998,42,291483
37053,1987,4,12529
37053,1988,3,12728
37055,1987,2,18837
37055,1988,2,20149
37057,1987,15,118454
37057,1988,12,118951
37057,1989,11,120034
37057,1990,18,120888
37057,1991,13,122597
37057,1992,14,123935
37057,1993,12,126265
37057,1995,15,129559
37057,1996,17,131950
37057,1997,12,133974
37057,1998,16,136100
37059,1988,3,26031
37061,1987,5,38170
37061,1988,7,37901
37063,1987,30,165184
37063,1988,37,167610
37063,1989,28,171315
37063,1990,25,173784
37063,1991,39,178982
37063,1992,26,182763
37063,1993,18,186737
37063,1994,36,189660
37063,1995,32,192964
37063,1996,26,196786
37063,1997,31,201579
37063,1998,34,205579
37065,1987,16,55848
37065,1988,20,56079
37065,1989,13,54793
37065,1991,14,53641
37065,1992,10,53521
37065,1993,25,53492
37065,1994,13,53608
37065,1995,11,53994
37065,1996,13,54057
37065,1998,12,53398
37067,1987,32,249715
37067,1988,35,251012
37067,1989,48,251936
37067,1990,32,252511
37067,1991,44,256208
37067,1992,36,259160
37067,1993,34,263556
37067,1994,24,268811
37067,1995,33,273145
37067,1996,32,277414
37067,1997,45,281143
37067,1998,43,284071
37069,1987,5,33161
37069,1988,4,33473
37069,1992,11,36019
37069,1993,11,37129
37071,1987,19,164826
37071,1988,22,166163
37071,1989,22,166756
37071,1990,21,166806
37071,1991,22,168739
37071,1992,31,169636
37071,1993,16,170745
37071,1994,23,171771
37071,1995,20,173115
37071,1996,20,174548
37071,1997,23,175987
37071,1998,35,176902
37073,1987,1,8739
37075,1988,1,6730
37077,1987,3,35632
37077,1988,9,36212
37079,1987,3,14980
37081,1987,45,321733
37081,1988,43,325417
37081,1989,38,328724
37081,1990,58,330686
37081,1991,36,338860
37081,1992,64,344591
37081,1993,42,351620
37081,1994,50,358840
37081,1995,47,367288
37081,1996,53,373447
37081,1997,54,379476
37081,1998,58,387417
37083,1987,15,52291
37083,1988,17,52322
37083,1989,10,52330
37083,1990,13,52357
37083,1991,15,52766
37083,1992,15,53143
37083,1993,19,54004
37083,1994,16,54355
37083,1995,17,54572
37083,1998,13,54046
37085,1987,7,63025
37085,1988,9,64061
37085,1994,10,72031
37085,1996,12,77954
37085,1997,10,80306
37085,1998,13,82568
37087,1987,6,43983
37087,1988,13,43937
37089,1987,2,60888
37089,1988,12,61708
37089,1990,10,63143
37089,1992,11,66584
37089,1995,12,71999
37089,1996,10,73434
37089,1998,11,77102
37091,1987,5,21732
37091,1988,2,21508
37093,1987,4,21844
37093,1988,1,21778
37097,1987,8,84847
37097,1988,12,86170
37097,1989,14,87078
37097,1990,17,87995
37097,1991,16,90760
37097,1995,13,98808
37097,1997,10,104867
37097,1998,10,109311
37099,1987,2,25063
37099,1988,4,25136
37101,1987,15,74387
37101,1988,17,75313
37101,1989,15,76317
37101,1991,12,80409
37101,1992,13,83081
37101,1993,14,85827
37101,1994,12,88849
37101,1996,11,97578
37103,1987,2,8862
37105,1987,6,38212
37105,1988,9,38638
37105,1989,11,39016
37105,1990,10,39470
37107,1987,4,55355
37107,1988,9,54772
37107,1989,11,54417
37107,1994,12,55779
37107,1995,10,56259
37109,1987,5,45173
37109,1988,5,46512
37109,1995,12,55038
37111,1987,6,33682
37111,1988,4,33577
37113,1987,5,20719
37113,1988,3,20797
37115,1987,1,15877
37117,1987,5,24405
37117,1988,3,24178
37119,1987,70,457893
37119,1988,99,469878
37119,1989,87,482463
37119,1990,90,493279
37119,1991,92,511345
37119,1992,66,521313
37119,1993,79,536465
37119,1994,70,553546
37119,1995,58,572467
37119,1996,54,592999
37119,1997,67,613992
37119,1998,54,634500
37121,1988,1,13389
37123,1987,2,22125
37123,1988,4,21946
37125,1987,7,52274
37125,1988,10,53433
37125,1989,10,54066
37125,1992,10,56935
37125,1993,10,58349
37127,1987,15,69510
37127,1988,7,69816
37127,1989,16,71563
37127,1990,14,73141
37127,1991,11,74569
37127,1992,10,75722
37127,1993,10,77014
37127,1994,12,78444
37127,1995,12,79340
37127,1996,11,80158
37127,1997,16,81285
37127,1998,13,81706
37129,1987,19,110849
37129,1988,15,111818
37129,1989,19,112864
37129,1990,23,114751
37129,1991,24,119487
37129,1992,24,122719
37129,1993,10,126837
37129,1994,21,131418
37129,1995,14,136615
37129,1996,12,141047
37129,1997,29,144832
37129,1998,23,148345
37131,1987,5,20265
37131,1988,5,19898
37133,1987,11,139953
37133,1988,8,141373
37133,1991,11,148626
37133,1992,20,144324
37133,1996,11,145854
37133,1997,12,144879
37135,1987,6,85177
37135,1988,10,87409
37135,1991,14,92705
37135,1994,12,102089
37135,1997,10,108403
37135,1998,11,110298
37137,1988,2,10480
37139,1987,2,28750
37139,1988,5,29005
37141,1987,2,24934
37141,1988,7,25711
37143,1988,3,9658
37145,1987,5,28291
37145,1988,2,28474
37147,1987,12,98457
37147,1988,12,100606
