FIPS,Year,InfectDeaths,Population
18081,1990,11,83981
18081,1991,10,87547
18081,1992,17,89105
18081,1993,15,91866
18081,1994,17,94062
18081,1995,20,96617
18081,1996,17,99305
18081,1997,12,101472
18081,1998,17,103965
18083,1988,10,37386
18083,1990,11,36876
18083,1991,10,36813
18083,1993,14,37124
18083,1994,13,37154
18083,1995,14,37063
18083,1996,15,36920
18083,1997,11,36921
18085,1988,9,61351
18085,1990,12,62145
18085,1995,14,66231
18085,1997,13,67998
18087,1988,4,27847
18089,1988,70,452227
18089,1989,82,453373
18089,1990,68,454191
18089,1991,98,456943
18089,1992,89,458079
18089,1993,92,459052
18089,1994,109,459423
18089,1995,138,459442
18089,1996,98,458453
18089,1997,99,457662
18089,1998,98,457164
18091,1988,19,100585
18091,1989,18,101117
18091,1990,20,101561
18091,1991,23,102377
18091,1992,24,103000
18091,1993,24,103335
18091,1994,33,103291
18091,1995,17,103088
18091,1996,23,103229
18091,1997,20,103185
18091,1998,18,103124
18093,1988,7,39442
18093,1990,10,40081
18093,1993,15,41093
18093,1996,13,42410
18095,1988,17,123427
18095,1989,18,122961
18095,1990,16,123122
18095,1991,27,123905
18095,1992,30,123923
18095,1993,37,124339
18095,1994,19,125142
18095,1995,36,125150
18095,1996,17,125224
18095,1997,28,124745
18095,1998,21,124045
18097,1988,170,752211
18097,1989,178,757287
18097,1990,231,760117
18097,1991,238,773296
18097,1992,258,782256
18097,1993,247,789449
18097,1994,296,795751
18097,1995,291,800413
18097,1996,255,805082
18097,1997,224,808228
18097,1998,221,810368
18099,1988,5,39333
18099,1994,10,40895
18101,1988,1,10174
18103,1988,3,35433
18103,1995,14,31434
18105,1988,15,101733
18105,1989,11,103950
18105,1991,18,106005
18105,1992,11,107409
18105,1993,17,108939
18105,1994,25,110519
18105,1995,22,111555
18105,1996,14,112384
18105,1997,12,113518
18105,1998,11,114354
18107,1988,7,32239
18107,1993,13,33538
18107,1995,13,34285
18107,1996,13,34527
18107,1997,10,34680
18109,1988,8,52090
18109,1992,11,55817
18109,1993,14,56538
18109,1995,11,58831
18109,1996,12,59920
18109,1998,12,61927
18113,1988,4,35347
18117,1988,2,17339
18119,1988,3,15860
18121,1988,2,14407
18123,1988,1,17992
18125,1988,2,11906
18127,1988,20,120371
18127,1989,11,122350
18127,1990,25,123963
18127,1991,19,126621
18127,1992,25,128285
18127,1993,26,129623
18127,1994,12,131009
18127,1995,17,133202
18127,1996,18,134883
18127,1997,13,136394
18127,1998,21,137421
18129,1988,2,24794
18131,1988,2,11844
18133,1988,3,27760
18135,1988,1,25627
18137,1988,1,22604
18139,1988,3,16760
18141,1988,42,229591
18141,1989,31,231748
18141,1990,45,232225
18141,1991,43,233936
18141,1992,36,235772
18141,1993,46,239232
18141,1994,57,241113
18141,1995,57,243211
18141,1996,36,244639
18141,1997,32,245547
18141,1998,40,246204
18143,1988,6,19780
18143,1995,10,20896
18145,1988,8,37846
18145,1989,11,37917
18145,1991,10,38538
18145,1994,15,39712
18145,1996,10,40360
18147,1988,5,18429
18149,1988,7,20870
18149,1991,11,21419
18149,1996,10,21866
18151,1988,3,25649
18153,1988,5,17639
18157,1988,18,123350
18157,1989,18,125694
18157,1990,14,125376
18157,1991,18,127690
18157,1992,20,129450
18157,1993,15,132229
18157,1994,22,133729
18157,1995,15,135866
18157,1996,12,137975
18157,1997,12,138581
18157,1998,13,139588
18161,1988,2,6532
18163,1988,26,154440
18163,1989,30,153863
18163,1990,34,153872
18163,1991,32,154598
18163,1992,34,155774
18163,1993,39,156789
18163,1994,34,157403
18163,1995,39,157347
18163,1996,37,158368
18163,1997,27,158637
18163,1998,24,158516
18165,1988,2,15759
18167,1988,11,100399
18167,1989,21,99705
18167,1990,21,99281
18167,1991,25,99687
18167,1992,24,100424
18167,1993,24,100825
18167,1994,20,100396
18167,1995,24,100304
18167,1996,18,100567
18167,1997,21,99566
18167,1998,25,99020
18169,1988,6,32769
18173,1988,5,42990
18175,1988,4,22276
18177,1988,18,67759
18177,1990,12,67200
18177,1991,11,67243
18177,1992,12,67115
18177,1993,13,67491
18177,1994,21,67364
18177,1995,17,67344
18177,1996,11,66970
18177,1997,11,66700
18179,1988,2,24442
18181,1988,1,21505
18183,1988,3,25823
19001,1988,5,7476
19003,1988,1,4579
19005,1988,2,12843
19007,1988,4,12522
19011,1988,2,20541
19013,1988,14,115391
19013,1989,14,116059
19013,1990,13,116488
19013,1991,18,118105
19013,1992,22,118309
19013,1993,17,119115
19013,1994,17,118959
19013,1995,21,118529
19013,1996,11,118896
19013,1997,15,118557
19013,1998,16,118923
19015,1988,6,22918
19017,1988,3,20703
19019,1988,5,19361
19021,1988,4,18441
19023,1988,2,14421
19027,1988,2,19896
19031,1988,2,15970
19033,1988,8,43578
19033,1990,10,43121
19033,1993,16,43027
19033,1996,10,43065
19033,1997,13,42964
19033,1998,10,42782
19035,1988,3,12993
19037,1988,1,12393
19039,1988,1,7591
19043,1988,3,17669
19045,1988,8,47747
19045,1993,10,47716
19045,1998,10,46552
19047,1988,1,16088
19049,1988,4,27139
19049,1996,11,33095
19055,1988,2,16836
19057,1988,6,39591
19057,1996,12,39304
19059,1988,1,13411
19061,1988,7,81795
19061,1991,15,81324
19061,1995,12,82846
19061,1996,11,82857
19061,1997,13,82549
19061,1998,10,82236
19065,1988,2,19914
19067,1988,5,15809
19069,1988,1,10405
19071,1988,1,7577
19077,1988,5,9938
19079,1988,3,15075
19081,1988,2,11728
19083,1988,1,17385
19085,1988,3,13626
19087,1988,2,17550
19091,1988,3,9851
19093,1988,2,7515
19095,1988,2,13367
19097,1988,3,18987
19099,1988,4,32251
19101,1988,2,15144
19103,1988,5,89591
19103,1989,10,91274
19103,1991,13,94224
19103,1993,10,97501
19103,1994,19,99488
19103,1995,19,100836
19103,1996,20,101636
19105,1988,4,17713
19107,1988,2,10602
19111,1988,12,36270
19113,1988,14,157303
19113,1989,18,158858
19113,1990,20,159814
19113,1991,26,162021
19113,1992,25,164739
19113,1993,30,166911
19113,1994,20,169021
19113,1995,27,171605
19113,1996,29,172490
19113,1997,13,174471
19113,1998,23,175999
19115,1988,1,10774
19117,1988,2,8338
19119,1988,1,10932
19121,1988,4,11193
19123,1988,4,19798
19125,1988,5,27595
19125,1992,15,27909
19127,1988,4,35367
19127,1991,10,35046
19127,1994,10,35304
19127,1997,10,35850
19129,1988,1,12449
19133,1988,3,9060
19137,1988,2,10696
19139,1988,4,37312
19139,1994,11,38714
19141,1988,3,13931
19143,1988,1,6636
19145,1988,5,15001
19147,1988,1,9730
19149,1988,6,21783
19151,1988,1,8841
19153,1988,57,301473
19153,1989,38,306887
19153,1990,40,310630
19153,1991,54,316765
19153,1992,57,322465
19153,1993,67,327482
19153,1994,68,331368
19153,1995,65,335771
19153,1996,77,339512
19153,1997,60,341925
19153,1998,45,345835
19155,1988,11,78659
19155,1989,13,78100
19155,1990,15,78029
19155,1991,10,78124
19155,1993,12,78733
19155,1994,20,78497
19155,1995,17,78824
19155,1996,11,79688
19157,1988,3,17381
19161,1988,4,11023
19163,1988,14,143172
19163,1989,17,142938
19163,1990,17,143699
19163,1991,22,145781
19163,1992,30,147292
19163,1993,19,147618
19163,1994,17,147705
19163,1995,31,148087
19163,1996,21,148414
19163,1997,20,148540
19163,1998,15,149060
19165,1988,2,12107
19167,1988,4,27951
19169,1988,7,70575
19171,1988,3,15970
19173,1988,1,6349
19175,1988,3,11505
19177,1988,2,7082
19179,1988,7,32457
19179,1990,11,32509
19179,1995,10,32742
19179,1997,14,32728
19181,1988,1,33376
19185,1988,1,6165
19187,1988,9,37347
19187,1991,10,36914
19187,1995,11,36132
19189,1988,3,10851
19191,1988,4,19497
19193,1988,34,91148
19193,1989,23,91218
19193,1990,19,91878
19193,1991,16,92995
19193,1992,19,93879
19193,1993,12,94998
19193,1994,17,95712
19193,1995,19,96703
19193,1996,14,97281
19193,1997,16,96962
19193,1998,18,96862
19197,1988,1,12816
20001,1988,2,13141
20005,1988,3,15742
20009,1988,9,27726
20011,1988,6,13479
20013,1988,3,9860
20015,1988,7,46857
20015,1992,11,49473
20015,1997,12,54413
20021,1988,4,20355
20021,1991,11,19776
20023,1988,1,3010
20025,1988,1,2126
20027,1988,2,8116
20029,1988,1,9832
20031,1988,3,7468
20035,1988,8,33660
20035,1998,11,33622
20037,1988,6,32757
20037,1994,11,33813
20041,1988,4,16942
20043,1988,1,7651
20045,1988,9,75929
20045,1990,12,78753
20045,1994,12,86353
20045,1995,16,87961
20047,1988,1,3442
20049,1988,1,2814
20051,1988,4,24647
20055,1988,2,31424
20057,1988,7,26098
20059,1988,2,19938
20061,1988,7,30888
20061,1993,12,31691
20061,1995,10,30871
20065,1988,1,3353
20075,1988,1,2142
20077,1988,2,6245
20079,1988,4,28202
20085,1988,4,10583
20091,1988,45,325676
20091,1989,41,335162
20091,1990,26,342167
20091,1991,42,351401
20091,1992,46,359798
20091,1993,46,369435
20091,1994,48,378318
20091,1995,50,385856
20091,1996,51,393069
20091,1997,40,401897
20091,1998,39,412044
20095,1988,1,7427
20099,1988,3,22073
20099,1994,13,21223
20103,1988,4,61160
20103,1989,14,60686
20103,1991,12,63183
20103,1992,10,63279
20103,1996,10,64776
20103,1998,15,65208
20111,1988,2,32649
20113,1988,4,24480
20115,1988,1,11253
20117,1988,3,10445
20119,1988,2,3967
20121,1988,7,21466
20125,1988,5,36375
20129,1988,1,3336
20131,1988,1,9130
20135,1988,1,3857
20137,1988,1,5460
20139,1988,5,13839
20145,1988,1,6966
20147,1988,1,6042
20149,1988,3,14754
20151,1988,1,9009
20155,1988,8,58062
20155,1989,10,57918
20155,1990,12,57614
20155,1991,10,57564
20155,1996,10,58665
20155,1997,12,58752
20155,1998,11,59055
20157,1988,1,5750
20159,1988,2,9784
20161,1988,7,63867
20163,1988,3,5645
20169,1988,6,46518
20169,1996,16,49620
20169,1997,11,49588
20173,1988,52,377578
20173,1989,69,383351
20173,1990,68,385295
20173,1991,84,392054
20173,1992,72,400009
20173,1993,80,404266
20173,1994,82,405844
20173,1995,98,406897
20173,1996,88,410274
20173,1997,67,416165
20173,1998,59,424334
20175,1988,5,18620
20177,1988,29,151809
20177,1989,28,151026
20177,1990,36,151692
20177,1991,40,153311
20177,1992,42,154318
20177,1993,37,155760
20177,1994,44,156985
20177,1995,29,157330
20177,1996,31,157686
20177,1997,26,157825
20177,1998,26,158438
20181,1988,2,6554
20183,1988,1,4475
20185,1988,1,4868
20189,1988,1,4706
20191,1988,2,23557
20193,1988,1,7851
20201,1988,1,6458
20205,1988,1,9434
20207,1988,1,3629
20209,1988,30,157727
20209,1989,45,154978
20209,1990,39,153283
20209,1991,43,152222
20209,1992,38,151381
20209,1993,51,150655
20209,1994,40,149425
20209,1995,40,148975
20209,1996,33,148793
20209,1997,43,149150
20209,1998,27,149497
21001,1988,4,14365
21003,1988,1,13242
21005,1988,3,13209
21009,1988,8,31566
21009,1993,12,32469
21009,1994,10,32726
21013,1988,2,30269
21015,1988,4,52439
21015,1989,11,54131
21015,1997,12,73611
21015,1998,12,77236
21017,1988,1,17882
21019,1988,13,48257
21019,1991,13,48287
21019,1993,19,48104
21019,1994,13,47778
21019,1995,11,47667
21019,1996,11,47452
21019,1998,16,47029
21021,1988,5,24247
21023,1988,1,7084
21025,1988,6,15055
21033,1988,7,12199
21035,1988,1,28356
21037,1988,15,78526
21037,1989,10,78994
21037,1990,16,79415
21037,1991,15,79894
21037,1992,12,80576
21037,1993,12,81433
21037,1994,11,81997
21037,1995,12,82864
21037,1996,10,83051
21037,1997,11,83593
21037,1998,10,83512
21039,1988,1,4870
21041,1988,2,8839
21043,1988,5,23156
21045,1988,2,13433
21047,1988,11,66301
21047,1989,18,66228
21047,1990,12,65868
21047,1991,13,64271
21047,1996,12,70289
21047,1998,13,69519
21049,1988,3,27955
21049,1998,12,30513
21051,1988,2,21548
21053,1988,2,8558
21055,1988,3,8367
21057,1988,5,6329
21059,1988,14,82160
21059,1989,12,82379
21059,1990,12,82480
21059,1991,20,82983
21059,1992,10,83657
21059,1993,17,84213
21059,1994,17,84834
21059,1995,11,85188
21059,1996,20,85131
21059,1997,10,85192
21059,1998,18,85336
21061,1988,1,9675
21065,1988,5,13730
21067,1988,33,214322
21067,1989,37,214266
21067,1990,32,216243
21067,1991,43,220851
21067,1992,55,225355
21067,1993,60,229930
21067,1994,55,232906
21067,1995,60,234650
21067,1996,55,237456
21067,1997,39,239580
21067,1998,45,243437
21069,1988,5,11537
21071,1988,17,43227
21071,1989,15,42083
21071,1991,12,41602
21071,1996,11,41006
21071,1997,15,40752
21073,1988,8,41537
21073,1990,11,41646
21073,1992,13,42656
21073,1993,17,43030
21075,1988,2,7676
21077,1988,1,4957
21079,1988,1,10580
21081,1988,2,13915
21083,1988,6,30243
21085,1988,4,19856
21087,1988,2,9702
21089,1988,4,35131
21089,1989,11,35073
21089,1993,13,35289
21089,1997,10,35166
21089,1998,13,34997
21091,1988,1,7581
21093,1988,13,87154
21093,1989,17,86735
21093,1990,16,86674
21093,1991,14,83587
21093,1992,11,81836
21093,1993,18,87009
21093,1994,13,88250
21093,1995,20,88425
21093,1996,13,87343
21093,1997,18,88045
21093,1998,10,88704
21095,1988,6,36300
21095,1991,10,34496
21095,1995,10,33702
21097,1988,3,14728
21099,1988,2,14045
21101,1988,4,40242
21101,1991,11,40861
21101,1993,12,41730
21101,1995,12,41995
21103,1988,3,12074
21105,1988,1,5027
21107,1988,8,43850
21107,1993,13,43256
21109,1988,2,11312
21111,1988,135,631751
21111,1989,131,630401
21111,1990,164,628519
21111,1991,160,631875
21111,1992,165,635175
21111,1993,185,637188
21111,1994,213,639217
21111,1995,220,641348
21111,1996,181,642682
21111,1997,149,644062
21111,1998,170,646074
21113,1988,2,28637
21113,1994,11,32841
21115,1988,2,22621
21115,1997,10,22489
21117,1988,20,134909
21117,1989,26,135000
21117,1990,32,135256
21117,1991,32,136352
21117,1992,20,136772
21117,1993,22,138215
21117,1994,19,138938
21117,1995,34,139750
21117,1996,22,139966
21117,1997,15,141352
21117,1998,31,142360
21119,1988,1,17335
21121,1988,3,28157
21123,1988,1,10792
21125,1988,3,41035
21125,1994,11,44941
21125,1995,10,45827
21127,1988,4,13563
21129,1988,2,6866
21131,1988,3,13962
21133,1988,5,26387
21135,1988,1,12689
21137,1988,9,18474
21139,1988,1,8469
21141,1988,6,23156
21143,1988,1,5956
21145,1988,20,57790
21145,1989,17,57892
21145,1990,12,58406
21145,1991,14,58783
21145,1992,10,59351
21145,1993,16,59927
21145,1994,17,60472
21145,1995,14,60425
21145,1996,15,60632
21145,1997,11,60667
21147,1988,4,14897
21149,1988,3,9191
21151,1988,6,53757
21151,1997,13,63978
21151,1998,18,65173
21153,1988,2,12841
21155,1988,2,15833
21157,1988,6,24645
21157,1998,10,27612
21159,1988,1,12524
21161,1988,4,15632
21163,1988,2,22943
21165,1988,1,4829
21167,1988,3,17859
21171,1988,1,10879
21173,1988,2,18639
21175,1988,1,10928
21177,1988,3,29823
21179,1988,7,27666
21183,1988,4,19529
21185,1988,2,30963
21185,1992,10,35226
21187,1988,1,8336
21189,1988,2,4831
21193,1988,3,30125
21195,1988,11,72288
21195,1989,14,70644
21195,1990,13,69667
21195,1991,11,69719
21195,1992,19,69519
21195,1993,15,69346
21195,1996,12,68506
21195,1997,15,67660
21195,1998,13,66941
21197,1988,1,11310
21199,1988,9,45445
21199,1989,14,46050
21199,1993,11,48632
21199,1995,17,50365
21199,1996,18,51016
21199,1998,14,51868
21203,1988,3,13817
21205,1988,3,18785
21207,1988,1,13361
21209,1988,3,21765
21211,1988,5,22855
21213,1988,1,14222
21215,1988,1,6029
21217,1988,1,19800
21217,1995,13,21258
21219,1988,2,10120
21221,1988,5,9423
21223,1988,1,5687
21225,1988,3,15976
21227,1988,8,73140
21227,1992,17,76795
21227,1993,12,78976
21227,1994,16,80522
21227,1995,18,82286
21227,1996,12,83997
21227,1997,14,85344
21227,1998,16,86538
21229,1988,3,9803
21231,1988,2,16378
21233,1988,1,13033
21235,1988,5,32236
21239,1988,1,18442
22001,1988,9,54575
22001,1990,16,53119
22001,1991,10,53387
22001,1993,14,53916
22001,1994,20,54026
22001,1995,14,54461
22001,1997,15,55135
22001,1998,15,55336
22003,1988,5,20031
22003,1995,10,23038
22005,1988,7,55478
22005,1989,11,55781
22005,1990,11,56390
22005,1992,14,58906
22005,1993,12,60345
22005,1994,16,62238
22005,1995,14,64071
22005,1996,19,65944
22005,1998,11,69909
22007,1988,3,21786
22007,1994,10,21637
22009,1988,1,37881
22009,1989,12,37077
22009,1992,12,36683
22009,1994,10,37376
22009,1995,12,37813
22009,1996,12,38203
22009,1997,15,38432
22011,1988,5,29729
22011,1991,11,29441
22011,1998,14,30788
22013,1988,2,14928
22015,1988,15,84425
22015,1989,19,84601
22015,1991,12,83262
22015,1992,16,83784
22015,1993,18,85520
22015,1994,13,87201
22015,1995,18,89076
22015,1996,13,90958
22015,1997,19,92718
22015,1998,14,91784
22017,1988,63,243260
22017,1989,61,238736
22017,1990,56,234135
22017,1991,59,232557
22017,1992,63,234333
22017,1993,77,235312
22017,1994,82,235448
22017,1995,71,236385
22017,1996,86,236156
22017,1997,57,236186
22017,1998,77,235711
22019,1988,54,162604
22019,1989,44,161504
22019,1990,41,161085
22019,1991,53,162876
22019,1992,51,163983
22019,1993,54,165286
22019,1994,52,167161
22019,1995,47,169196
22019,1996,35,171799
22019,1997,55,172877
22019,1998,49,173842
22021,1988,1,9507
22023,1988,2,9345
22025,1988,5,10711
22027,1988,5,16400
22029,1988,3,20813
22029,1991,15,19598
22029,1994,12,19584
22029,1996,10,19469
22031,1988,9,24320
22031,1989,14,24164
22031,1995,12,23326
22033,1988,63,368805
22033,1989,88,366908
22033,1990,99,367200
22033,1991,137,374131
22033,1992,112,381647
22033,1993,126,386420
22033,1994,138,388731
22033,1995,176,390397
22033,1996,152,391144
22033,1997,138,391856
22033,1998,123,392619
22035,1988,2,9819
22037,1988,11,18549
22037,1992,12,18973
22037,1993,11,19250
22037,1997,11,19954
22037,1998,11,20082
22039,1988,9,32072
22039,1989,10,31587
22039,1992,11,31983
22039,1993,10,32297
22041,1988,4,21366
22043,1988,2,16568
22045,1988,9,65345
22045,1989,10,65580
22045,1990,10,65313
22045,1991,15,65813
22045,1992,15,66297
22045,1993,15,66969
22045,1994,13,67251
22045,1995,12,67640
22045,1996,10,68021
22045,1997,13,68503
22045,1998,12,69105
22047,1988,9,30307
22047,1990,13,29738
22047,1991,11,29929
22047,1993,11,30329
22047,1995,11,30263
22047,1996,14,30703
22047,1998,11,31547
22049,1988,5,15097
22051,1988,98,436176
22051,1989,109,434858
22051,1990,103,431803
22051,1991,101,436180
22051,1992,133,439346
22051,1993,111,439645
22051,1994,117,440144
22051,1995,138,440581
22051,1996,123,439094
22051,1997,108,436860
22051,1998,119,435856
22053,1988,7,30128
22053,1993,12,29309
22053,1996,12,30042
22053,1997,10,29960
22055,1988,22,158033
22055,1989,35,158449
22055,1990,31,159144
22055,1991,31,162931
22055,1992,31,165535
22055,1993,51,168731
22055,1994,48,171455
22055,1995,38,174366
22055,1996,40,176656
22055,1997,33,179454
22055,1998,45,181607
22057,1988,21,83569
22057,1990,14,82816
22057,1991,13,83185
22057,1992,13,83116
22057,1993,11,83473
22057,1994,10,83754
22057,1995,14,84082
22057,1996,16,84186
22057,1997,14,84722
22057,1998,15,85533
22059,1988,3,13612
22061,1988,8,39957
22061,1989,11,39919
22061,1994,12,41566
22061,1995,11,41104
22063,1988,8,67774
22063,1991,13,69749
22063,1992,18,71055
22063,1993,17,73122
22063,1994,18,74715
22063,1995,10,76746
22063,1996,27,78977
22063,1997,12,81648
22065,1988,2,12384
22067,1988,5,30683
22067,1991,13,29643
22067,1992,11,29801
22069,1988,9,35637
22069,1995,12,36163
22069,1996,14,36159
22069,1998,12,36239
22071,1988,253,491973
22071,1989,282,480195
22071,1990,274,470224
22071,1991,327,468028
22071,1992,373,469020
22071,1993,383,469786
22071,1994,378,469368
22071,1995,429,468055
22071,1996,337,463636
22071,1997,251,461169
22071,1998,238,459016
22073,1988,25,137836
22073,1989,24,136239
22073,1990,34,135427
22073,1991,37,136444
22073,1992,33,138195
22073,1993,22,138880
22073,1994,42,139050
22073,1995,38,139735
22073,1996,36,139905
22073,1997,47,140259
22073,1998,42,140228
22075,1988,5,25592
22077,1988,4,21750
22079,1988,33,127315
22079,1989,37,126082
22079,1990,48,124930
22079,1991,41,125012
22079,1992,40,123378
22079,1993,51,117939
22079,1994,36,118740
22079,1995,49,119298
22079,1996,36,118684
22079,1997,40,118570
22079,1998,34,118614
22083,1988,6,19937
22085,1988,6,22393
22087,1988,17,65023
22087,1989,11,64229
22087,1990,13,64091
22087,1991,18,64037
22087,1992,19,64203
22087,1993,18,64535
22087,1994,30,64750
22087,1995,21,64952
22087,1996,15,64685
22087,1997,23,64594
22087,1998,18,64220
22089,1988,10,40931
22089,1990,11,41255
22089,1995,12,44462
22089,1996,11,44969
22091,1988,2,9395
22093,1988,2,20510
22093,1996,10,20042
22095,1988,2,38770
22095,1990,11,38911
22095,1995,10,40668
22097,1988,13,79089
22097,1989,15,77399
22097,1990,21,76163
22097,1991,32,76693
22097,1992,17,77280
22097,1993,29,78014
22097,1994,33,78316
22097,1995,20,79297
22097,1996,22,79737
22097,1997,18,80442
22097,1998,31,81200
22099,1988,6,42847
22099,1989,12,42572
22099,1990,11,42370
22099,1992,11,42937
22099,1993,11,43382
22099,1994,11,44085
22099,1997,11,45243
22099,1998,12,45892
22101,1988,9,56547
22101,1990,17,55783
22101,1992,17,54947
22101,1993,18,54022
22101,1994,17,53480
22101,1995,15,53326
22101,1996,11,53007
22101,1997,13,52593
22101,1998,12,52614
22103,1988,19,138244
22103,1989,22,138291
22103,1990,28,139859
22103,1991,22,144561
22103,1992,31,149081
22103,1993,41,154238
22103,1994,33,159690
22103,1995,28,164862
22103,1996,31,169470
22103,1997,34,174245
22103,1998,26,177835
22105,1988,25,83150
22105,1989,14,82564
22105,1990,21,81849
22105,1991,19,82635
22105,1992,18,84199
22105,1993,19,85936
22105,1994,17,87666
22105,1995,23,89680
22105,1996,27,90711
22105,1997,19,92304
22105,1998,23,93914
22107,1988,1,6956
22109,1988,19,94502
22109,1989,25,94231
22109,1990,29,94082
22109,1991,26,95186
22109,1992,25,96083
22109,1993,25,96148
22109,1994,22,96558
22109,1995,28,96818
22109,1996,27,97888
22109,1997,15,99031
22109,1998,19,100383
22111,1988,3,19917
22113,1988,11,48056
22113,1990,13,47190
22113,1991,13,47328
22113,1994,10,48237
22113,1995,11,48274
22113,1996,11,48654
22115,1988,5,61264
22115,1990,10,60554
22115,1992,10,62328
22115,1993,10,54796
22115,1995,13,54042
22115,1997,10,50668
22115,1998,12,50369
22117,1988,13,41683
22117,1989,13,41225
22117,1990,11,40677
22117,1991,19,40264
22117,1992,17,40339
22117,1993,13,40488
22117,1994,17,40502
22117,1995,12,40679
22117,1996,17,40791
22117,1997,16,40865
22117,1998,13,40838
22119,1988,9,40143
22119,1989,11,39481
22119,1992,14,38279
22119,1993,10,38354
22119,1994,12,38807
22119,1995,28,38777
22119,1996,14,38924
22121,1988,5,19105
22121,1989,11,19042
22123,1988,3,11458
22125,1988,1,12706
22127,1988,3,15415
23001,1988,13,97434
23001,1989,18,99068
23001,1990,17,98866
23001,1991,17,98547
23001,1992,13,97722
23001,1993,18,97697
23001,1994,28,97243
23001,1995,19,96834
23001,1996,19,95943
23001,1997,19,95280
23001,1998,13,95793
23003,1988,8,82699
23003,1990,12,82135
23003,1992,11,81818
23003,1994,12,75452
23003,1996,11,71415
23003,1997,12,70728
23005,1988,29,226392
23005,1989,34,228301
23005,1990,32,229227
23005,1991,39,230749
23005,1992,41,230809
23005,1993,45,232004
23005,1994,46,234612
23005,1995,47,236215
23005,1996,44,238756
23005,1997,33,241254
23005,1998,32,244065
23007,1988,4,26841
23009,1988,5,42615
23009,1994,10,46070
23011,1988,15,107276
23011,1989,14,108450
23011,1990,18,109174
23011,1991,16,110339
23011,1992,20,110349
23011,1993,19,110358
23011,1994,22,110392
23011,1995,26,110097
23011,1997,12,109176
23011,1998,13,108764
23013,1988,1,32970
23015,1988,2,27204
23015,1993,10,28879
23017,1988,6,47874
23017,1995,12,49586
23017,1996,10,49943
23019,1988,24,135692
23019,1989,14,138221
23019,1990,15,139293
23019,1991,22,139836
23019,1992,16,138730
23019,1993,25,138982
23019,1994,28,139114
23019,1995,17,137680
23019,1996,16,137281
23019,1997,20,136874
23019,1998,18,136408
23021,1988,1,16903
23023,1988,2,30935
23025,1988,10,45242
23025,1989,10,46241
23027,1988,4,29786
23027,1995,12,32871
23029,1988,6,32175
23029,1992,12,33126
23031,1988,18,152651
23031,1989,17,155103
23031,1990,19,155769
23031,1991,20,157101
23031,1992,17,158061
23031,1993,25,159141
23031,1994,28,160170
23031,1995,27,161828
23031,1996,23,164139
23031,1997,14,166768
23031,1998,22,168264
24001,1988,23,69773
24001,1989,12,69352
24001,1990,18,69073
24001,1991,15,69252
24001,1993,25,69087
24001,1994,29,68889
24001,1995,20,68996
24001,1996,17,68586
24001,1997,14,68714
24001,1998,14,68946
24003,1988,60,406103
24003,1989,66,411123
24003,1990,61,414093
24003,1991,75,420064
24003,1992,70,425883
24003,1993,91,432627
24003,1994,99,440035
24003,1995,107,445857
24003,1996,101,449123
24003,1997,98,453187
24003,1998,97,458028
24005,1988,146,648522
24005,1989,160,650649
24005,1990,142,655060
24005,1991,163,663702
24005,1992,191,668643
24005,1993,197,672556
24005,1994,194,676258
24005,1995,213,681422
24005,1996,198,685894
24005,1997,159,689795
24005,1998,182,692568
24009,1988,9,45684
24009,1991,10,52552
24009,1993,13,57332
24009,1994,12,59569
24009,1995,12,61680
24009,1996,11,63762
24011,1988,5,24448
24011,1992,11,26148
24011,1995,14,27129
24011,1998,12,27648
24013,1988,17,112476
24013,1989,12,115649
24013,1991,13,121295
24013,1992,15,123495
24013,1993,19,125516
24013,1994,16,128625
24013,1995,23,131927
24013,1996,20,134860
24013,1997,20,137503
24013,1998,30,139767
24015,1988,13,66018
24015,1990,10,68675
24015,1991,12,70457
24015,1992,12,71642
24015,1993,20,72820
24015,1994,21,73869
24015,1995,20,75063
24015,1997,21,77388
24015,1998,18,78913
24017,1988,13,93092
24017,1989,10,96699
24017,1990,15,98751
24017,1991,13,101171
24017,1992,18,102448
24017,1993,14,103802
24017,1994,12,105241
24017,1995,25,106987
24017,1996,13,108353
24017,1997,13,110060
24017,1998,15,112509
24019,1988,6,28031
24019,1991,10,28021
24019,1993,16,28332
24019,1994,15,28328
24019,1995,10,28095
24019,1996,16,28246
24019,1997,15,28327
24021,1988,16,136935
24021,1989,23,140933
24021,1990,20,144621
24021,1991,27,149335
24021,1992,17,153894
24021,1993,23,159588
24021,1994,25,165041
24021,1995,24,168735
24021,1996,30,171739
24021,1997,25,175304
24021,1998,27,178876
24023,1988,5,25803
24025,1988,23,166378
24025,1989,21,171488
24025,1990,23,176823
24025,1991,20,183028
24025,1992,28,188147
24025,1993,43,189799
24025,1994,31,194154
24025,1995,33,197154
24025,1996,34,200131
24025,1997,39,203000
24025,1998,33,204849
24027,1988,20,167159
24027,1989,23,175630
24027,1990,16,182971
24027,1991,18,189926
24027,1992,34,194468
24027,1993,31,201624
24027,1994,26,207305
24027,1995,36,212502
24027,1996,32,217178
24027,1997,25,221346
24027,1998,20,227513
24029,1988,1,16271
24029,1998,10,17268
24031,1988,94,703685
24031,1989,138,720593
24031,1990,130,726267
24031,1991,120,741814
24031,1992,160,751245
24031,1993,150,760964
24031,1994,157,767760
24031,1995,170,775559
24031,1996,141,782969
24031,1997,126,791634
24031,1998,116,802645
24033,1988,151,693652
