FIPS,Year,InfectDeaths,Population
1051,1997,11,57899
1053,1988,12,34106
1053,1989,10,33560
1053,1990,12,33346
1053,1991,12,33628
1053,1993,12,34414
1053,1994,10,34692
1053,1995,12,34808
1053,1996,15,35125
1055,1988,29,94652
1055,1989,18,94130
1055,1990,26,93463
1055,1991,31,93650
1055,1992,26,94149
1055,1993,24,94296
1055,1994,29,95220
1055,1995,24,95241
1055,1996,24,95736
1055,1997,35,96645
1055,1998,20,96859
1057,1988,4,16845
1059,1988,4,26463
1059,1997,11,28676
1061,1988,5,21919
1061,1992,10,22416
1063,1988,2,9518
1065,1988,3,14154
1067,1988,4,14138
1069,1988,12,76607
1069,1989,10,76692
1069,1991,19,78300
1069,1992,17,79276
1069,1993,20,80120
1069,1994,21,79847
1069,1995,17,80363
1069,1996,24,81349
1069,1997,24,81658
1069,1998,19,82188
1071,1988,5,46094
1071,1989,10,45457
1071,1991,19,46192
1071,1993,15,47344
1071,1994,15,47597
1071,1996,11,49162
1073,1988,139,618872
1073,1989,176,615922
1073,1990,186,613185
1073,1991,193,617331
1073,1992,195,620134
1073,1993,221,622380
1073,1994,271,623653
1073,1995,283,623923
1073,1996,237,623186
1073,1997,191,621383
1073,1998,238,621546
1075,1988,2,14901
1077,1988,9,75234
1077,1989,12,74855
1077,1990,10,74953
1077,1991,16,76315
1077,1994,11,79126
1077,1995,16,79894
1077,1996,16,80570
1077,1997,16,80695
1077,1998,13,81302
1079,1988,3,29638
1081,1988,26,81914
1081,1989,17,83053
1081,1990,12,84204
1081,1991,20,86493
1081,1992,16,88472
1081,1993,18,91064
1081,1994,17,92842
1081,1995,24,95970
1081,1996,25,98688
1081,1997,21,102913
1081,1998,11,106125
1083,1988,8,50055
1083,1989,10,51302
1083,1993,10,55760
1083,1995,13,57231
1083,1996,10,58264
1083,1997,10,59488
1083,1998,10,60806
1085,1988,3,11849
1087,1988,12,23729
1087,1990,14,23253
1087,1991,11,22940
1087,1992,10,23215
1087,1993,14,23042
1087,1995,13,22406
1089,1988,27,224282
1089,1989,30,228614
1089,1990,34,231064
1089,1991,44,237968
1089,1992,48,245313
1089,1993,39,253375
1089,1994,44,256629
1089,1995,45,255417
1089,1996,64,255934
1089,1997,41,257015
1089,1998,34,261389
1091,1988,3,22121
1093,1988,5,28058
1095,1988,18,66677
1095,1989,11,66468
1095,1990,13,66745
1095,1991,16,67775
1095,1992,18,69295
1095,1994,14,72835
1095,1995,13,74289
1095,1996,14,75586
1095,1997,12,76288
1095,1998,13,76656
1097,1988,99,364658
1097,1989,86,361732
1097,1990,87,361158
1097,1991,124,364754
1097,1992,88,369310
1097,1993,128,375039
1097,1994,130,376450
1097,1995,116,375513
1097,1996,119,375882
1097,1997,81,377064
1097,1998,110,377604
1099,1988,6,21801
1099,1993,10,23052
1101,1988,50,199096
1101,1989,56,200114
1101,1990,57,199174
1101,1991,47,202304
1101,1992,47,205085
1101,1993,61,207710
1101,1994,70,209796
1101,1995,75,210740
1101,1996,71,211471
1101,1997,58,212024
1101,1998,75,212427
1103,1988,16,93489
1103,1989,16,94289
1103,1990,16,95317
1103,1991,16,97203
1103,1992,14,98551
1103,1993,19,100215
1103,1994,19,101023
1103,1995,17,101842
1103,1996,14,102425
1103,1997,19,103432
1103,1998,18,104373
1105,1988,2,12520
1107,1988,2,19490
1107,1990,15,19156
1109,1988,2,25970
1109,1996,11,27170
1111,1988,2,18424
1113,1988,8,45095
1113,1989,11,44356
1113,1990,15,44446
1113,1991,13,45180
1113,1992,15,46466
1113,1993,20,47388
1113,1994,17,48878
1113,1995,17,48690
1113,1996,17,48827
1113,1997,11,47923
1113,1998,10,47530
1115,1988,4,45953
1115,1991,10,49021
1115,1993,10,51921
1115,1994,19,53303
1115,1996,16,56366
1115,1997,11,57522
1117,1988,8,89905
1117,1990,16,96584
1117,1992,13,103154
1117,1993,15,108569
1117,1994,20,114076
1117,1995,20,118700
1117,1996,14,122655
1117,1997,20,127395
1117,1998,15,131470
1119,1988,4,15461
1121,1988,24,70706
1121,1989,14,70526
1121,1990,18,70258
1121,1991,20,70884
1121,1992,19,71487
1121,1993,20,72127
1121,1994,11,72607
1121,1995,18,73114
1121,1996,24,73666
1121,1997,22,74064
1121,1998,18,74645
1123,1988,8,36247
1123,1991,13,36655
1123,1994,12,37434
1123,1997,13,38256
1123,1998,13,38428
1125,1988,26,140922
1125,1989,24,142217
1125,1990,27,143571
1125,1991,33,146317
1125,1992,28,146600
1125,1993,41,148131
1125,1994,49,149658
1125,1995,43,152682
1125,1996,30,152718
1125,1997,31,154217
1125,1998,34,155431
1127,1988,11,64120
1127,1989,12,63800
1127,1990,16,63578
1127,1991,11,63796
1127,1992,17,63997
1127,1993,16,64273
1127,1995,27,65031
1127,1996,19,65604
1127,1997,21,65939
1127,1998,17,66137
1129,1988,4,16121
1131,1988,2,13088
1133,1988,3,20502
2020,1989,34,223488
2020,1990,32,224251
2020,1991,29,232951
2020,1992,28,243296
2020,1993,29,247526
2020,1994,38,249431
2020,1995,51,248752
2020,1996,32,247012
2020,1997,23,248607
2020,1998,22,252739
2090,1990,13,76906
2090,1996,10,81823
2900,1988,52,535625
4001,1988,11,58427
4001,1989,13,59492
4001,1990,13,59968
4001,1992,12,61375
4001,1993,18,62848
4001,1994,15,64306
4001,1995,18,66404
4001,1996,14,67564
4001,1997,21,68601
4001,1998,12,67859
4003,1988,22,92223
4003,1989,10,93341
4003,1990,31,93280
4003,1991,17,94215
4003,1992,15,96497
4003,1993,28,99158
4003,1994,23,103831
4003,1995,14,106728
4003,1996,29,106769
4003,1997,19,108407
4003,1998,19,109270
4005,1988,12,91824
4005,1989,15,93619
4005,1990,15,94702
4005,1992,14,100294
4005,1993,19,103247
4005,1995,22,108450
4005,1996,21,110188
4005,1997,18,111843
4005,1998,18,112092
4007,1988,12,36634
4007,1991,12,38279
4007,1992,10,39503
4007,1993,14,40763
4007,1997,10,45707
4007,1998,13,46460
4009,1988,4,24310
4011,1988,1,7796
4013,1988,383,1953998
4013,1989,446,2001906
4013,1990,459,2017192
4013,1991,498,2081996
4013,1992,551,2149218
4013,1993,624,2229707
4013,1994,683,2339072
4013,1995,690,2454348
4013,1996,627,2553488
4013,1997,520,2649432
4013,1998,491,2748207
4015,1988,19,77575
4015,1989,28,81787
4015,1990,24,87685
4015,1991,27,95616
4015,1992,26,101369
4015,1993,39,107899
4015,1994,45,114512
4015,1995,45,121078
4015,1996,37,126414
4015,1997,32,130115
4015,1998,42,133552
4017,1988,15,72843
4017,1989,21,74686
4017,1990,22,75450
4017,1991,10,76327
4017,1992,27,77927
4017,1993,28,81120
4017,1994,24,82800
4017,1995,24,85571
4017,1996,21,87692
4017,1997,20,89824
4017,1998,23,91610
4019,1988,127,623967
4019,1989,140,629865
4019,1990,165,631154
4019,1991,189,641007
4019,1992,207,657357
4019,1993,209,676671
4019,1994,217,700136
4019,1995,238,720808
4019,1996,231,733949
4019,1997,187,746909
4019,1998,190,759698
4021,1988,23,109106
4021,1989,29,110370
4021,1990,27,110804
4021,1991,40,114747
4021,1992,37,119401
4021,1993,40,124603
4021,1994,39,130452
4021,1995,39,137299
4021,1996,33,143402
4021,1997,46,148872
4021,1998,37,155054
4023,1988,4,26029
4023,1993,11,32131
4025,1988,30,91555
4025,1989,24,95060
4025,1990,25,98555
4025,1991,28,102891
4025,1992,24,107561
4025,1993,31,113544
4025,1994,31,119737
4025,1995,38,126985
4025,1996,34,132623
4025,1997,31,137389
4025,1998,31,142464
4027,1988,27,105520
4027,1989,21,111867
4027,1990,15,114942
4027,1991,18,119940
4027,1992,29,126659
4027,1993,25,132646
4027,1994,23,121460
4027,1995,27,124852
4027,1996,28,129595
4027,1997,22,135361
4027,1998,30,139798
5001,1988,3,20180
5001,1991,10,19864
5003,1988,4,23370
5003,1990,10,22751
5005,1988,6,27175
5005,1995,14,31811
5005,1996,11,32391
5007,1988,18,86812
5007,1989,14,88419
5007,1990,15,90761
5007,1991,24,95341
5007,1992,13,99976
5007,1993,19,105785
5007,1994,24,111225
5007,1995,22,117675
5007,1996,17,123678
5007,1997,16,128680
5007,1998,15,133189
5009,1988,6,25956
5009,1991,11,26511
5009,1992,12,27200
5011,1988,4,11037
5013,1988,4,5503
5015,1988,3,16892
5017,1988,4,15075
5019,1988,5,20318
5021,1988,2,16886
5023,1988,5,17389
5025,1988,2,7371
5027,1988,8,24015
5027,1995,10,23861
5027,1998,10,23880
5029,1988,1,17925
5031,1988,12,63375
5031,1990,15,65247
5031,1991,11,65995
5031,1992,17,67414
5031,1993,10,69178
5031,1994,15,70141
5031,1995,22,71651
5031,1996,13,73166
5031,1997,16,74487
5031,1998,23,75710
5033,1988,7,39211
5033,1990,10,40409
5033,1991,11,41491
5033,1994,11,44616
5033,1995,11,46184
5033,1996,11,47168
5035,1988,11,47925
5035,1989,13,47946
5035,1990,18,47798
5035,1991,12,47516
5035,1992,11,47426
5035,1993,11,47849
5035,1994,17,47768
5035,1995,21,47564
5035,1996,30,47383
5035,1998,12,47952
5037,1988,5,18313
5039,1988,2,9049
5041,1988,4,16149
5043,1988,3,16394
5045,1988,8,54010
5045,1989,12,55899
5045,1992,12,62015
5045,1993,10,64750
5045,1994,17,67388
5045,1995,11,70108
5045,1996,10,73180
5045,1997,11,76133
5045,1998,14,78369
5047,1988,1,13885
5049,1988,1,9139
5051,1988,16,66485
5051,1989,25,66674
5051,1990,31,66766
5051,1991,20,67853
5051,1992,23,69310
5051,1993,29,71039
5051,1994,28,72900
5051,1995,29,74060
5051,1996,17,75425
5051,1997,30,76672
5051,1998,21,77666
5053,1988,4,13014
5055,1988,5,29269
5055,1991,10,30093
5057,1988,6,20068
5059,1988,4,24578
5061,1988,6,12474
5063,1988,5,29122
5063,1994,13,30516
5063,1998,17,31413
5065,1988,1,9821
5067,1988,5,17732
5069,1988,24,82231
5069,1989,17,81568
5069,1990,17,80543
5069,1991,17,80598
5069,1992,26,80667
5069,1993,21,80286
5069,1994,25,80489
5069,1995,32,80106
5069,1996,29,79888
5069,1997,24,79740
5069,1998,23,79402
5071,1988,3,16664
5073,1988,2,8961
5075,1988,5,16153
5077,1988,1,12690
5079,1988,1,12766
5081,1988,2,12986
5083,1988,8,18953
5085,1988,9,36165
5085,1992,10,38792
5085,1994,12,42182
5085,1995,10,43850
5087,1988,4,10808
5089,1988,1,10949
5091,1988,7,36957
5091,1989,11,36338
5091,1990,13,36068
5091,1991,11,36092
5091,1995,11,37087
5091,1997,20,37709
5093,1988,12,55043
5093,1989,17,54971
5093,1991,15,54523
5093,1992,19,52515
5093,1993,20,48800
5093,1994,13,48830
5093,1995,21,48924
5093,1996,18,48971
5093,1997,19,49212
5093,1998,20,49545
5095,1988,1,10905
5097,1988,4,7257
5099,1988,4,9603
5101,1988,1,7348
5103,1988,12,29312
5103,1991,11,27763
5103,1992,10,27632
5103,1994,12,27367
5103,1996,11,26819
5103,1997,13,26772
5105,1988,4,7528
5107,1988,8,27785
5107,1995,13,26014
5107,1996,10,25887
5107,1998,13,25458
5111,1988,9,23573
5111,1990,13,23008
5111,1997,12,23556
5111,1998,10,23770
5113,1988,1,15739
5115,1988,9,42174
5115,1994,11,47703
5115,1995,16,48596
5117,1988,4,8991
5119,1988,80,334383
5119,1989,87,334245
5119,1990,89,333230
5119,1991,84,335140
5119,1992,86,338240
5119,1993,89,340366
5119,1994,124,339415
5119,1995,119,338638
5119,1996,107,339933
5119,1997,82,338968
5119,1998,85,339751
5121,1988,2,15141
5123,1988,1,27660
5123,1993,11,26894
5123,1994,12,27116
5123,1995,15,27541
5125,1988,17,59357
5125,1989,11,60526
5125,1990,14,61415
5125,1992,11,64580
5125,1993,15,66702
5125,1994,18,69170
5125,1995,13,71677
5125,1996,21,72852
5125,1997,14,74847
5125,1998,19,76407
5129,1988,2,7487
5131,1988,29,94052
5131,1989,18,94035
5131,1990,14,93480
5131,1991,17,95028
5131,1992,19,96703
5131,1993,19,98706
5131,1994,25,99671
5131,1995,21,101455
5131,1996,28,103074
5131,1997,16,104404
5131,1998,25,105008
5133,1988,3,12550
5135,1988,5,12712
5137,1988,1,8886
5139,1988,17,44058
5139,1989,12,43299
5139,1990,13,43234
5139,1992,15,43191
5139,1993,19,43094
5139,1995,19,42825
5139,1996,15,42602
5139,1997,14,42191
5139,1998,15,42241
5141,1988,1,12853
5143,1988,14,104503
5143,1989,12,105955
5143,1991,28,113130
5143,1992,17,116523
5143,1993,31,122298
5143,1994,25,127852
5143,1995,30,134302
5143,1996,25,139273
5143,1997,19,142638
5143,1998,17,144799
5145,1988,13,49969
5145,1992,17,53362
5145,1993,17,54570
5145,1994,15,55809
5145,1995,10,57269
5145,1996,10,58801
5145,1997,12,59916
5145,1998,12,61549
5147,1988,4,9090
5149,1988,3,16639
6001,1988,324,1199494
6001,1989,433,1218886
6001,1990,418,1224926
6001,1991,464,1259958
6001,1992,485,1272550
6001,1993,515,1277969
6001,1994,529,1279394
6001,1995,507,1282853
6001,1996,419,1293891
6001,1997,341,1314056
6001,1998,287,1338710
6005,1988,6,25255
6005,1994,10,30744
6007,1988,33,160030
6007,1989,41,164228
6007,1990,54,169199
6007,1991,51,173862
6007,1992,32,176374
6007,1993,52,178502
6007,1994,45,179901
6007,1995,56,181074
6007,1996,46,180932
6007,1997,33,182087
6007,1998,34,183790
6009,1988,2,26524
6009,1991,11,31870
6011,1988,4,14747
6013,1988,172,728070
6013,1989,186,752104
6013,1990,215,769819
6013,1991,226,785641
6013,1992,246,800370
6013,1993,248,811531
6013,1994,258,819361
6013,1995,322,827917
6013,1996,224,837918
6013,1997,165,854968
6013,1998,139,872119
6015,1988,1,19374
6015,1998,11,26652
6017,1988,31,108323
6017,1989,18,114096
6017,1990,31,120946
6017,1991,20,126827
6017,1992,19,129741
6017,1993,38,133104
6017,1994,29,135283
6017,1995,30,137462
6017,1996,23,139379
6017,1997,22,141822
6017,1998,18,144315
6019,1988,90,602082
6019,1989,119,624480
6019,1990,138,640581
6019,1991,171,662415
6019,1992,179,680381
6019,1993,161,696260
6019,1994,195,708234
6019,1995,188,716765
6019,1996,167,727603
6019,1997,125,736312
6019,1998,150,743239
6021,1988,6,22460
6023,1988,22,109288
6023,1989,18,111424
6023,1990,30,113134
6023,1991,16,114911
6023,1992,28,116430
6023,1993,27,117405
6023,1994,38,117111
6023,1995,34,118886
6023,1996,28,118917
6023,1997,19,119721
6023,1998,27,119584
6025,1988,21,98857
6025,1989,27,102210
6025,1990,28,105946
6025,1991,23,113236
6025,1992,33,119773
6025,1993,17,128398
6025,1994,23,129818
6025,1995,25,132321
6025,1996,29,133070
6025,1997,26,133472
6025,1998,28,134454
6027,1988,3,16591
6029,1988,120,493085
6029,1989,121,509328
6029,1990,121,524108
6029,1991,156,548020
6029,1992,144,568113
6029,1993,188,577080
6029,1994,160,591541
6029,1995,157,595974
6029,1996,144,601691
6029,1997,134,608927
6029,1998,127,617052
6031,1988,17,91777
6031,1989,19,96858
6031,1990,15,98540
6031,1991,17,101029
6031,1992,14,104058
6031,1993,22,105753
6031,1994,16,108015
6031,1995,18,110086
6031,1996,31,111706
6031,1997,19,112801
6031,1998,25,117502
6033,1988,24,43935
6033,1989,22,44772
6033,1990,20,46269
6033,1991,18,48423
6033,1992,21,49696
6033,1993,34,50617
6033,1994,26,51217
6033,1995,21,51378
6033,1996,20,51281
6033,1997,18,51123
6033,1998,21,51503
6035,1988,5,25750
6037,1988,2525,8354142
6037,1989,3078,8485817
6037,1990,3126,8546671
6037,1991,3136,8608371
6037,1992,3402,8708341
6037,1993,3540,8744771
6037,1994,3574,8733924
6037,1995,3441,8718357
6037,1996,2621,8747015
6037,1997,1823,8813724
6037,1998,1772,8913914
6039,1988,11,78091
6039,1989,13,80998
6039,1990,17,84197
6039,1991,17,90696
6039,1992,17,95119
6039,1993,25,99459
6039,1994,26,102593
6039,1995,21,104384
6039,1996,33,108000
6039,1997,23,111054
6039,1998,23,113719
6041,1988,56,215365
6041,1989,65,218232
6041,1990,73,218795
6041,1991,86,221045
6041,1992,80,223080
6041,1993,81,224719
6041,1994,86,225273
6041,1995,72,224875
6041,1996,52,223872
6041,1997,42,226448
6041,1998,42,228901
6043,1988,3,12677
6045,1988,21,72397
6045,1989,19,74180
6045,1990,18,75939
6045,1991,21,77015
6045,1992,20,77138
6045,1993,29,77154
6045,1994,25,77420
6045,1995,28,78161
6045,1996,28,78528
6045,1997,15,78955
6045,1998,20,79625
6047,1988,37,162234
6047,1989,30,167392
6047,1990,28,172516
6047,1991,31,179445
6047,1992,36,182619
6047,1993,44,186237
6047,1994,35,190585
6047,1995,38,187894
6047,1996,45,187065
6047,1997,28,190217
6047,1998,33,193936
6049,1988,1,8764
6053,1988,52,333481
6053,1989,55,337498
6053,1990,70,342458
6053,1991,73,350583
6053,1992,71,357382
6053,1993,93,355666
6053,1994,77,336729
6053,1995,71,339302
6053,1996,96,345435
6053,1997,48,359532
6053,1998,58,370154
6055,1988,23,98315
6055,1989,27,100648
6055,1990,31,102480
6055,1991,33,103545
6055,1992,35,105451
6055,1993,26,105989
6055,1994,33,106849
6055,1995,45,107278
6055,1996,19,108260
6055,1997,29,109878
6055,1998,23,111456
6057,1988,17,68646
6057,1989,24,71059
6057,1991,21,75615
6057,1992,17,77106
6057,1993,13,77779
6057,1994,17,78779
6057,1995,16,79808
6057,1996,11,80833
6057,1997,11,81857
6057,1998,19,82692
6059,1988,374,2252350
6059,1989,442,2303661
6059,1990,458,2327566
6059,1991,479,2360294
6059,1992,558,2403208
6059,1993,505,2435630
6059,1994,540,2465362
6059,1995,500,2497942
6059,1996,450,2533305
6059,1997,385,2594233
6059,1998,324,2652911
6061,1988,25,146453
6061,1989,21,155074
6061,1990,34,164587
6061,1991,49,172746
6061,1992,31,178066
6061,1993,43,183061
6061,1994,33,189264
6061,1995,35,196435
6061,1996,35,202959
6061,1997,37,209261
6061,1998,28,217206
6063,1988,5,18229
6065,1988,237,945166
6065,1989,335,1030473
6065,1990,322,1111276
6065,1991,333,1180217
6065,1992,332,1217866
6065,1993,386,1244024
6065,1994,420,1272842
6065,1995,393,1296014
6065,1996,339,1313144
6065,1997,243,1340011
6065,1998,289,1374810
6067,1988,234,941642
6067,1989,242,969803
6067,1990,279,1000621
6067,1991,284,1061567
6067,1992,302,1074466
6067,1993,373,1078860
6067,1994,431,1079004
6067,1995,437,1088069
6067,1996,368,1099863
6067,1997,252,1111508
6067,1998,253,1126631
6069,1988,3,33086
6069,1993,10,37967
6071,1988,245,1229775
6071,1989,338,1309830
6071,1990,285,1372371
6071,1991,269,1440595
6071,1992,318,1482081
6071,1993,373,1495830
6071,1994,340,1504135
6071,1995,322,1520089
6071,1996,287,1538250
6071,1997,277,1558072
6071,1998,260,1585062
6073,1988,581,2268879
6073,1989,659,2346623
6073,1990,735,2395042
6073,1991,792,2439901
6073,1992,851,2479419
6073,1993,959,2482079
6073,1994,1028,2493461
6073,1995,895,2497963
6073,1996,691,2520582
6073,1997,517,2553959
6073,1998,463,2595096
6075,1988,973,685408
6075,1989,1230,681234
6075,1990,1263,678480
6075,1991,1356,683324
6075,1992,1405,688547
6075,1993,1353,693256
6075,1994,1375,695217
6075,1995,1213,698329
6075,1996,876,705292
6075,1997,378,713830
6075,1998,361,720799
6077,1988,95,437039
6077,1989,93,446304
6077,1990,107,459413
6077,1991,120,469516
6077,1992,101,476568
6077,1993,127,482328
6077,1994,110,487617
6077,1995,118,492542
6077,1996,116,498319
6077,1997,96,504931
6077,1998,105,512587
6079,1988,24,192954
6079,1989,32,201262
6079,1990,35,204840
6079,1991,41,206666
6079,1992,54,207999
6079,1993,34,209224
6079,1994,58,211686
6079,1995,40,214336
6079,1996,33,217153
6079,1997,37,220239
6079,1998,35,223164
6081,1988,122,607067
6081,1989,186,615733
6081,1990,157,618115
6081,1991,184,621309
6081,1992,176,627999
6081,1993,235,633533
6081,1994,197,637995
6081,1995,197,641475
6081,1996,168,647954
6081,1997,122,657425
6081,1998,118,662001
6083,1988,52,337654
6083,1989,66,347068
6083,1990,52,350457
6083,1991,93,354426
6083,1992,81,357324
6083,1993,88,359084
6083,1994,98,362651
6083,1995,107,362155
6083,1996,74,363266
6083,1997,53,367666
6083,1998,58,370828
6085,1988,255,1427328
6085,1989,261,1451798
6085,1990,299,1449767
6085,1991,327,1459931
6085,1992,339,1477148
6085,1993,408,1492484
6085,1994,358,1502915
6085,1995,329,1519052
6085,1996,285,1545806
6085,1997,253,1572355
6085,1998,229,1592604
6087,1988,39,214523
6087,1989,50,220139
6087,1990,41,218525
6087,1991,43,218148
6087,1992,56,221073
6087,1993,37,223408
6087,1994,61,225501
6087,1995,58,226933
6087,1996,39,228693
6087,1997,37,232942
6087,1998,45,238527
6089,1988,23,129561
6089,1989,27,133483
6089,1990,26,139027
6089,1991,24,144858
6089,1992,38,147754
6089,1993,49,148321
6089,1994,35,148931
6089,1995,55,149124
6089,1996,50,149325
6089,1997,38,149950
6089,1998,40,150829
6093,1988,8,39409
6093,1990,13,40758
6093,1992,12,41154
6093,1993,13,40944
6093,1996,12,41277
6093,1998,16,41201
6095,1988,57,301044
6095,1989,74,316842
6095,1990,90,330416
6095,1991,99,342571
6095,1992,95,348262
6095,1993,98,351918
6095,1994,117,353106
6095,1995,155,351766
6095,1996,101,353648
6095,1997,74,356924
6095,1998,60,363050
6097,1988,86,346488
6097,1989,122,358767
6097,1990,131,365594
6097,1991,136,373599
6097,1992,141,380202
6097,1993,162,384962
6097,1994,177,389680
6097,1995,145,395083
6097,1996,136,400314
6097,1997,88,408299
6097,1998,82,416573
6099,1988,94,321459
6099,1989,112,337808
6099,1990,121,354666
6099,1991,94,368363
6099,1992,95,376628
6099,1993,93,383270
6099,1994,128,387399
6099,1995,129,391045
6099,1996,126,395312
6099,1997,88,400655
6099,1998,110,407766
6101,1988,8,58265
6101,1989,17,59752
6101,1991,10,63900
6101,1992,18,65828
6101,1993,17,67171
6101,1994,12,69142
6101,1995,17,70566
6101,1996,19,71414
6101,1997,13,72454
6101,1998,15,72891
6103,1988,6,44128
6103,1989,11,45332
6103,1990,14,46373
6103,1991,16,47688
6103,1992,11,48599
6103,1993,14,49118
6103,1994,14,50660
6103,1995,22,51517
6103,1996,12,51670
6103,1998,13,51322
6105,1988,1,12379
6107,1988,73,284976
6107,1989,56,291336
6107,1990,68,298500
6107,1991,85,309134
6107,1992,74,317322
6107,1993,86,324341
6107,1994,89,330661
6107,1995,87,332930
6107,1996,73,335496
6107,1997,73,339241
6107,1998,82,343995
6109,1988,11,42507
6109,1989,16,44156
6109,1990,10,45644
6109,1992,12,47527
6109,1993,13,48289
6109,1994,12,48432
6109,1996,11,48524
6109,1997,10,48559
6111,1988,81,627154
6111,1989,87,640419
6111,1990,110,644009
6111,1991,104,648511
6111,1992,116,656277
6111,1993,140,661141
6111,1994,110,668860
6111,1995,144,673254
6111,1996,110,678627
6111,1997,117,688090
6111,1998,115,697199
6113,1988,25,128376
6113,1989,32,133005
6113,1990,25,135661
6113,1991,31,139150
6113,1992,31,140506
6113,1993,46,141951
6113,1994,31,143615
6113,1995,43,145992
6113,1996,32,148503
6113,1997,26,151755
6113,1998,28,154488
6115,1988,12,53820
6115,1989,15,54865
6115,1990,18,56023
6115,1991,19,57035
6115,1992,16,58334
6115,1993,16,58779
6115,1994,13,59327
6115,1995,15,58485
6115,1996,15,58219
6115,1997,11,57420
6115,1998,21,57361
8001,1988,36,260185
8001,1989,35,256589
8001,1990,48,257997
8001,1991,45,266827
8001,1992,54,276435
8001,1993,56,285552
8001,1994,58,293180
8001,1995,62,303981
8001,1996,53,313020
8001,1997,38,321617
8001,1998,43,331986
8003,1988,1,13166
8005,1988,47,372958
8005,1989,50,375168
8005,1990,58,381256
8005,1991,56,395014
8005,1992,55,408008
8005,1993,64,418586
8005,1994,66,426941
8005,1995,62,431953
8005,1996,62,438184
8005,1997,47,445656
8005,1998,56,454816
8009,1988,2,4441
8011,1988,1,4976
8013,1988,29,212945
8013,1989,17,216215
8013,1990,25,217950
8013,1991,22,225046
8013,1992,34,232301
8013,1993,36,239021
8013,1994,31,245619
8013,1995,27,250611
8013,1996,18,255414
8013,1997,19,261030
8013,1998,27,267585
8015,1988,3,11851
8019,1988,1,7470
8025,1988,3,3711
8029,1988,3,18950
8031,1988,174,452349
8031,1989,220,444972
8031,1990,254,439649
8031,1991,293,450108
8031,1992,319,466539
8031,1993,361,479076
8031,1994,324,483203
8031,1995,327,489492
8031,1996,258,498083
8031,1997,172,506765
8031,1998,155,511316
8035,1988,1,50615
8035,1994,10,88573
8035,1996,13,113092
8037,1988,3,19268
8041,1988,57,385475
8041,1989,54,386596
8041,1990,72,385438
8041,1991,78,392043
8041,1992,69,409097
8041,1993,66,423341
8041,1994,70,443034
8041,1995,97,454664
8041,1996,70,462381
8041,1997,58,469961
8041,1998,59,480019
8043,1988,4,29885
8043,1995,19,38270
8043,1996,10,39644
8045,1988,4,26686
8059,1988,63,419112
8059,1989,72,422813
8059,1990,68,425135
8059,1991,75,432712
8059,1992,83,442199
8059,1993,76,456202
8059,1994,74,466048
8059,1995,87,473923
8059,1996,70,480540
8059,1997,63,486959
8059,1998,63,492201
8063,1988,3,6779
8065,1988,1,5652
8067,1988,3,30139
8069,1988,23,173583
8069,1989,14,176074
8069,1990,20,178642
8069,1991,21,185169
8069,1992,30,191846
8069,1993,14,199480
8069,1994,34,207889
8069,1995,33,213465
8069,1996,26,218516
8069,1997,18,223470
8069,1998,10,230000
8071,1988,3,12511
8073,1988,2,4219
8075,1988,6,16832
