FIPS,Year,LwrRspDeaths,Population
26099,1998,136,730033
26101,1979,5,21653
26101,1980,6,21606
26101,1981,2,21558
26101,1982,1,21049
26101,1983,5,20738
26101,1984,3,20532
26101,1985,3,20318
26101,1986,7,20186
26101,1987,5,19983
26101,1988,8,19847
26103,1979,8,73460
26103,1980,8,71853
26103,1981,8,71979
26103,1982,12,71103
26103,1983,16,70053
26103,1984,6,69457
26103,1985,6,69172
26103,1986,7,67700
26103,1987,6,67814
26103,1988,4,67256
26103,1989,10,67396
26103,1990,15,67375
26103,1998,14,59781
26105,1979,4,24082
26105,1980,3,24832
26105,1981,2,25147
26105,1982,10,24804
26105,1983,4,24379
26105,1984,4,24156
26105,1985,8,24067
26105,1986,3,23817
26105,1987,3,23354
26105,1988,7,23520
26107,1979,9,35204
26107,1980,4,35734
26107,1981,1,35919
26107,1982,6,35348
26107,1983,7,34737
26107,1984,5,34938
26107,1985,5,35007
26107,1986,6,35250
26107,1987,4,35189
26107,1988,4,35215
26109,1979,1,25218
26109,1980,6,24809
26109,1981,6,24920
26109,1982,3,24710
26109,1983,6,24486
26109,1984,5,24409
26109,1985,5,24268
26109,1986,5,24160
26109,1987,4,24018
26109,1988,4,23792
26111,1979,2,71253
26111,1980,9,71542
26111,1981,9,72754
26111,1982,7,72464
26111,1983,10,72726
26111,1984,7,73223
26111,1985,7,69895
26111,1986,5,69953
26111,1987,5,70325
26111,1988,6,71194
26111,1993,20,75112
26111,1994,11,75677
26111,1996,10,76832
26111,1997,17,77332
26111,1998,12,77687
26113,1979,1,9471
26113,1980,1,9621
26113,1981,1,9900
26113,1982,1,10039
26113,1983,1,10001
26113,1984,2,10195
26113,1987,2,10823
26113,1988,2,10938
26115,1979,20,130068
26115,1980,17,130255
26115,1981,25,130005
26115,1982,19,127513
26115,1983,22,125924
26115,1984,25,125767
26115,1985,34,125296
26115,1986,26,125975
26115,1987,23,126523
26115,1988,20,126536
26115,1989,26,127086
26115,1990,21,127668
26115,1991,32,128690
26115,1992,14,129024
26115,1993,29,129252
26115,1994,25,130467
26115,1995,33,132140
26115,1996,18,133484
26115,1997,29,134938
26115,1998,22,136102
26117,1979,10,44962
26117,1980,8,45423
26117,1981,4,46624
26117,1982,9,46419
26117,1983,15,46325
26117,1984,7,47150
26117,1985,8,47593
26117,1986,7,47706
26117,1987,11,48308
26117,1988,8,49646
26117,1989,11,49935
26117,1990,11,50352
26117,1992,12,52330
26117,1993,10,52904
26117,1994,12,53750
26117,1995,11,54605
26117,1996,24,55410
26117,1997,15,56119
26117,1998,14,56890
26119,1980,4,7087
26119,1982,2,7051
26119,1983,2,7259
26119,1984,7,7255
26119,1985,3,7349
26119,1986,3,7386
26119,1988,2,7654
26121,1979,23,151893
26121,1980,26,151302
26121,1981,28,151777
26121,1982,27,149223
26121,1983,35,147415
26121,1984,25,147768
26121,1985,38,148308
26121,1986,24,148233
26121,1987,24,148503
26121,1988,24,149647
26121,1989,24,150223
26121,1990,41,150566
26121,1991,28,152136
26121,1992,20,153081
26121,1993,40,153724
26121,1994,33,154202
26121,1995,30,154704
26121,1996,29,155912
26121,1997,29,157025
26121,1998,41,157903
26123,1979,6,33007
26123,1980,8,33288
26123,1981,8,33773
26123,1982,7,33830
26123,1983,4,33488
26123,1984,8,33752
26123,1985,7,34209
26123,1986,9,34473
26123,1987,3,34978
26123,1988,7,35422
26123,1989,10,35677
26123,1992,11,38720
26125,1979,110,975968
26125,1980,102,977233
26125,1981,115,964898
26125,1982,97,959929
26125,1983,95,957807
26125,1984,123,967440
26125,1985,140,979689
26125,1986,150,994236
26125,1987,127,1009345
26125,1988,146,1018358
26125,1989,140,1027037
26125,1990,145,1036480
26125,1991,135,1051454
26125,1992,133,1065775
26125,1993,142,1076411
26125,1994,156,1087330
26125,1995,157,1099382
26125,1996,168,1108773
26125,1997,173,1115890
26125,1998,192,1119818
26127,1979,3,21131
26127,1980,3,20992
26127,1981,3,21060
26127,1982,3,20822
26127,1983,10,20678
26127,1984,3,20610
26127,1985,3,20871
26127,1986,1,20792
26127,1987,1,20652
26127,1988,4,21067
26129,1979,4,15433
26129,1980,5,15619
26129,1981,3,15915
26129,1982,2,15959
26129,1983,5,16058
26129,1984,3,16286
26129,1985,4,16207
26129,1986,6,16122
26129,1987,9,16402
26129,1988,4,17004
26129,1989,11,17180
26129,1990,11,17394
26129,1997,14,19555
26131,1979,2,9837
26131,1980,3,9383
26131,1982,2,9708
26131,1983,2,9398
26131,1984,1,8965
26131,1985,5,8555
26131,1986,1,8364
26131,1987,3,8372
26131,1988,1,8161
26133,1979,5,17769
26133,1980,2,17978
26133,1981,3,18546
26133,1982,3,18471
26133,1983,2,18590
26133,1984,5,18610
26133,1985,3,18650
26133,1986,3,18738
26133,1987,2,18671
26133,1988,6,18873
26135,1979,3,6216
26135,1980,5,6442
26135,1982,3,6659
26135,1983,1,6630
26135,1984,3,6675
26135,1987,3,6831
26135,1988,2,7129
26137,1979,1,14059
26137,1980,4,14366
26137,1982,2,14714
26137,1983,4,14700
26137,1984,1,14697
26137,1985,3,14982
26137,1986,2,15289
26137,1987,4,15783
26137,1988,1,16097
26139,1979,13,149405
26139,1980,5,151935
26139,1981,9,155652
26139,1982,11,155531
26139,1983,15,156182
26139,1984,12,158643
26139,1985,12,161370
26139,1986,17,164057
26139,1987,15,167533
26139,1988,11,172036
26139,1989,17,176052
26139,1990,27,179812
26139,1991,26,185533
26139,1992,21,189130
26139,1993,16,192930
26139,1994,17,197177
26139,1995,13,202423
26139,1996,21,207851
26139,1997,19,213059
26139,1998,22,218174
26141,1979,1,13737
26141,1981,2,13503
26141,1982,4,13213
26141,1983,1,13059
26141,1984,2,12903
26141,1985,2,12871
26141,1986,4,12799
26141,1987,2,12759
26141,1988,3,12703
26143,1979,9,15476
26143,1980,1,15491
26143,1981,3,16083
26143,1982,6,16162
26143,1983,6,16086
26143,1984,5,16404
26143,1985,2,16512
26143,1986,3,16695
26143,1987,8,17003
26143,1988,2,17453
26145,1979,29,219244
26145,1980,26,220274
26145,1981,27,215771
26145,1982,19,212253
26145,1983,20,208622
26145,1984,28,207423
26145,1985,37,205646
26145,1986,41,205304
26145,1987,23,204202
26145,1988,33,203276
26145,1989,34,201940
26145,1990,26,201211
26145,1991,26,201463
26145,1992,39,201182
26145,1993,42,200496
26145,1994,53,200463
26145,1995,38,199892
26145,1996,36,199310
26145,1997,25,198534
26145,1998,33,197678
26147,1979,25,133221
26147,1980,19,132979
26147,1981,20,133815
26147,1982,21,132353
26147,1983,33,130947
26147,1984,23,131356
26147,1985,32,131708
26147,1986,34,132941
26147,1987,39,134437
26147,1988,30,135254
26147,1989,30,136289
26147,1990,47,138200
26147,1991,22,140824
26147,1992,25,142200
26147,1993,30,143526
26147,1994,23,144824
26147,1995,41,146433
26147,1996,43,147798
26147,1997,25,149555
26147,1998,42,151503
26149,1979,10,52863
26149,1980,8,53541
26149,1981,8,54903
26149,1982,5,54621
26149,1983,8,54000
26149,1984,7,54616
26149,1985,15,55078
26149,1986,11,55155
26149,1987,6,55511
26149,1988,11,55505
26149,1990,16,55469
26149,1991,11,55632
26149,1992,15,55799
26149,1994,15,56589
26149,1995,14,57066
26149,1997,14,57753
26149,1998,14,57871
26151,1979,3,38310
26151,1980,6,38567
26151,1981,10,38804
26151,1982,12,38016
26151,1983,7,37404
26151,1984,8,37365
26151,1985,12,37127
26151,1986,7,37327
26151,1987,5,37537
26151,1988,6,37260
26151,1989,10,37149
26151,1992,11,38154
26151,1996,10,40025
26151,1998,10,40749
26153,1979,3,8200
26153,1980,3,8064
26153,1982,3,8051
26153,1984,3,7969
26153,1985,1,7799
26153,1986,1,7697
26153,1987,3,7559
26153,1988,1,7573
26155,1979,10,68995
26155,1980,9,68670
26155,1981,8,68712
26155,1982,3,67547
26155,1983,8,66435
26155,1984,8,66320
26155,1985,11,66165
26155,1986,10,66545
26155,1987,15,66936
26155,1988,7,66961
26155,1989,11,66552
26155,1991,15,67009
26155,1992,10,67263
26155,1994,11,67836
26155,1995,11,67997
26155,1996,13,68107
26155,1997,10,68052
26157,1979,5,54269
26157,1980,7,54896
26157,1981,8,54984
26157,1982,8,53863
26157,1983,11,53009
26157,1984,10,53022
26157,1985,10,52677
26157,1986,15,52664
26157,1987,8,52698
26157,1988,10,53007
26157,1989,14,52753
26157,1992,11,53194
26157,1993,16,53532
26157,1994,12,53708
26157,1997,11,54579
26157,1998,12,54547
26159,1979,13,62808
26159,1980,8,63515
26159,1981,11,64331
26159,1982,6,63720
26159,1983,11,63273
26159,1984,9,62927
26159,1985,11,62838
26159,1986,14,63271
26159,1987,12,64007
26159,1988,16,64786
26159,1989,14,65690
26159,1992,14,68211
26159,1993,12,69177
26159,1994,11,69785
26159,1995,24,70241
26159,1996,13,70973
26159,1997,13,71147
26159,1998,10,71447
26161,1979,19,256232
26161,1980,23,258016
26161,1981,24,255591
26161,1982,24,253266
26161,1983,27,252994
26161,1984,28,253544
26161,1985,34,255234
26161,1986,33,258658
26161,1987,25,262205
26161,1988,23,265098
26161,1989,17,271161
26161,1990,28,274143
26161,1991,33,278054
26161,1992,32,280902
26161,1993,34,281845
26161,1994,35,283749
26161,1995,24,287550
26161,1996,33,292239
26161,1997,35,297293
26161,1998,29,300983
26163,1979,310,2259002
26163,1980,302,2243930
26163,1981,352,2178920
26163,1982,334,2135061
26163,1983,351,2100574
26163,1984,337,2083289
26163,1985,408,2074036
26163,1986,378,2069877
26163,1987,387,2062963
26163,1988,386,2036440
26163,1989,349,2024779
26163,1990,374,2010434
26163,1991,377,2008837
26163,1992,364,2008109
26163,1993,404,2005129
26163,1994,331,1999397
26163,1995,350,1998869
26163,1996,347,1999012
26163,1997,298,1985263
26163,1998,348,1969148
26165,1979,2,23594
26165,1980,4,23831
26165,1981,6,24457
26165,1982,6,24284
26165,1983,5,24110
26165,1984,1,24202
26165,1985,7,24555
26165,1986,8,24297
26165,1987,5,24366
26165,1988,5,24629
26165,1991,11,25196
26165,1998,10,27832
27001,1979,1,12049
27001,1980,3,12383
27001,1981,1,12234
27001,1982,2,12191
27001,1983,4,12336
27001,1984,2,12073
27001,1985,5,11927
27001,1986,1,11621
27001,1987,4,11508
27001,1988,1,11357
27003,1979,6,188968
27003,1980,13,193173
27003,1981,8,197089
27003,1982,17,199711
27003,1983,20,201567
27003,1984,16,204966
27003,1985,18,209323
27003,1986,16,214129
27003,1987,20,220448
27003,1988,24,227719
27003,1989,11,232994
27003,1990,28,238695
27003,1991,31,246495
27003,1992,27,251607
27003,1993,23,255994
27003,1994,50,261967
27003,1995,31,266584
27003,1996,32,271117
27003,1997,38,275416
27003,1998,21,280088
27005,1979,5,27527
27005,1980,8,27589
27005,1981,6,27613
27005,1982,6,27222
27005,1983,6,26789
27005,1984,5,26665
27005,1985,2,26241
27005,1986,5,26124
27005,1987,3,25897
27005,1988,4,25938
27007,1979,5,28911
27007,1980,5,29759
27007,1981,3,30588
27007,1982,4,31412
27007,1983,5,31132
27007,1984,4,31179
27007,1985,4,31425
27007,1986,6,31161
27007,1987,5,31236
27007,1988,3,31634
27009,1980,2,23918
27009,1981,4,24445
27009,1983,2,24807
27009,1984,2,25005
27009,1985,1,25275
27009,1986,3,25862
27009,1987,5,26356
27009,1988,5,27097
27011,1981,1,6939
27011,1982,1,6870
27011,1984,1,6607
27011,1985,2,6351
27011,1988,1,5800
27013,1979,10,49187
27013,1980,5,49703
27013,1981,3,49938
27013,1982,5,49949
27013,1983,5,49864
27013,1984,4,49920
27013,1985,7,49978
27013,1986,13,49885
27013,1987,3,49839
27013,1988,5,50425
27013,1993,10,50507
27013,1998,11,51598
27015,1980,2,26728
27015,1981,1,26617
27015,1982,2,26605
27015,1983,3,26525
27015,1984,2,26302
27015,1985,1,25903
27015,1986,4,25418
27015,1987,4,25155
27015,1988,3,25102
27017,1979,3,28998
27017,1980,6,28437
27017,1981,4,28282
27017,1982,4,28166
27017,1983,8,28144
27017,1984,8,27842
27017,1985,4,27599
27017,1986,12,27037
27017,1987,3,26994
27017,1988,2,26925
27019,1979,4,35463
27019,1980,3,35632
27019,1981,1,36535
27019,1982,3,36998
27019,1983,7,37212
27019,1984,4,37723
27019,1985,1,38677
27019,1986,3,39589
27019,1987,5,41009
27019,1988,1,42971
27021,1979,2,19365
27021,1980,4,19591
27021,1981,7,19560
27021,1982,3,19507
27021,1983,3,19696
27021,1984,7,19990
27021,1985,5,19894
27021,1986,5,19910
27021,1987,1,19666
27021,1988,5,19736
27023,1979,6,13918
27023,1980,2,13683
27023,1981,1,13520
27023,1982,3,13408
27023,1983,1,13206
27023,1985,1,12898
27023,1986,3,12591
27023,1987,4,12304
27023,1988,1,12190
27025,1979,3,23902
27025,1980,4,24395
27025,1981,3,24760
27025,1982,2,25070
27025,1983,1,25361
27025,1985,4,25958
27025,1986,2,26236
27025,1987,6,26424
27025,1988,5,27412
27027,1979,3,46942
27027,1980,5,47058
27027,1981,7,47139
27027,1982,2,46840
27027,1983,4,46978
27027,1984,11,46456
27027,1985,5,46556
27027,1986,5,46034
27027,1987,5,46119
27027,1988,3,46768
27027,1989,15,47288
27029,1979,3,8040
27029,1980,2,8081
27029,1981,1,8026
27029,1984,2,7912
27029,1985,4,7918
27029,1986,2,7769
27029,1987,1,7683
27029,1988,4,7627
27031,1980,1,3881
27033,1979,4,13922
27033,1980,2,13570
27033,1981,2,13286
27033,1982,2,13139
27033,1983,2,12937
27033,1984,2,12714
27033,1985,3,12507
27033,1988,2,11666
27035,1979,8,38485
27035,1980,5,39292
27035,1981,3,39140
27035,1982,8,39119
27035,1983,8,39069
27035,1984,6,39399
27035,1985,9,39430
27035,1986,8,39404
27035,1987,10,39363
27035,1988,6,39885
27035,1993,14,44586
27035,1997,10,48197
27037,1979,7,186296
27037,1980,6,189995
27037,1981,11,195299
27037,1982,19,199656
27037,1983,11,202166
27037,1984,27,208499
27037,1985,20,215621
27037,1986,24,222951
27037,1987,22,235108
27037,1988,30,248532
27037,1989,19,258815
27037,1990,19,268042
27037,1991,28,279385
27037,1992,23,288693
27037,1993,32,297583
27037,1994,29,302424
27037,1995,26,310142
27037,1996,29,318421
27037,1997,35,325214
27037,1998,17,332560
27039,1980,2,13866
27039,1981,1,13930
27039,1982,2,14149
27039,1983,3,14276
27039,1984,1,14303
27039,1985,4,14266
27039,1987,3,14246
27039,1988,2,14366
27041,1979,3,25532
27041,1980,2,25852
27041,1981,4,26019
27041,1982,1,26025
27041,1983,4,26075
27041,1984,4,26153
27041,1985,3,26290
27041,1986,4,26095
27041,1987,2,25823
27041,1988,2,26090
27043,1979,2,17908
27043,1980,4,18082
27043,1981,4,17787
27043,1982,3,17556
27043,1983,3,17239
27043,1984,2,17073
27043,1985,1,16785
27043,1986,1,16379
27043,1987,1,16015
27043,1988,6,15743
27045,1979,4,20215
27045,1980,2,20038
27045,1981,2,19981
27045,1982,7,19793
27045,1983,4,19665
27045,1984,4,19559
27045,1985,3,19411
27045,1986,7,19130
27045,1988,6,18825
27047,1979,4,34268
27047,1980,9,33869
27047,1981,5,33412
27047,1982,7,32996
27047,1983,6,32646
27047,1984,5,32310
27047,1985,10,31735
27047,1986,9,31214
27047,1987,2,30753
27047,1988,7,30779
27047,1989,10,30403
27049,1979,2,35755
27049,1980,5,36016
27049,1981,1,36143
27049,1982,4,36228
27049,1983,4,36114
27049,1984,2,36258
27049,1985,2,36241
27049,1986,7,36229
27049,1987,1,36328
27049,1988,2,36779
27049,1989,12,37037
27049,1996,10,39372
27051,1980,1,6476
27051,1982,2,6352
27051,1983,3,6311
27051,1984,1,6158
27051,1985,6,6042
27051,1987,1,5727
27053,1979,82,888039
27053,1980,90,897600
27053,1981,112,908783
27053,1982,109,915551
27053,1983,117,919769
27053,1984,126,925496
27053,1985,140,937933
27053,1986,127,948867
27053,1987,141,956011
27053,1988,133,969092
27053,1989,121,976165
27053,1990,137,980664
27053,1991,179,989655
27053,1992,157,995058
27053,1993,154,1003373
27053,1994,145,1011871
27053,1995,152,1018793
27053,1996,162,1024807
27053,1997,120,1029732
27053,1998,156,1038346
27055,1979,1,18104
27055,1980,2,17134
27055,1981,1,17184
27055,1984,3,17114
27055,1985,2,17097
27055,1986,1,16993
27055,1987,3,16910
27055,1988,2,17053
27057,1979,2,12637
27057,1980,3,13267
27057,1981,3,13199
27057,1982,1,13255
27057,1983,2,13410
27057,1984,2,13308
27057,1985,4,13550
27057,1986,3,13604
27057,1987,2,13606
27059,1979,2,21909
27059,1980,2,22436
27059,1981,1,22640
27059,1982,4,22770
27059,1983,4,22793
27059,1984,1,23109
27059,1985,2,23210
27059,1986,1,23151
27059,1987,2,23460
27059,1988,2,23950
27061,1979,5,40329
27061,1980,7,41211
27061,1981,6,41077
27061,1982,4,40731
27061,1983,4,40267
27061,1984,3,39971
27061,1985,7,39683
27061,1986,6,39060
27061,1987,8,38443
27061,1988,10,38020
27061,1991,12,38295
27061,1993,10,39137
27063,1979,3,12948
27063,1980,2,12665
27063,1981,2,12533
27063,1982,2,12412
27063,1983,3,12229
27063,1984,2,12029
27063,1985,3,11811
27063,1986,3,11465
27063,1988,2,10878
27065,1979,5,11220
27065,1980,3,11509
27065,1983,2,11615
27065,1985,4,11649
27065,1986,4,11473
27065,1987,2,11581
27065,1988,1,11787
27067,1979,2,33812
27067,1980,3,34554
27067,1981,5,35010
27067,1982,2,35290
27067,1984,7,35349
27067,1985,3,35148
27067,1986,3,35092
27067,1987,2,35148
27067,1988,4,35782
27069,1979,2,6295
27069,1981,1,6127
27069,1984,1,5739
27069,1985,2,5628
27069,1987,1,5459
27069,1988,1,5338
27071,1979,2,16786
27071,1980,5,16831
27071,1981,3,16732
27071,1982,4,16376
27071,1983,6,16071
27071,1984,4,16026
27071,1985,3,15653
27071,1986,1,14886
27071,1987,1,14498
27071,1988,2,14318
27073,1983,1,9274
27073,1985,1,8946
27073,1987,1,8387
27073,1988,1,8180
27075,1980,2,12505
27075,1981,1,12025
27075,1983,1,11451
27075,1984,1,10958
27075,1986,2,10526
27075,1987,1,10151
27075,1988,1,9826
27077,1981,2,3512
27077,1987,1,3523
27077,1988,1,3666
27079,1979,3,21861
27079,1980,2,21886
27079,1981,4,21915
27079,1982,1,21798
27079,1983,1,21880
27079,1985,2,21871
27079,1986,1,21603
27079,1987,3,21444
27079,1988,1,21501
27081,1979,3,7448
27081,1980,1,7486
27081,1981,2,7401
27081,1982,1,7207
27081,1984,2,6849
27081,1986,2,6457
27081,1987,3,6293
27083,1979,4,23582
27083,1980,1,23762
27083,1981,2,23754
27083,1982,4,23881
27083,1983,2,23652
27083,1984,5,23821
27083,1985,2,23582
27083,1986,3,23147
27083,1988,8,23095
27085,1980,1,27857
27085,1981,1,27973
27085,1982,6,28069
27085,1983,1,28200
27085,1984,4,28475
27085,1985,1,28595
27085,1986,1,28975
27085,1987,1,29064
27085,1988,6,29649
27087,1979,1,5231
27087,1982,1,5103
27087,1984,1,4899
27087,1986,1,4802
27087,1987,2,4740
27087,1988,1,4673
27089,1979,3,12330
27089,1980,2,12120
27089,1981,3,11924
27089,1984,3,11292
27089,1985,1,11164
27089,1986,2,10812
27089,1987,2,10603
27091,1979,3,22858
27091,1980,2,22862
27091,1981,3,22953
27091,1982,5,22944
27091,1983,3,22945
27091,1985,6,22514
27091,1986,3,21930
27091,1987,7,21396
27091,1988,2,20905
27093,1979,2,19261
27093,1981,5,19307
27093,1982,1,19320
27093,1983,2,19322
27093,1984,6,19352
27093,1985,1,19248
27093,1987,3,18967
27093,1988,1,19275
27095,1979,3,17102
27095,1980,7,17102
27095,1981,2,17121
27095,1982,3,17158
27095,1983,6,16989
27095,1984,3,17087
27095,1985,4,17010
27095,1986,1,16887
27095,1987,2,16859
27095,1988,4,16995
27097,1979,6,27100
27097,1980,4,27530
27097,1981,2,27466
27097,1982,5,27358
27097,1983,4,27506
27097,1984,3,27575
27097,1985,1,27389
27097,1987,5,27315
27097,1988,4,27452
27099,1979,7,38714
27099,1980,3,37732
27099,1981,3,37219
27099,1982,7,36491
27099,1983,3,36600
27099,1984,10,36538
27099,1985,4,36239
27099,1986,6,35375
27099,1987,2,34710
27099,1988,4,34378
27101,1980,1,10724
27101,1981,2,10475
27101,1984,4,10084
27101,1985,1,9788
27101,1987,1,9273
27101,1988,3,9223
27103,1980,1,25742
27103,1981,2,25871
27103,1982,2,25915
27103,1983,1,25690
27103,1984,2,25712
27103,1985,3,25921
27103,1986,3,25996
27103,1987,5,26087
27103,1988,1,26390
27105,1979,3,20515
27105,1980,6,20318
27105,1981,4,20144
27105,1982,3,19897
27105,1983,2,19840
27105,1984,4,19581
27105,1985,4,19210
27105,1986,8,18724
27105,1987,2,18545
27105,1988,6,18386
27107,1979,1,8415
27107,1980,1,8431
27107,1981,1,8279
27107,1983,1,7885
27107,1984,1,7680
27107,1985,5,7536
27107,1987,1,7315
27107,1988,4,7304
27109,1979,12,88023
27109,1980,11,88367
27109,1981,10,89661
27109,1982,14,90283
27109,1983,8,91364
27109,1984,7,92564
27109,1985,6,94109
27109,1986,8,94430
27109,1987,12,95515
27109,1988,8,98259
27109,1989,10,99997
27109,1992,15,105783
27109,1993,15,108358
27109,1994,11,108808
27109,1995,11,108628
27109,1996,13,109332
27109,1998,11,113659
27111,1979,8,47326
27111,1980,6,47925
27111,1981,4,47717
27111,1982,11,47447
27111,1983,7,47388
27111,1984,4,47275
27111,1985,5,46891
27111,1986,8,46331
27111,1987,8,46052
27111,1988,5,46234
27111,1991,11,46375
27111,1993,11,47213
27113,1979,2,14390
27113,1980,3,14243
27113,1981,1,14018
27113,1982,2,13478
27113,1984,1,13054
27113,1985,2,12947
27113,1986,5,12747
27113,1987,2,12404
27113,1988,2,12239
27115,1979,3,18358
27115,1981,3,18824
27115,1982,4,18900
27115,1983,6,19068
27115,1984,5,19180
27115,1985,4,19280
27115,1986,4,19075
27115,1988,1,19360
27117,1979,1,10804
27117,1980,2,10671
27117,1981,1,10549
27117,1982,2,10465
27117,1984,2,10119
27117,1985,2,9874
27117,1987,2,9581
27117,1988,4,9731
27119,1979,4,32579
27119,1980,4,32523
27119,1981,4,32144
27119,1982,3,31842
27119,1983,3,31551
27119,1984,4,31208
27119,1985,3,30778
27119,1986,4,30496
27119,1987,7,30124
27119,1988,1,30184
27119,1994,12,29769
27121,1980,3,10647
27121,1981,1,10431
27121,1984,3,10287
27121,1985,1,10033
27121,1986,2,9806
27121,1988,4,9616
27123,1979,38,433102
27123,1980,52,437191
27123,1981,48,441518
27123,1982,61,443925
27123,1983,53,444598
27123,1984,60,445261
27123,1985,53,448876
27123,1986,60,453227
27123,1987,77,454289
27123,1988,55,457237
27123,1989,61,459212
27123,1990,79,458316
27123,1991,74,460404
27123,1992,72,463045
27123,1993,83,463588
27123,1994,77,464606
27123,1995,83,466568
27123,1996,80,468450
27123,1997,71,472382
27123,1998,74,475728
27125,1980,1,5111
27125,1986,3,4417
27127,1981,3,17606
27127,1982,4,17575
27127,1983,3,17551
27127,1984,1,17124
27127,1985,1,17042
27127,1986,4,16467
27127,1987,1,16277
27127,1988,3,15942
27129,1979,3,18735
27129,1980,4,18792
27129,1981,4,18434
27129,1982,2,18203
27129,1984,3,17991
27129,1985,2,17727
27129,1986,5,17117
27129,1987,6,16798
27129,1988,2,16473
27131,1979,4,43554
27131,1980,6,43746
27131,1981,6,44237
27131,1982,5,44510
27131,1983,6,44425
27131,1984,5,44316
27131,1985,6,44398
27131,1986,7,44666
27131,1987,8,44908
27131,1988,6,45478
27131,1990,12,46400
27131,1996,10,50467
27131,1998,10,51996
27133,1980,2,9964
27133,1982,1,9673
27133,1984,1,9654
27133,1985,1,9510
27133,1986,1,9219
27133,1987,1,8934
27133,1988,1,8959
27135,1979,1,11767
27135,1980,2,11821
27135,1981,4,11597
27135,1982,4,11538
27135,1983,1,11623
27135,1985,2,12161
27135,1986,4,12448
27135,1987,2,12830
27135,1988,1,13425
27137,1979,41,209462
27137,1980,24,210564
27137,1981,28,207940
27137,1982,37,204889
27137,1983,38,199654
27137,1984,44,194961
27137,1985,39,190575
27137,1986,37,186920
27137,1987,42,184188
27137,1988,45,182417
27137,1989,41,182355
27137,1990,39,182852
27137,1991,37,183938
27137,1992,32,184912
27137,1993,41,184435
27137,1994,39,184335
27137,1995,42,182110
27137,1996,33,182168
27137,1997,38,182795
27137,1998,41,182300
27139,1980,2,42387
27139,1981,3,43458
27139,1983,3,44383
27139,1984,1,45611
27139,1985,2,47327
27139,1986,3,48725
27139,1987,6,50817
27139,1988,7,53089
27141,1979,4,27814
27141,1980,4,28809
27141,1981,3,29861
27141,1982,3,30739
27141,1983,5,31204
27141,1984,3,32026
27141,1985,5,33175
27141,1986,7,34180
27141,1987,1,35615
27141,1988,5,37196
27143,1979,2,14264
27143,1981,2,14220
27143,1982,1,14190
27143,1983,1,14104
27143,1985,1,13751
27143,1987,1,13401
27143,1988,2,13320
27145,1979,7,103578
27145,1980,8,103991
27145,1981,7,105121
27145,1982,5,105573
27145,1983,10,106200
27145,1984,14,106778
27145,1985,15,107733
27145,1986,7,108409
27145,1987,11,109088
27145,1988,12,110748
27145,1990,12,113221
27145,1994,12,119244
27145,1998,11,123475
27147,1979,1,28518
27147,1980,1,28646
27147,1981,3,28728
27147,1982,5,28513
27147,1983,2,28424
27147,1984,4,28095
27147,1985,4,28009
27147,1986,2,27908
27147,1987,6,27978
27147,1988,4,28072
27149,1979,2,10401
27149,1980,2,10591
27149,1981,3,10498
27149,1982,1,10494
27149,1983,1,10187
27149,1984,2,10178
27149,1985,1,10173
27149,1987,2,9861
27151,1979,2,11999
27151,1981,1,11628
27151,1982,2,11505
27151,1983,2,11306
27151,1984,1,11280
27151,1985,1,10858
27151,1986,2,10470
27151,1987,5,10041
27151,1988,3,9907
27153,1979,3,23181
27153,1980,2,23325
27153,1981,2,23380
27153,1982,4,23279
27153,1983,2,23191
27153,1984,3,23079
27153,1985,3,22778
27153,1986,6,22485
27153,1987,2,22066
27153,1988,1,21966
27155,1980,1,5012
27155,1983,4,4858
27155,1985,3,4571
27155,1986,1,4421
27155,1988,1,4092
27157,1979,1,18191
27157,1980,7,18050
27157,1981,1,18153
27157,1982,4,17982
27157,1983,2,18143
27157,1984,4,18099
27157,1985,2,18125
27157,1986,1,17996
27157,1987,7,17794
27157,1988,2,18179
27159,1979,3,13222
27159,1980,4,13137
27159,1982,1,12901
27159,1983,2,12709
27159,1984,3,12703
27159,1985,5,12518
27159,1986,3,12465
27159,1988,4,12069
27161,1979,1,17035
27161,1980,2,17288
27161,1981,2,17194
27161,1982,3,17299
27161,1983,3,17134
27161,1984,2,16999
27161,1985,1,16876
27161,1987,1,16594
27161,1988,5,16648
27163,1979,8,108521
27163,1980,9,110869
27163,1981,5,113626
27163,1982,7,115854
27163,1983,6,116956
27163,1984,9,119155
27163,1985,13,121401
27163,1986,12,123964
27163,1987,11,127494
27163,1988,14,133322
27163,1990,12,142025
27163,1991,10,148239
27163,1992,19,154029
27163,1993,16,162070
27163,1994,16,169062
27163,1995,18,174096
27163,1996,11,178471
27163,1997,16,182519
27163,1998,18,186324
27165,1981,1,11307
27165,1983,3,11408
27165,1984,1,11304
27165,1985,3,11142
27165,1986,1,10817
27165,1987,1,10488
27165,1988,2,10524
27167,1979,2,7616
27167,1980,1,7862
27167,1983,2,7430
27167,1984,2,7428
27167,1985,1,7324
27167,1986,1,7101
27167,1988,1,6942
27169,1979,4,43612
27169,1980,4,43537
27169,1981,6,43867
27169,1982,3,43842
27169,1983,7,44030
27169,1984,4,44058
27169,1985,4,44222
27169,1986,1,43888
27169,1987,3,43993
27169,1988,6,44249
27169,1996,11,46171
27171,1979,6,54182
27171,1980,4,56235
27171,1981,3,57008
27171,1982,1,57537
27171,1983,4,57796
