FIPS,Year,LwrRspDeaths,Population
8059,1981,53,376243
8059,1982,47,384614
8059,1983,57,393861
8059,1984,57,401830
8059,1985,72,407783
8059,1986,74,412647
8059,1987,63,416677
8059,1988,58,419112
8059,1989,80,422813
8059,1990,78,425135
8059,1991,78,432712
8059,1992,84,442199
8059,1993,65,456202
8059,1994,70,466048
8059,1995,69,473923
8059,1996,75,480540
8059,1997,104,486959
8059,1998,91,492201
8061,1980,1,1818
8061,1982,1,1777
8061,1983,1,1777
8061,1986,1,1665
8063,1980,2,7206
8063,1981,1,7157
8063,1982,4,7181
8063,1983,1,7242
8063,1984,3,7212
8063,1985,3,7029
8063,1986,2,6895
8063,1987,1,6768
8063,1988,6,6779
8065,1980,3,8819
8065,1981,1,8805
8065,1982,2,8359
8065,1986,3,6363
8065,1988,1,5652
8067,1979,4,26448
8067,1980,7,26625
8067,1981,8,27393
8067,1982,4,28467
8067,1983,3,29193
8067,1984,4,29807
8067,1985,4,30353
8067,1986,2,30175
8067,1987,8,30164
8067,1988,5,30139
8067,1996,10,39239
8069,1979,16,140662
8069,1980,15,144213
8069,1981,25,148215
8069,1982,23,152137
8069,1983,17,156310
8069,1984,19,159326
8069,1985,32,163655
8069,1986,27,167872
8069,1987,23,170767
8069,1988,26,173583
8069,1989,34,176074
8069,1990,27,178642
8069,1991,39,185169
8069,1992,37,191846
8069,1993,43,199480
8069,1994,34,207889
8069,1995,26,213465
8069,1996,42,218516
8069,1997,37,223470
8069,1998,42,230000
8071,1979,2,13561
8071,1980,1,13823
8071,1981,1,13906
8071,1982,5,14038
8071,1983,1,13891
8071,1984,3,13580
8071,1985,4,13210
8071,1986,2,12994
8071,1987,4,12784
8071,1988,4,12511
8073,1979,1,4206
8073,1980,1,4330
8073,1981,1,4222
8073,1982,2,4212
8073,1985,2,4286
8073,1987,2,4274
8073,1988,1,4219
8075,1979,3,18263
8075,1980,3,18780
8075,1981,1,18823
8075,1982,3,18817
8075,1983,5,18892
8075,1984,7,18630
8075,1985,4,18283
8075,1986,5,17687
8075,1987,6,17153
8075,1988,10,16832
8077,1979,12,73535
8077,1980,17,78109
8077,1981,17,83945
8077,1982,17,90114
8077,1983,27,91651
8077,1984,22,89878
8077,1985,22,84841
8077,1986,24,82791
8077,1987,20,82552
8077,1988,28,83786
8077,1989,23,85876
8077,1990,34,87643
8077,1991,26,90471
8077,1992,36,91909
8077,1993,28,94232
8077,1994,42,96719
8077,1995,29,98965
8077,1996,31,100829
8077,1997,35,102932
8077,1998,38,104753
8079,1988,1,604
8081,1979,2,12082
8081,1981,2,13117
8081,1982,3,13930
8081,1983,2,14165
8081,1984,2,13249
8081,1985,3,12277
8081,1986,1,11746
8081,1987,4,11129
8081,1988,2,10901
8083,1979,2,15734
8083,1980,3,15914
8083,1981,1,16615
8083,1982,4,17334
8083,1983,8,17927
8083,1984,3,18504
8083,1985,4,18406
8083,1986,3,18295
8083,1987,5,17880
8083,1988,1,17833
8083,1990,14,17741
8083,1992,11,18740
8085,1979,3,22482
8085,1980,8,23381
8085,1981,9,24010
8085,1982,5,24302
8085,1983,2,24639
8085,1984,8,24247
8085,1985,10,23480
8085,1986,3,22860
8085,1987,8,22763
8085,1988,6,22682
8085,1989,12,22799
8085,1995,10,27611
8085,1996,10,28492
8087,1979,2,20684
8087,1980,4,21335
8087,1981,3,21195
8087,1982,6,21370
8087,1983,5,22029
8087,1984,9,21806
8087,1985,3,21450
8087,1986,7,20629
8087,1987,1,20718
8087,1988,6,20482
8087,1991,10,20975
8087,1992,11,21571
8089,1980,10,21135
8089,1981,3,21069
8089,1982,3,20885
8089,1983,7,20984
8089,1984,10,20523
8089,1985,9,20173
8089,1986,5,19941
8089,1987,8,19602
8089,1988,7,19123
8089,1996,10,19113
8091,1980,1,1858
8091,1983,1,2005
8091,1986,1,2001
8093,1980,1,5259
8093,1982,1,5991
8093,1984,1,6342
8093,1986,2,6622
8093,1987,2,6691
8093,1988,2,6755
8095,1979,1,4031
8095,1980,1,4153
8095,1981,1,4139
8095,1982,2,4210
8095,1983,1,4258
8095,1985,3,4025
8095,1986,2,3922
8095,1987,1,3830
8095,1988,1,3791
8097,1980,2,10297
8097,1982,1,10634
8097,1986,1,11040
8097,1988,1,11912
8099,1979,2,12732
8099,1980,3,12433
8099,1981,2,12395
8099,1982,2,12616
8099,1983,2,13163
8099,1984,6,13523
8099,1985,4,13431
8099,1986,3,13377
8099,1987,4,13243
8099,1988,6,13183
8101,1979,24,120652
8101,1980,22,120670
8101,1981,30,120144
8101,1982,33,119563
8101,1983,37,119668
8101,1984,26,117941
8101,1985,33,117347
8101,1986,40,117270
8101,1987,27,117183
8101,1988,34,116350
8101,1989,34,115834
8101,1990,24,115279
8101,1991,41,115446
8101,1992,29,116154
8101,1993,39,118174
8101,1994,38,120109
8101,1995,35,121914
8101,1996,31,123308
8101,1997,38,125184
8101,1998,32,127912
8103,1980,1,6124
8103,1982,1,6871
8103,1983,1,6961
8103,1984,1,6609
8103,1985,1,6481
8103,1988,1,6015
8105,1979,5,9977
8105,1980,3,9957
8105,1981,2,10254
8105,1982,5,10333
8105,1983,5,10485
8105,1984,3,10423
8105,1985,4,10518
8105,1986,1,10686
8105,1987,1,10715
8105,1988,1,10530
8107,1979,1,12761
8107,1980,1,13205
8107,1981,2,13402
8107,1982,1,13808
8107,1983,1,13940
8107,1984,2,13826
8107,1985,1,13579
8107,1986,1,13217
8107,1987,1,13207
8109,1980,2,3784
8109,1982,1,3959
8109,1984,1,3995
8109,1985,3,4025
8109,1988,1,4241
8111,1984,1,948
8113,1982,1,2970
8115,1979,3,3200
8115,1981,2,3003
8115,1982,1,2993
8115,1983,1,2945
8115,1984,2,2888
8115,1985,1,2788
8115,1986,1,2694
8115,1987,2,2582
8117,1980,1,8891
8119,1979,1,7739
8119,1980,1,7892
8119,1982,3,8916
8119,1985,1,10657
8119,1986,2,11155
8119,1987,2,11710
8121,1980,1,4980
8121,1981,1,4858
8121,1982,1,5005
8121,1983,1,5103
8121,1984,2,5043
8121,1985,1,4889
8121,1986,2,4814
8121,1987,1,4773
8121,1988,2,4687
8123,1979,22,116069
8123,1980,19,119290
8123,1981,23,120476
8123,1982,17,121421
8123,1983,19,124847
8123,1984,19,125916
8123,1985,26,126350
8123,1986,28,126403
8123,1987,31,126241
8123,1988,20,126199
8123,1989,34,126440
8123,1990,29,126005
8123,1991,23,128315
8123,1992,32,131471
8123,1993,28,136434
8123,1994,27,140947
8123,1995,37,145542
8123,1996,31,149432
8123,1997,25,154549
8123,1998,31,159390
8125,1979,2,8989
8125,1981,1,8958
8125,1983,2,9226
8125,1984,4,9041
8125,1985,3,9012
8125,1986,3,8881
8125,1988,4,8634
9001,1979,92,767585
9001,1980,88,771722
9001,1981,93,776232
9001,1982,102,780023
9001,1983,120,782768
9001,1984,95,785236
9001,1985,100,789669
9001,1986,89,790131
9001,1987,86,786111
9001,1988,93,783823
9001,1989,111,784466
9001,1990,106,782063
9001,1991,95,785755
9001,1992,93,785549
9001,1993,80,788866
9001,1994,99,791287
9001,1995,76,795573
9001,1996,85,801198
9001,1997,85,806533
9001,1998,82,813329
9003,1979,86,767876
9003,1980,90,769171
9003,1981,79,772566
9003,1982,91,771921
9003,1983,89,776825
9003,1984,100,778979
9003,1985,100,782950
9003,1986,102,789773
9003,1987,108,797523
9003,1988,105,805878
9003,1989,98,804344
9003,1990,110,801776
9003,1991,97,801939
9003,1992,113,797591
9003,1993,98,795443
9003,1994,136,793295
9003,1995,124,788300
9003,1996,123,787013
9003,1997,135,785199
9003,1998,101,787367
9005,1979,24,147694
9005,1980,20,148776
9005,1981,15,150545
9005,1982,25,150895
9005,1983,23,151922
9005,1984,35,152029
9005,1985,17,153243
9005,1986,20,155638
9005,1987,25,157760
9005,1988,19,159806
9005,1989,29,162238
9005,1990,19,163310
9005,1991,29,164334
9005,1992,31,164787
9005,1993,28,165463
9005,1994,35,165620
9005,1995,20,165875
9005,1996,30,166600
9005,1997,30,166876
9005,1998,30,167445
9007,1979,19,122519
9007,1980,15,122994
9007,1981,16,123889
9007,1982,22,123810
9007,1983,18,124518
9007,1984,8,126650
9007,1985,13,127276
9007,1986,15,128467
9007,1987,11,131075
9007,1988,17,133134
9007,1989,17,134456
9007,1990,19,135026
9007,1991,20,135655
9007,1992,17,135797
9007,1993,19,136695
9007,1994,20,137500
9007,1995,22,138563
9007,1996,22,139170
9007,1997,23,140380
9007,1998,16,141473
9009,1979,86,722982
9009,1980,82,722887
9009,1981,103,724106
9009,1982,83,724705
9009,1983,116,729301
9009,1984,103,733825
9009,1985,99,739694
9009,1986,102,744810
9009,1987,102,750723
9009,1988,107,754537
9009,1989,103,755674
9009,1990,108,754089
9009,1991,108,755552
9009,1992,106,754852
9009,1993,121,753899
9009,1994,80,752949
9009,1995,96,751295
9009,1996,98,752099
9009,1997,99,753188
9009,1998,96,756219
9011,1979,26,231437
9011,1980,26,229074
9011,1981,34,232212
9011,1982,29,233119
9011,1983,37,236601
9011,1984,38,238469
9011,1985,38,237595
9011,1986,31,237905
9011,1987,35,239451
9011,1988,39,241631
9011,1989,37,241930
9011,1990,38,242606
9011,1991,36,242863
9011,1992,41,238837
9011,1993,40,240049
9011,1994,42,240686
9011,1995,28,242449
9011,1996,36,243078
9011,1997,32,242415
9011,1998,32,240165
9013,1979,5,111346
9013,1980,12,111676
9013,1981,10,113356
9013,1982,12,114230
9013,1983,13,115112
9013,1984,15,115976
9013,1985,14,117353
9013,1986,17,118581
9013,1987,15,120842
9013,1988,9,123237
9013,1989,14,123427
9013,1990,23,124058
9013,1991,12,124162
9013,1992,12,124054
9013,1993,14,123825
9013,1994,13,124346
9013,1995,13,124618
9013,1996,18,125461
9013,1997,22,126405
9013,1998,23,127252
9015,1979,12,87884
9015,1980,16,87874
9015,1981,15,88406
9015,1982,20,88933
9015,1983,13,89161
9015,1984,19,89579
9015,1985,12,90549
9015,1986,20,91209
9015,1987,15,92823
9015,1988,16,94843
9015,1989,16,96349
9015,1990,24,96861
9015,1991,19,97764
9015,1992,15,98009
9015,1993,18,98455
9015,1994,16,98985
9015,1995,22,99980
9015,1996,28,100270
9015,1997,29,100677
9015,1998,18,101165
10001,1979,14,95905
10001,1980,18,94966
10001,1981,11,94872
10001,1982,14,95647
10001,1983,9,97180
10001,1984,8,97336
10001,1985,14,98901
10001,1986,8,100601
10001,1987,14,102121
10001,1988,21,102722
10001,1989,11,104636
10001,1990,26,106464
10001,1991,18,109452
10001,1992,19,110731
10001,1993,24,112965
10001,1994,21,113847
10001,1995,23,115205
10001,1996,25,115877
10001,1997,25,116488
10001,1998,25,118003
10003,1979,51,388647
10003,1980,37,384711
10003,1981,45,385105
10003,1982,54,386570
10003,1983,63,389185
10003,1984,57,392180
10003,1985,60,395004
10003,1986,61,399799
10003,1987,48,405235
10003,1988,64,413172
10003,1989,75,419586
10003,1990,72,423085
10003,1991,62,431034
10003,1992,75,436439
10003,1993,62,440938
10003,1994,60,446213
10003,1995,68,451544
10003,1996,69,455912
10003,1997,83,460296
10003,1998,54,464797
10005,1979,16,92831
10005,1980,22,93293
10005,1981,19,93358
10005,1982,24,93270
10005,1983,23,94490
10005,1984,19,96407
10005,1985,34,98219
10005,1986,24,100239
10005,1987,21,101966
10005,1988,20,103558
10005,1989,24,104925
10005,1990,27,106435
10005,1991,34,110718
10005,1992,32,114315
10005,1993,33,118046
10005,1994,36,121657
10005,1995,34,125420
10005,1996,36,129743
10005,1997,22,133589
10005,1998,36,137937
11001,1979,65,629852
11001,1980,90,612765
11001,1981,75,610417
11001,1982,71,607145
11001,1983,85,604368
11001,1984,72,604821
11001,1985,71,605370
11001,1986,89,608722
11001,1987,87,606949
11001,1988,79,600965
11001,1989,79,595513
11001,1990,81,576807
11001,1991,72,570664
11001,1992,83,566843
11001,1993,74,564672
11001,1994,89,558277
11001,1995,54,549249
11001,1996,76,540975
11001,1997,76,536031
11001,1998,74,533663
12001,1979,14,142540
12001,1980,26,147913
12001,1981,21,151571
12001,1982,19,155023
12001,1983,26,157431
12001,1984,21,160802
12001,1985,19,164382
12001,1986,19,166210
12001,1987,12,168801
12001,1988,26,170812
12001,1989,17,173312
12001,1990,23,174921
12001,1991,25,181151
12001,1992,23,185862
12001,1993,22,189590
12001,1994,23,190655
12001,1995,27,195153
12001,1996,21,197798
12001,1997,27,200923
12001,1998,31,203155
12003,1979,2,14583
12003,1980,3,14809
12003,1981,6,15310
12003,1982,3,15498
12003,1983,6,15824
12003,1984,2,15910
12003,1985,4,16084
12003,1986,4,16449
12003,1987,4,16690
12003,1988,4,17099
12003,1991,10,18630
12003,1993,10,19286
12005,1979,15,94707
12005,1980,17,95006
12005,1981,15,97458
12005,1982,20,100578
12005,1983,26,102477
12005,1984,33,105479
12005,1985,17,109649
12005,1986,28,113796
12005,1987,22,116725
12005,1988,31,118986
12005,1989,29,120592
12005,1990,31,121693
12005,1991,43,124413
12005,1992,40,127645
12005,1993,34,130998
12005,1994,38,133128
12005,1995,45,135380
12005,1996,31,137814
12005,1997,29,139383
12005,1998,36,139551
12007,1979,4,18549
12007,1980,5,19321
12007,1981,5,19654
12007,1982,6,20321
12007,1983,8,21718
12007,1984,6,21589
12007,1985,12,21682
12007,1986,2,21410
12007,1987,5,21469
12007,1988,4,21347
12007,1990,10,21477
12007,1994,15,23321
12009,1979,38,253275
12009,1980,56,262670
12009,1981,54,274248
12009,1982,63,286097
12009,1983,63,295736
12009,1984,68,307299
12009,1985,78,320298
12009,1986,68,331088
12009,1987,69,340480
12009,1988,96,351270
12009,1989,92,362688
12009,1990,96,375998
12009,1991,96,390032
12009,1992,110,398569
12009,1993,118,407235
12009,1994,101,413073
12009,1995,119,418020
12009,1996,93,420295
12009,1997,112,423633
12009,1998,94,427647
12011,1979,177,911680
12011,1980,183,940646
12011,1981,219,971892
12011,1982,175,988671
12011,1983,214,1002390
12011,1984,201,1014233
12011,1985,194,1031831
12011,1986,210,1048691
12011,1987,200,1070433
12011,1988,256,1093208
12011,1989,215,1112895
12011,1990,209,1130875
12011,1991,211,1166885
12011,1992,230,1194235
12011,1993,256,1238432
12011,1994,226,1276358
12011,1995,218,1310031
12011,1996,227,1341694
12011,1997,185,1381283
12011,1998,210,1418690
12013,1979,2,8581
12013,1980,1,8789
12013,1981,2,8746
12013,1982,4,8684
12013,1983,3,8878
12013,1984,3,8927
12013,1985,2,9006
12013,1986,1,9033
12013,1987,4,9189
12013,1988,3,9625
12015,1979,12,49304
12015,1980,13,52128
12015,1981,15,56335
12015,1982,13,60138
12015,1983,23,63163
12015,1984,12,67038
12015,1985,22,71093
12015,1986,18,75443
12015,1987,10,80276
12015,1988,19,84944
12015,1989,26,90822
12015,1990,22,96771
12015,1991,34,102304
12015,1992,33,104413
12015,1993,33,106730
12015,1994,29,109177
12015,1995,30,111536
12015,1996,30,112493
12015,1997,29,113888
12015,1998,26,115747
12017,1979,10,47304
12017,1980,12,50108
12017,1981,17,54311
12017,1982,16,57068
12017,1983,19,60346
12017,1984,19,63937
12017,1985,19,67011
12017,1986,35,70710
12017,1987,25,74047
12017,1988,26,76480
12017,1989,39,79538
12017,1990,30,82837
12017,1991,28,85953
12017,1992,25,88016
12017,1993,41,89141
12017,1994,29,90910
12017,1995,36,93396
12017,1996,40,95004
12017,1997,46,96209
12017,1998,39,97928
12019,1979,4,62402
12019,1980,8,65112
12019,1981,8,68603
12019,1982,11,71483
12019,1983,10,74450
12019,1984,9,79288
12019,1985,13,84343
12019,1986,5,88402
12019,1987,14,92686
12019,1988,22,96202
12019,1989,21,99780
12019,1990,20,102553
12019,1991,25,105927
12019,1992,23,109271
12019,1993,21,111706
12019,1994,15,114787
12019,1995,30,118150
12019,1996,24,122461
12019,1997,21,126806
12019,1998,28,130076
12021,1979,15,77788
12021,1980,24,81591
12021,1981,23,88166
12021,1982,24,93810
12021,1983,22,97530
12021,1984,17,102565
12021,1985,36,107338
12021,1986,25,112296
12021,1987,36,118223
12021,1988,28,124875
12021,1989,26,133266
12021,1990,17,139861
12021,1991,33,149957
12021,1992,38,156729
12021,1993,35,164573
12021,1994,30,172908
12021,1995,34,179994
12021,1996,37,187907
12021,1997,40,197852
12021,1998,43,208772
12023,1979,9,33255
12023,1980,4,34160
12023,1981,8,35219
12023,1982,4,35710
12023,1983,12,36125
12023,1984,10,36989
12023,1985,17,37666
12023,1986,11,38091
12023,1987,17,38313
12023,1988,8,38726
12023,1989,15,39950
12023,1990,20,40637
12023,1991,11,41602
12023,1992,12,42379
12023,1993,25,43862
12023,1994,15,45993
12023,1995,19,47661
12023,1996,14,48842
12023,1997,25,49999
12023,1998,20,51201
12027,1979,7,17569
12027,1980,9,18026
12027,1981,5,18585
12027,1982,2,19048
12027,1983,5,19298
12027,1984,6,19728
12027,1985,2,20036
12027,1986,3,20302
12027,1987,6,20832
12027,1988,5,21252
12029,1979,3,7158
12029,1980,1,7467
12029,1981,3,7607
12029,1982,1,7951
12029,1983,3,8353
12029,1984,1,8437
12029,1985,4,8544
12029,1986,3,8743
12029,1987,3,9082
12029,1988,4,9289
12031,1979,111,542550
12031,1980,146,552111
12031,1981,130,561085
12031,1982,141,566890
12031,1983,134,574922
12031,1984,150,585416
12031,1985,151,597709
12031,1986,186,612489
12031,1987,135,624731
12031,1988,145,636265
12031,1989,151,634289
12031,1990,117,646289
12031,1991,174,664274
12031,1992,168,677243
12031,1993,144,680754
12031,1994,162,685236
12031,1995,162,691662
12031,1996,158,710995
12031,1997,164,722964
12031,1998,177,730507
12033,1979,47,227031
12033,1980,33,227040
12033,1981,43,233107
12033,1982,58,235504
12033,1983,47,241058
12033,1984,44,241447
12033,1985,49,243943
12033,1986,52,247809
12033,1987,42,251616
12033,1988,49,247781
12033,1989,60,251577
12033,1990,61,251308
12033,1991,53,255174
12033,1992,61,259465
12033,1993,56,260399
12033,1994,56,261937
12033,1995,48,263478
12033,1996,61,267200
12033,1997,55,273480
12033,1998,71,278624
12035,1979,4,9962
12035,1980,5,10406
12035,1982,1,12371
12035,1983,5,13291
12035,1984,7,14457
12035,1985,4,15694
12035,1986,2,17285
12035,1987,5,19138
12035,1988,2,21501
12035,1990,11,26854
12035,1996,12,37860
12035,1998,11,41490
12037,1979,1,7141
12037,1980,2,7211
12037,1981,1,7288
12037,1982,1,7453
12037,1983,1,7584
12037,1984,1,7906
12037,1985,4,7927
12037,1987,3,8133
12037,1988,2,8250
12039,1979,1,39024
12039,1980,4,39667
12039,1981,2,40105
12039,1982,6,40082
12039,1983,5,40076
12039,1984,3,39762
12039,1985,8,39986
12039,1986,15,39851
12039,1987,13,40053
12039,1988,11,39724
12039,1989,13,38968
12039,1993,11,40720
12039,1994,13,41086
12039,1995,10,41516
12041,1979,1,5525
12041,1980,2,5566
12041,1981,2,6153
12041,1983,1,6744
12041,1984,2,7113
12041,1985,4,7387
12041,1986,1,7582
12041,1987,2,7770
12041,1988,3,8357
12043,1980,1,5710
12043,1981,4,5760
12043,1982,3,5933
12043,1983,1,5998
12043,1984,2,6257
12043,1985,2,6426
12043,1986,2,6391
12043,1987,1,6533
12043,1988,1,6660
12045,1979,6,10160
12045,1980,1,10267
12045,1981,2,10124
12045,1982,1,10324
12045,1983,3,10364
12045,1984,4,10422
12045,1985,1,10600
12045,1986,4,10663
12045,1987,2,10720
12045,1988,6,10826
12047,1979,1,8441
12047,1980,2,8349
12047,1981,3,8465
12047,1982,3,8641
12047,1983,2,8687
12047,1984,1,8924
12047,1985,4,9023
12047,1986,2,8985
12047,1987,1,9178
12047,1988,4,9779
12047,1996,10,11706
12049,1979,7,18626
12049,1980,3,18649
12049,1981,5,19555
12049,1982,3,19406
12049,1983,8,18920
12049,1984,3,18708
12049,1985,2,18581
12049,1987,2,18533
12049,1988,2,18243
12049,1991,11,19534
12051,1979,3,17512
12051,1980,3,18189
12051,1981,2,19346
12051,1982,1,19949
12051,1984,2,21197
12051,1985,3,21705
12051,1986,4,22348
12051,1987,2,23276
12051,1988,4,24131
12053,1979,10,37876
12053,1980,16,41482
12053,1981,9,46902
12053,1982,16,51012
12053,1983,16,55327
12053,1984,18,60938
12053,1985,22,66122
12053,1986,20,70771
12053,1987,20,75984
12053,1988,29,81427
12053,1989,21,86248
12053,1990,23,91376
12053,1991,25,95807
12053,1992,33,98075
12053,1993,37,100858
12053,1994,42,103353
12053,1995,31,104715
12053,1996,47,106137
12053,1997,47,108129
12053,1998,35,110008
12055,1979,11,41625
12055,1980,8,43145
12055,1981,6,45391
12055,1982,16,46936
12055,1983,18,48029
12055,1984,20,49534
12055,1985,14,50958
12055,1986,20,52415
12055,1987,12,54686
12055,1988,30,56480
12055,1989,21,58076
12055,1990,24,59777
12055,1991,36,62139
12055,1992,49,63744
12055,1993,21,65592
12055,1994,28,67390
12055,1995,38,68981
12055,1996,32,70256
12055,1997,36,71356
12055,1998,14,72214
12057,1979,123,612147
12057,1980,121,620404
12057,1981,124,642513
12057,1982,103,659162
12057,1983,155,679413
12057,1984,143,700124
12057,1985,164,723338
12057,1986,179,742831
12057,1987,177,762537
12057,1988,167,779714
12057,1989,169,789574
12057,1990,185,795315
12057,1991,168,808429
12057,1992,214,821449
12057,1993,203,834054
12057,1994,195,844538
12057,1995,179,858502
12057,1996,217,872834
12057,1997,155,892758
12057,1998,185,912707
12059,1979,4,14351
12059,1980,7,13939
12059,1981,3,14306
12059,1982,3,14397
12059,1983,4,14382
12059,1984,5,14262
12059,1985,5,14209
12059,1986,2,14258
12059,1987,4,14209
12059,1988,4,14394
12059,1997,10,17184
12061,1979,11,54144
12061,1980,12,55910
12061,1981,10,59352
12061,1982,15,62370
12061,1983,11,64742
12061,1984,14,67546
12061,1985,12,69209
12061,1986,23,71640
12061,1987,20,73624
12061,1988,32,75839
12061,1989,16,78855
12061,1990,16,81248
12061,1991,35,83483
12061,1992,24,85051
12061,1993,30,85803
12061,1994,24,87371
12061,1995,35,88849
12061,1996,22,89753
12061,1997,25,91627
12061,1998,31,93713
12063,1979,10,37608
12063,1980,5,37223
12063,1981,8,37763
12063,1982,7,37736
12063,1983,7,37606
12063,1984,10,37717
12063,1985,9,38029
12063,1986,11,38014
12063,1987,3,38562
12063,1988,7,38274
12063,1989,12,38553
12063,1990,10,38651
12063,1991,10,39359
12063,1994,18,41705
12063,1997,15,42693
12063,1998,12,42890
12065,1979,4,10001
12065,1980,1,10111
12065,1981,3,10216
12065,1982,1,10333
12065,1983,2,10335
12065,1984,1,10430
12065,1985,1,10205
12065,1986,2,10135
12065,1987,2,10122
12065,1988,2,10208
12067,1979,1,3800
12067,1980,1,3853
12067,1984,1,4238
12067,1985,1,4315
12067,1986,2,4623
12067,1987,3,5074
12067,1988,3,5180
12069,1979,27,92604
12069,1980,22,95530
12069,1981,35,99693
12069,1982,39,102791
12069,1983,34,106365
12069,1984,31,110729
12069,1985,29,113404
12069,1986,33,117345
12069,1987,37,122758
12069,1988,41,125951
12069,1989,52,130745
12069,1990,44,135226
12069,1991,56,139713
12069,1992,42,142879
12069,1993,54,146897
12069,1994,43,151602
12069,1995,45,157107
12069,1996,55,162508
12069,1997,62,168607
12069,1998,58,174757
12071,1979,65,179254
12071,1980,48,191078
12071,1981,51,202926
12071,1982,37,213424
12071,1983,51,222497
12071,1984,54,234457
12071,1985,54,244698
12071,1986,60,256273
12071,1987,68,269287
12071,1988,56,279380
12071,1989,62,292725
12071,1990,67,303988
12071,1991,68,316993
12071,1992,76,323428
12071,1993,75,330671
12071,1994,103,340433
12071,1995,96,349321
12071,1996,86,355983
12071,1997,92,363861
12071,1998,108,372861
12073,1979,16,139033
12073,1980,17,145412
12073,1981,13,150428
12073,1982,22,153669
12073,1983,16,156573
12073,1984,29,160095
12073,1985,20,163254
12073,1986,21,165766
12073,1987,18,170249
12073,1988,25,175404
12073,1989,21,182272
12073,1990,26,186543
12073,1991,22,195456
12073,1992,20,198396
12073,1993,18,204715
12073,1994,29,211172
12073,1995,24,214927
12073,1996,33,217020
12073,1997,30,220979
12073,1998,26,224398
12075,1979,9,18331
12075,1980,8,18899
12075,1981,7,19774
12075,1982,5,20581
12075,1983,7,20875
12075,1984,5,21286
12075,1985,8,21755
12075,1986,6,22314
12075,1987,7,22654
12075,1988,5,22917
12075,1990,10,24227
12075,1994,10,27289
12075,1995,12,28217
12075,1998,13,30459
12077,1981,1,4101
12077,1982,2,4246
12077,1983,3,4509
12077,1984,2,4523
12077,1985,4,4551
12077,1986,2,4741
12077,1987,1,4918
12079,1979,3,14071
12079,1980,4,14158
12079,1981,5,14386
12079,1982,3,14456
12079,1983,1,14538
12079,1984,3,14599
12079,1985,3,14643
12079,1986,3,14748
12079,1987,3,14795
12079,1988,3,14825
12081,1979,34,127875
12081,1980,29,132233
12081,1981,50,140006
12081,1982,48,145307
12081,1983,40,149677
12081,1984,43,154235
12081,1985,50,159316
12081,1986,57,163786
12081,1987,52,168368
12081,1988,44,173576
12081,1989,50,180009
12081,1990,58,185655
12081,1991,45,191447
12081,1992,60,194660
12081,1993,56,199060
12081,1994,63,203101
12081,1995,65,207570
12081,1996,71,211618
12081,1997,58,215741
12081,1998,64,221639
12083,1979,32,111847
12083,1980,31,116280
12083,1981,32,123739
12083,1982,29,129478
12083,1983,47,136258
12083,1984,26,141932
12083,1985,51,148853
12083,1986,54,155633
12083,1987,53,162191
12083,1988,61,167240
12083,1989,66,173669
12083,1990,59,180008
12083,1991,55,187233
12083,1992,60,191526
12083,1993,56,195732
12083,1994,66,202860
12083,1995,77,208882
12083,1996,79,213165
12083,1997,68,218433
12083,1998,52,223839
12085,1979,7,56150
12085,1980,9,58815
12085,1981,21,62671
12085,1982,21,66152
12085,1983,22,68636
12085,1984,17,71312
12085,1985,14,73907
12085,1986,19,77171
12085,1987,21,81135
12085,1988,32,83969
12085,1989,18,87313
12085,1990,20,90338
12085,1991,28,93446
12085,1992,29,94451
12085,1993,37,96472
12085,1994,31,98398
12085,1995,29,99819
12085,1996,20,102073
12085,1997,23,104085
12085,1998,25,106708
12086,1979,196,1482062
12086,1980,230,1523783
12086,1981,220,1603665
12086,1982,207,1620106
12086,1983,232,1636172
12086,1984,235,1646333
12086,1985,220,1667168
12086,1986,241,1690307
12086,1987,229,1718486
12086,1988,229,1753583
12086,1989,258,1792078
12086,1990,234,1817547
12086,1991,224,1858788
12086,1992,240,1889259
12086,1993,309,1890039
12086,1994,229,1923114
12086,1995,304,1962518
12086,1996,266,2004544
12086,1997,252,2029776
12086,1998,228,2050508
12087,1979,6,62213
12087,1980,15,60794
12087,1981,12,63156
12087,1982,11,64126
12087,1983,11,65093
12087,1984,11,66434
12087,1985,12,67314
12087,1986,21,69024
12087,1987,18,70612
12087,1988,17,71953
12087,1989,18,73015
12087,1991,15,74641
12087,1992,11,75257
12087,1993,13,77727
12087,1994,16,76968
12087,1995,16,76719
12087,1996,10,76555
12087,1997,19,76069
12087,1998,20,75950
12089,1979,7,31762
12089,1980,8,32085
12089,1981,8,32849
12089,1982,3,33817
12089,1983,5,34234
12089,1984,7,35327
12089,1985,9,36536
12089,1986,6,37868
12089,1987,6,39188
12089,1988,11,40152
12089,1990,10,42371
12089,1992,19,45169
12089,1993,11,46446
12089,1994,15,47533
12089,1995,10,48679
12089,1996,14,50046
12089,1997,12,51741
12091,1979,10,109474
12091,1980,17,108085
12091,1981,16,111407
12091,1982,12,114340
12091,1983,15,118732
12091,1984,14,122564
12091,1985,15,126389
12091,1986,13,130045
12091,1987,21,133756
12091,1988,15,136209
12091,1989,19,138217
12091,1990,20,139595
12091,1991,31,143421
12091,1992,27,147972
12091,1993,21,151903
12091,1994,24,154841
12091,1995,22,157023
12091,1996,31,158814
12091,1997,30,160193
12091,1998,37,160838
12093,1979,2,19366
12093,1980,6,19657
12093,1981,5,21173
