FIPS,Year,UnintInjDeaths,Population
1001,1979,20,31077
1001,1980,11,31327
1001,1981,18,30961
1001,1982,17,30958
1001,1983,21,30946
1001,1984,13,30944
1001,1985,15,31053
1001,1986,26,31684
1001,1987,26,31999
1001,1988,17,32326
1001,1989,15,32672
1001,1990,16,32837
1001,1991,21,33577
1001,1992,12,34553
1001,1993,16,35470
1001,1994,18,36668
1001,1995,16,37522
1001,1996,10,38592
1001,1997,15,39568
1001,1998,16,40431
1003,1979,35,73403
1003,1980,36,75148
1003,1981,40,76571
1003,1982,23,78399
1003,1983,46,79797
1003,1984,45,82352
1003,1985,29,84725
1003,1986,48,86371
1003,1987,36,88118
1003,1988,40,89292
1003,1989,33,90661
1003,1990,35,92442
1003,1991,36,96248
1003,1992,36,100036
1003,1993,35,104619
1003,1994,51,109289
1003,1995,49,113342
1003,1996,50,117378
1003,1997,43,121800
1003,1998,60,125666
1005,1979,17,23272
1005,1980,9,23591
1005,1981,16,23513
1005,1982,15,23485
1005,1983,13,23473
1005,1984,8,23568
1005,1985,16,23554
1005,1986,12,23482
1005,1987,12,23592
1005,1988,14,23670
1005,1989,22,23752
1005,1990,33,23798
1005,1991,13,24848
1005,1992,13,25253
1005,1993,16,25622
1005,1994,10,26029
1005,1995,22,26118
1005,1997,16,26617
1005,1998,10,27039
1007,1979,16,14792
1007,1980,10,14961
1007,1981,7,15029
1007,1982,7,15189
1007,1983,11,15140
1007,1984,7,15183
1007,1985,13,15254
1007,1986,13,15003
1007,1987,13,15243
1007,1988,12,15205
1007,1989,10,15424
1007,1991,12,16060
1007,1997,17,18285
1009,1979,10,34501
1009,1980,20,34907
1009,1981,27,34998
1009,1982,20,34609
1009,1983,21,34680
1009,1984,20,34973
1009,1985,14,35501
1009,1986,17,35983
1009,1987,12,35961
1009,1988,13,36138
1009,1989,22,36614
1009,1990,26,36988
1009,1991,24,37908
1009,1992,16,38468
1009,1993,14,39486
1009,1994,26,40146
1009,1995,29,41622
1009,1996,15,42823
1009,1997,20,44403
1009,1998,24,46160
1011,1979,10,10234
1011,1980,3,10037
1011,1981,3,10058
1011,1982,7,10008
1011,1983,2,10043
1011,1984,4,10138
1011,1985,5,10052
1011,1986,8,9750
1011,1987,10,10130
1011,1988,5,10394
1011,1992,13,10292
1011,1994,11,10549
1011,1996,10,10761
1011,1997,11,10788
1011,1998,11,10816
1013,1979,12,19904
1013,1980,12,20381
1013,1981,13,20753
1013,1982,16,20915
1013,1983,12,20874
1013,1984,13,20868
1013,1985,11,20812
1013,1986,6,20674
1013,1987,7,20708
1013,1988,13,20496
1013,1989,18,20283
1013,1990,11,20103
1013,1991,22,19969
1013,1992,10,19985
1013,1993,10,20032
1013,1994,20,20069
1013,1996,13,20121
1013,1997,20,20099
1013,1998,15,19971
1015,1979,49,112902
1015,1980,52,115803
1015,1981,42,116509
1015,1982,41,117589
1015,1983,41,116465
1015,1984,33,116749
1015,1985,40,113669
1015,1986,62,112622
1015,1987,59,112884
1015,1988,46,111907
1015,1989,52,110975
1015,1990,56,110464
1015,1991,54,109565
1015,1992,45,109954
1015,1993,39,110480
1015,1994,32,110105
1015,1995,37,110530
1015,1996,47,110444
1015,1997,60,110848
1015,1998,43,110773
1017,1979,25,37340
1017,1980,24,37174
1017,1981,22,37198
1017,1982,9,37078
1017,1983,23,36899
1017,1984,10,36611
1017,1985,22,36082
1017,1986,15,35402
1017,1987,17,35136
1017,1988,15,34712
1017,1989,20,34531
1017,1990,16,34091
1017,1991,22,34069
1017,1992,23,34243
1017,1993,15,34161
1017,1994,15,34265
1017,1995,13,34366
1017,1996,18,34034
1017,1997,15,33833
1017,1998,12,33926
1019,1979,19,17825
1019,1980,17,17947
1019,1981,8,18383
1019,1982,10,18571
1019,1983,14,18149
1019,1984,13,17955
1019,1985,4,17858
1019,1986,10,17948
1019,1987,9,18167
1019,1988,12,18403
1019,1989,21,18333
1019,1990,20,18413
1019,1991,11,18685
1019,1993,14,19498
1019,1994,28,19924
1019,1995,11,20518
1019,1997,17,21464
1019,1998,11,21878
1021,1979,22,29122
1021,1980,10,29160
1021,1981,15,29182
1021,1982,17,28754
1021,1983,20,29102
1021,1984,14,29391
1021,1985,20,29807
1021,1986,18,30124
1021,1987,17,30144
1021,1988,22,30427
1021,1989,14,30422
1021,1990,16,30475
1021,1991,22,31141
1021,1992,15,31502
1021,1993,17,32030
1021,1994,19,32702
1021,1995,19,33460
1021,1996,23,34382
1021,1997,14,35155
1021,1998,25,35893
1023,1979,9,16105
1023,1980,20,15987
1023,1981,13,15785
1023,1982,2,15487
1023,1983,9,15691
1023,1984,12,15670
1023,1985,15,15740
1023,1986,17,15742
1023,1987,12,15573
1023,1988,5,15473
1023,1989,11,15148
1023,1990,14,15008
1023,1991,10,15003
1023,1995,12,15178
1023,1996,11,15206
1023,1998,10,15130
1025,1979,12,26313
1025,1980,18,26367
1025,1981,23,26752
1025,1982,15,26500
1025,1983,14,26337
1025,1984,17,26121
1025,1985,23,25890
1025,1986,22,25823
1025,1987,15,25987
1025,1988,16,25650
1025,1989,12,25599
1025,1990,14,25660
1025,1991,21,25795
1025,1992,20,25906
1025,1993,21,25957
1025,1994,28,26057
1025,1995,27,25854
1025,1996,25,25900
1025,1997,18,26321
1025,1998,11,26148
1027,1979,11,13127
1027,1980,10,12921
1027,1981,12,13040
1027,1982,4,12885
1027,1983,8,12855
1027,1984,10,12713
1027,1985,3,12738
1027,1986,12,12499
1027,1987,11,12319
1027,1988,16,12247
1027,1997,10,12838
1029,1979,5,11957
1029,1980,10,11982
1029,1981,5,12162
1029,1982,8,12216
1029,1983,2,12057
1029,1984,4,11936
1029,1985,14,11972
1029,1986,10,11864
1029,1987,10,12021
1029,1988,14,12035
1029,1993,12,12279
1029,1996,13,12467
1029,1997,11,12939
1031,1979,19,36293
1031,1980,16,36954
1031,1981,21,37976
1031,1982,20,38014
1031,1983,15,38358
1031,1984,13,38275
1031,1985,25,38337
1031,1986,15,38589
1031,1987,20,38294
1031,1988,20,38538
1031,1989,11,38184
1031,1990,23,38038
1031,1991,14,38288
1031,1992,33,39041
1031,1993,14,39501
1031,1994,18,40167
1031,1995,23,40570
1031,1996,13,40496
1031,1997,22,40467
1031,1998,13,40726
1033,1979,39,51915
1033,1980,16,52247
1033,1981,22,52372
1033,1982,27,51564
1033,1983,18,50950
1033,1984,22,50401
1033,1985,14,50225
1033,1986,19,49797
1033,1987,24,49135
1033,1988,27,48716
1033,1989,18,48537
1033,1990,32,48761
1033,1991,25,49420
1033,1992,26,49625
1033,1993,23,50105
1033,1994,19,50112
1033,1995,25,50241
1033,1996,20,50641
1033,1997,24,51223
1033,1998,15,51201
1035,1979,16,14937
1035,1980,11,14891
1035,1981,4,14604
1035,1982,8,14447
1035,1983,7,14251
1035,1984,6,14080
1035,1985,8,13932
1035,1986,6,13887
1035,1987,15,13656
1035,1988,4,13329
1035,1989,12,13112
1035,1990,17,12976
1035,1992,13,13131
1035,1993,14,13179
1035,1996,19,13414
1037,1979,10,11078
1037,1980,7,10812
1037,1981,7,10850
1037,1982,5,10707
1037,1983,7,10607
1037,1984,10,10585
1037,1985,7,10385
1037,1986,12,10480
1037,1987,3,10502
1037,1988,7,10392
1037,1992,10,10476
1037,1993,10,10749
1037,1994,11,11057
1037,1998,10,11215
1039,1979,22,35039
1039,1980,22,34737
1039,1981,19,34719
1039,1982,16,34405
1039,1983,21,34415
1039,1984,14,34502
1039,1985,18,34616
1039,1986,16,34155
1039,1987,16,34058
1039,1988,24,33877
1039,1989,21,33796
1039,1990,20,33649
1039,1991,18,33731
1039,1992,15,34053
1039,1993,18,34264
1039,1994,16,34025
1039,1995,15,34503
1039,1996,11,34655
1039,1997,26,34642
1039,1998,24,34595
1041,1979,10,13187
1041,1980,14,13222
1041,1981,12,13187
1041,1982,8,13008
1041,1983,9,12951
1041,1984,6,12866
1041,1985,8,12869
1041,1986,6,12831
1041,1987,10,12782
1041,1988,10,12740
1041,1990,12,12522
1041,1997,10,12560
1043,1979,30,58708
1043,1980,30,58832
1043,1981,34,58952
1043,1982,30,59222
1043,1983,39,59749
1043,1984,34,60928
1043,1985,30,61420
1043,1986,21,62063
1043,1987,27,62437
1043,1988,35,62642
1043,1989,23,62933
1043,1990,41,63462
1043,1991,27,64456
1043,1992,22,65506
1043,1993,27,66396
1043,1994,31,67431
1043,1995,35,68392
1043,1996,29,69532
1043,1997,18,70172
1043,1998,30,71220
1045,1979,28,44976
1045,1980,18,46406
1045,1981,25,47145
1045,1982,24,46925
1045,1983,18,47121
1045,1984,14,46746
1045,1985,16,46788
1045,1986,17,47572
1045,1987,24,47827
1045,1988,25,48838
1045,1989,15,48066
1045,1990,22,47706
1045,1991,22,47776
1045,1992,11,47805
1045,1993,33,47586
1045,1994,17,48070
1045,1995,22,47851
1045,1996,17,47070
1045,1997,19,46675
1045,1998,12,46528
1047,1979,20,51998
1047,1980,29,51513
1047,1981,28,51175
1047,1982,25,51332
1047,1983,24,50762
1047,1984,21,50538
1047,1985,34,49995
1047,1986,30,49180
1047,1987,26,47847
1047,1988,26,46795
1047,1989,23,46041
1047,1990,27,45222
1047,1991,18,44909
1047,1992,30,44977
1047,1993,20,45002
1047,1994,21,44828
1047,1995,20,44758
1047,1996,36,44446
1047,1997,23,44250
1047,1998,20,43980
1049,1979,43,50951
1049,1980,24,51049
1049,1981,28,51420
1049,1982,22,50882
1049,1983,25,50900
1049,1984,31,51046
1049,1985,25,50741
1049,1986,33,50406
1049,1987,22,50682
1049,1988,22,50832
1049,1989,15,51071
1049,1990,26,51198
1049,1991,22,52423
1049,1992,28,53302
1049,1993,22,54432
1049,1994,27,55893
1049,1995,22,56022
1049,1996,38,56496
1049,1997,30,57175
1049,1998,28,58387
1051,1979,41,41266
1051,1980,26,41592
1051,1981,20,41807
1051,1982,26,42314
1051,1983,21,42481
1051,1984,22,42915
1051,1985,19,43478
1051,1986,19,43951
1051,1987,19,45365
1051,1988,26,45895
1051,1989,15,46340
1051,1990,22,46913
1051,1991,25,48343
1051,1992,26,50071
1051,1993,27,51635
1051,1994,29,53068
1051,1995,17,54625
1051,1996,34,56083
1051,1997,35,57899
1051,1998,22,59547
1053,1979,24,36239
1053,1980,24,36702
1053,1981,26,35778
1053,1982,18,35620
1053,1983,15,35430
1053,1984,9,35478
1053,1985,18,35284
1053,1986,26,35292
1053,1987,21,34951
1053,1988,12,34106
1053,1989,20,33560
1053,1990,26,33346
1053,1991,22,33628
1053,1992,13,34122
1053,1993,18,34414
1053,1994,13,34692
1053,1995,24,34808
1053,1996,21,35125
1053,1997,11,35494
1053,1998,15,35746
1055,1979,49,98520
1055,1980,57,98491
1055,1981,35,98242
1055,1982,41,97426
1055,1983,38,97389
1055,1984,39,96790
1055,1985,39,96661
1055,1986,36,95808
1055,1987,43,95332
1055,1988,40,94652
1055,1989,36,94130
1055,1990,49,93463
1055,1991,43,93650
1055,1992,27,94149
1055,1993,54,94296
1055,1994,39,95220
1055,1995,44,95241
1055,1996,35,95736
1055,1997,45,96645
1055,1998,45,96859
1057,1979,7,17350
1057,1980,15,17815
1057,1981,9,17904
1057,1982,8,18063
1057,1983,11,17822
1057,1984,11,17945
1057,1985,13,17881
1057,1986,5,17657
1057,1987,11,17280
1057,1988,12,16845
1057,1989,10,16619
1057,1990,12,16622
1057,1993,21,16777
1057,1995,13,16859
1057,1998,10,17043
1059,1979,27,27389
1059,1980,26,26950
1059,1981,20,26677
1059,1982,19,26679
1059,1983,8,26749
1059,1984,16,27066
1059,1985,15,26945
1059,1986,14,26789
1059,1987,20,26573
1059,1988,17,26463
1059,1989,11,26118
1059,1990,22,25955
1059,1991,15,26261
1059,1992,18,26729
1059,1993,20,27213
1059,1994,15,27589
1059,1995,24,27966
1059,1996,14,28305
1059,1997,12,28676
1059,1998,12,28884
1061,1979,12,22694
1061,1980,18,22993
1061,1981,15,22527
1061,1982,13,22384
1061,1983,9,22269
1061,1984,16,22389
1061,1985,11,22496
1061,1986,12,22290
1061,1987,9,22144
1061,1988,15,21919
1061,1989,13,21700
1061,1990,13,21897
1061,1991,14,22381
1061,1992,15,22416
1061,1993,14,22665
1061,1994,11,22938
1061,1995,18,23112
1061,1996,14,23237
1061,1998,15,23478
1063,1979,11,10204
1063,1980,6,10359
1063,1981,9,10408
1063,1982,2,10292
1063,1983,5,10335
1063,1984,9,10205
1063,1985,6,10005
1063,1986,9,9798
1063,1987,6,9590
1063,1988,10,9518
1063,1997,11,9411
1065,1979,10,14951
1065,1980,7,14619
1065,1981,7,14546
1065,1982,3,14383
1065,1983,9,14232
1065,1984,9,14237
1065,1985,6,13936
1065,1986,17,13958
1065,1987,8,13969
1065,1988,9,14154
1065,1990,11,14283
1065,1992,11,14784
1065,1993,11,14841
1065,1994,11,14972
1065,1995,11,15116
1067,1979,13,14302
1067,1980,8,14515
1067,1981,19,14604
1067,1982,17,14338
1067,1983,6,14223
1067,1984,5,14260
1067,1985,8,14304
1067,1986,13,14085
1067,1987,6,14137
1067,1988,3,14138
1067,1989,13,14230
1067,1995,11,14686
1069,1979,37,72094
1069,1980,41,72028
1069,1981,38,73310
1069,1982,40,73995
1069,1983,30,73906
1069,1984,30,74016
1069,1985,36,74562
1069,1986,39,75076
1069,1987,31,76261
1069,1988,29,76607
1069,1989,22,76692
1069,1990,26,77257
1069,1991,29,78300
1069,1992,24,79276
1069,1993,24,80120
1069,1994,26,79847
1069,1995,31,80363
1069,1996,22,81349
1069,1997,34,81658
1069,1998,31,82188
1071,1979,28,49845
1071,1980,34,49628
1071,1981,20,49383
1071,1982,20,49254
1071,1983,25,48460
1071,1984,20,48039
1071,1985,21,47288
1071,1986,32,46448
1071,1987,21,46269
1071,1988,31,46094
1071,1989,32,45457
1071,1990,34,45479
1071,1991,19,46192
1071,1992,15,46728
1071,1993,33,47344
1071,1994,22,47597
1071,1995,25,48262
1071,1996,31,49162
1071,1997,28,49300
1071,1998,28,50110
1073,1979,267,642479
1073,1980,283,641307
1073,1981,277,636438
1073,1982,227,630156
1073,1983,191,627661
1073,1984,226,625666
1073,1985,208,624316
1073,1986,235,622509
1073,1987,234,621598
1073,1988,223,618872
1073,1989,209,615922
1073,1990,234,613185
1073,1991,230,617331
1073,1992,243,620134
1073,1993,229,622380
1073,1994,208,623653
1073,1995,212,623923
1073,1996,233,623186
1073,1997,227,621383
1073,1998,231,621546
1075,1979,12,15298
1075,1980,11,15575
1075,1981,10,15492
1075,1982,10,15485
1075,1983,8,15312
1075,1984,11,15289
1075,1985,6,15452
1075,1986,5,15381
1075,1987,6,15184
1075,1988,7,14901
1075,1991,11,14499
1075,1993,15,14613
1075,1994,18,14618
1075,1997,14,14669
1077,1979,33,77400
1077,1980,37,77351
1077,1981,31,77935
1077,1982,30,77428
1077,1983,41,76754
1077,1984,31,76605
1077,1985,31,76453
1077,1986,20,75996
1077,1987,26,75638
1077,1988,25,75234
1077,1989,32,74855
1077,1990,39,74953
1077,1991,41,76315
1077,1992,39,77344
1077,1993,37,78534
1077,1994,34,79126
1077,1995,41,79894
1077,1996,44,80570
1077,1997,36,80695
1077,1998,33,81302
1079,1979,23,29149
1079,1980,10,29066
1079,1981,17,29022
1079,1982,18,29335
1079,1983,13,29394
1079,1984,26,29725
1079,1985,18,29743
1079,1986,22,29521
1079,1987,23,29561
1079,1988,17,29638
1079,1989,20,29919
1079,1990,18,29984
1079,1991,10,30574
1079,1992,13,30729
1079,1993,18,31128
1079,1994,19,31107
1079,1995,22,31537
1079,1996,20,31820
1079,1997,31,32124
1079,1998,20,32353
1081,1979,32,74156
1081,1980,28,74441
1081,1981,30,75682
1081,1982,18,76923
1081,1983,33,76865
1081,1984,24,77936
1081,1985,27,78741
1081,1986,30,80292
1081,1987,28,80069
1081,1988,29,81914
1081,1989,35,83053
1081,1990,31,84204
1081,1991,26,86493
1081,1992,21,88472
1081,1993,31,91064
1081,1994,24,92842
1081,1995,30,95970
1081,1996,31,98688
1081,1997,25,102913
1081,1998,23,106125
1083,1979,21,43223
1083,1980,17,44171
1083,1981,15,43942
1083,1982,19,44496
1083,1983,27,45250
1083,1984,22,45555
1083,1985,26,47148
1083,1986,22,47815
1083,1987,26,48961
1083,1988,19,50055
1083,1989,18,51302
1083,1990,30,51648
1083,1991,22,53079
1083,1992,28,54477
1083,1993,19,55760
1083,1994,19,56596
1083,1995,26,57231
1083,1996,20,58264
1083,1997,23,59488
1083,1998,21,60806
1085,1979,9,12752
1085,1980,13,12707
1085,1981,6,12519
1085,1982,8,12192
1085,1983,14,12073
1085,1984,10,12092
1085,1985,5,12069
1085,1986,4,12015
1085,1987,8,12066
1085,1988,5,11849
1085,1989,11,12059
1085,1992,10,11950
1085,1996,10,12303
1087,1979,16,25192
1087,1980,12,25395
1087,1981,7,25131
1087,1982,14,24931
1087,1983,15,24477
1087,1984,12,23987
1087,1985,11,23839
1087,1986,16,23772
1087,1987,8,24044
1087,1988,15,23729
1087,1989,10,23601
1087,1990,16,23253
1087,1991,13,22940
1087,1992,11,23215
1087,1993,11,23042
1087,1994,13,22683
1087,1995,10,22406
1087,1998,17,22318
1089,1979,86,190474
1089,1980,71,192259
1089,1981,79,194817
1089,1982,72,197380
1089,1983,81,200869
1089,1984,101,204707
1089,1985,66,209050
1089,1986,72,213618
1089,1987,91,218568
1089,1988,81,224282
1089,1989,91,228614
1089,1990,80,231064
1089,1991,74,237968
1089,1992,54,245313
1089,1993,68,253375
1089,1994,54,256629
1089,1995,78,255417
1089,1996,55,255934
1089,1997,88,257015
1089,1998,73,261389
1091,1979,15,23944
1091,1980,17,23740
1091,1981,24,23307
1091,1982,13,23221
1091,1983,21,23098
1091,1984,16,22891
1091,1985,22,22734
1091,1986,10,22408
1091,1987,13,22291
1091,1988,16,22121
1091,1990,12,21590
1091,1993,10,21712
1091,1994,15,21650
1091,1995,19,21602
1091,1996,12,21504
1091,1997,12,21517
1093,1979,19,28372
1093,1980,15,28568
1093,1981,19,28776
1093,1982,17,28919
1093,1983,18,29340
1093,1984,14,28964
1093,1985,22,28929
1093,1986,25,28337
1093,1987,24,28379
1093,1988,14,28058
1093,1989,22,27931
1093,1990,16,27726
1093,1991,17,27541
1093,1992,23,27744
1093,1993,24,28036
1093,1994,12,28345
1093,1995,22,28684
1093,1996,31,29214
1093,1997,14,29224
1093,1998,15,29286
1095,1979,26,62235
1095,1980,38,62781
1095,1981,38,63323
1095,1982,38,63646
1095,1983,42,64008
1095,1984,39,64802
1095,1985,20,65820
1095,1986,37,66009
1095,1987,50,66509
1095,1988,52,66677
1095,1989,32,66468
1095,1990,41,66745
1095,1991,32,67775
1095,1992,34,69295
1095,1993,36,71202
1095,1994,33,72835
1095,1995,47,74289
1095,1996,37,75586
1095,1997,40,76288
1095,1998,50,76656
1097,1979,158,350614
1097,1980,186,353454
1097,1981,174,357962
1097,1982,137,361376
1097,1983,157,362641
1097,1984,143,361431
1097,1985,137,363711
1097,1986,153,366066
1097,1987,127,367457
1097,1988,142,364658
1097,1989,145,361732
1097,1990,133,361158
1097,1991,150,364754
1097,1992,160,369310
1097,1993,131,375039
1097,1994,135,376450
1097,1995,126,375513
1097,1996,150,375882
1097,1997,154,377064
1097,1998,131,377604
1099,1979,24,21424
1099,1980,19,21516
1099,1981,17,21442
1099,1982,7,21400
1099,1983,11,21221
1099,1984,7,21606
1099,1985,10,21504
1099,1986,15,21554
1099,1987,12,21693
1099,1988,17,21801
1099,1989,11,21974
1099,1990,16,22565
1099,1991,15,22507
1099,1993,15,23052
1099,1994,13,23182
1099,1995,10,23292
1099,1996,13,23268
1099,1998,14,22938
1101,1979,61,186473
1101,1980,86,189966
1101,1981,63,192034
1101,1982,65,192107
1101,1983,73,192011
1101,1984,68,194077
1101,1985,63,195114
1101,1986,82,197202
1101,1987,77,198532
1101,1988,66,199096
1101,1989,54,200114
1101,1990,65,199174
1101,1991,71,202304
1101,1992,59,205085
1101,1993,55,207710
1101,1994,69,209796
1101,1995,45,210740
1101,1996,57,211471
1101,1997,61,212024
1101,1998,50,212427
1103,1979,46,87564
1103,1980,48,87055
1103,1981,36,86780
1103,1982,55,87065
1103,1983,37,87567
1103,1984,35,88629
1103,1985,39,90034
1103,1986,35,91379
1103,1987,48,92869
1103,1988,48,93489
1103,1989,42,94289
1103,1990,36,95317
1103,1991,44,97203
1103,1992,32,98551
1103,1993,41,100215
1103,1994,34,101023
1103,1995,45,101842
1103,1996,33,102425
1103,1997,57,103432
1103,1998,46,104373
1105,1979,8,13932
1105,1980,4,14068
1105,1981,11,13907
1105,1982,7,13794
1105,1983,13,13847
1105,1984,4,13674
1105,1985,6,13469
1105,1986,7,13051
1105,1987,6,12910
1105,1988,8,12520
1105,1989,12,12056
1105,1991,11,11351
1105,1993,11,11319
1105,1995,16,11549
1107,1979,6,20712
1107,1980,18,20259
1107,1981,10,20486
1107,1982,14,20349
1107,1983,10,20377
1107,1984,13,20310
1107,1985,11,20265
1107,1986,23,20112
1107,1987,14,19775
1107,1988,20,19490
1107,1989,14,19352
1107,1990,12,19156
1107,1991,14,19179
1107,1992,10,19359
1107,1993,13,19439
1107,1994,15,19357
1107,1995,12,19394
1107,1996,14,19484
1107,1997,12,19399
1109,1979,16,26039
1109,1980,10,26624
1109,1981,13,26977
1109,1982,18,26357
1109,1983,14,26274
1109,1984,13,25856
1109,1985,14,26176
1109,1986,13,26192
1109,1987,17,26027
1109,1988,14,25970
1109,1989,10,25850
1109,1990,21,25759
1109,1991,14,26267
1109,1993,12,26868
1109,1994,20,27391
1109,1995,10,27300
1109,1996,21,27170
1109,1997,16,27440
1109,1998,11,27774
1111,1979,6,18696
1111,1980,11,18931
1111,1981,15,18989
1111,1982,11,18994
1111,1983,15,18691
1111,1984,17,18747
1111,1985,12,18422
1111,1986,17,18365
1111,1987,12,18194
1111,1988,19,18424
1111,1989,23,18454
1111,1991,10,18811
1111,1992,13,19184
1111,1993,11,19419
1111,1995,17,19668
1111,1996,12,19903
1111,1997,12,19829
1111,1998,14,20000
1113,1979,30,46238
1113,1980,28,45824
1113,1981,26,45170
1113,1982,21,44946
1113,1983,25,44225
1113,1984,21,44618
1113,1985,28,44699
1113,1986,24,45360
1113,1987,22,45384
1113,1988,18,45095
1113,1989,33,44356
1113,1990,29,44446
1113,1991,19,45180
1113,1992,24,46466
1113,1993,17,47388
1113,1994,22,48878
1113,1995,20,48690
1113,1996,20,48827
1113,1997,16,47923
1113,1998,24,47530
1115,1979,22,39038
1115,1980,25,39672
1115,1981,28,40095
1115,1982,27,40404
1115,1983,13,40728
1115,1984,12,42345
1115,1985,19,43453
1115,1986,19,44012
1115,1987,24,45479
1115,1988,30,45953
1115,1989,35,47019
1115,1990,27,47780
1115,1991,25,49021
1115,1992,30,50325
1115,1993,23,51921
1115,1994,21,53303
1115,1995,22,54948
1115,1996,22,56366
1115,1997,36,57522
1115,1998,20,58817
1117,1979,39,62644
1117,1980,28,64422
1117,1981,16,67329
1117,1982,21,68820
1117,1983,27,70713
1117,1984,25,73711
1117,1985,38,77263
1117,1986,32,80747
1117,1987,39,85910
1117,1988,37,89905
1117,1989,38,93722
1117,1990,41,96584
1117,1991,46,99778
1117,1992,36,103154
1117,1993,37,108569
1117,1994,42,114076
1117,1995,46,118700
1117,1996,34,122655
1117,1997,42,127395
1117,1998,34,131470
1119,1979,15,15923
1119,1980,10,15983
1119,1981,10,16039
1119,1982,10,15972
1119,1983,11,15926
1119,1984,5,16020
1119,1985,8,16024
1119,1986,7,15984
1119,1987,10,15737
1119,1988,14,15461
1119,1990,11,15056
1119,1991,10,15041
1119,1995,10,14829
1119,1997,10,14414
1119,1998,10,14197
1121,1979,41,70940
1121,1980,33,71113
1121,1981,36,71525
1121,1982,35,71738
1121,1983,44,72367
1121,1984,32,71827
1121,1985,36,71885
1121,1986,34,71856
1121,1987,43,71110
1121,1988,40,70706
1121,1989,41,70526
1121,1990,41,70258
1121,1991,37,70884
1121,1992,24,71487
1121,1993,26,72127
1121,1994,31,72607
1121,1995,39,73114
1121,1996,37,73666
1121,1997,27,74064
1121,1998,37,74645
1123,1979,19,37280
1123,1980,29,36702
1123,1981,24,36645
1123,1982,16,36251
1123,1983,14,36230
1123,1984,16,36150
1123,1985,29,36239
1123,1986,20,36127
1123,1987,14,36238
1123,1988,18,36247
1123,1989,17,36205
1123,1990,22,36173
1123,1991,22,36655
1123,1992,21,36846
1123,1993,27,37142
1123,1994,19,37434
1123,1995,17,37387
1123,1996,24,38042
1123,1997,21,38256
1123,1998,19,38428
1125,1979,55,130969
1125,1980,49,132801
1125,1981,57,133644
1125,1982,30,132173
1125,1983,55,132593
1125,1984,55,133174
1125,1985,47,135339
1125,1986,44,137623
1125,1987,50,139611
1125,1988,43,140922
1125,1989,51,142217
1125,1990,47,143571
1125,1991,71,146317
1125,1992,53,146600
1125,1993,44,148131
1125,1994,47,149658
1125,1995,56,152682
1125,1996,45,152718
1125,1997,45,154217
1125,1998,45,155431
1127,1979,50,65967
1127,1980,46,65417
1127,1981,45,64792
1127,1982,43,64459
1127,1983,33,64070
1127,1984,38,63999
1127,1985,27,64055
1127,1986,55,64618
1127,1987,49,64647
1127,1988,29,64120
1127,1989,52,63800
1127,1990,35,63578
1127,1991,41,63796
1127,1992,47,63997
1127,1993,41,64273
1127,1994,41,64507
1127,1995,42,65031
1127,1996,48,65604
1127,1997,46,65939
1127,1998,42,66137
1129,1979,10,16171
1129,1980,11,16175
1129,1981,11,16825
1129,1982,10,16831
1129,1983,13,16662
1129,1984,14,16370
1129,1985,15,16248
1129,1986,9,16112
1129,1987,11,16228
1129,1988,11,16121
1129,1989,11,15886
1129,1990,17,15868
1129,1991,11,16024
1129,1992,10,16073
1129,1993,10,16323
1129,1994,10,16385
1129,1995,10,16556
1131,1979,13,13746
1131,1980,8,13970
1131,1981,12,14043
1131,1982,11,14162
1131,1983,14,14260
1131,1984,10,13897
1131,1985,8,13829
1131,1986,14,13644
1131,1987,12,13486
1131,1988,8,13088
1131,1991,15,12774
1131,1993,12,12667
1131,1995,12,12640
1131,1997,15,12423
1133,1979,11,21390
1133,1980,22,21123
1133,1981,17,21037
1133,1982,15,20988
1133,1983,16,20762
1133,1984,17,21034
1133,1985,7,21093
1133,1986,19,20922
1133,1987,13,20621
1133,1988,9,20502
1133,1990,14,20743
1133,1991,12,20729
1133,1992,12,20952
1133,1993,10,21351
1133,1994,14,21787
1133,1995,16,22061
1133,1996,15,22436
1133,1997,16,22668
1133,1998,18,22821
2020,1989,79,223488
2020,1990,112,224251
2020,1991,99,232951
2020,1992,83,243296
2020,1993,82,247526
2020,1994,84,249431
2020,1995,129,248752
2020,1996,83,247012
2020,1997,69,248607
2020,1998,71,252739
2050,1989,17,13543
2050,1990,23,13457
2050,1991,20,13775
2050,1992,19,13964
2050,1993,17,14368
2050,1994,23,14626
2050,1995,13,14969
2050,1996,16,15099
2050,1997,13,15267
2070,1991,11,5764
2070,1992,11,6007
2070,1993,10,6118
2090,1989,42,76536
2090,1990,44,76906
2090,1991,38,79695
2090,1992,31,81789
2090,1993,61,82115
2090,1994,37,82572
2090,1995,23,80938
2090,1996,27,81823
2090,1997,30,81275
2090,1998,30,82026
2110,1989,13,25846
2110,1992,11,27905
2110,1995,13,28857
2110,1996,14,29631
2110,1998,11,29865
2122,1989,37,39574
2122,1990,27,40248
2122,1991,20,42112
2122,1992,27,42887
2122,1993,32,43470
2122,1994,30,44830
2122,1995,19,45850
2122,1996,19,46926
2122,1997,35,47503
2122,1998,18,48032
2130,1989,14,13276
2130,1991,13,13773
2130,1994,11,14329
2150,1989,21,12994
2150,1990,13,13174
2150,1991,14,13686
2150,1992,11,13784
2150,1993,11,14035
2150,1995,13,14309
2150,1998,10,13659
2170,1989,17,37952
2170,1990,30,39112
