FIPS,Year,HeartDeaths,Population
1001,1979,40,31077
1001,1980,54,31327
1001,1981,42,30961
1001,1982,51,30958
1001,1983,54,30946
1001,1984,53,30944
1001,1985,43,31053
1001,1986,56,31684
1001,1987,37,31999
1001,1988,47,32326
1001,1989,41,32672
1001,1990,63,32837
1001,1991,44,33577
1001,1992,53,34553
1001,1993,53,35470
1001,1994,54,36668
1001,1995,43,37522
1001,1996,51,38592
1001,1997,48,39568
1001,1998,60,40431
1003,1979,125,73403
1003,1980,125,75148
1003,1981,145,76571
1003,1982,120,78399
1003,1983,145,79797
1003,1984,129,82352
1003,1985,139,84725
1003,1986,136,86371
1003,1987,119,88118
1003,1988,134,89292
1003,1989,103,90661
1003,1990,128,92442
1003,1991,136,96248
1003,1992,139,100036
1003,1993,128,104619
1003,1994,124,109289
1003,1995,132,113342
1003,1996,127,117378
1003,1997,124,121800
1003,1998,170,125666
1005,1979,40,23272
1005,1980,40,23591
1005,1981,44,23513
1005,1982,36,23485
1005,1983,36,23473
1005,1984,35,23568
1005,1985,54,23554
1005,1986,52,23482
1005,1987,46,23592
1005,1988,49,23670
1005,1989,42,23752
1005,1990,56,23798
1005,1991,41,24848
1005,1992,43,25253
1005,1993,42,25622
1005,1994,30,26029
1005,1995,43,26118
1005,1996,43,26489
1005,1997,37,26617
1005,1998,45,27039
1007,1979,38,14792
1007,1980,26,14961
1007,1981,31,15029
1007,1982,29,15189
1007,1983,36,15140
1007,1984,34,15183
1007,1985,32,15254
1007,1986,21,15003
1007,1987,25,15243
1007,1988,24,15205
1007,1989,29,15424
1007,1990,23,15562
1007,1991,24,16060
1007,1992,27,16362
1007,1993,29,16771
1007,1994,20,17000
1007,1995,22,17469
1007,1996,18,17827
1007,1997,19,18285
1007,1998,20,18735
1009,1979,54,34501
1009,1980,56,34907
1009,1981,56,34998
1009,1982,48,34609
1009,1983,55,34680
1009,1984,44,34973
1009,1985,49,35501
1009,1986,52,35983
1009,1987,63,35961
1009,1988,40,36138
1009,1989,72,36614
1009,1990,52,36988
1009,1991,58,37908
1009,1992,42,38468
1009,1993,51,39486
1009,1994,54,40146
1009,1995,49,41622
1009,1996,52,42823
1009,1997,49,44403
1009,1998,57,46160
1011,1979,24,10234
1011,1980,32,10037
1011,1981,23,10058
1011,1982,27,10008
1011,1983,28,10043
1011,1984,23,10138
1011,1985,34,10052
1011,1986,31,9750
1011,1987,15,10130
1011,1988,25,10394
1011,1989,22,10360
1011,1990,26,10194
1011,1991,22,10352
1011,1992,25,10292
1011,1993,23,10391
1011,1994,16,10549
1011,1995,19,10589
1011,1996,15,10761
1011,1997,20,10788
1011,1998,17,10816
1013,1979,46,19904
1013,1980,42,20381
1013,1981,40,20753
1013,1982,42,20915
1013,1983,51,20874
1013,1984,38,20868
1013,1985,51,20812
1013,1986,55,20674
1013,1987,48,20708
1013,1988,54,20496
1013,1989,36,20283
1013,1990,42,20103
1013,1991,44,19969
1013,1992,45,19985
1013,1993,57,20032
1013,1994,34,20069
1013,1995,34,20081
1013,1996,41,20121
1013,1997,35,20099
1013,1998,35,19971
1015,1979,204,112902
1015,1980,239,115803
1015,1981,228,116509
1015,1982,225,117589
1015,1983,228,116465
1015,1984,213,116749
1015,1985,170,113669
1015,1986,217,112622
1015,1987,191,112884
1015,1988,191,111907
1015,1989,177,110975
1015,1990,189,110464
1015,1991,186,109565
1015,1992,174,109954
1015,1993,185,110480
1015,1994,178,110105
1015,1995,160,110530
1015,1996,175,110444
1015,1997,170,110848
1015,1998,172,110773
1017,1979,84,37340
1017,1980,85,37174
1017,1981,72,37198
1017,1982,81,37078
1017,1983,82,36899
1017,1984,59,36611
1017,1985,72,36082
1017,1986,79,35402
1017,1987,69,35136
1017,1988,77,34712
1017,1989,66,34531
1017,1990,60,34091
1017,1991,68,34069
1017,1992,61,34243
1017,1993,69,34161
1017,1994,64,34265
1017,1995,54,34366
1017,1996,62,34034
1017,1997,50,33833
1017,1998,52,33926
1019,1979,32,17825
1019,1980,41,17947
1019,1981,46,18383
1019,1982,37,18571
1019,1983,36,18149
1019,1984,38,17955
1019,1985,35,17858
1019,1986,40,17948
1019,1987,40,18167
1019,1988,29,18403
1019,1989,33,18333
1019,1990,27,18413
1019,1991,34,18685
1019,1992,36,18979
1019,1993,37,19498
1019,1994,44,19924
1019,1995,37,20518
1019,1996,46,20990
1019,1997,29,21464
1019,1998,36,21878
1021,1979,47,29122
1021,1980,62,29160
1021,1981,65,29182
1021,1982,67,28754
1021,1983,63,29102
1021,1984,63,29391
1021,1985,61,29807
1021,1986,70,30124
1021,1987,60,30144
1021,1988,55,30427
1021,1989,56,30422
1021,1990,48,30475
1021,1991,55,31141
1021,1992,38,31502
1021,1993,57,32030
1021,1994,55,32702
1021,1995,60,33460
1021,1996,64,34382
1021,1997,62,35155
1021,1998,42,35893
1023,1979,35,16105
1023,1980,31,15987
1023,1981,32,15785
1023,1982,31,15487
1023,1983,37,15691
1023,1984,37,15670
1023,1985,28,15740
1023,1986,24,15742
1023,1987,29,15573
1023,1988,35,15473
1023,1989,28,15148
1023,1990,29,15008
1023,1991,24,15003
1023,1992,21,15163
1023,1993,36,15177
1023,1994,30,15157
1023,1995,32,15178
1023,1996,25,15206
1023,1997,28,15110
1023,1998,16,15130
1025,1979,51,26313
1025,1980,56,26367
1025,1981,60,26752
1025,1982,64,26500
1025,1983,45,26337
1025,1984,38,26121
1025,1985,29,25890
1025,1986,29,25823
1025,1987,49,25987
1025,1988,44,25650
1025,1989,39,25599
1025,1990,32,25660
1025,1991,42,25795
1025,1992,34,25906
1025,1993,44,25957
1025,1994,39,26057
1025,1995,31,25854
1025,1996,37,25900
1025,1997,40,26321
1025,1998,28,26148
1027,1979,25,13127
1027,1980,33,12921
1027,1981,15,13040
1027,1982,17,12885
1027,1983,24,12855
1027,1984,15,12713
1027,1985,22,12738
1027,1986,21,12499
1027,1987,18,12319
1027,1988,27,12247
1027,1989,21,12119
1027,1990,22,12139
1027,1991,21,12201
1027,1992,20,12297
1027,1993,19,12428
1027,1994,19,12447
1027,1995,20,12474
1027,1996,17,12624
1027,1997,16,12838
1027,1998,24,13011
1029,1979,21,11957
1029,1980,22,11982
1029,1981,21,12162
1029,1982,22,12216
1029,1983,19,12057
1029,1984,15,11936
1029,1985,16,11972
1029,1986,16,11864
1029,1987,19,12021
1029,1988,16,12035
1029,1989,17,12027
1029,1990,11,11986
1029,1991,19,11941
1029,1992,12,12068
1029,1993,18,12279
1029,1994,24,12249
1029,1995,18,12307
1029,1996,25,12467
1029,1997,10,12939
1029,1998,14,13101
1031,1979,65,36293
1031,1980,56,36954
1031,1981,62,37976
1031,1982,65,38014
1031,1983,69,38358
1031,1984,68,38275
1031,1985,60,38337
1031,1986,49,38589
1031,1987,65,38294
1031,1988,51,38538
1031,1989,54,38184
1031,1990,49,38038
1031,1991,51,38288
1031,1992,45,39041
1031,1993,61,39501
1031,1994,55,40167
1031,1995,71,40570
1031,1996,58,40496
1031,1997,53,40467
1031,1998,60,40726
1033,1979,82,51915
1033,1980,73,52247
1033,1981,85,52372
1033,1982,78,51564
1033,1983,71,50950
1033,1984,61,50401
1033,1985,67,50225
1033,1986,70,49797
1033,1987,96,49135
1033,1988,79,48716
1033,1989,81,48537
1033,1990,98,48761
1033,1991,91,49420
1033,1992,81,49625
1033,1993,83,50105
1033,1994,60,50112
1033,1995,73,50241
1033,1996,87,50641
1033,1997,72,51223
1033,1998,81,51201
1035,1979,25,14937
1035,1980,34,14891
1035,1981,26,14604
1035,1982,34,14447
1035,1983,38,14251
1035,1984,22,14080
1035,1985,43,13932
1035,1986,27,13887
1035,1987,20,13656
1035,1988,22,13329
1035,1989,18,13112
1035,1990,25,12976
1035,1991,22,13218
1035,1992,28,13131
1035,1993,21,13179
1035,1994,17,13239
1035,1995,22,13261
1035,1996,23,13414
1035,1997,19,13275
1035,1998,28,13206
1037,1979,25,11078
1037,1980,27,10812
1037,1981,20,10850
1037,1982,17,10707
1037,1983,7,10607
1037,1984,15,10585
1037,1985,16,10385
1037,1986,17,10480
1037,1987,21,10502
1037,1988,16,10392
1037,1989,11,10407
1037,1990,11,10361
1037,1991,14,10454
1037,1992,19,10476
1037,1993,24,10749
1037,1994,11,11057
1037,1995,25,11201
1037,1996,15,11099
1037,1997,23,11177
1037,1998,15,11215
1039,1979,64,35039
1039,1980,66,34737
1039,1981,70,34719
1039,1982,59,34405
1039,1983,65,34415
1039,1984,47,34502
1039,1985,56,34616
1039,1986,54,34155
1039,1987,48,34058
1039,1988,67,33877
1039,1989,60,33796
1039,1990,52,33649
1039,1991,63,33731
1039,1992,54,34053
1039,1993,56,34264
1039,1994,47,34025
1039,1995,56,34503
1039,1996,74,34655
1039,1997,56,34642
1039,1998,60,34595
1041,1979,31,13187
1041,1980,30,13222
1041,1981,25,13187
1041,1982,38,13008
1041,1983,36,12951
1041,1984,23,12866
1041,1985,28,12869
1041,1986,36,12831
1041,1987,32,12782
1041,1988,23,12740
1041,1989,20,12670
1041,1990,27,12522
1041,1991,13,12433
1041,1992,18,12405
1041,1993,21,12428
1041,1994,23,12362
1041,1995,15,12459
1041,1996,20,12484
1041,1997,20,12560
1041,1998,22,12465
1043,1979,112,58708
1043,1980,110,58832
1043,1981,98,58952
1043,1982,97,59222
1043,1983,89,59749
1043,1984,101,60928
1043,1985,90,61420
1043,1986,68,62063
1043,1987,78,62437
1043,1988,89,62642
1043,1989,111,62933
1043,1990,73,63462
1043,1991,66,64456
1043,1992,66,65506
1043,1993,82,66396
1043,1994,105,67431
1043,1995,110,68392
1043,1996,101,69532
1043,1997,101,70172
1043,1998,115,71220
1045,1979,51,44976
1045,1980,62,46406
1045,1981,70,47145
1045,1982,58,46925
1045,1983,47,47121
1045,1984,59,46746
1045,1985,56,46788
1045,1986,58,47572
1045,1987,50,47827
1045,1988,52,48838
1045,1989,45,48066
1045,1990,40,47706
1045,1991,45,47776
1045,1992,51,47805
1045,1993,48,47586
1045,1994,50,48070
1045,1995,57,47851
1045,1996,68,47070
1045,1997,72,46675
1045,1998,43,46528
1047,1979,77,51998
1047,1980,88,51513
1047,1981,87,51175
1047,1982,93,51332
1047,1983,90,50762
1047,1984,68,50538
1047,1985,62,49995
1047,1986,66,49180
1047,1987,74,47847
1047,1988,60,46795
1047,1989,69,46041
1047,1990,71,45222
1047,1991,82,44909
1047,1992,71,44977
1047,1993,67,45002
1047,1994,53,44828
1047,1995,76,44758
1047,1996,79,44446
1047,1997,67,44250
1047,1998,79,43980
1049,1979,109,50951
1049,1980,114,51049
1049,1981,97,51420
1049,1982,101,50882
1049,1983,80,50900
1049,1984,91,51046
1049,1985,97,50741
1049,1986,98,50406
1049,1987,95,50682
1049,1988,82,50832
1049,1989,111,51071
1049,1990,112,51198
1049,1991,92,52423
1049,1992,121,53302
1049,1993,98,54432
1049,1994,95,55893
1049,1995,99,56022
1049,1996,86,56496
1049,1997,98,57175
1049,1998,95,58387
1051,1979,87,41266
1051,1980,72,41592
1051,1981,70,41807
1051,1982,76,42314
1051,1983,70,42481
1051,1984,78,42915
1051,1985,60,43478
1051,1986,82,43951
1051,1987,52,45365
1051,1988,76,45895
1051,1989,84,46340
1051,1990,62,46913
1051,1991,77,48343
1051,1992,66,50071
1051,1993,62,51635
1051,1994,53,53068
1051,1995,81,54625
1051,1996,78,56083
1051,1997,70,57899
1051,1998,63,59547
1053,1979,58,36239
1053,1980,72,36702
1053,1981,60,35778
1053,1982,67,35620
1053,1983,85,35430
1053,1984,60,35478
1053,1985,65,35284
1053,1986,64,35292
1053,1987,71,34951
1053,1988,61,34106
1053,1989,47,33560
1053,1990,67,33346
1053,1991,57,33628
1053,1992,56,34122
1053,1993,49,34414
1053,1994,46,34692
1053,1995,67,34808
1053,1996,61,35125
1053,1997,41,35494
1053,1998,62,35746
1055,1979,234,98520
1055,1980,207,98491
1055,1981,203,98242
1055,1982,221,97426
1055,1983,208,97389
1055,1984,226,96790
1055,1985,183,96661
1055,1986,197,95808
1055,1987,220,95332
1055,1988,207,94652
1055,1989,222,94130
1055,1990,201,93463
1055,1991,186,93650
1055,1992,176,94149
1055,1993,249,94296
1055,1994,177,95220
1055,1995,178,95241
1055,1996,166,95736
1055,1997,175,96645
1055,1998,166,96859
1057,1979,29,17350
1057,1980,40,17815
1057,1981,33,17904
1057,1982,39,18063
1057,1983,49,17822
1057,1984,38,17945
1057,1985,31,17881
1057,1986,27,17657
1057,1987,31,17280
1057,1988,28,16845
1057,1989,10,16619
1057,1990,25,16622
1057,1991,26,16789
1057,1992,27,16790
1057,1993,31,16777
1057,1994,24,16831
1057,1995,34,16859
1057,1996,31,16929
1057,1997,36,17002
1057,1998,37,17043
1059,1979,57,27389
1059,1980,55,26950
1059,1981,47,26677
1059,1982,64,26679
1059,1983,51,26749
1059,1984,56,27066
1059,1985,38,26945
1059,1986,59,26789
1059,1987,43,26573
1059,1988,65,26463
1059,1989,53,26118
1059,1990,69,25955
1059,1991,48,26261
1059,1992,48,26729
1059,1993,48,27213
1059,1994,44,27589
1059,1995,57,27966
1059,1996,58,28305
1059,1997,52,28676
1059,1998,43,28884
1061,1979,45,22694
1061,1980,54,22993
1061,1981,51,22527
1061,1982,54,22384
1061,1983,48,22269
1061,1984,49,22389
1061,1985,49,22496
1061,1986,38,22290
1061,1987,36,22144
1061,1988,36,21919
1061,1989,39,21700
1061,1990,41,21897
1061,1991,36,22381
1061,1992,29,22416
1061,1993,49,22665
1061,1994,43,22938
1061,1995,32,23112
1061,1996,35,23237
1061,1997,35,23345
1061,1998,32,23478
1063,1979,19,10204
1063,1980,19,10359
1063,1981,15,10408
1063,1982,18,10292
1063,1983,16,10335
1063,1984,19,10205
1063,1985,24,10005
1063,1986,22,9798
1063,1987,22,9590
1063,1988,17,9518
1063,1989,21,9411
1063,1990,21,9323
1063,1991,21,9466
1063,1992,18,9482
1063,1993,25,9418
1063,1994,21,9399
1063,1995,11,9330
1063,1996,23,9423
1063,1997,15,9411
1063,1998,26,9364
1065,1979,25,14951
1065,1980,25,14619
1065,1981,22,14546
1065,1982,20,14383
1065,1983,29,14232
1065,1984,31,14237
1065,1985,21,13936
1065,1986,23,13958
1065,1987,30,13969
1065,1988,25,14154
1065,1989,33,14210
1065,1990,36,14283
1065,1991,29,14593
1065,1992,36,14784
1065,1993,32,14841
1065,1994,30,14972
1065,1995,24,15116
1065,1996,21,15328
1065,1997,25,15382
1065,1998,22,15709
1067,1979,33,14302
1067,1980,29,14515
1067,1981,34,14604
1067,1982,25,14338
1067,1983,33,14223
1067,1984,22,14260
1067,1985,36,14304
1067,1986,32,14085
1067,1987,25,14137
1067,1988,26,14138
1067,1989,22,14230
1067,1990,22,14273
1067,1991,23,14556
1067,1992,27,14533
1067,1993,27,14645
1067,1994,19,14738
1067,1995,26,14686
1067,1996,25,14639
1067,1997,21,14739
1067,1998,25,14880
1069,1979,68,72094
1069,1980,79,72028
1069,1981,68,73310
1069,1982,78,73995
1069,1983,91,73906
1069,1984,82,74016
1069,1985,94,74562
1069,1986,101,75076
1069,1987,101,76261
1069,1988,83,76607
1069,1989,100,76692
1069,1990,84,77257
1069,1991,108,78300
1069,1992,98,79276
1069,1993,103,80120
1069,1994,114,79847
1069,1995,84,80363
1069,1996,103,81349
1069,1997,70,81658
1069,1998,87,82188
1071,1979,105,49845
1071,1980,78,49628
1071,1981,102,49383
1071,1982,91,49254
1071,1983,94,48460
1071,1984,90,48039
1071,1985,85,47288
1071,1986,77,46448
1071,1987,96,46269
1071,1988,96,46094
1071,1989,81,45457
1071,1990,88,45479
1071,1991,90,46192
1071,1992,69,46728
1071,1993,96,47344
1071,1994,88,47597
1071,1995,90,48262
1071,1996,98,49162
1071,1997,95,49300
1071,1998,64,50110
1073,1979,1101,642479
1073,1980,993,641307
1073,1981,1006,636438
1073,1982,978,630156
1073,1983,982,627661
1073,1984,985,625666
1073,1985,1043,624316
1073,1986,956,622509
1073,1987,938,621598
1073,1988,974,618872
1073,1989,835,615922
1073,1990,842,613185
1073,1991,805,617331
1073,1992,856,620134
1073,1993,827,622380
1073,1994,800,623653
1073,1995,827,623923
1073,1996,774,623186
1073,1997,787,621383
1073,1998,738,621546
1075,1979,33,15298
1075,1980,29,15575
1075,1981,27,15492
1075,1982,30,15485
1075,1983,31,15312
1075,1984,27,15289
1075,1985,30,15452
1075,1986,25,15381
1075,1987,30,15184
1075,1988,32,14901
1075,1989,26,14671
1075,1990,30,14517
1075,1991,18,14499
1075,1992,31,14435
1075,1993,22,14613
1075,1994,18,14618
1075,1995,27,14595
1075,1996,32,14600
1075,1997,23,14669
1075,1998,20,14708
1077,1979,82,77400
1077,1980,93,77351
1077,1981,78,77935
1077,1982,59,77428
1077,1983,118,76754
1077,1984,132,76605
1077,1985,102,76453
1077,1986,101,75996
1077,1987,109,75638
1077,1988,103,75234
1077,1989,130,74855
1077,1990,103,74953
1077,1991,139,76315
1077,1992,119,77344
1077,1993,142,78534
1077,1994,132,79126
1077,1995,116,79894
1077,1996,100,80570
1077,1997,107,80695
1077,1998,72,81302
1079,1979,39,29149
1079,1980,46,29066
1079,1981,61,29022
1079,1982,45,29335
1079,1983,35,29394
1079,1984,53,29725
1079,1985,51,29743
1079,1986,39,29521
1079,1987,34,29561
1079,1988,34,29638
1079,1989,38,29919
1079,1990,45,29984
1079,1991,48,30574
1079,1992,48,30729
1079,1993,42,31128
1079,1994,38,31107
1079,1995,48,31537
1079,1996,57,31820
1079,1997,37,32124
1079,1998,32,32353
1081,1979,81,74156
1081,1980,107,74441
1081,1981,95,75682
1081,1982,104,76923
1081,1983,114,76865
1081,1984,113,77936
1081,1985,104,78741
1081,1986,87,80292
1081,1987,107,80069
1081,1988,105,81914
1081,1989,82,83053
1081,1990,78,84204
1081,1991,127,86493
1081,1992,102,88472
1081,1993,112,91064
1081,1994,116,92842
1081,1995,85,95970
1081,1996,105,98688
1081,1997,84,102913
1081,1998,94,106125
1083,1979,78,43223
1083,1980,78,44171
1083,1981,75,43942
1083,1982,67,44496
1083,1983,77,45250
1083,1984,83,45555
1083,1985,87,47148
1083,1986,75,47815
1083,1987,79,48961
1083,1988,84,50055
1083,1989,84,51302
1083,1990,66,51648
1083,1991,58,53079
1083,1992,66,54477
1083,1993,86,55760
1083,1994,83,56596
1083,1995,106,57231
1083,1996,162,58264
1083,1997,161,59488
1083,1998,160,60806
1085,1979,13,12752
1085,1980,6,12707
1085,1981,8,12519
1085,1982,14,12192
1085,1983,16,12073
1085,1984,15,12092
1085,1985,19,12069
1085,1986,20,12015
1085,1987,8,12066
1085,1988,11,11849
1085,1989,18,12059
1085,1991,15,11961
1085,1992,18,11950
1085,1993,27,12079
1085,1994,26,12124
1085,1995,28,12351
1085,1996,25,12303
1085,1997,16,12381
1085,1998,20,12568
1087,1979,50,25192
1087,1980,56,25395
1087,1981,53,25131
1087,1982,45,24931
1087,1983,47,24477
1087,1984,50,23987
1087,1985,55,23839
1087,1986,63,23772
1087,1987,56,24044
1087,1988,38,23729
1087,1989,46,23601
1087,1990,34,23253
1087,1991,42,22940
1087,1992,45,23215
1087,1993,61,23042
1087,1994,37,22683
1087,1995,44,22406
1087,1996,31,22472
1087,1997,37,22145
1087,1998,34,22318
1089,1979,233,190474
1089,1980,236,192259
1089,1981,266,194817
1089,1982,228,197380
1089,1983,219,200869
1089,1984,241,204707
1089,1985,262,209050
1089,1986,284,213618
1089,1987,278,218568
1089,1988,303,224282
1089,1989,288,228614
1089,1990,282,231064
1089,1991,303,237968
1089,1992,311,245313
1089,1993,307,253375
1089,1994,313,256629
1089,1995,295,255417
1089,1996,326,255934
1089,1997,324,257015
1089,1998,287,261389
1091,1979,46,23944
1091,1980,45,23740
1091,1981,45,23307
1091,1982,47,23221
1091,1983,44,23098
1091,1984,47,22891
1091,1985,46,22734
1091,1986,33,22408
1091,1987,29,22291
1091,1988,29,22121
1091,1989,38,21904
1091,1990,26,21590
1091,1991,28,21514
1091,1992,36,21560
1091,1993,27,21712
1091,1994,43,21650
1091,1995,32,21602
1091,1996,37,21504
1091,1997,26,21517
1091,1998,42,21263
1093,1979,38,28372
1093,1980,36,28568
1093,1981,49,28776
1093,1982,45,28919
1093,1983,43,29340
1093,1984,46,28964
1093,1985,45,28929
1093,1986,57,28337
1093,1987,41,28379
1093,1988,59,28058
1093,1989,45,27931
1093,1990,45,27726
1093,1991,57,27541
1093,1992,43,27744
1093,1993,45,28036
1093,1994,58,28345
1093,1995,43,28684
1093,1996,41,29214
1093,1997,43,29224
1093,1998,52,29286
1095,1979,110,62235
1095,1980,131,62781
1095,1981,123,63323
1095,1982,133,63646
1095,1983,128,64008
1095,1984,118,64802
1095,1985,144,65820
1095,1986,118,66009
1095,1987,129,66509
1095,1988,122,66677
1095,1989,133,66468
1095,1990,146,66745
1095,1991,135,67775
1095,1992,115,69295
1095,1993,120,71202
1095,1994,122,72835
1095,1995,135,74289
1095,1996,119,75586
1095,1997,102,76288
1095,1998,116,76656
1097,1979,550,350614
1097,1980,524,353454
1097,1981,511,357962
1097,1982,510,361376
1097,1983,629,362641
1097,1984,545,361431
1097,1985,480,363711
1097,1986,455,366066
1097,1987,444,367457
1097,1988,477,364658
1097,1989,496,361732
1097,1990,462,361158
1097,1991,509,364754
1097,1992,418,369310
1097,1993,445,375039
1097,1994,429,376450
1097,1995,474,375513
1097,1996,445,375882
1097,1997,474,377064
1097,1998,447,377604
1099,1979,29,21424
1099,1980,40,21516
1099,1981,36,21442
1099,1982,37,21400
1099,1983,24,21221
1099,1984,44,21606
1099,1985,40,21504
1099,1986,32,21554
1099,1987,30,21693
1099,1988,27,21801
1099,1989,27,21974
1099,1990,39,22565
1099,1991,40,22507
1099,1992,17,22771
1099,1993,34,23052
1099,1994,32,23182
1099,1995,30,23292
1099,1996,24,23268
1099,1997,33,23080
1099,1998,25,22938
1101,1979,222,186473
1101,1980,230,189966
1101,1981,279,192034
1101,1982,237,192107
1101,1983,263,192011
1101,1984,306,194077
1101,1985,261,195114
1101,1986,280,197202
1101,1987,288,198532
1101,1988,272,199096
1101,1989,287,200114
1101,1990,260,199174
1101,1991,278,202304
1101,1992,198,205085
1101,1993,251,207710
1101,1994,262,209796
1101,1995,215,210740
1101,1996,211,211471
1101,1997,194,212024
1101,1998,227,212427
1103,1979,103,87564
1103,1980,123,87055
1103,1981,125,86780
1103,1982,127,87065
1103,1983,136,87567
1103,1984,161,88629
1103,1985,152,90034
1103,1986,150,91379
1103,1987,162,92869
1103,1988,148,93489
1103,1989,159,94289
1103,1990,134,95317
1103,1991,135,97203
1103,1992,139,98551
1103,1993,151,100215
1103,1994,148,101023
1103,1995,130,101842
1103,1996,135,102425
1103,1997,152,103432
1103,1998,136,104373
1105,1979,26,13932
1105,1980,34,14068
1105,1981,19,13907
1105,1982,20,13794
1105,1983,20,13847
1105,1984,28,13674
1105,1985,17,13469
1105,1986,30,13051
1105,1987,15,12910
1105,1988,15,12520
1105,1989,12,12056
1105,1990,32,11751
1105,1991,13,11351
1105,1992,15,11256
1105,1993,21,11319
1105,1994,19,11409
1105,1995,23,11549
1105,1996,12,11338
1105,1997,13,11286
1105,1998,21,11359
1107,1979,36,20712
1107,1980,36,20259
1107,1981,22,20486
1107,1982,45,20349
1107,1983,28,20377
1107,1984,31,20310
1107,1985,31,20265
1107,1986,27,20112
1107,1987,35,19775
1107,1988,15,19490
1107,1989,23,19352
1107,1990,15,19156
1107,1991,28,19179
1107,1992,36,19359
1107,1993,25,19439
1107,1994,40,19357
1107,1995,37,19394
1107,1996,29,19484
1107,1997,36,19399
1107,1998,36,19498
1109,1979,43,26039
1109,1980,53,26624
1109,1981,62,26977
1109,1982,51,26357
1109,1983,55,26274
1109,1984,55,25856
1109,1985,39,26176
1109,1986,38,26192
1109,1987,38,26027
1109,1988,49,25970
1109,1989,49,25850
1109,1990,34,25759
1109,1991,36,26267
1109,1992,43,26519
1109,1993,44,26868
1109,1994,35,27391
1109,1995,43,27300
1109,1996,39,27170
1109,1997,55,27440
1109,1998,38,27774
1111,1979,44,18696
1111,1980,28,18931
1111,1981,44,18989
1111,1982,41,18994
1111,1983,30,18691
1111,1984,32,18747
1111,1985,38,18422
1111,1986,36,18365
1111,1987,45,18194
1111,1988,46,18424
1111,1989,38,18454
1111,1990,35,18446
1111,1991,33,18811
1111,1992,38,19184
1111,1993,47,19419
1111,1994,30,19560
1111,1995,32,19668
1111,1996,34,19903
1111,1997,30,19829
1111,1998,25,20000
1113,1979,100,46238
1113,1980,96,45824
1113,1981,123,45170
1113,1982,124,44946
1113,1983,105,44225
1113,1984,118,44618
1113,1985,126,44699
1113,1986,106,45360
1113,1987,114,45384
1113,1988,112,45095
1113,1989,121,44356
1113,1990,76,44446
1113,1991,87,45180
1113,1992,54,46466
1113,1993,82,47388
1113,1994,60,48878
1113,1995,41,48690
1113,1996,62,48827
1113,1997,47,47923
1113,1998,42,47530
1115,1979,74,39038
1115,1980,74,39672
1115,1981,83,40095
1115,1982,66,40404
1115,1983,72,40728
1115,1984,65,42345
1115,1985,58,43453
1115,1986,75,44012
1115,1987,73,45479
1115,1988,80,45953
1115,1989,61,47019
1115,1990,65,47780
1115,1991,75,49021
1115,1992,72,50325
1115,1993,75,51921
1115,1994,90,53303
1115,1995,73,54948
1115,1996,86,56366
1115,1997,79,57522
1115,1998,74,58817
1117,1979,54,62644
1117,1980,54,64422
1117,1981,63,67329
1117,1982,71,68820
1117,1983,68,70713
1117,1984,88,73711
1117,1985,86,77263
1117,1986,83,80747
1117,1987,64,85910
1117,1988,87,89905
1117,1989,62,93722
1117,1990,80,96584
1117,1991,59,99778
1117,1992,62,103154
1117,1993,59,108569
1117,1994,92,114076
1117,1995,75,118700
1117,1996,83,122655
1117,1997,96,127395
1117,1998,72,131470
1119,1979,27,15923
1119,1980,31,15983
1119,1981,26,16039
1119,1982,16,15972
1119,1983,15,15926
1119,1984,20,16020
1119,1985,27,16024
1119,1986,19,15984
1119,1987,25,15737
1119,1988,24,15461
1119,1989,14,15181
1119,1990,18,15056
1119,1991,18,15041
1119,1992,16,14898
1119,1993,19,14801
1119,1994,23,14931
1119,1995,14,14829
1119,1996,18,14701
1119,1997,19,14414
1119,1998,20,14197
1121,1979,109,70940
1121,1980,101,71113
1121,1981,116,71525
1121,1982,127,71738
1121,1983,123,72367
1121,1984,95,71827
1121,1985,111,71885
1121,1986,126,71856
1121,1987,132,71110
1121,1988,135,70706
1121,1989,115,70526
1121,1990,136,70258
1121,1991,117,70884
1121,1992,124,71487
1121,1993,143,72127
1121,1994,122,72607
1121,1995,130,73114
1121,1996,123,73666
1121,1997,141,74064
1121,1998,123,74645
1123,1979,112,37280
1123,1980,70,36702
1123,1981,82,36645
1123,1982,91,36251
1123,1983,89,36230
1123,1984,112,36150
1123,1985,87,36239
1123,1986,69,36127
1123,1987,84,36238
1123,1988,77,36247
1123,1989,82,36205
1123,1990,65,36173
1123,1991,70,36655
1123,1992,69,36846
1123,1993,66,37142
1123,1994,83,37434
1123,1995,64,37387
1123,1996,47,38042
1123,1997,59,38256
1123,1998,55,38428
1125,1979,183,130969
1125,1980,164,132801
1125,1981,178,133644
1125,1982,162,132173
1125,1983,178,132593
1125,1984,181,133174
1125,1985,175,135339
1125,1986,169,137623
1125,1987,163,139611
1125,1988,177,140922
1125,1989,195,142217
1125,1990,194,143571
1125,1991,160,146317
1125,1992,182,146600
1125,1993,201,148131
1125,1994,197,149658
1125,1995,187,152682
1125,1996,179,152718
1125,1997,175,154217
1125,1998,158,155431
1127,1979,80,65967
1127,1980,99,65417
1127,1981,83,64792
1127,1982,80,64459
1127,1983,68,64070
1127,1984,100,63999
1127,1985,124,64055
1127,1986,128,64618
1127,1987,145,64647
1127,1988,112,64120
1127,1989,136,63800
