FIPS,Year,HeartDeaths,Population
35039,1982,19,29115
35039,1983,24,29655
35039,1984,27,30580
35039,1985,33,31167
35039,1986,33,31666
35039,1987,22,32049
35039,1988,24,32212
35039,1989,18,32539
35039,1990,25,33058
35039,1991,24,33299
35039,1992,22,33910
35039,1993,21,34786
35039,1994,19,35695
35039,1995,21,36657
35039,1996,20,37574
35039,1997,19,37960
35039,1998,18,38466
35041,1979,20,14922
35041,1980,24,14923
35041,1981,13,14840
35041,1982,19,15305
35041,1983,17,15663
35041,1984,28,15685
35041,1985,14,15751
35041,1986,20,16006
35041,1987,18,15756
35041,1988,21,15724
35041,1989,14,15529
35041,1990,24,15699
35041,1991,18,16299
35041,1992,16,16694
35041,1993,16,16959
35041,1994,15,17999
35041,1995,11,17952
35041,1996,10,17874
35041,1997,12,17714
35041,1998,18,17489
35043,1979,26,33063
35043,1980,31,33810
35043,1981,29,34639
35043,1982,30,36249
35043,1983,28,37702
35043,1984,42,41249
35043,1985,30,45354
35043,1986,35,49212
35043,1987,45,53616
35043,1988,26,56930
35043,1989,46,58899
35043,1990,39,60977
35043,1991,46,63330
35043,1992,27,65494
35043,1993,46,68661
35043,1994,42,72173
35043,1995,50,75462
35043,1996,39,78348
35043,1997,45,80679
35043,1998,44,82214
35045,1979,47,77793
35045,1980,37,80419
35045,1981,44,84458
35045,1982,56,87371
35045,1983,69,88921
35045,1984,59,89385
35045,1985,50,89618
35045,1986,58,91330
35045,1987,48,89849
35045,1988,61,89494
35045,1989,47,89844
35045,1990,72,89028
35045,1991,59,90863
35045,1992,56,92249
35045,1993,63,94653
35045,1994,54,96827
35045,1995,71,97895
35045,1996,66,100419
35045,1997,65,101863
35045,1998,51,104695
35047,1979,20,21596
35047,1980,21,21743
35047,1981,20,22003
35047,1982,20,22113
35047,1983,18,22862
35047,1984,24,23588
35047,1985,20,24122
35047,1986,29,24301
35047,1987,22,24287
35047,1988,31,24389
35047,1989,30,24206
35047,1990,27,24380
35047,1991,18,24992
35047,1992,21,25590
35047,1993,15,26192
35047,1994,18,26948
35047,1995,24,27786
35047,1996,18,28376
35047,1997,21,28408
35047,1998,24,28576
35049,1979,51,73036
35049,1980,29,72892
35049,1981,45,74595
35049,1982,46,77257
35049,1983,68,79390
35049,1984,50,81158
35049,1985,52,82634
35049,1986,56,85913
35049,1987,67,88838
35049,1988,54,90872
35049,1989,54,93124
35049,1990,54,94976
35049,1991,41,98319
35049,1992,56,101579
35049,1993,60,105218
35049,1994,55,109178
35049,1995,73,113460
35049,1996,50,115873
35049,1997,52,118694
35049,1998,55,120270
35051,1979,18,7640
35051,1980,27,7603
35051,1981,25,7864
35051,1982,26,7958
35051,1983,22,7938
35051,1984,25,8066
35051,1985,32,8072
35051,1986,28,8119
35051,1987,29,8223
35051,1988,30,8208
35051,1989,25,8354
35051,1990,38,8500
35051,1991,26,8857
35051,1992,30,8925
35051,1993,32,9511
35051,1994,25,9935
35051,1995,26,10186
35051,1996,25,10634
35051,1997,26,10877
35051,1998,30,11134
35053,1979,15,12706
35053,1980,12,12196
35053,1981,13,12903
35053,1982,11,13043
35053,1983,13,13271
35053,1984,8,13355
35053,1985,3,13559
35053,1986,12,13870
35053,1987,13,13841
35053,1988,14,14183
35053,1989,10,14174
35053,1990,15,14136
35053,1991,14,14236
35053,1992,14,14696
35053,1993,13,15064
35053,1995,17,15947
35053,1996,16,16418
35053,1997,12,16558
35053,1998,14,16755
35055,1979,9,17996
35055,1980,9,18846
35055,1981,13,19238
35055,1982,18,19957
35055,1983,11,20593
35055,1984,11,21467
35055,1985,14,21673
35055,1986,12,21815
35055,1987,13,21567
35055,1988,13,21658
35055,1989,15,21708
35055,1990,21,22022
35055,1991,15,22777
35055,1992,11,23413
35055,1993,14,24021
35055,1994,19,24624
35055,1995,16,25313
35055,1996,13,26044
35055,1997,16,26881
35055,1998,13,27336
35057,1979,4,6896
35057,1980,3,7185
35057,1981,5,7222
35057,1982,7,7527
35057,1983,15,7696
35057,1984,16,7910
35057,1985,11,8143
35057,1986,12,8589
35057,1987,10,9273
35057,1988,12,9482
35057,1989,12,9738
35057,1991,13,10317
35057,1994,16,11741
35057,1995,17,12852
35057,1998,12,15545
35059,1979,10,4493
35059,1980,3,4377
35059,1981,7,4471
35059,1982,2,4833
35059,1983,6,4731
35059,1984,7,4700
35059,1985,9,4535
35059,1986,10,4456
35059,1987,7,4190
35059,1988,5,4075
35061,1979,43,54992
35061,1980,43,59670
35061,1981,48,59500
35061,1982,49,58969
35061,1983,41,58321
35061,1984,66,58198
35061,1985,55,59070
35061,1986,65,60458
35061,1987,60,62032
35061,1988,55,63521
35061,1989,44,42252
35061,1990,36,43457
35061,1991,49,44732
35061,1992,41,46211
35061,1993,44,48640
35061,1994,37,51076
35061,1995,43,54804
35061,1996,48,57430
35061,1997,48,59455
35061,1998,30,61104
36001,1979,566,271487
36001,1980,535,269978
36001,1981,546,270573
36001,1982,504,270620
36001,1983,527,270945
36001,1984,506,271322
36001,1985,466,272451
36001,1986,462,273229
36001,1987,456,272682
36001,1988,450,272655
36001,1989,368,273430
36001,1990,388,273697
36001,1991,391,275900
36001,1992,377,276863
36001,1993,343,278329
36001,1994,322,279658
36001,1995,325,278845
36001,1996,300,276507
36001,1997,309,274814
36001,1998,290,273790
36003,1979,59,49926
36003,1980,66,49325
36003,1981,60,49325
36003,1982,74,49036
36003,1983,78,48673
36003,1984,50,48323
36003,1985,79,47929
36003,1986,62,47264
36003,1987,62,46863
36003,1988,52,46836
36003,1989,59,47140
36003,1990,46,47347
36003,1991,45,47758
36003,1992,49,47761
36003,1993,68,47615
36003,1994,61,47885
36003,1995,42,48097
36003,1996,47,47716
36003,1997,36,47116
36003,1998,43,46771
36005,1979,2287,1125105
36005,1980,2384,1106007
36005,1981,2359,1101504
36005,1982,2366,1102411
36005,1983,2350,1113113
36005,1984,2381,1117216
36005,1985,2268,1126120
36005,1986,2101,1137483
36005,1987,2006,1149420
36005,1988,2038,1155434
36005,1989,1789,1154344
36005,1990,1804,1143283
36005,1991,1692,1154586
36005,1992,1690,1162846
36005,1993,1761,1179350
36005,1994,1532,1191466
36005,1995,1536,1202768
36005,1996,1489,1213818
36005,1997,1429,1225750
36005,1998,1375,1241481
36007,1979,370,205916
36007,1980,357,202391
36007,1981,336,202046
36007,1982,303,202095
36007,1983,357,201327
36007,1984,326,200825
36007,1985,339,201307
36007,1986,330,200160
36007,1987,310,198358
36007,1988,341,198866
36007,1989,278,198911
36007,1990,284,198562
36007,1991,288,198477
36007,1992,284,198808
36007,1993,268,197911
36007,1994,245,195592
36007,1995,208,192043
36007,1996,233,188549
36007,1997,245,185973
36007,1998,187,184820
36009,1979,155,81128
36009,1980,152,81272
36009,1981,151,81554
36009,1982,150,81279
36009,1983,149,81043
36009,1984,138,80659
36009,1985,137,80868
36009,1986,124,80149
36009,1987,148,79007
36009,1988,138,78635
36009,1989,135,78573
36009,1990,110,79304
36009,1991,138,79819
36009,1992,114,80004
36009,1993,129,80210
36009,1994,106,79733
36009,1995,109,79600
36009,1996,100,79818
36009,1997,125,79156
36009,1998,102,78914
36011,1979,124,76592
36011,1980,125,75604
36011,1981,121,75715
36011,1982,120,75646
36011,1983,119,75581
36011,1984,126,75410
36011,1985,101,75351
36011,1986,113,75640
36011,1987,124,75459
36011,1988,103,75921
36011,1989,110,77119
36011,1990,106,77372
36011,1991,102,77775
36011,1992,115,77648
36011,1993,107,77556
36011,1994,107,77493
36011,1995,87,77443
36011,1996,94,77239
36011,1997,90,76951
36011,1998,89,76657
36013,1979,270,138399
36013,1980,256,138223
36013,1981,257,137936
36013,1982,244,137318
36013,1983,249,136382
36013,1984,240,135579
36013,1985,238,134699
36013,1986,241,133362
36013,1987,232,131960
36013,1988,205,131627
36013,1989,190,131783
36013,1990,215,131794
36013,1991,192,132377
36013,1992,183,132190
36013,1993,180,132559
36013,1994,171,132424
36013,1995,160,131811
36013,1996,147,131715
36013,1997,161,130658
36013,1998,148,129769
36015,1979,159,94311
36015,1980,170,92584
36015,1981,153,91198
36015,1982,144,90733
36015,1983,145,89291
36015,1984,170,87808
36015,1985,157,86821
36015,1986,152,85748
36015,1987,145,86293
36015,1988,146,87462
36015,1989,117,88857
36015,1990,113,89189
36015,1991,124,88718
36015,1992,99,88556
36015,1993,132,88215
36015,1994,115,87573
36015,1995,120,87035
36015,1996,90,86209
36015,1997,104,85276
36015,1998,103,84843
36017,1979,97,46862
36017,1980,99,46805
36017,1981,77,46867
36017,1982,77,47069
36017,1983,64,47095
36017,1984,64,46688
36017,1985,94,46794
36017,1986,82,47133
36017,1987,85,47623
36017,1988,91,48250
36017,1989,78,48456
36017,1990,74,48558
36017,1991,63,48902
36017,1992,66,48964
36017,1993,67,49143
36017,1994,67,49100
36017,1995,63,48642
36017,1996,58,48746
36017,1997,72,48414
36017,1998,70,47821
36019,1979,125,78448
36019,1980,105,78145
36019,1981,89,77681
36019,1982,92,78480
36019,1983,108,78345
36019,1984,104,78913
36019,1985,97,79752
36019,1986,92,80075
36019,1987,106,80307
36019,1988,100,80903
36019,1989,92,81801
36019,1990,72,82299
36019,1991,86,82299
36019,1992,94,81745
36019,1993,84,82606
36019,1994,82,82582
36019,1995,100,79010
36019,1996,76,76510
36019,1997,85,76138
36019,1998,79,75794
36021,1979,125,55340
36021,1980,133,55672
36021,1981,131,55887
36021,1982,135,56331
36021,1983,97,57117
36021,1984,92,56940
36021,1985,112,57030
36021,1986,105,57495
36021,1987,96,57579
36021,1988,92,58070
36021,1989,115,58092
36021,1990,89,58261
36021,1991,77,58209
36021,1992,79,58392
36021,1993,84,58625
36021,1994,67,58697
36021,1995,81,58932
36021,1996,76,58698
36021,1997,60,58515
36021,1998,79,58303
36023,1979,69,45695
36023,1980,80,46562
36023,1981,77,46545
36023,1982,68,46119
36023,1983,71,45753
36023,1984,70,45251
36023,1985,69,45250
36023,1986,66,45539
36023,1987,53,45753
36023,1988,63,45565
36023,1989,50,45932
36023,1990,63,46306
36023,1991,53,46546
36023,1992,47,46695
36023,1993,63,46755
36023,1994,61,46676
36023,1995,47,46272
36023,1996,38,45804
36023,1997,49,45633
36023,1998,52,45766
36025,1979,104,44546
36025,1980,95,43952
36025,1981,81,43813
36025,1982,94,43558
36025,1983,91,43291
36025,1984,97,43262
36025,1985,78,43248
36025,1986,83,42946
36025,1987,68,43394
36025,1988,86,43695
36025,1989,62,43857
36025,1990,77,43843
36025,1991,67,44155
36025,1992,78,44392
36025,1993,65,44620
36025,1994,63,44666
36025,1995,61,44640
36025,1996,51,44246
36025,1997,59,43777
36025,1998,39,43832
36027,1979,345,231537
36027,1980,384,234268
36027,1981,387,234852
36027,1982,381,235364
36027,1983,386,237139
36027,1984,385,238938
36027,1985,346,240569
36027,1986,360,241145
36027,1987,352,243765
36027,1988,294,246898
36027,1989,333,246038
36027,1990,279,246628
36027,1991,265,248750
36027,1992,276,251129
36027,1993,279,252113
36027,1994,304,251119
36027,1995,271,252647
36027,1996,262,254793
36027,1997,265,256587
36027,1998,237,259055
36029,1979,2065,984612
36029,1980,2068,966974
36029,1981,1998,957475
36029,1982,1927,950279
36029,1983,2046,938242
36029,1984,1902,927307
36029,1985,1965,920856
36029,1986,1792,913151
36029,1987,1771,907936
36029,1988,1776,906828
36029,1989,1638,908958
36029,1990,1634,909563
36029,1991,1613,911496
36029,1992,1565,912853
36029,1993,1562,912708
36029,1994,1427,910632
36029,1995,1344,905906
36029,1996,1288,900843
36029,1997,1252,892052
36029,1998,1093,884453
36031,1979,76,33919
36031,1980,64,34045
36031,1981,73,33976
36031,1982,83,34355
36031,1983,71,34378
36031,1984,66,34238
36031,1985,60,34229
36031,1986,74,34378
36031,1987,60,34107
36031,1988,63,34152
36031,1989,64,34478
36031,1990,61,34809
36031,1991,51,35068
36031,1992,52,35069
36031,1993,63,35440
36031,1994,49,35635
36031,1995,44,35595
36031,1996,34,35876
36031,1997,37,35833
36031,1998,44,35664
36033,1979,84,42272
36033,1980,80,42652
36033,1981,81,42472
36033,1982,88,41711
36033,1983,86,41131
36033,1984,83,41434
36033,1985,79,41473
36033,1986,80,41050
36033,1987,70,41757
36033,1988,67,42196
36033,1989,70,43462
36033,1990,62,43971
36033,1991,60,45239
36033,1992,63,46009
36033,1993,67,46637
36033,1994,58,47040
36033,1995,62,47223
36033,1996,59,47336
36033,1997,56,47005
36033,1998,68,46699
36035,1979,116,52966
36035,1980,97,51884
36035,1981,114,51635
36035,1982,104,51594
36035,1983,126,51733
36035,1984,113,51661
36035,1985,95,50832
36035,1986,98,50102
36035,1987,85,49706
36035,1988,101,50330
36035,1989,98,50188
36035,1990,85,50250
36035,1991,87,50741
36035,1992,90,50729
36035,1993,85,50986
36035,1994,80,51109
36035,1995,70,50971
36035,1996,86,51124
36035,1997,65,50779
36035,1998,68,50596
36037,1979,90,56486
36037,1980,102,56587
36037,1981,109,56859
36037,1982,90,56753
36037,1983,92,56753
36037,1984,87,56317
36037,1985,77,56006
36037,1986,79,55906
36037,1987,90,55712
36037,1988,90,56154
36037,1989,80,56298
36037,1990,75,56572
36037,1991,71,56896
36037,1992,65,57131
36037,1993,72,57360
36037,1994,62,57404
36037,1995,56,57136
36037,1996,59,57194
36037,1997,57,57061
36037,1998,67,56603
36039,1979,113,38178
36039,1980,92,37998
36039,1981,79,37973
36039,1982,98,38067
36039,1983,100,38213
36039,1984,85,38580
36039,1985,84,39490
36039,1986,70,39651
36039,1987,63,39871
36039,1988,82,40644
36039,1989,72,41007
36039,1990,79,41600
36039,1991,65,42059
36039,1992,62,42939
36039,1993,57,43421
36039,1994,42,43649
36039,1995,57,43838
36039,1996,52,43773
36039,1997,47,43919
36039,1998,50,44362
36041,1979,12,4973
36041,1980,11,4728
36041,1981,17,4708
36041,1982,17,4685
36041,1983,10,4572
36041,1984,9,4579
36041,1985,5,4659
36041,1986,15,4616
36041,1987,13,4652
36041,1988,7,4731
36041,1989,13,4857
36041,1990,13,4945
36041,1992,10,5001
36041,1993,13,4933
36041,1996,13,4930
36043,1979,128,63319
36043,1980,154,62977
36043,1981,123,62554
36043,1982,153,62551
36043,1983,114,62464
36043,1984,145,61979
36043,1985,111,62297
36043,1986,130,62066
36043,1987,113,61488
36043,1988,100,61195
36043,1989,83,61116
36043,1990,84,61128
36043,1991,95,61520
36043,1992,97,61579
36043,1993,88,61822
36043,1994,94,61866
36043,1995,86,61438
36043,1996,70,61064
36043,1997,69,60376
36043,1998,78,59374
36045,1979,174,84397
36045,1980,146,83366
36045,1981,150,82981
36045,1982,177,82729
36045,1983,176,82923
36045,1984,142,83563
36045,1985,144,84358
36045,1986,141,86401
36045,1987,139,91588
36045,1988,138,98854
36045,1989,127,104382
36045,1990,133,105634
36045,1991,138,107450
36045,1992,132,108816
36045,1993,110,109098
36045,1994,113,111166
36045,1995,140,109531
36045,1996,104,108706
36045,1997,116,107131
36045,1998,83,106620
36047,1979,4739,2138891
36047,1980,4907,2126749
36047,1981,4666,2134918
36047,1982,4651,2145542
36047,1983,4555,2167922
36047,1984,4526,2178122
36047,1985,4177,2193446
36047,1986,4036,2208241
36047,1987,3791,2211565
36047,1988,3766,2213980
36047,1989,3503,2204950
36047,1990,3369,2185979
36047,1991,3400,2196282
36047,1992,3512,2210569
36047,1993,3558,2230222
36047,1994,3297,2244598
36047,1995,3286,2254326
36047,1996,3035,2265399
36047,1997,2886,2280439
36047,1998,2766,2300418
36049,1979,40,24607
36049,1980,38,23770
36049,1981,41,23544
36049,1982,39,23497
36049,1983,40,23354
36049,1984,46,23521
36049,1985,37,23545
36049,1986,36,23551
36049,1987,29,24027
36049,1988,51,24778
36049,1989,30,25193
36049,1990,34,25380
36049,1991,34,25562
36049,1992,32,25666
36049,1993,27,25642
36049,1994,28,25784
36049,1995,23,25809
36049,1996,24,25835
36049,1997,30,25682
36049,1998,17,25505
36051,1979,69,55790
36051,1980,85,54663
36051,1981,88,54890
36051,1982,65,55390
36051,1983,62,55658
36051,1984,79,56129
36051,1985,75,56384
36051,1986,65,57083
36051,1987,70,57612
36051,1988,70,58004
36051,1989,64,58747
36051,1990,51,59279
36051,1991,70,59437
36051,1992,61,60298
36051,1993,57,60568
36051,1994,59,60735
36051,1995,60,60824
36051,1996,60,60870
36051,1997,51,60902
36051,1998,37,60588
36053,1979,84,63695
36053,1980,112,62650
36053,1981,99,62976
36053,1982,81,62652
36053,1983,86,62976
36053,1984,83,63406
36053,1985,74,63590
36053,1986,92,63807
36053,1987,76,63949
36053,1988,78,64424
36053,1989,88,65130
36053,1990,72,65851
36053,1991,79,66532
36053,1992,59,67204
36053,1993,66,67016
36053,1994,60,66901
36053,1995,61,66551
36053,1996,51,66418
36053,1997,62,65743
36053,1998,59,65636
36055,1979,1002,669796
36055,1980,953,670099
36055,1981,940,673222
36055,1982,992,676446
36055,1983,900,677505
36055,1984,894,671447
36055,1985,892,670057
36055,1986,849,668349
36055,1987,868,665367
36055,1988,769,668679
36055,1989,756,674235
36055,1990,744,675837
36055,1991,718,681322
36055,1992,701,688024
36055,1993,685,691941
36055,1994,664,691270
36055,1995,639,689467
36055,1996,625,689045
36055,1997,657,688297
36055,1998,580,687111
36057,1979,109,49895
36057,1980,115,49772
36057,1981,117,49385
36057,1982,112,49245
36057,1983,127,48903
36057,1984,136,48876
36057,1985,108,48142
36057,1986,99,47579
36057,1987,87,47084
36057,1988,114,47368
36057,1989,82,47456
36057,1990,81,47543
36057,1991,95,47201
36057,1992,70,47170
36057,1993,71,46994
36057,1994,61,46878
36057,1995,79,46652
36057,1996,60,46186
36057,1997,66,45654
36057,1998,62,45125
36059,1979,2113,1260000
36059,1980,2305,1266668
36059,1981,2151,1258172
36059,1982,2138,1257335
36059,1983,2222,1263335
36059,1984,2187,1259550
36059,1985,2042,1253236
36059,1986,1904,1247040
36059,1987,1824,1241804
36059,1988,1883,1239555
36059,1989,1741,1231954
36059,1990,1629,1222077
36059,1991,1562,1223120
36059,1992,1614,1226906
36059,1993,1548,1229603
36059,1994,1558,1232512
36059,1995,1347,1233447
36059,1996,1313,1233448
36059,1997,1319,1232721
36059,1998,1263,1235080
36061,1979,2831,1346253
36061,1980,2984,1345553
36061,1981,2679,1343713
36061,1982,2679,1340555
36061,1983,2677,1353634
36061,1984,2507,1374763
36061,1985,2333,1381243
36061,1986,2251,1391860
36061,1987,2186,1398192
36061,1988,2005,1401544
36061,1989,1904,1404309
36061,1990,1788,1402715
36061,1991,1822,1399291
36061,1992,1765,1401699
36061,1993,1769,1410241
36061,1994,1625,1421307
36061,1995,1558,1431339
36061,1996,1541,1438446
36061,1997,1325,1443973
36061,1998,1327,1448017
36063,1979,441,220290
36063,1980,412,217179
36063,1981,426,214808
36063,1982,445,211786
36063,1983,439,209348
36063,1984,395,207043
36063,1985,400,206699
36063,1986,374,205721
36063,1987,384,204526
36063,1988,377,205447
36063,1989,310,206323
36063,1990,343,207361
36063,1991,347,207647
36063,1992,326,207475
36063,1993,344,208427
36063,1994,320,208479
36063,1995,303,208691
36063,1996,340,208245
36063,1997,290,207220
36063,1998,286,205733
36065,1979,444,242908
36065,1980,491,239709
36065,1981,453,239446
36065,1982,483,238981
36065,1983,459,239378
36065,1984,449,239114
36065,1985,440,237742
36065,1986,458,235335
36065,1987,448,234768
36065,1988,399,233761
36065,1989,397,234385
36065,1990,371,234478
36065,1991,352,235989
36065,1992,303,236265
36065,1993,344,234897
36065,1994,289,232689
36065,1995,264,226066
36065,1996,257,220156
36065,1997,277,217506
36065,1998,227,216009
36067,1979,676,443045
36067,1980,697,443537
36067,1981,711,441069
36067,1982,677,440371
36067,1983,653,440382
36067,1984,696,442079
36067,1985,651,444476
36067,1986,605,441637
36067,1987,582,438905
36067,1988,562,439269
36067,1989,543,441829
36067,1990,578,443671
36067,1991,480,446036
36067,1992,528,446836
36067,1993,486,447268
36067,1994,453,444605
36067,1995,442,441567
36067,1996,411,437524
36067,1997,414,432708
36067,1998,405,429798
36069,1979,151,85426
36069,1980,144,84722
36069,1981,152,85139
36069,1982,131,85618
36069,1983,109,86275
36069,1984,114,86999
36069,1985,115,87433
36069,1986,116,87300
36069,1987,97,87408
36069,1988,115,87917
36069,1989,123,89107
36069,1990,120,89761
36069,1991,107,90985
36069,1992,108,91912
36069,1993,120,92493
36069,1994,86,92533
36069,1995,107,92793
36069,1996,102,93241
36069,1997,109,93386
36069,1998,80,93265
36071,1979,449,248991
36071,1980,448,248490
36071,1981,450,252390
36071,1982,436,255524
36071,1983,412,258630
36071,1984,417,263299
36071,1985,404,267162
36071,1986,386,272548
36071,1987,406,279033
36071,1988,382,285283
36071,1989,335,290598
36071,1990,356,293824
36071,1991,357,297527
36071,1992,320,301198
36071,1993,310,303973
36071,1994,318,305726
36071,1995,345,308033
36071,1996,324,310408
36071,1997,312,313051
36071,1998,270,315916
36073,1979,61,36746
36073,1980,68,36583
36073,1981,64,36679
36073,1982,51,36840
36073,1983,62,36760
36073,1984,68,36673
36073,1985,68,36881
36073,1986,57,37174
36073,1987,64,38140
36073,1988,70,38770
36073,1989,58,39209
36073,1990,54,39639
36073,1991,63,40109
36073,1992,57,41347
36073,1993,49,41470
36073,1994,55,41891
36073,1995,57,42052
36073,1996,68,41902
36073,1997,42,41651
36073,1998,48,41596
36075,1979,151,110802
36075,1980,178,109537
36075,1981,187,108601
36075,1982,173,109044
36075,1983,140,110530
36075,1984,175,111333
36075,1985,158,111949
36075,1986,158,112208
36075,1987,173,112199
36075,1988,134,113388
36075,1989,160,115006
36075,1990,158,116407
36075,1991,143,117488
36075,1992,156,118102
36075,1993,135,118990
36075,1994,138,118433
36075,1995,137,117960
36075,1996,119,117469
36075,1997,123,116953
36075,1998,125,115869
36077,1979,86,56110
36077,1980,91,55492
36077,1981,108,55368
36077,1982,97,55236
36077,1983,91,55401
36077,1984,106,55198
36077,1985,73,54856
36077,1986,94,54931
36077,1987,96,55275
36077,1988,79,55861
36077,1989,70,56257
36077,1990,73,56434
36077,1991,58,56514
36077,1992,71,56919
36077,1993,79,57261
36077,1994,65,57571
36077,1995,61,57307
36077,1996,69,57095
36077,1997,72,56892
36077,1998,56,56850
36079,1979,73,73891
36079,1980,102,74402
36079,1981,99,75195
36079,1982,92,75494
36079,1983,92,76015
36079,1984,97,76374
36079,1985,80,76935
36079,1986,85,77269
36079,1987,84,78097
36079,1988,83,79687
36079,1989,62,80150
36079,1990,67,80634
36079,1991,61,81935
36079,1992,76,83273
36079,1993,61,84425
36079,1994,71,85234
36079,1995,67,86185
36079,1996,69,87065
36079,1997,63,88335
36079,1998,53,89454
36081,1979,4021,1788965
36081,1980,4056,1782563
36081,1981,4031,1791633
36081,1982,4078,1799388
36081,1983,4036,1816732
36081,1984,3911,1827557
36081,1985,3820,1832640
36081,1986,3403,1836345
36081,1987,3303,1835255
36081,1988,3010,1834732
36081,1989,3006,1834344
36081,1990,2920,1832315
36081,1991,2838,1853759
36081,1992,2897,1873885
36081,1993,2844,1901303
36081,1994,2539,1924852
36081,1995,2580,1951946
36081,1996,2545,1982550
36081,1997,2327,2013418
36081,1998,2219,2048868
36083,1979,264,145170
36083,1980,290,144223
36083,1981,315,144003
36083,1982,271,143858
36083,1983,289,143962
36083,1984,266,143971
36083,1985,250,144492
36083,1986,223,144276
36083,1987,244,144368
36083,1988,227,144427
36083,1989,207,144821
36083,1990,211,145661
36083,1991,214,145948
36083,1992,192,147057
36083,1993,212,146894
36083,1994,165,146104
36083,1995,197,145431
36083,1996,163,145285
36083,1997,165,143791
36083,1998,136,143121
36085,1979,611,333169
36085,1980,652,338184
36085,1981,627,341958
36085,1982,646,344263
36085,1983,649,346580
36085,1984,658,349290
36085,1985,650,352088
36085,1986,646,355066
36085,1987,582,357064
36085,1988,546,359666
36085,1989,543,360710
36085,1990,517,362037
36085,1991,541,370086
36085,1992,615,377247
36085,1993,574,383516
36085,1994,608,386508
36085,1995,580,389354
36085,1996,587,393533
36085,1997,558,398927
36085,1998,496,406451
36087,1979,293,247856
36087,1980,328,249984
36087,1981,326,249298
36087,1982,293,250257
36087,1983,317,251279
36087,1984,289,252471
36087,1985,318,253770
36087,1986,298,254677
36087,1987,311,253755
36087,1988,276,253520
36087,1989,259,253785
36087,1990,234,254028
36087,1991,241,255737
36087,1992,226,257524
36087,1993,250,260076
36087,1994,238,262255
36087,1995,259,263626
36087,1996,239,264597
36087,1997,227,265771
36087,1998,222,268399
36089,1979,186,110591
36089,1980,183,109350
36089,1981,208,108486
36089,1982,187,107579
36089,1983,174,107534
36089,1984,189,107773
36089,1985,184,107654
36089,1986,165,106328
36089,1987,187,105025
36089,1988,166,105286
36089,1989,159,105811
36089,1990,130,106212
36089,1991,144,107212
36089,1992,146,108070
36089,1993,137,108774
36089,1994,127,108288
36089,1995,129,108084
36089,1996,135,107574
36089,1997,124,106453
36089,1998,113,105833
36091,1979,214,149894
36091,1980,207,148376
36091,1981,271,149181
36091,1982,213,149829
36091,1983,230,151511
36091,1984,242,153092
36091,1985,190,155425
36091,1986,200,158842
36091,1987,187,161819
36091,1988,198,166475
36091,1989,206,170532
36091,1990,199,173900
36091,1991,188,176569
36091,1992,180,179199
36091,1993,186,180860
36091,1994,171,183313
36091,1995,184,184285
36091,1996,149,184633
36091,1997,163,185078
36091,1998,133,186567
36093,1979,290,142889
36093,1980,310,141164
36093,1981,270,140470
36093,1982,275,140214
36093,1983,248,140600
36093,1984,254,140085
36093,1985,228,139803
36093,1986,274,139663
36093,1987,225,138413
36093,1988,231,138731
36093,1989,207,138523
36093,1990,218,138413
36093,1991,210,139317
36093,1992,186,139371
36093,1993,197,139310
36093,1994,162,138882
36093,1995,173,138297
36093,1996,155,136972
36093,1997,174,135992
36093,1998,140,135024
36095,1979,45,28187
36095,1980,51,28106
36095,1981,49,28015
36095,1982,47,28080
36095,1983,55,28729
36095,1984,59,28441
36095,1985,39,28322
36095,1986,47,28372
36095,1987,46,28886
36095,1988,28,29565
36095,1989,35,29454
36095,1990,51,29922
36095,1991,38,30502
36095,1992,41,30658
36095,1993,42,30580
36095,1994,37,30348
36095,1995,40,30070
36095,1996,28,30055
36095,1997,34,29480
36095,1998,27,29150
36097,1979,28,17165
36097,1980,23,16797
36097,1981,30,16877
36097,1982,29,16916
36097,1983,31,16890
36097,1984,32,17048
36097,1985,35,16915
36097,1986,24,16884
36097,1987,24,17110
36097,1988,24,17116
36097,1989,27,17344
36097,1990,27,17524
36097,1991,21,17605
36097,1992,19,17668
36097,1993,28,17727
36097,1994,22,17717
36097,1995,16,17865
36097,1996,21,17775
36097,1997,29,17716
36097,1998,18,17790
36099,1979,45,32981
36099,1980,61,31950
36099,1981,49,31950
36099,1982,63,31388
36099,1983,57,31286
36099,1984,53,31364
36099,1985,46,31422
36099,1986,36,31368
36099,1987,38,31155
36099,1988,46,31199
36099,1989,55,31449
36099,1990,43,31503
36099,1991,34,31556
36099,1992,56,31380
36099,1993,43,30729
36099,1994,43,30495
36099,1995,49,30489
36099,1996,36,31297
36099,1997,41,31096
36099,1998,35,30859
36101,1979,159,94879
36101,1980,169,94012
36101,1981,177,93699
36101,1982,156,92709
36101,1983,162,92104
36101,1984,162,92563
36101,1985,179,91252
36101,1986,159,90977
36101,1987,130,91193
36101,1988,148,91454
36101,1989,144,92548
36101,1990,121,92985
36101,1991,145,93537
36101,1992,130,93733
36101,1993,109,93998
36101,1994,105,93990
36101,1995,115,93188
36101,1996,111,92368
36101,1997,117,92055
36101,1998,109,91718
36103,1979,1700,1240750
36103,1980,1796,1237196
36103,1981,1702,1237810
36103,1982,1782,1238740
36103,1983,1807,1246916
36103,1984,1782,1250843
36103,1985,1807,1253556
36103,1986,1694,1254860
36103,1987,1694,1255716
36103,1988,1691,1264743
36103,1989,1527,1266875
36103,1990,1492,1264462
