FIPS,Year,SuicDeaths,Population
18079,1985,4,22236
18079,1986,3,22041
18079,1987,1,22127
18079,1988,2,22412
18081,1979,9,72261
18081,1980,6,74121
18081,1981,9,75424
18081,1982,11,76151
18081,1983,15,76305
18081,1984,9,77126
18081,1985,10,78041
18081,1986,10,79121
18081,1987,9,80576
18081,1988,2,81284
18081,1990,13,83981
18081,1991,10,87547
18081,1992,17,89105
18081,1993,10,91866
18081,1994,18,94062
18081,1996,13,99305
18083,1979,1,39135
18083,1980,3,39319
18083,1981,4,39808
18083,1982,3,39600
18083,1983,4,39573
18083,1984,2,39460
18083,1985,3,39183
18083,1986,3,38426
18083,1987,4,37873
18083,1988,7,37386
18085,1979,4,56427
18085,1980,3,57330
18085,1981,4,57460
18085,1982,5,57234
18085,1983,6,57485
18085,1984,4,58832
18085,1985,6,59892
18085,1986,7,60217
18085,1987,7,60567
18085,1988,6,61351
18087,1979,1,24684
18087,1981,2,25202
18087,1982,2,25551
18087,1983,3,25916
18087,1984,5,26131
18087,1985,2,26626
18087,1986,2,27066
18087,1987,1,27458
18089,1979,43,515906
18089,1980,53,507896
18089,1981,47,499143
18089,1982,42,491904
18089,1983,42,482135
18089,1984,44,475366
18089,1985,35,468886
18089,1986,46,457763
18089,1987,61,451597
18089,1988,50,452227
18089,1989,56,453373
18089,1990,68,454191
18089,1991,57,456943
18089,1992,49,458079
18089,1993,42,459052
18089,1994,41,459423
18089,1995,42,459442
18089,1996,50,458453
18089,1997,39,457662
18089,1998,43,457164
18091,1979,7,104837
18091,1980,14,104238
18091,1981,13,103939
18091,1982,6,103410
18091,1983,7,102327
18091,1984,12,102025
18091,1985,20,101647
18091,1986,11,100524
18091,1987,10,100525
18091,1988,12,100585
18091,1990,12,101561
18091,1991,16,102377
18091,1992,14,103000
18091,1994,14,103291
18091,1995,15,103088
18091,1996,11,103229
18091,1997,17,103185
18091,1998,15,103124
18093,1979,3,40136
18093,1980,3,40310
18093,1981,6,39866
18093,1982,3,39542
18093,1983,5,39462
18093,1984,6,39484
18093,1985,4,39448
18093,1986,3,39447
18093,1987,4,39272
18093,1988,3,39442
18093,1990,10,40081
18095,1979,20,133631
18095,1980,14,133571
18095,1981,10,130289
18095,1982,15,128500
18095,1983,18,127227
18095,1984,12,126299
18095,1985,22,125875
18095,1986,13,125114
18095,1987,21,124105
18095,1988,14,123427
18095,1989,20,122961
18095,1990,13,123122
18095,1991,11,123905
18095,1992,14,123923
18095,1993,22,124339
18095,1994,19,125142
18095,1995,19,125150
18095,1996,14,125224
18095,1997,18,124745
18095,1998,17,124045
18097,1979,100,739289
18097,1980,79,736145
18097,1981,109,734902
18097,1982,100,734672
18097,1983,96,735106
18097,1984,104,739416
18097,1985,103,742247
18097,1986,100,744348
18097,1987,105,748548
18097,1988,96,752211
18097,1989,109,757287
18097,1990,94,760117
18097,1991,118,773296
18097,1992,100,782256
18097,1993,104,789449
18097,1994,106,795751
18097,1995,91,800413
18097,1996,115,805082
18097,1997,120,808228
18097,1998,127,810368
18099,1982,3,37666
18099,1983,2,37784
18099,1984,3,38469
18099,1985,3,38829
18099,1986,3,38633
18099,1987,3,39089
18099,1988,3,39333
18101,1979,1,10715
18101,1980,5,10527
18101,1981,3,10581
18101,1982,4,10360
18101,1984,3,10244
18101,1985,2,10273
18101,1986,2,10212
18101,1987,2,10287
18103,1979,3,38622
18103,1980,2,38197
18103,1981,4,37308
18103,1982,3,36787
18103,1983,2,36478
18103,1984,9,36549
18103,1985,6,36408
18103,1986,7,36339
18103,1987,3,36005
18103,1988,4,35433
18105,1979,7,94374
18105,1980,4,96013
18105,1981,7,97712
18105,1982,11,98661
18105,1983,12,98897
18105,1984,14,98731
18105,1985,21,98747
18105,1986,8,99482
18105,1987,10,100493
18105,1988,6,101733
18105,1993,12,108939
18105,1994,11,110519
18105,1995,10,111555
18105,1996,12,112384
18105,1997,10,113518
18107,1979,8,33657
18107,1980,5,33546
18107,1981,4,33254
18107,1982,7,33117
18107,1983,3,33038
18107,1984,1,32870
18107,1985,4,32910
18107,1986,2,32573
18107,1987,5,32227
18107,1988,6,32239
18109,1979,7,49447
18109,1980,5,50256
18109,1981,4,50862
18109,1982,9,50663
18109,1983,12,50753
18109,1984,4,51362
18109,1985,5,51744
18109,1986,6,52006
18109,1987,7,52277
18109,1988,7,52090
18109,1992,13,55817
18111,1979,3,13531
18111,1980,1,14102
18111,1981,1,13959
18111,1982,2,13652
18111,1983,2,13369
18111,1987,3,12659
18111,1988,1,12698
18113,1979,4,33719
18113,1980,3,33777
18113,1981,4,33501
18113,1982,3,33630
18113,1983,6,33603
18113,1984,6,34116
18113,1985,2,34792
18113,1986,5,34927
18113,1987,1,35413
18113,1988,6,35347
18115,1985,1,4988
18115,1987,1,4975
18117,1979,1,17272
18117,1980,2,17555
18117,1981,4,17584
18117,1982,1,17586
18117,1983,2,17458
18117,1985,2,17596
18117,1986,1,17476
18117,1987,2,17405
18117,1988,2,17339
18119,1979,1,15052
18119,1980,1,14975
18119,1981,1,14966
18119,1982,2,14910
18119,1983,4,15016
18119,1984,1,15017
18119,1985,1,15119
18119,1986,1,15171
18119,1988,4,15860
18121,1979,3,15194
18121,1980,2,15360
18121,1981,3,15611
18121,1982,3,15469
18121,1984,1,15039
18121,1985,3,14731
18121,1986,2,14600
18121,1987,1,14405
18121,1988,2,14407
18123,1979,4,18406
18123,1980,2,18295
18123,1981,5,18239
18123,1982,3,18147
18123,1984,6,18170
18123,1985,6,18246
18123,1986,3,18139
18123,1987,4,18030
18123,1988,4,17992
18125,1979,1,12521
18125,1981,3,12501
18125,1982,1,12486
18125,1983,2,12443
18125,1985,2,12198
18125,1986,1,12078
18125,1987,1,11976
18125,1988,2,11906
18127,1979,20,113278
18127,1980,7,116819
18127,1981,8,117109
18127,1982,17,119286
18127,1983,7,119326
18127,1984,16,119096
18127,1985,14,118164
18127,1986,16,118030
18127,1987,8,119100
18127,1988,14,120371
18127,1989,14,122350
18127,1990,12,123963
18127,1992,16,128285
18127,1993,11,129623
18127,1994,13,131009
18127,1995,20,133202
18127,1996,17,134883
18127,1997,12,136394
18127,1998,11,137421
18129,1979,2,24608
18129,1980,5,25280
18129,1981,2,25165
18129,1982,2,25432
18129,1983,2,25375
18129,1984,3,24987
18129,1985,2,25198
18129,1986,1,25065
18129,1987,5,24726
18131,1980,1,12486
18131,1982,2,12353
18131,1983,1,12324
18131,1985,1,12305
18131,1986,3,12252
18131,1987,1,11928
18131,1988,2,11844
18133,1979,3,27187
18133,1980,3,27625
18133,1981,2,27733
18133,1983,5,27723
18133,1984,3,27831
18133,1985,1,27576
18133,1987,1,27895
18133,1988,4,27760
18135,1979,4,28627
18135,1981,5,27998
18135,1982,2,27537
18135,1983,3,26984
18135,1984,1,26958
18135,1985,2,26768
18135,1986,4,26421
18135,1987,3,25947
18135,1988,7,25627
18137,1979,2,23149
18137,1980,3,23046
18137,1981,1,23078
18137,1982,2,22858
18137,1983,1,22928
18137,1986,4,22686
18137,1987,2,22624
18137,1988,3,22604
18139,1979,2,18630
18139,1980,3,18466
18139,1981,2,18228
18139,1982,1,18067
18139,1983,3,17703
18139,1985,3,17542
18139,1987,2,16916
18139,1988,2,16760
18141,1979,17,231114
18141,1980,27,230484
18141,1981,18,228079
18141,1982,25,226699
18141,1983,15,225628
18141,1984,25,226870
18141,1985,23,227489
18141,1986,25,227375
18141,1987,27,228424
18141,1988,14,229591
18141,1989,23,231748
18141,1990,28,232225
18141,1991,26,233936
18141,1992,29,235772
18141,1993,30,239232
18141,1994,26,241113
18141,1995,20,243211
18141,1996,23,244639
18141,1997,24,245547
18141,1998,25,246204
18143,1979,4,19594
18143,1980,3,19532
18143,1981,2,19480
18143,1982,1,19578
18143,1983,3,19607
18143,1984,2,19603
18143,1985,3,19581
18143,1986,2,19633
18143,1987,1,19874
18145,1979,2,38213
18145,1980,6,38066
18145,1981,7,38183
18145,1982,3,38066
18145,1983,7,37905
18145,1984,3,37810
18145,1985,10,37834
18145,1986,7,38099
18145,1987,5,37909
18145,1988,1,37846
18147,1979,2,18293
18147,1980,3,18243
18147,1981,2,18477
18147,1982,1,18684
18147,1983,2,18804
18147,1984,1,18785
18147,1986,2,18415
18147,1987,3,18447
18147,1988,5,18429
18149,1979,2,20908
18149,1980,1,20929
18149,1981,3,20601
18149,1983,3,20251
18149,1984,2,20303
18149,1985,1,20299
18149,1986,1,20359
18149,1987,4,20572
18149,1988,3,20870
18151,1979,1,23749
18151,1980,2,23564
18151,1981,4,23645
18151,1982,3,23398
18151,1983,3,23267
18151,1984,2,23720
18151,1985,2,24048
18151,1986,2,24498
18151,1987,6,25241
18151,1988,3,25649
18153,1979,2,19433
18153,1980,2,19503
18153,1981,4,19365
18153,1982,2,18976
18153,1983,3,18708
18153,1984,4,18609
18153,1985,4,18377
18153,1988,1,17639
18155,1980,1,6733
18155,1983,1,6941
18155,1984,3,6725
18155,1985,1,6857
18155,1988,2,6974
18157,1979,13,117615
18157,1980,6,117778
18157,1981,6,118571
18157,1982,14,119902
18157,1983,15,120332
18157,1984,18,120418
18157,1985,14,121082
18157,1986,14,121308
18157,1987,17,121916
18157,1988,13,123350
18157,1990,14,125376
18157,1991,15,127690
18157,1992,13,129450
18157,1993,16,132229
18157,1994,12,133729
18157,1995,11,135866
18157,1996,13,137975
18157,1997,16,138581
18157,1998,11,139588
18159,1979,2,16128
18159,1980,1,15982
18159,1981,2,15740
18159,1982,4,15591
18159,1983,2,15298
18159,1984,4,15209
18159,1985,2,15282
18159,1986,5,15315
18159,1987,2,15232
18159,1988,2,15090
18161,1980,1,6554
18161,1981,3,6556
18161,1982,1,6526
18161,1983,1,6502
18161,1985,2,6686
18163,1979,14,157110
18163,1980,15,158415
18163,1981,15,157428
18163,1982,17,157025
18163,1983,22,156753
18163,1984,28,156836
18163,1985,23,156761
18163,1986,22,155886
18163,1987,23,155173
18163,1988,26,154440
18163,1989,27,153863
18163,1990,27,153872
18163,1991,25,154598
18163,1992,23,155774
18163,1993,21,156789
18163,1994,16,157403
18163,1995,22,157347
18163,1996,16,158368
18163,1997,31,158637
18163,1998,22,158516
18165,1979,2,16809
18165,1980,1,17057
18165,1981,2,17105
18165,1982,3,16983
18165,1983,5,16655
18165,1984,4,16480
18165,1986,2,16147
18165,1987,2,15892
18167,1979,20,104770
18167,1980,18,106336
18167,1981,13,105219
18167,1982,10,105053
18167,1983,8,104154
18167,1984,13,103430
18167,1985,9,103171
18167,1986,14,101906
18167,1987,12,100970
18167,1988,9,100399
18167,1989,11,99705
18167,1990,21,99281
18167,1991,15,99687
18167,1992,15,100424
18167,1993,16,100825
18167,1995,11,100304
18167,1996,23,100567
18167,1997,12,99566
18167,1998,15,99020
18169,1979,2,34300
18169,1980,2,34662
18169,1981,2,34202
18169,1982,3,33908
18169,1983,3,33236
18169,1984,4,33005
18169,1985,4,32801
18169,1986,2,32686
18169,1987,5,32856
18169,1988,3,32769
18171,1979,2,8548
18171,1981,4,8501
18171,1987,1,7747
18171,1988,1,7789
18173,1979,4,39581
18173,1981,2,40499
18173,1982,5,41166
18173,1983,3,41220
18173,1984,6,41604
18173,1985,5,42122
18173,1986,8,42375
18173,1987,11,42747
18173,1988,7,42990
18175,1979,1,20401
18175,1980,2,20701
18175,1981,2,20775
18175,1982,2,20883
18175,1983,1,20944
18175,1984,3,21122
18175,1985,3,21453
18175,1986,4,21888
18175,1987,2,21978
18175,1988,1,22276
18177,1979,6,72617
18177,1980,7,72308
18177,1981,12,71579
18177,1982,8,70961
18177,1983,8,70046
18177,1984,5,69617
18177,1985,8,68794
18177,1986,4,68103
18177,1987,4,67987
18177,1988,7,67759
18177,1990,10,67200
18177,1992,14,67115
18177,1993,10,67491
18177,1994,14,67364
18177,1995,10,67344
18179,1979,1,24301
18179,1980,1,24193
18179,1981,1,24081
18179,1982,3,24053
18179,1983,3,23928
18179,1984,3,23602
18179,1985,4,23578
18179,1986,2,23749
18179,1987,2,24237
18179,1988,3,24442
18181,1979,4,22069
18181,1981,2,22537
18181,1982,3,22621
18181,1983,3,22256
18181,1984,2,22023
18181,1985,4,21805
18181,1986,3,21570
18181,1987,5,21536
18181,1988,4,21505
18183,1979,2,24643
18183,1980,1,24965
18183,1981,4,24907
18183,1983,3,24618
18183,1984,3,24879
18183,1985,1,25175
18183,1986,1,25341
18183,1987,6,25569
18183,1988,4,25823
19001,1980,1,8709
19001,1981,1,8526
19001,1983,2,8283
19001,1986,3,7725
19001,1987,1,7544
19001,1988,1,7476
19003,1983,1,4990
19003,1984,2,4925
19005,1980,3,13938
19005,1982,2,13642
19005,1983,1,13618
19005,1984,2,13550
19005,1985,3,13352
19005,1986,4,13087
19005,1987,5,12855
19005,1988,1,12843
19007,1979,5,14305
19007,1980,3,14263
19007,1981,1,14068
19007,1982,4,13803
19007,1984,3,13293
19007,1986,2,12760
19007,1987,1,12678
19007,1988,1,12522
19009,1979,1,8126
19009,1981,2,7693
19009,1982,1,7575
19009,1984,1,7509
19009,1985,1,7270
19009,1986,1,7003
19009,1988,1,6658
19011,1980,1,22213
19011,1981,1,22053
19011,1982,2,21686
19011,1983,2,21276
19011,1984,1,21210
19011,1985,5,20870
19011,1986,3,20657
19011,1987,3,20488
19013,1979,15,130705
19013,1980,11,132343
19013,1981,13,131946
19013,1982,10,130642
19013,1983,15,129096
19013,1984,17,127330
19013,1985,14,123428
19013,1986,15,119369
19013,1987,14,116812
19013,1988,14,115391
19013,1989,13,116059
19013,1990,11,116488
19013,1991,11,118105
19013,1992,14,118309
19013,1993,15,119115
19013,1994,10,118959
19013,1995,11,118529
19013,1997,20,118557
19013,1998,12,118923
19015,1979,2,24284
19015,1980,3,24119
19015,1982,1,23898
19015,1983,2,23703
19015,1984,3,23500
19015,1985,3,23286
19015,1986,2,23035
19015,1987,3,22882
19015,1988,2,22918
19017,1979,2,22911
19017,1980,4,23436
19017,1981,1,23310
19017,1983,1,22887
19017,1984,3,22519
19017,1985,2,22014
19017,1987,4,20921
19019,1979,1,22111
19019,1980,2,21791
19019,1981,3,21860
19019,1982,2,21769
19019,1983,1,21448
19019,1984,7,20960
19019,1985,2,20497
19019,1986,1,19695
19019,1987,1,19428
19019,1988,2,19361
19021,1979,2,19045
19021,1981,1,19278
19021,1983,2,19056
19021,1984,5,19196
19021,1985,2,18884
19021,1986,2,18680
19021,1987,1,18355
19021,1988,2,18441
19023,1979,1,16561
19023,1981,1,16195
19023,1983,2,15850
19023,1984,1,15655
19023,1985,2,15285
19023,1986,2,14831
19023,1987,2,14459
19023,1988,2,14421
19025,1979,1,12218
19025,1981,1,12060
19025,1982,3,11933
19025,1983,1,11683
19025,1984,2,11403
19025,1987,3,10445
19025,1988,1,10281
19027,1979,2,21380
19027,1980,2,21438
19027,1981,2,21374
19027,1982,2,21024
19027,1983,2,20995
19027,1984,2,20936
19027,1985,1,20703
19027,1986,1,20339
19027,1987,2,19979
19027,1988,1,19896
19029,1979,2,15799
19029,1980,1,15464
19029,1981,1,15572
19029,1982,1,15378
19029,1983,2,15289
19029,1984,1,15278
19029,1985,1,14738
19029,1986,3,14231
19029,1987,2,13776
19029,1988,1,13708
19031,1979,2,17602
19031,1981,3,17344
19031,1983,1,17248
19031,1984,3,17091
19031,1985,2,16882
19031,1986,3,16438
19031,1987,2,16106
19031,1988,1,15970
19033,1979,4,45473
19033,1980,4,45397
19033,1981,3,45250
19033,1982,7,44974
19033,1983,4,44762
19033,1984,2,44672
19033,1985,8,45050
19033,1986,4,44581
19033,1987,9,43743
19033,1988,3,43578
19035,1979,1,15276
19035,1981,1,14923
19035,1982,1,14641
19035,1983,1,14597
19035,1984,1,14381
19035,1985,2,13994
19035,1986,1,13588
19035,1987,3,13219
19037,1980,2,14443
19037,1983,1,14043
19037,1985,1,13339
19037,1986,1,13049
19037,1987,2,12554
19037,1988,2,12393
19039,1980,1,7972
19039,1982,1,8026
19039,1984,1,7748
19039,1987,2,7559
19039,1988,2,7591
19041,1979,1,18426
19041,1980,3,18353
19041,1981,2,18124
19041,1983,2,17888
19041,1984,2,17602
19041,1985,1,17072
19041,1986,1,16455
19043,1979,3,20144
19043,1980,2,19611
19043,1981,4,19450
19043,1983,2,19007
19043,1984,2,18875
19043,1985,3,18555
19043,1986,4,18044
19043,1987,3,17739
19043,1988,2,17669
19045,1979,2,55233
19045,1980,6,53980
19045,1981,9,53407
19045,1982,6,52986
19045,1983,6,51877
19045,1984,9,51073
19045,1985,6,50096
19045,1986,11,48909
19045,1987,6,48132
19045,1988,4,47747
19045,1996,10,46795
19047,1979,5,18051
19047,1980,2,17698
19047,1982,2,17516
19047,1983,2,17494
19047,1984,1,17335
19047,1985,2,16945
19047,1986,1,16358
19049,1979,6,27321
19049,1980,2,27771
19049,1981,3,27544
19049,1982,6,27330
19049,1983,2,27469
19049,1984,1,27313
19049,1985,4,27298
19049,1986,4,26911
19049,1987,3,26850
19049,1988,3,27139
19051,1979,1,8562
19051,1980,2,8427
19051,1981,4,8405
19051,1983,1,8253
19053,1985,2,8032
19053,1986,1,7887
19053,1987,1,7691
19053,1988,1,7592
19055,1981,1,17788
19055,1983,5,17643
19055,1984,3,17623
19055,1985,2,17396
19055,1986,2,16916
19055,1987,2,16781
19055,1988,1,16836
19057,1979,7,42998
19057,1980,4,43311
19057,1981,5,43139
19057,1982,5,42364
19057,1983,5,41647
19057,1984,2,41291
19057,1985,2,40793
19057,1986,7,40001
19057,1987,12,39725
19057,1988,4,39591
19057,1994,11,39652
19059,1981,1,14458
19059,1982,1,14282
19059,1983,5,14073
19059,1984,1,14037
19059,1985,2,13830
19059,1986,5,13563
19059,1988,2,13411
19061,1979,1,89083
19061,1980,10,89256
19061,1981,6,88606
19061,1982,8,87124
19061,1983,12,85331
19061,1984,7,84584
19061,1985,9,83889
19061,1986,6,82413
19061,1987,11,81736
19061,1988,10,81795
19061,1991,10,81324
19061,1992,11,81836
19061,1996,10,82857
19061,1997,13,82549
19061,1998,10,82236
19063,1980,8,12430
19063,1981,1,12320
19063,1984,3,11732
19063,1985,1,11391
19063,1987,1,10634
19063,1988,1,10636
19065,1980,3,23658
19065,1981,6,23173
19065,1982,3,22951
19065,1983,2,22520
19065,1984,1,22197
19065,1985,3,21399
19065,1986,2,20625
19065,1987,7,20019
19065,1988,1,19914
19067,1979,2,18286
19067,1981,3,17924
19067,1982,1,17633
19067,1983,1,17533
19067,1985,3,16980
19067,1987,4,15969
19067,1988,1,15809
19069,1980,1,12065
19069,1981,2,11899
19069,1984,1,11466
19069,1985,1,11312
19069,1986,1,10979
19069,1987,2,10665
19071,1979,1,8919
19071,1984,2,8192
19071,1986,1,7834
19071,1987,1,7797
19071,1988,2,7577
19073,1980,4,11103
19073,1982,1,10712
19073,1983,3,10610
19073,1984,1,10388
19073,1985,2,10073
19073,1986,1,9677
19073,1987,3,9386
19073,1988,1,9152
19075,1979,2,13471
19075,1980,1,13412
19075,1982,1,12883
19075,1983,1,12717
19075,1984,2,12426
19075,1985,2,12127
19075,1986,2,11684
19075,1988,2,11139
19077,1979,2,10720
19077,1980,3,10847
19077,1981,1,10704
19077,1982,3,10534
19077,1983,1,10408
19077,1984,2,10461
19077,1985,3,10265
19077,1986,1,10122
19077,1988,1,9938
19079,1981,1,16579
19079,1982,1,16282
19079,1984,3,15915
19079,1985,3,15631
19079,1986,3,15501
19079,1987,3,15194
19079,1988,3,15075
19081,1980,2,12896
19081,1981,1,12668
19081,1984,2,12450
19081,1986,1,12007
19081,1987,2,11779
19081,1988,2,11728
19083,1979,5,20231
19083,1980,1,20018
19083,1982,5,19672
19083,1984,1,19345
19083,1985,1,18891
19083,1986,1,18256
19083,1987,2,17630
19083,1988,1,17385
19085,1980,1,15029
19085,1981,3,14785
19085,1982,3,14647
19085,1984,2,14241
19085,1986,2,13937
19085,1988,1,13626
19087,1979,3,17582
19087,1980,1,17584
19087,1981,6,17445
19087,1982,1,17309
19087,1983,2,17156
19087,1984,7,17144
19087,1985,1,17358
19087,1988,3,17550
19089,1979,1,10190
19089,1982,1,9879
19089,1983,2,9728
19089,1984,1,9777
19089,1985,1,9479
19091,1979,1,11455
19091,1980,3,11352
19091,1982,2,11040
19091,1984,2,10863
19091,1985,1,10626
19091,1987,2,9937
19093,1979,1,8309
19093,1980,1,8142
19093,1982,1,7932
19093,1983,1,8002
19093,1984,2,7989
19093,1988,1,7515
19095,1980,2,14297
19095,1982,1,13961
19095,1984,1,13881
19095,1985,1,13785
19095,1986,2,13642
19095,1987,2,13378
19097,1979,4,21092
19097,1980,1,21137
19097,1981,3,20894
19097,1982,3,20633
19097,1983,2,20512
19097,1984,4,20339
19097,1985,2,20063
19097,1986,2,19536
19097,1987,2,19223
19097,1988,1,18987
19099,1979,5,34653
19099,1980,5,34262
19099,1981,1,33820
19099,1982,2,33467
19099,1983,3,32914
19099,1984,3,32703
19099,1985,4,32383
19099,1986,5,32193
19099,1987,3,32106
19099,1988,1,32251
19101,1979,1,15164
19101,1980,2,15202
19101,1983,2,15023
19101,1984,2,15231
19101,1986,2,15094
19101,1987,1,15072
19101,1988,2,15144
19103,1979,11,79090
19103,1980,7,79401
19103,1981,10,81322
19103,1982,6,82134
19103,1983,4,83380
19103,1984,7,84680
19103,1985,14,85830
19103,1986,8,86559
19103,1987,12,87580
19103,1988,10,89591
19103,1991,10,94224
19103,1994,10,99488
19103,1997,13,102732
19103,1998,14,103957
19105,1979,1,19247
19105,1980,4,19255
19105,1981,2,18943
19105,1982,1,18766
19105,1984,1,18579
19105,1985,4,18342
19105,1986,1,17943
19105,1987,1,17615
19105,1988,2,17713
19107,1979,3,11938
19107,1980,1,11792
19107,1981,3,11622
19107,1982,2,11434
19107,1983,1,11379
19107,1985,2,11160
19107,1986,1,10874
19107,1987,2,10667
19109,1979,2,20542
19109,1980,2,20458
19109,1981,2,19988
19109,1982,3,19662
19109,1983,3,19450
19109,1984,1,19182
19109,1985,1,18719
19109,1987,4,17470
19111,1979,8,40894
19111,1980,4,40601
19111,1981,3,39982
19111,1982,2,39586
19111,1983,4,39157
19111,1984,4,38786
19111,1985,7,38026
19111,1986,4,37437
19111,1987,6,36788
19111,1988,2,36270
19113,1979,8,160742
19113,1980,18,162617
19113,1981,21,161125
19113,1982,17,159403
19113,1983,12,157512
19113,1984,17,157267
19113,1985,15,156681
19113,1986,25,155748
19113,1987,28,155754
19113,1988,26,157303
19113,1989,17,158858
19113,1990,21,159814
19113,1991,21,162021
19113,1992,16,164739
19113,1993,21,166911
19113,1994,21,169021
19113,1995,10,171605
19113,1996,15,172490
19113,1997,23,174471
19113,1998,19,175999
19115,1979,1,11416
19115,1981,3,11397
19115,1983,1,11190
19115,1984,3,11179
19115,1985,2,10964
19115,1986,1,10794
19115,1987,2,10809
19115,1988,2,10774
19117,1979,1,9575
19117,1980,3,9493
19117,1981,1,9390
19117,1982,2,9400
19117,1984,2,9114
19117,1986,1,8602
19117,1987,2,8422
19117,1988,3,8338
19119,1979,1,11984
19119,1980,5,12026
19119,1983,2,11779
19119,1984,4,11608
19119,1986,2,11061
19121,1980,1,11577
19121,1981,1,11430
19121,1982,4,11385
19121,1984,3,11144
19121,1986,2,11108
19121,1988,1,11193
19123,1980,2,21191
19123,1981,1,20830
19123,1982,1,20562
19123,1983,6,20303
19123,1984,2,20400
19123,1985,2,20112
19123,1986,3,19911
19123,1987,1,19709
19125,1979,2,27314
19125,1980,4,27755
19125,1981,3,27845
19125,1982,2,27919
19125,1983,6,27627
19125,1984,6,27539
19125,1985,3,27429
19125,1986,5,27254
19125,1987,5,27387
19125,1988,2,27595
19127,1979,5,39120
19127,1980,3,39136
19127,1981,5,39176
19127,1982,7,39051
19127,1983,5,38711
19127,1984,5,38104
19127,1985,5,37365
19127,1986,11,36661
19127,1987,6,35712
19127,1988,6,35367
19129,1980,1,12674
19129,1981,3,12754
19129,1982,1,12573
19129,1983,2,12544
19129,1985,1,12504
19129,1987,1,12371
19129,1988,2,12449
19131,1979,2,11276
19131,1980,2,11244
19131,1981,2,10992
19131,1982,1,10790
19131,1983,4,10700
19131,1985,1,10257
19133,1979,2,11173
19133,1980,1,10667
19133,1984,1,10042
19133,1985,1,9645
19133,1986,4,9355
19133,1988,2,9060
19135,1979,2,8848
19135,1980,1,8422
19135,1982,2,8138
19135,1984,1,7905
19135,1987,1,7447
19137,1979,3,12283
19137,1980,3,12206
19137,1982,5,11871
19137,1983,2,11832
19137,1985,2,11477
19137,1986,3,10989
19137,1987,2,10752
19137,1988,1,10696
19139,1979,4,38376
19139,1980,1,38277
19139,1981,2,38764
19139,1982,5,39122
19139,1983,5,38742
19139,1984,3,38453
19139,1985,4,38025
19139,1986,4,37628
19139,1987,6,37075
19139,1988,3,37312
19141,1982,3,15377
19141,1983,1,15385
19141,1985,2,14741
19141,1986,2,14346
19143,1979,1,7840
19143,1980,1,7710
19143,1981,2,7580
19143,1985,1,7057
19143,1986,3,6818
19143,1987,1,6641
19143,1988,1,6636
19145,1980,1,17279
19145,1981,2,17115
19145,1983,1,16538
19145,1984,2,16348
19145,1986,2,15500
19145,1988,1,15001
19147,1979,2,11960
19147,1981,2,11692
19147,1982,2,11472
19147,1983,1,11421
19147,1986,2,10263
19147,1988,1,9730
19149,1979,2,23412
19149,1982,2,22736
19149,1983,3,22596
19149,1984,1,22368
19149,1985,1,21896
19149,1986,2,21820
19149,1987,5,21725
19149,1988,1,21783
19151,1980,1,10322
19151,1981,3,10105
19151,1982,2,9912
19151,1984,2,9772
19151,1985,2,9691
19151,1987,1,8949
19151,1988,2,8841
19153,1979,34,289940
19153,1980,37,290721
19153,1981,39,291873
19153,1982,47,291129
19153,1983,46,291936
19153,1984,31,292979
19153,1985,47,294098
19153,1986,40,294893
19153,1987,38,297586
19153,1988,44,301473
19153,1989,40,306887
19153,1990,45,310630
19153,1991,43,316765
19153,1992,22,322465
19153,1993,38,327482
19153,1994,45,331368
19153,1995,32,335771
19153,1996,42,339512
19153,1997,37,341925
19153,1998,41,345835
19155,1979,9,82323
19155,1980,11,82400
19155,1981,9,82045
19155,1982,10,81554
19155,1983,10,81050
19155,1984,11,81101
19155,1985,11,80260
19155,1986,7,79560
19155,1987,15,79062
19155,1988,11,78659
19155,1989,11,78100
19155,1990,12,78029
19155,1992,15,78662
19155,1994,11,78497
19155,1995,13,78824
19155,1997,12,80340
19155,1998,12,81201
19157,1979,2,17784
19157,1980,2,17948
19157,1981,1,17896
19157,1982,3,17700
19157,1983,4,17627
19157,1984,2,17387
19157,1987,1,17214
19157,1988,2,17381
19159,1979,2,5499
19159,1984,1,5324
19159,1986,1,4908
19161,1979,4,13105
19161,1980,1,12890
19161,1981,1,12756
19161,1982,1,12430
19161,1986,3,11399
19161,1987,1,11203
19161,1988,1,11023
19163,1979,24,154027
19163,1980,34,154396
19163,1981,24,154130
19163,1982,13,153306
19163,1983,25,150943
19163,1984,16,149768
19163,1985,19,147888
19163,1986,25,145843
19163,1987,28,143824
19163,1988,12,143172
19163,1989,14,142938
19163,1991,15,145781
19163,1992,21,147292
19163,1993,12,147618
19163,1994,18,147705
19163,1995,20,148087
19163,1996,12,148414
19163,1997,12,148540
19163,1998,19,149060
19165,1979,1,13613
19165,1980,1,13924
19165,1981,2,13623
19165,1983,2,13391
19165,1984,2,13453
19165,1985,1,12909
19165,1987,1,12173
19165,1988,2,12107
19167,1979,1,28825
19167,1983,2,28815
19167,1984,3,28661
19167,1985,3,28477
19167,1986,1,27923
19167,1987,1,27585
19167,1988,2,27951
19169,1979,7,68882
19169,1980,3,69685
19169,1981,3,70126
19169,1982,8,69474
19169,1983,3,70443
19169,1984,5,70469
19169,1985,5,71015
19169,1986,3,70814
19169,1987,7,70064
19169,1988,5,70575
19169,1997,12,73826
19171,1979,5,18398
19171,1980,1,18014
