FIPS,Year,SuicDeaths,Population
27009,1983,2,24807
27009,1984,2,25005
27009,1985,2,25275
27009,1986,2,25862
27009,1987,4,26356
27009,1988,6,27097
27011,1979,1,6991
27011,1983,1,6716
27013,1979,1,49187
27013,1980,2,49703
27013,1981,3,49938
27013,1982,6,49949
27013,1983,4,49864
27013,1984,5,49920
27013,1985,4,49978
27013,1986,9,49885
27013,1987,9,49839
27013,1988,4,50425
27015,1979,2,26883
27015,1980,4,26728
27015,1981,2,26617
27015,1982,3,26605
27015,1983,2,26525
27015,1984,2,26302
27015,1985,5,25903
27015,1986,1,25418
27015,1987,2,25155
27015,1988,5,25102
27017,1979,6,28998
27017,1980,4,28437
27017,1981,3,28282
27017,1982,5,28166
27017,1983,4,28144
27017,1984,3,27842
27017,1985,2,27599
27017,1986,2,27037
27017,1987,3,26994
27017,1988,5,26925
27019,1979,2,35463
27019,1980,4,35632
27019,1981,2,36535
27019,1982,7,36998
27019,1983,7,37212
27019,1984,4,37723
27019,1985,5,38677
27019,1986,5,39589
27019,1987,4,41009
27019,1988,3,42971
27021,1979,4,19365
27021,1980,1,19591
27021,1981,2,19560
27021,1982,3,19507
27021,1983,4,19696
27021,1984,1,19990
27021,1985,5,19894
27021,1986,3,19910
27021,1987,2,19666
27021,1988,1,19736
27023,1980,2,13683
27023,1981,1,13520
27023,1984,1,13196
27023,1985,2,12898
27023,1986,2,12591
27023,1987,1,12304
27023,1988,1,12190
27025,1979,2,23902
27025,1980,3,24395
27025,1981,4,24760
27025,1982,3,25070
27025,1983,6,25361
27025,1984,4,25699
27025,1985,2,25958
27025,1987,6,26424
27025,1988,6,27412
27027,1979,1,46942
27027,1980,4,47058
27027,1981,3,47139
27027,1982,1,46840
27027,1983,4,46978
27027,1984,2,46456
27027,1985,2,46556
27027,1986,7,46034
27027,1987,2,46119
27027,1988,5,46768
27029,1979,2,8040
27029,1980,2,8081
27029,1981,2,8026
27029,1982,1,7980
27029,1984,2,7912
27029,1986,2,7769
27029,1987,1,7683
27029,1988,2,7627
27031,1980,3,3881
27031,1985,1,3765
27031,1987,1,3619
27033,1980,2,13570
27033,1981,1,13286
27033,1982,2,13139
27033,1983,1,12937
27033,1984,2,12714
27033,1987,2,11940
27033,1988,1,11666
27035,1979,2,38485
27035,1980,6,39292
27035,1981,9,39140
27035,1982,8,39119
27035,1983,7,39069
27035,1984,5,39399
27035,1985,8,39430
27035,1986,10,39404
27035,1987,8,39363
27035,1988,4,39885
27037,1979,21,186296
27037,1980,16,189995
27037,1981,16,195299
27037,1982,17,199656
27037,1983,23,202166
27037,1984,16,208499
27037,1985,20,215621
27037,1986,24,222951
27037,1987,30,235108
27037,1988,24,248532
27037,1989,27,258815
27037,1990,30,268042
27037,1991,22,279385
27037,1992,29,288693
27037,1993,40,297583
27037,1994,23,302424
27037,1995,25,310142
27037,1996,25,318421
27037,1997,33,325214
27037,1998,22,332560
27039,1980,2,13866
27039,1981,2,13930
27039,1982,1,14149
27039,1983,4,14276
27039,1984,1,14303
27039,1985,1,14266
27041,1979,5,25532
27041,1980,5,25852
27041,1981,3,26019
27041,1982,5,26025
27041,1983,1,26075
27041,1984,3,26153
27041,1985,3,26290
27041,1986,1,26095
27041,1987,3,25823
27041,1988,2,26090
27043,1979,1,17908
27043,1980,3,18082
27043,1981,1,17787
27043,1982,2,17556
27043,1985,1,16785
27043,1986,1,16379
27043,1987,2,16015
27045,1979,1,20215
27045,1980,4,20038
27045,1981,1,19981
27045,1982,2,19793
27045,1983,2,19665
27045,1984,2,19559
27045,1985,1,19411
27045,1986,2,19130
27045,1987,5,18851
27045,1988,4,18825
27047,1979,7,34268
27047,1980,2,33869
27047,1981,4,33412
27047,1982,2,32996
27047,1983,1,32646
27047,1985,3,31735
27047,1986,5,31214
27047,1987,1,30753
27047,1988,4,30779
27049,1979,1,35755
27049,1980,6,36016
27049,1981,9,36143
27049,1982,5,36228
27049,1983,3,36114
27049,1984,4,36258
27049,1985,3,36241
27049,1986,5,36229
27049,1987,4,36328
27049,1988,4,36779
27051,1979,1,6553
27051,1982,1,6352
27051,1987,1,5727
27053,1979,124,888039
27053,1980,129,897600
27053,1981,125,908783
27053,1982,134,915551
27053,1983,112,919769
27053,1984,127,925496
27053,1985,113,937933
27053,1986,144,948867
27053,1987,132,956011
27053,1988,131,969092
27053,1989,110,976165
27053,1990,116,980664
27053,1991,124,989655
27053,1992,123,995058
27053,1993,114,1003373
27053,1994,123,1011871
27053,1995,117,1018793
27053,1996,103,1024807
27053,1997,89,1029732
27053,1998,102,1038346
27055,1979,1,18104
27055,1980,3,17134
27055,1981,1,17184
27055,1982,2,17045
27055,1984,2,17114
27055,1985,1,17097
27055,1986,2,16993
27055,1987,3,16910
27055,1988,1,17053
27057,1980,1,13267
27057,1981,4,13199
27057,1982,1,13255
27057,1984,1,13308
27057,1986,4,13604
27057,1987,2,13606
27057,1988,1,13623
27059,1979,2,21909
27059,1980,1,22436
27059,1981,2,22640
27059,1982,1,22770
27059,1983,3,22793
27059,1984,1,23109
27059,1985,1,23210
27059,1986,1,23151
27059,1987,2,23460
27059,1988,4,23950
27061,1979,2,40329
27061,1980,2,41211
27061,1981,6,41077
27061,1982,6,40731
27061,1983,3,40267
27061,1984,4,39971
27061,1985,7,39683
27061,1986,7,39060
27061,1987,2,38443
27061,1988,5,38020
27063,1979,1,12948
27063,1981,2,12533
27063,1983,1,12229
27063,1987,1,10998
27063,1988,1,10878
27065,1979,1,11220
27065,1980,2,11509
27065,1981,2,11586
27065,1982,1,11707
27065,1983,2,11615
27065,1984,2,11548
27065,1985,1,11649
27065,1986,2,11473
27065,1987,1,11581
27065,1988,4,11787
27067,1979,2,33812
27067,1980,5,34554
27067,1981,2,35010
27067,1982,4,35290
27067,1983,2,35372
27067,1985,1,35148
27067,1986,4,35092
27067,1987,3,35148
27067,1988,2,35782
27069,1981,2,6127
27069,1984,2,5739
27069,1985,1,5628
27069,1986,1,5529
27069,1988,2,5338
27071,1979,4,16786
27071,1980,5,16831
27071,1982,3,16376
27071,1983,1,16071
27071,1984,1,16026
27071,1985,4,15653
27071,1986,3,14886
27071,1987,3,14498
27073,1980,1,9629
27073,1982,1,9394
27073,1985,2,8946
27073,1986,1,8671
27073,1987,3,8387
27073,1988,1,8180
27075,1979,2,12342
27075,1980,2,12505
27075,1981,1,12025
27075,1982,2,11851
27075,1984,1,10958
27075,1985,1,10672
27075,1987,3,10151
27077,1979,1,3750
27077,1983,1,3501
27077,1984,2,3534
27077,1985,2,3564
27077,1986,1,3528
27079,1980,3,21886
27079,1981,2,21915
27079,1982,3,21798
27079,1983,2,21880
27079,1984,1,21884
27079,1985,1,21871
27079,1986,2,21603
27079,1987,1,21444
27081,1984,1,6849
27083,1979,1,23582
27083,1980,2,23762
27083,1981,3,23754
27083,1982,2,23881
27083,1983,4,23652
27083,1984,3,23821
27083,1985,8,23582
27083,1987,1,23125
27083,1988,4,23095
27085,1979,2,27507
27085,1980,4,27857
27085,1981,8,27973
27085,1982,3,28069
27085,1983,4,28200
27085,1985,4,28595
27085,1986,1,28975
27085,1987,1,29064
27085,1988,3,29649
27087,1979,1,5231
27087,1980,1,5200
27087,1981,1,5153
27087,1982,1,5103
27087,1987,1,4740
27089,1979,1,12330
27089,1981,1,11924
27089,1983,3,11509
27089,1985,1,11164
27089,1986,2,10812
27089,1987,1,10603
27089,1988,1,10478
27091,1979,2,22858
27091,1980,1,22862
27091,1981,1,22953
27091,1982,1,22944
27091,1983,2,22945
27091,1984,2,22753
27091,1986,2,21930
27091,1987,5,21396
27093,1979,2,19261
27093,1980,4,19147
27093,1981,1,19307
27093,1982,1,19320
27093,1983,1,19322
27093,1984,1,19352
27093,1986,4,19167
27093,1987,2,18967
27095,1979,3,17102
27095,1980,1,17102
27095,1981,3,17121
27095,1982,1,17158
27095,1983,2,16989
27095,1984,2,17087
27095,1986,2,16887
27095,1987,2,16859
27097,1979,1,27100
27097,1980,1,27530
27097,1982,7,27358
27097,1983,3,27506
27097,1984,2,27575
27097,1985,2,27389
27097,1986,3,27314
27097,1987,3,27315
27099,1979,1,38714
27099,1980,3,37732
27099,1981,5,37219
27099,1982,5,36491
27099,1983,1,36600
27099,1984,4,36538
27099,1985,4,36239
27099,1986,9,35375
27099,1987,6,34710
27099,1988,6,34378
27101,1982,1,10378
27101,1985,3,9788
27101,1987,3,9273
27103,1979,1,25546
27103,1980,2,25742
27103,1981,1,25871
27103,1982,3,25915
27103,1983,4,25690
27103,1984,2,25712
27103,1985,3,25921
27103,1986,4,25996
27103,1987,4,26087
27103,1988,1,26390
27105,1979,3,20515
27105,1980,2,20318
27105,1981,2,20144
27105,1982,1,19897
27105,1985,3,19210
27105,1986,3,18724
27105,1987,3,18545
27105,1988,1,18386
27107,1979,3,8415
27107,1980,1,8431
27107,1984,1,7680
27107,1986,2,7421
27109,1979,7,88023
27109,1980,6,88367
27109,1981,7,89661
27109,1982,10,90283
27109,1983,15,91364
27109,1984,9,92564
27109,1985,7,94109
27109,1986,6,94430
27109,1987,8,95515
27109,1988,15,98259
27109,1989,14,99997
27109,1990,11,101472
27109,1993,12,108358
27109,1994,11,108808
27109,1998,11,113659
27111,1979,8,47326
27111,1980,3,47925
27111,1981,1,47717
27111,1982,8,47447
27111,1983,5,47388
27111,1984,4,47275
27111,1985,3,46891
27111,1986,1,46331
27111,1987,2,46052
27111,1988,4,46234
27113,1980,1,14243
27113,1982,1,13478
27113,1983,4,13235
27113,1984,1,13054
27113,1985,1,12947
27113,1987,1,12404
27115,1979,1,18358
27115,1981,2,18824
27115,1982,1,18900
27115,1984,3,19180
27115,1985,2,19280
27115,1986,1,19075
27115,1987,2,19205
27115,1988,3,19360
27117,1979,1,10804
27117,1981,2,10549
27117,1982,2,10465
27117,1983,1,10374
27117,1984,1,10119
27117,1985,2,9874
27117,1986,1,9766
27117,1988,2,9731
27119,1979,1,32579
27119,1981,3,32144
27119,1982,6,31842
27119,1983,3,31551
27119,1984,5,31208
27119,1985,2,30778
27119,1986,2,30496
27119,1987,3,30124
27119,1988,2,30184
27121,1980,2,10647
27121,1982,1,10370
27121,1987,2,9629
27121,1988,1,9616
27123,1979,43,433102
27123,1980,43,437191
27123,1981,54,441518
27123,1982,47,443925
27123,1983,54,444598
27123,1984,59,445261
27123,1985,50,448876
27123,1986,68,453227
27123,1987,65,454289
27123,1988,59,457237
27123,1989,55,459212
27123,1990,79,458316
27123,1991,63,460404
27123,1992,55,463045
27123,1993,50,463588
27123,1994,39,464606
27123,1995,48,466568
27123,1996,52,468450
27123,1997,48,472382
27123,1998,51,475728
27125,1981,2,5043
27125,1982,2,4961
27127,1979,3,17808
27127,1981,1,17606
27127,1982,2,17575
27127,1983,2,17551
27127,1984,2,17124
27127,1985,1,17042
27127,1987,2,16277
27129,1979,1,18735
27129,1980,1,18792
27129,1981,1,18434
27129,1982,3,18203
27129,1983,2,18098
27129,1985,4,17727
27129,1986,2,17117
27129,1987,5,16798
27129,1988,2,16473
27131,1979,4,43554
27131,1980,6,43746
27131,1981,3,44237
27131,1982,4,44510
27131,1983,2,44425
27131,1984,1,44316
27131,1985,7,44398
27131,1986,7,44666
27131,1987,9,44908
27131,1988,3,45478
27131,1991,11,47214
27133,1979,2,9889
27133,1981,2,9907
27133,1982,1,9673
27133,1983,2,9652
27133,1986,1,9219
27135,1979,2,11767
27135,1980,1,11821
27135,1981,2,11597
27135,1982,1,11538
27135,1984,2,11852
27135,1985,2,12161
27135,1986,1,12448
27137,1979,25,209462
27137,1980,35,210564
27137,1981,31,207940
27137,1982,25,204889
27137,1983,32,199654
27137,1984,22,194961
27137,1985,33,190575
27137,1986,30,186920
27137,1987,23,184188
27137,1988,31,182417
27137,1989,31,182355
27137,1990,34,182852
27137,1991,32,183938
27137,1992,21,184912
27137,1993,20,184435
27137,1994,14,184335
27137,1995,31,182110
27137,1996,34,182168
27137,1997,33,182795
27137,1998,24,182300
27139,1979,3,41725
27139,1980,2,42387
27139,1981,1,43458
27139,1982,1,44252
27139,1983,7,44383
27139,1984,5,45611
27139,1985,3,47327
27139,1986,4,48725
27139,1987,3,50817
27139,1988,4,53089
27139,1995,10,68869
27141,1979,1,27814
27141,1980,2,28809
27141,1981,2,29861
27141,1982,4,30739
27141,1983,3,31204
27141,1984,4,32026
27141,1985,5,33175
27141,1986,4,34180
27141,1987,2,35615
27141,1988,3,37196
27141,1998,12,57115
27143,1979,2,14264
27143,1980,1,14355
27143,1981,1,14220
27143,1983,2,14104
27143,1986,1,13552
27143,1987,3,13401
27143,1988,4,13320
27145,1979,10,103578
27145,1980,8,103991
27145,1981,5,105121
27145,1982,10,105573
27145,1983,12,106200
27145,1984,3,106778
27145,1985,7,107733
27145,1986,11,108409
27145,1987,7,109088
27145,1988,7,110748
27145,1989,15,112188
27145,1990,13,113221
27145,1992,16,116245
27145,1993,10,117737
27145,1994,14,119244
27145,1995,12,120718
27147,1979,1,28518
27147,1980,2,28646
27147,1982,4,28513
27147,1983,2,28424
27147,1984,2,28095
27147,1985,3,28009
27147,1986,7,27908
27147,1987,2,27978
27147,1988,2,28072
27149,1980,1,10591
27149,1983,1,10187
27149,1986,1,10060
27151,1981,1,11628
27151,1984,1,11280
27151,1985,3,10858
27151,1986,1,10470
27151,1987,1,10041
27153,1979,2,23181
27153,1981,2,23380
27153,1982,2,23279
27153,1983,2,23191
27153,1985,2,22778
27153,1986,3,22485
27153,1987,2,22066
27153,1988,4,21966
27157,1979,1,18191
27157,1980,1,18050
27157,1981,1,18153
27157,1982,1,17982
27157,1984,4,18099
27157,1986,1,17996
27157,1988,3,18179
27159,1979,2,13222
27159,1980,1,13137
27159,1981,1,12942
27159,1983,1,12709
27159,1984,1,12703
27159,1985,1,12518
27159,1987,3,12325
27159,1988,2,12069
27161,1981,1,17194
27161,1982,2,17299
27161,1983,1,17134
27161,1984,1,16999
27161,1985,2,16876
27161,1986,4,16546
27161,1988,1,16648
27163,1979,6,108521
27163,1980,7,110869
27163,1981,11,113626
27163,1982,6,115854
27163,1983,5,116956
27163,1984,15,119155
27163,1985,14,121401
27163,1986,8,123964
27163,1987,19,127494
27163,1988,11,133322
27163,1989,16,137650
27163,1990,19,142025
27163,1991,18,148239
27163,1992,11,154029
27163,1993,22,162070
27163,1994,20,169062
27163,1995,15,174096
27163,1996,17,178471
27163,1997,12,182519
27163,1998,13,186324
27165,1982,1,11377
27165,1985,1,11142
27165,1986,3,10817
27165,1987,3,10488
27165,1988,1,10524
27167,1979,1,7616
27167,1982,1,7621
27167,1984,1,7428
27167,1988,1,6942
27169,1979,5,43612
27169,1980,7,43537
27169,1981,3,43867
27169,1982,1,43842
27169,1983,4,44030
27169,1984,1,44058
27169,1985,2,44222
27169,1986,3,43888
27169,1987,5,43993
27169,1988,7,44249
27171,1979,2,54182
27171,1980,3,56235
27171,1981,6,57008
27171,1982,6,57537
27171,1983,4,57796
27171,1984,7,58338
27171,1985,5,58829
27171,1986,8,59828
27171,1987,14,61047
27171,1988,3,63559
27171,1989,11,64585
27171,1990,10,65588
27171,1992,10,69213
27171,1994,15,72921
27171,1996,10,77424
27171,1997,11,79445
27173,1979,2,12414
27173,1980,4,12518
27173,1981,2,12283
27173,1982,1,12132
27173,1984,5,11838
27173,1985,1,11573
27173,1986,1,11169
27173,1987,1,10946
28001,1979,2,36120
28001,1980,6,36450
28001,1981,7,36958
28001,1982,5,37292
28001,1983,2,36871
28001,1984,7,37027
28001,1985,3,36826
28001,1986,6,35614
28001,1987,6,34498
28001,1988,4,33772
28003,1979,7,30902
28003,1980,2,31420
28003,1981,7,31277
28003,1983,2,30763
28003,1984,2,30865
28003,1985,6,30446
28003,1986,3,30493
28003,1987,6,30100
28003,1988,8,29892
28005,1980,3,12622
28005,1981,2,12525
28005,1984,1,12755
28005,1986,2,12905
28005,1987,2,12649
28005,1988,1,12544
28007,1979,1,18486
28007,1981,3,18148
28007,1982,3,17882
28007,1983,1,17461
28007,1984,3,17532
28007,1985,1,17585
28007,1986,1,17597
28007,1987,2,17491
28007,1988,3,17201
28009,1980,1,7748
28009,1981,1,7748
28009,1983,2,7671
28009,1986,1,7720
28009,1987,1,7791
28009,1988,1,7828
28011,1979,4,44154
28011,1980,1,44084
28011,1981,4,43554
28011,1982,4,43126
28011,1983,1,42901
28011,1984,3,42877
28011,1985,5,41668
28011,1986,2,41094
28011,1987,2,39904
28011,1988,2,40046
28013,1979,2,14703
28013,1980,2,14814
28013,1981,1,14549
28013,1983,3,14184
28013,1984,4,14159
28013,1985,1,14241
28013,1986,1,13601
28013,1987,1,13960
28013,1988,3,14078
28015,1980,2,9251
28015,1981,2,9030
28015,1982,1,8818
28015,1984,2,8712
28015,1986,1,8770
28015,1987,1,8822
28017,1979,1,17039
28017,1980,1,16963
28017,1981,2,16597
28017,1983,1,16843
28017,1985,1,16627
28017,1986,3,16822
28017,1987,1,16954
28017,1988,1,16952
28019,1979,3,8559
28019,1982,1,8203
28019,1984,2,8323
28019,1985,1,8410
28019,1986,3,8338
28019,1987,1,8375
28019,1988,1,8363
28021,1980,1,11772
28021,1982,1,11831
28021,1984,1,11489
28021,1986,1,11327
28021,1987,3,11509
28021,1988,1,10849
28023,1980,1,16012
28023,1981,2,15840
28023,1982,3,16081
28023,1983,1,16072
28023,1984,2,16076
28023,1987,3,15902
28023,1988,2,15824
28025,1979,2,20061
28025,1980,1,20139
28025,1982,1,20503
28025,1983,2,20514
28025,1985,1,20245
28025,1986,1,20187
28025,1987,2,19974
28025,1988,1,19979
28027,1979,1,35346
28027,1980,7,35141
28027,1981,3,34398
28027,1982,4,33930
28027,1983,6,33678
28027,1984,2,33311
28027,1986,1,32111
28027,1987,4,31386
28027,1988,4,30520
28029,1979,5,24945
28029,1980,1,25099
28029,1981,3,24682
28029,1982,1,24852
28029,1983,3,24887
28029,1984,4,25127
28029,1985,4,25294
28029,1986,3,25527
28029,1987,2,25824
28029,1988,2,25766
28031,1979,2,14802
28031,1980,1,15187
28031,1982,1,15398
28031,1983,3,15286
28031,1984,1,15326
28031,1985,1,15387
28031,1986,3,15663
28031,1988,3,15852
28033,1979,1,51697
28033,1980,3,52495
28033,1981,6,52708
28033,1982,1,52945
28033,1983,4,53450
28033,1984,9,53879
28033,1985,4,55761
28033,1986,12,56678
28033,1987,12,59920
28033,1988,5,62009
28033,1990,13,65900
28033,1991,13,69197
28033,1993,11,74558
28033,1996,12,85661
28035,1979,7,62651
28035,1980,10,63379
28035,1981,5,64479
28035,1982,1,65166
28035,1983,11,66386
28035,1984,9,66411
28035,1985,7,65821
28035,1986,7,65614
28035,1987,4,64863
28035,1988,10,64636
28035,1989,10,64859
28035,1996,11,67955
28037,1980,1,7726
28037,1981,1,7793
28037,1982,3,7848
28037,1983,2,7979
28037,1984,2,8021
28037,1985,1,8160
28037,1986,2,8085
28039,1980,2,14761
28039,1982,1,15214
28039,1983,1,15279
28039,1984,1,15324
28039,1985,4,15323
28039,1986,2,15330
28039,1987,4,15441
28039,1988,2,15544
28041,1980,1,9382
28041,1981,1,9021
28041,1982,1,8980
28041,1984,1,9301
28041,1985,2,9311
28041,1988,1,9523
28043,1980,2,20083
28043,1981,1,20062
28043,1982,3,19844
28043,1983,1,19830
28043,1984,2,20058
28043,1985,4,20260
28043,1986,3,19954
28043,1987,1,20083
28043,1988,3,20274
28045,1979,2,22714
28045,1980,3,23623
28045,1981,5,24474
28045,1982,4,25269
28045,1983,8,26395
28045,1984,2,26646
28045,1985,2,27769
28045,1986,2,29009
28045,1987,6,29469
28045,1988,5,29663
28045,1997,15,37639
28045,1998,11,38507
28047,1979,18,152280
28047,1980,20,153110
28047,1981,26,155259
28047,1982,16,158067
28047,1983,26,160356
28047,1984,25,160612
28047,1985,26,162768
28047,1986,23,166140
28047,1987,29,165348
28047,1988,22,161085
28047,1989,22,159543
28047,1990,18,158597
28047,1991,27,159012
28047,1992,25,162953
28047,1993,22,166754
28047,1994,31,171623
28047,1995,45,173801
28047,1996,22,173875
28047,1997,34,175765
28047,1998,36,177735
28049,1979,26,241001
28049,1980,30,242868
28049,1981,22,244373
28049,1982,23,245126
28049,1983,24,246654
28049,1984,30,249660
28049,1985,24,251560
28049,1986,27,250454
28049,1987,19,248949
28049,1988,17,244843
28049,1989,26,243115
28049,1990,19,242461
28049,1991,22,242424
28049,1992,36,242010
28049,1993,28,241173
28049,1994,28,240973
28049,1995,24,239721
28049,1996,34,239686
28049,1997,16,238658
28049,1998,22,238856
28051,1979,3,21936
28051,1980,2,21726
28051,1981,3,21721
28051,1983,2,21780
28051,1984,3,21859
28051,1985,1,21371
28051,1986,1,20879
28051,1987,2,20875
28051,1988,1,20524
28053,1979,2,13306
28053,1984,1,13001
28053,1985,1,12623
28053,1986,2,12314
28053,1987,1,12148
28055,1979,1,2308
28055,1983,1,2167
28057,1979,1,19159
28057,1980,1,19541
28057,1983,3,19012
28057,1984,3,19093
28057,1985,3,18946
28057,1986,3,18849
28057,1987,3,18459
28057,1988,1,18594
28059,1979,10,116038
28059,1980,8,115693
28059,1981,6,115715
28059,1982,4,118380
28059,1983,4,118710
28059,1984,11,116568
28059,1985,15,116619
28059,1986,10,116389
28059,1987,11,115097
28059,1988,9,115319
28059,1990,13,111223
28059,1991,15,112374
28059,1992,14,115630
28059,1993,12,118414
28059,1994,18,120387
28059,1995,14,121878
28059,1996,11,121181
28059,1997,12,121846
28059,1998,17,123220
28061,1979,1,16481
28061,1980,3,16356
28061,1981,1,16401
28061,1982,1,16682
28061,1984,3,16650
28061,1986,1,16183
28061,1987,2,16164
28061,1988,3,16102
28063,1979,2,8693
28063,1983,1,8550
28063,1984,1,8669
28063,1986,1,8457
28063,1988,1,8491
28065,1979,1,13166
28065,1980,3,13204
28065,1982,1,13458
28065,1984,1,13403
28065,1986,2,13544
28065,1987,1,13548
28065,1988,3,13382
28067,1979,12,59187
28067,1980,2,59111
28067,1981,7,60504
28067,1982,5,61700
28067,1983,4,61169
28067,1984,8,61004
28067,1985,6,60128
28067,1986,7,59774
28067,1987,11,59705
28067,1988,9,59303
28067,1997,14,60659
28069,1980,2,9510
28069,1981,1,9599
28069,1982,1,9523
28069,1983,1,9715
28069,1986,2,9655
28069,1988,1,9617
28071,1979,2,29804
28071,1980,2,29704
28071,1981,3,29862
28071,1983,4,29965
28071,1984,3,30117
28071,1985,3,29606
28071,1986,3,29749
28071,1987,5,29611
28071,1988,3,29929
28073,1979,2,22450
28073,1980,3,23096
28073,1981,2,24631
28073,1982,1,25161
28073,1983,2,25686
28073,1984,3,26166
28073,1987,5,28115
28073,1988,4,28106
28075,1979,9,73420
28075,1980,7,73715
28075,1981,5,74527
28075,1982,12,74098
28075,1983,10,74067
28075,1984,11,74549
28075,1985,9,74045
28075,1986,9,73762
28075,1987,10,73569
28075,1988,11,73265
28075,1990,11,71025
28075,1997,10,72882
28075,1998,15,72417
28077,1981,1,12056
28077,1983,1,12264
28077,1985,1,12253
28077,1986,2,11986
28077,1987,2,11860
28077,1988,1,11692
28079,1979,4,17746
28079,1980,6,17687
28079,1981,1,17656
28079,1982,1,17479
28079,1983,1,17568
28079,1984,4,17551
28079,1986,3,17250
28079,1988,4,17032
28081,1979,8,53828
28081,1980,5,54936
28081,1981,4,54952
28081,1982,4,55191
28081,1983,6,56283
28081,1984,5,57174
28081,1985,7,58629
28081,1986,5,59309
28081,1987,5,60261
28081,1988,6,61113
28081,1989,11,61666
28081,1992,12,64767
28081,1996,10,69201
28083,1979,2,39512
28083,1980,2,39563
28083,1981,5,39252
28083,1982,6,39767
28083,1983,3,39819
28083,1984,1,40171
28083,1985,4,39037
28083,1986,5,37364
28083,1987,5,36290
28083,1988,2,35914
28085,1979,1,28262
28085,1980,4,28678
28085,1981,3,28844
28085,1982,1,29310
28085,1983,1,29201
28085,1984,2,29211
28085,1985,4,29384
28085,1987,4,29298
28085,1988,3,29142
28087,1979,3,56074
28087,1980,1,55508
28087,1981,5,57225
28087,1982,7,57302
28087,1983,4,56712
28087,1984,6,57239
28087,1985,9,57862
28087,1986,5,57666
28087,1987,2,56642
28087,1988,8,57253
28089,1979,3,39344
28089,1980,5,39950
28089,1981,3,40567
28089,1982,5,41026
28089,1983,3,41076
28089,1984,2,41654
28089,1985,4,43735
28089,1986,2,45353
28089,1987,4,46214
28089,1988,4,49037
28091,1980,2,24518
28091,1981,2,24933
28091,1982,2,25411
28091,1983,2,25506
28091,1985,2,25371
28091,1986,4,24915
28091,1987,1,24591
28091,1988,2,24197
28093,1980,3,28239
28093,1981,3,28420
28093,1982,3,28588
28093,1983,1,28735
28093,1984,4,28718
28093,1985,2,28754
28093,1986,2,29195
28093,1987,2,28758
28093,1988,4,29112
28095,1980,2,34646
28095,1981,1,34914
28095,1982,2,35232
28095,1983,3,34793
28095,1984,2,34912
28095,1985,3,34659
28095,1986,3,34685
28095,1987,4,34615
28095,1988,6,34368
28097,1979,2,12292
28097,1980,1,12504
28097,1981,1,12322
28097,1982,2,12378
28097,1983,2,12295
28097,1987,1,11665
28097,1988,2,11630
28099,1979,3,22498
28099,1980,3,22512
28099,1981,1,22482
28099,1982,1,22329
28099,1983,2,22640
28099,1984,3,22864
28099,1985,4,22577
28099,1986,2,23068
28099,1987,1,22916
28101,1981,1,18474
28101,1982,2,18629
28101,1983,3,18690
28101,1984,1,18781
28101,1985,3,18841
28101,1987,3,18806
28101,1988,1,18939
28103,1981,2,12530
28103,1982,1,12362
28103,1987,1,11853
28103,1988,1,11784
28105,1979,4,34326
28105,1980,3,34925
28105,1981,7,35675
28105,1982,3,35809
28105,1983,2,36056
28105,1984,1,36106
28105,1985,4,35884
28105,1986,4,36240
28105,1987,3,35626
28105,1988,1,35956
28107,1979,5,26426
28107,1980,1,26787
28107,1981,4,26621
28107,1982,2,26844
28107,1983,2,26875
28107,1984,5,26815
28107,1987,2,27384
28107,1988,5,27575
28109,1979,3,32027
28109,1980,3,32619
28109,1981,5,33423
28109,1982,3,34099
28109,1983,1,35051
28109,1984,3,35658
28109,1985,7,36332
28109,1986,5,36544
28109,1987,2,36886
28109,1988,4,36674
28111,1982,1,9634
28111,1983,2,10277
28111,1984,2,10335
28111,1985,1,10036
28111,1986,2,10216
28113,1979,3,34141
28113,1980,2,34294
28113,1981,2,34672
28113,1982,4,34920
28113,1983,2,34933
28113,1984,1,35049
28113,1985,4,35595
28113,1986,2,35442
28113,1987,4,35040
28113,1988,3,34825
28113,1992,11,34800
28115,1979,1,19763
28115,1981,2,19600
28115,1982,1,19673
28115,1983,5,19830
28115,1984,4,19913
28115,1985,2,19907
28115,1986,4,19921
28115,1987,2,20064
28115,1988,1,20430
28117,1979,4,22853
28117,1982,3,22637
28117,1983,1,22797
28117,1985,4,22323
28117,1986,2,22694
28117,1987,1,22381
28117,1988,2,22469
28119,1979,1,12217
28119,1981,3,11680
28119,1982,2,11504
28119,1983,1,10938
28119,1986,1,10598
28119,1988,2,10393
28121,1979,9,65072
28121,1980,6,67584
28121,1981,4,69322
28121,1982,5,70486
28121,1983,10,72491
28121,1984,6,72617
28121,1985,4,75930
28121,1986,12,77672
28121,1987,5,79796
28121,1988,9,80952
28121,1989,15,82677
28121,1991,12,86175
28121,1993,19,90144
28121,1995,14,95835
28121,1996,12,100319
28121,1997,14,103347
28121,1998,12,105981
28123,1979,2,23293
28123,1980,1,23383
28123,1981,3,23346
28123,1983,1,22979
28123,1984,1,22888
28123,1985,1,23023
28123,1986,7,22740
28123,1987,5,22626
28123,1988,1,22501
28125,1981,2,7609
28125,1983,1,7634
28125,1985,1,7401
28125,1987,1,6960
28127,1979,4,22183
28127,1980,1,22259
28127,1981,1,22495
28127,1982,4,22843
28127,1983,2,22577
28127,1984,1,22598
28127,1985,2,22643
28127,1986,2,22665
28127,1987,1,22577
