FIPS,Year,CerebroDeaths,Population
1001,1979,8,31077
1001,1980,9,31327
1001,1981,5,30961
1001,1982,10,30958
1001,1983,7,30946
1001,1984,19,30944
1001,1985,11,31053
1001,1986,4,31684
1001,1987,7,31999
1001,1988,5,32326
1001,1994,10,36668
1001,1998,10,40431
1003,1979,16,73403
1003,1980,19,75148
1003,1981,22,76571
1003,1982,21,78399
1003,1983,10,79797
1003,1984,17,82352
1003,1985,20,84725
1003,1986,20,86371
1003,1987,16,88118
1003,1988,16,89292
1003,1989,12,90661
1003,1990,20,92442
1003,1991,19,96248
1003,1992,19,100036
1003,1993,17,104619
1003,1994,17,109289
1003,1995,18,113342
1003,1996,26,117378
1003,1997,18,121800
1003,1998,22,125666
1005,1979,12,23272
1005,1980,8,23591
1005,1981,11,23513
1005,1982,15,23485
1005,1983,13,23473
1005,1984,11,23568
1005,1985,5,23554
1005,1986,7,23482
1005,1987,7,23592
1005,1988,9,23670
1005,1989,11,23752
1005,1991,15,24848
1005,1998,12,27039
1007,1979,3,14792
1007,1980,4,14961
1007,1982,5,15189
1007,1983,1,15140
1007,1984,1,15183
1007,1985,4,15254
1007,1986,2,15003
1007,1987,5,15243
1007,1988,4,15205
1007,1992,10,16362
1007,1993,10,16771
1007,1995,20,17469
1007,1996,13,17827
1007,1997,13,18285
1007,1998,17,18735
1009,1979,7,34501
1009,1980,8,34907
1009,1981,11,34998
1009,1982,8,34609
1009,1983,12,34680
1009,1984,10,34973
1009,1985,5,35501
1009,1986,10,35983
1009,1987,8,35961
1009,1988,5,36138
1009,1989,10,36614
1009,1990,12,36988
1009,1992,11,38468
1009,1993,13,39486
1009,1994,10,40146
1009,1997,11,44403
1009,1998,11,46160
1011,1979,9,10234
1011,1980,5,10037
1011,1981,7,10058
1011,1982,5,10008
1011,1983,4,10043
1011,1984,6,10138
1011,1985,3,10052
1011,1986,11,9750
1011,1987,2,10130
1011,1988,7,10394
1013,1979,9,19904
1013,1980,10,20381
1013,1981,17,20753
1013,1982,4,20915
1013,1983,12,20874
1013,1984,4,20868
1013,1985,11,20812
1013,1986,7,20674
1013,1987,10,20708
1013,1988,10,20496
1013,1995,11,20081
1015,1979,31,112902
1015,1980,50,115803
1015,1981,29,116509
1015,1982,37,117589
1015,1983,33,116465
1015,1984,38,116749
1015,1985,30,113669
1015,1986,24,112622
1015,1987,20,112884
1015,1988,23,111907
1015,1989,27,110975
1015,1990,27,110464
1015,1991,27,109565
1015,1992,27,109954
1015,1993,25,110480
1015,1994,19,110105
1015,1995,30,110530
1015,1996,28,110444
1015,1997,27,110848
1015,1998,38,110773
1017,1979,22,37340
1017,1980,14,37174
1017,1981,17,37198
1017,1982,18,37078
1017,1983,17,36899
1017,1984,15,36611
1017,1985,13,36082
1017,1986,12,35402
1017,1987,13,35136
1017,1988,12,34712
1017,1989,19,34531
1017,1990,13,34091
1017,1991,14,34069
1017,1992,19,34243
1017,1994,12,34265
1017,1995,10,34366
1017,1996,13,34034
1017,1997,11,33833
1019,1979,8,17825
1019,1980,6,17947
1019,1981,9,18383
1019,1982,3,18571
1019,1983,8,18149
1019,1984,6,17955
1019,1985,3,17858
1019,1986,8,17948
1019,1987,6,18167
1019,1988,5,18403
1019,1990,10,18413
1021,1979,14,29122
1021,1980,17,29160
1021,1981,16,29182
1021,1982,7,28754
1021,1983,12,29102
1021,1984,10,29391
1021,1985,15,29807
1021,1986,8,30124
1021,1987,4,30144
1021,1988,6,30427
1021,1992,10,31502
1023,1979,5,16105
1023,1980,6,15987
1023,1981,6,15785
1023,1982,2,15487
1023,1983,4,15691
1023,1984,4,15670
1023,1985,6,15740
1023,1986,8,15742
1023,1987,4,15573
1023,1988,5,15473
1025,1979,6,26313
1025,1980,6,26367
1025,1981,9,26752
1025,1982,5,26500
1025,1983,1,26337
1025,1984,8,26121
1025,1985,8,25890
1025,1986,4,25823
1025,1987,2,25987
1025,1988,6,25650
1025,1993,11,25957
1025,1996,11,25900
1027,1979,4,13127
1027,1980,4,12921
1027,1981,6,13040
1027,1982,1,12885
1027,1983,6,12855
1027,1984,5,12713
1027,1985,6,12738
1027,1986,1,12499
1027,1987,4,12319
1027,1988,4,12247
1029,1979,5,11957
1029,1980,4,11982
1029,1981,4,12162
1029,1982,5,12216
1029,1983,1,12057
1029,1984,2,11936
1029,1985,5,11972
1029,1986,3,11864
1029,1987,2,12021
1029,1988,2,12035
1031,1979,8,36293
1031,1980,13,36954
1031,1981,11,37976
1031,1982,5,38014
1031,1983,12,38358
1031,1984,8,38275
1031,1985,10,38337
1031,1986,7,38589
1031,1987,13,38294
1031,1988,9,38538
1031,1992,10,39041
1031,1993,11,39501
1031,1994,11,40167
1031,1997,11,40467
1033,1979,20,51915
1033,1980,11,52247
1033,1981,16,52372
1033,1982,18,51564
1033,1983,17,50950
1033,1984,10,50401
1033,1985,18,50225
1033,1986,8,49797
1033,1987,10,49135
1033,1988,10,48716
1033,1990,15,48761
1033,1991,17,49420
1033,1992,14,49625
1033,1993,16,50105
1033,1994,11,50112
1033,1995,15,50241
1033,1997,15,51223
1033,1998,12,51201
1035,1979,17,14937
1035,1980,5,14891
1035,1981,6,14604
1035,1982,4,14447
1035,1983,8,14251
1035,1984,5,14080
1035,1985,5,13932
1035,1986,7,13887
1035,1987,3,13656
1035,1988,2,13329
1037,1979,4,11078
1037,1980,4,10812
1037,1981,7,10850
1037,1982,2,10707
1037,1983,3,10607
1037,1984,2,10585
1037,1985,4,10385
1037,1986,3,10480
1037,1987,2,10502
1037,1988,5,10392
1039,1979,22,35039
1039,1980,12,34737
1039,1981,13,34719
1039,1982,15,34405
1039,1983,13,34415
1039,1984,11,34502
1039,1985,12,34616
1039,1986,12,34155
1039,1987,15,34058
1039,1988,9,33877
1039,1989,15,33796
1039,1992,12,34053
1039,1994,12,34025
1039,1995,12,34503
1039,1997,10,34642
1041,1979,10,13187
1041,1980,6,13222
1041,1981,6,13187
1041,1982,3,13008
1041,1983,3,12951
1041,1984,5,12866
1041,1985,11,12869
1041,1986,9,12831
1041,1987,7,12782
1041,1988,6,12740
1043,1979,20,58708
1043,1980,16,58832
1043,1981,11,58952
1043,1982,13,59222
1043,1983,15,59749
1043,1984,13,60928
1043,1985,31,61420
1043,1986,19,62063
1043,1987,13,62437
1043,1988,18,62642
1043,1989,13,62933
1043,1990,11,63462
1043,1991,25,64456
1043,1992,13,65506
1043,1993,10,66396
1043,1994,13,67431
1043,1995,15,68392
1043,1996,14,69532
1043,1997,16,70172
1045,1979,6,44976
1045,1980,7,46406
1045,1981,11,47145
1045,1982,4,46925
1045,1983,7,47121
1045,1984,9,46746
1045,1985,11,46788
1045,1986,5,47572
1045,1987,8,47827
1045,1988,4,48838
1047,1979,33,51998
1047,1980,30,51513
1047,1981,36,51175
1047,1982,32,51332
1047,1983,28,50762
1047,1984,36,50538
1047,1985,18,49995
1047,1986,19,49180
1047,1987,24,47847
1047,1988,14,46795
1047,1989,20,46041
1047,1990,21,45222
1047,1991,19,44909
1047,1992,12,44977
1047,1993,20,45002
1047,1994,15,44828
1047,1995,21,44758
1047,1996,20,44446
1047,1997,19,44250
1049,1979,20,50951
1049,1980,13,51049
1049,1981,10,51420
1049,1982,20,50882
1049,1983,14,50900
1049,1984,16,51046
1049,1985,15,50741
1049,1986,14,50406
1049,1987,17,50682
1049,1988,11,50832
1049,1989,10,51071
1049,1990,11,51198
1049,1991,12,52423
1049,1993,12,54432
1049,1995,15,56022
1049,1996,11,56496
1049,1997,12,57175
1049,1998,15,58387
1051,1979,8,41266
1051,1980,19,41592
1051,1981,11,41807
1051,1982,15,42314
1051,1983,10,42481
1051,1984,16,42915
1051,1985,11,43478
1051,1986,9,43951
1051,1987,20,45365
1051,1988,10,45895
1051,1989,10,46340
1051,1990,10,46913
1051,1991,11,48343
1051,1992,18,50071
1051,1993,13,51635
1051,1994,17,53068
1051,1995,13,54625
1051,1996,10,56083
1051,1997,15,57899
1051,1998,11,59547
1053,1979,13,36239
1053,1980,20,36702
1053,1981,9,35778
1053,1982,12,35620
1053,1983,6,35430
1053,1984,10,35478
1053,1985,14,35284
1053,1986,12,35292
1053,1987,13,34951
1053,1988,12,34106
1053,1990,18,33346
1053,1991,10,33628
1053,1992,11,34122
1053,1994,10,34692
1053,1998,12,35746
1055,1979,37,98520
1055,1980,40,98491
1055,1981,34,98242
1055,1982,39,97426
1055,1983,34,97389
1055,1984,36,96790
1055,1985,26,96661
1055,1986,38,95808
1055,1987,37,95332
1055,1988,22,94652
1055,1989,31,94130
1055,1990,32,93463
1055,1991,30,93650
1055,1992,20,94149
1055,1993,31,94296
1055,1994,23,95220
1055,1995,19,95241
1055,1996,24,95736
1055,1997,27,96645
1055,1998,22,96859
1057,1979,9,17350
1057,1980,6,17815
1057,1981,7,17904
1057,1982,7,18063
1057,1983,7,17822
1057,1984,9,17945
1057,1985,10,17881
1057,1986,3,17657
1057,1987,5,17280
1057,1988,9,16845
1059,1979,10,27389
1059,1980,6,26950
1059,1981,9,26677
1059,1982,10,26679
1059,1983,5,26749
1059,1984,12,27066
1059,1985,6,26945
1059,1986,6,26789
1059,1987,10,26573
1059,1988,5,26463
1061,1979,8,22694
1061,1980,7,22993
1061,1981,8,22527
1061,1982,11,22384
1061,1983,9,22269
1061,1984,6,22389
1061,1985,11,22496
1061,1986,9,22290
1061,1987,5,22144
1061,1988,3,21919
1061,1989,10,21700
1063,1979,4,10204
1063,1980,3,10359
1063,1981,3,10408
1063,1982,6,10292
1063,1983,7,10335
1063,1984,5,10205
1063,1985,4,10005
1063,1986,2,9798
1063,1987,6,9590
1063,1988,1,9518
1065,1979,11,14951
1065,1980,14,14619
1065,1981,11,14546
1065,1982,5,14383
1065,1983,6,14232
1065,1984,5,14237
1065,1985,7,13936
1065,1986,1,13958
1065,1987,4,13969
1065,1988,5,14154
1067,1979,11,14302
1067,1980,6,14515
1067,1981,8,14604
1067,1982,9,14338
1067,1983,5,14223
1067,1984,7,14260
1067,1985,6,14304
1067,1986,5,14085
1067,1987,9,14137
1067,1988,8,14138
1069,1979,20,72094
1069,1980,34,72028
1069,1981,21,73310
1069,1982,18,73995
1069,1983,15,73906
1069,1984,14,74016
1069,1985,22,74562
1069,1986,16,75076
1069,1987,24,76261
1069,1988,10,76607
1069,1989,25,76692
1069,1990,19,77257
1069,1991,21,78300
1069,1992,18,79276
1069,1993,18,80120
1069,1994,23,79847
1069,1995,13,80363
1069,1996,25,81349
1069,1997,19,81658
1069,1998,18,82188
1071,1979,19,49845
1071,1980,15,49628
1071,1981,19,49383
1071,1982,23,49254
1071,1983,12,48460
1071,1984,15,48039
1071,1985,14,47288
1071,1986,8,46448
1071,1987,11,46269
1071,1988,8,46094
1071,1989,13,45457
1071,1991,11,46192
1071,1992,13,46728
1071,1993,14,47344
1071,1994,14,47597
1071,1995,17,48262
1071,1996,12,49162
1071,1997,15,49300
1073,1979,260,642479
1073,1980,252,641307
1073,1981,237,636438
1073,1982,236,630156
1073,1983,227,627661
1073,1984,213,625666
1073,1985,213,624316
1073,1986,199,622509
1073,1987,192,621598
1073,1988,204,618872
1073,1989,170,615922
1073,1990,187,613185
1073,1991,164,617331
1073,1992,187,620134
1073,1993,162,622380
1073,1994,158,623653
1073,1995,185,623923
1073,1996,162,623186
1073,1997,182,621383
1073,1998,154,621546
1075,1979,8,15298
1075,1980,5,15575
1075,1981,8,15492
1075,1982,10,15485
1075,1983,4,15312
1075,1984,3,15289
1075,1985,7,15452
1075,1986,2,15381
1075,1987,7,15184
1075,1988,8,14901
1077,1979,19,77400
1077,1980,18,77351
1077,1981,31,77935
1077,1982,14,77428
1077,1983,22,76754
1077,1984,16,76605
1077,1985,21,76453
1077,1986,22,75996
1077,1987,14,75638
1077,1988,21,75234
1077,1989,15,74855
1077,1990,18,74953
1077,1991,10,76315
1077,1992,13,77344
1077,1993,11,78534
1077,1994,18,79126
1077,1995,18,79894
1077,1996,22,80570
1077,1997,12,80695
1077,1998,17,81302
1079,1979,16,29149
1079,1980,11,29066
1079,1981,15,29022
1079,1982,6,29335
1079,1983,8,29394
1079,1984,5,29725
1079,1985,9,29743
1079,1986,13,29521
1079,1987,8,29561
1079,1988,3,29638
1079,1996,18,31820
1081,1979,10,74156
1081,1980,22,74441
1081,1981,19,75682
1081,1982,28,76923
1081,1983,14,76865
1081,1984,22,77936
1081,1985,24,78741
1081,1986,26,80292
1081,1987,22,80069
1081,1988,18,81914
1081,1989,28,83053
1081,1990,34,84204
1081,1991,13,86493
1081,1992,12,88472
1081,1993,15,91064
1081,1994,15,92842
1081,1995,19,95970
1081,1996,12,98688
1081,1997,23,102913
1081,1998,15,106125
1083,1979,12,43223
1083,1980,11,44171
1083,1981,14,43942
1083,1982,10,44496
1083,1983,13,45250
1083,1984,20,45555
1083,1985,8,47148
1083,1986,11,47815
1083,1987,12,48961
1083,1988,9,50055
1083,1990,13,51648
1083,1992,17,54477
1083,1996,12,58264
1085,1979,7,12752
1085,1980,8,12707
1085,1981,4,12519
1085,1982,5,12192
1085,1983,7,12073
1085,1984,4,12092
1085,1985,10,12069
1085,1986,7,12015
1085,1987,6,12066
1085,1988,8,11849
1087,1979,13,25192
1087,1980,20,25395
1087,1981,12,25131
1087,1982,14,24931
1087,1983,9,24477
1087,1984,14,23987
1087,1985,10,23839
1087,1986,6,23772
1087,1987,4,24044
1087,1988,10,23729
1087,1990,14,23253
1087,1991,13,22940
1087,1993,10,23042
1089,1979,50,190474
1089,1980,35,192259
1089,1981,45,194817
1089,1982,35,197380
1089,1983,45,200869
1089,1984,43,204707
1089,1985,44,209050
1089,1986,35,213618
1089,1987,34,218568
1089,1988,33,224282
1089,1989,42,228614
1089,1990,39,231064
1089,1991,47,237968
1089,1992,35,245313
1089,1993,45,253375
1089,1994,41,256629
1089,1995,34,255417
1089,1996,44,255934
1089,1997,43,257015
1089,1998,56,261389
1091,1979,12,23944
1091,1980,18,23740
1091,1981,12,23307
1091,1982,14,23221
1091,1983,6,23098
1091,1984,8,22891
1091,1985,19,22734
1091,1986,10,22408
1091,1987,5,22291
1091,1988,11,22121
1091,1989,14,21904
1091,1990,11,21590
1091,1991,13,21514
1091,1992,12,21560
1091,1993,13,21712
1091,1994,10,21650
1091,1996,10,21504
1093,1979,10,28372
1093,1980,16,28568
1093,1981,7,28776
1093,1982,8,28919
1093,1983,6,29340
1093,1984,9,28964
1093,1985,6,28929
1093,1986,9,28337
1093,1987,3,28379
1093,1988,5,28058
1093,1989,10,27931
1093,1991,10,27541
1093,1998,10,29286
1095,1979,23,62235
1095,1980,22,62781
1095,1981,18,63323
1095,1982,16,63646
1095,1983,18,64008
1095,1984,19,64802
1095,1985,22,65820
1095,1986,22,66009
1095,1987,18,66509
1095,1988,21,66677
1095,1989,14,66468
1095,1990,21,66745
1095,1991,18,67775
1095,1992,17,69295
1095,1993,21,71202
1095,1994,21,72835
1095,1995,17,74289
1095,1996,19,75586
1095,1997,17,76288
1095,1998,19,76656
1097,1979,126,350614
1097,1980,109,353454
1097,1981,118,357962
1097,1982,124,361376
1097,1983,100,362641
1097,1984,107,361431
1097,1985,108,363711
1097,1986,103,366066
1097,1987,96,367457
1097,1988,93,364658
1097,1989,81,361732
1097,1990,76,361158
1097,1991,78,364754
1097,1992,73,369310
1097,1993,95,375039
1097,1994,78,376450
1097,1995,81,375513
1097,1996,97,375882
1097,1997,112,377064
1097,1998,90,377604
1099,1979,5,21424
1099,1980,6,21516
1099,1981,3,21442
1099,1982,6,21400
1099,1983,6,21221
1099,1984,2,21606
1099,1985,5,21504
1099,1986,10,21554
1099,1987,5,21693
1099,1988,8,21801
1099,1989,12,21974
1101,1979,74,186473
1101,1980,67,189966
1101,1981,72,192034
1101,1982,53,192107
1101,1983,54,192011
1101,1984,52,194077
1101,1985,61,195114
1101,1986,60,197202
1101,1987,55,198532
1101,1988,52,199096
1101,1989,66,200114
1101,1990,47,199174
1101,1991,51,202304
1101,1992,61,205085
1101,1993,57,207710
1101,1994,46,209796
1101,1995,43,210740
1101,1996,58,211471
1101,1997,41,212024
1101,1998,57,212427
1103,1979,23,87564
1103,1980,22,87055
1103,1981,17,86780
1103,1982,22,87065
1103,1983,24,87567
1103,1984,19,88629
1103,1985,22,90034
1103,1986,24,91379
1103,1987,25,92869
1103,1988,28,93489
1103,1989,24,94289
1103,1990,22,95317
1103,1991,15,97203
1103,1992,19,98551
1103,1993,19,100215
1103,1994,21,101023
1103,1995,21,101842
1103,1996,24,102425
1103,1997,21,103432
1103,1998,22,104373
1105,1979,15,13932
1105,1980,9,14068
1105,1981,7,13907
1105,1982,3,13794
1105,1983,10,13847
1105,1984,3,13674
1105,1985,8,13469
1105,1986,6,13051
1105,1987,5,12910
1105,1988,7,12520
1105,1996,10,11338
1107,1979,14,20712
1107,1980,11,20259
1107,1981,10,20486
1107,1982,10,20349
1107,1983,10,20377
1107,1984,10,20310
1107,1985,4,20265
1107,1986,10,20112
1107,1987,7,19775
1107,1988,3,19490
1109,1979,14,26039
1109,1980,15,26624
1109,1981,13,26977
1109,1982,10,26357
1109,1983,12,26274
1109,1984,14,25856
1109,1985,8,26176
1109,1986,11,26192
1109,1987,7,26027
1109,1988,11,25970
1109,1991,12,26267
1109,1994,17,27391
1111,1979,5,18696
1111,1980,10,18931
1111,1981,9,18989
1111,1982,13,18994
1111,1983,12,18691
1111,1984,5,18747
1111,1985,11,18422
1111,1986,5,18365
1111,1987,7,18194
1111,1988,8,18424
1111,1998,10,20000
1113,1979,31,46238
1113,1980,34,45824
1113,1981,20,45170
1113,1982,29,44946
1113,1983,22,44225
1113,1984,31,44618
1113,1985,35,44699
1113,1986,24,45360
1113,1987,33,45384
1113,1988,22,45095
1113,1989,22,44356
1113,1990,15,44446
1113,1991,16,45180
1113,1992,25,46466
1113,1993,24,47388
1113,1994,23,48878
1113,1995,20,48690
1113,1996,19,48827
1113,1997,24,47923
1113,1998,17,47530
1115,1979,8,39038
1115,1980,7,39672
1115,1981,11,40095
1115,1982,8,40404
1115,1983,9,40728
1115,1984,8,42345
1115,1985,15,43453
1115,1986,16,44012
1115,1987,6,45479
1115,1988,7,45953
1115,1990,10,47780
1115,1996,11,56366
1115,1997,11,57522
1117,1979,19,62644
1117,1980,15,64422
1117,1981,16,67329
1117,1982,12,68820
1117,1983,22,70713
1117,1984,11,73711
1117,1985,4,77263
1117,1986,11,80747
1117,1987,16,85910
1117,1988,13,89905
1117,1989,20,93722
1117,1990,15,96584
1117,1992,18,103154
1117,1993,16,108569
1117,1994,15,114076
1117,1995,20,118700
1117,1996,11,122655
1117,1997,15,127395
1117,1998,15,131470
1119,1979,8,15923
1119,1980,6,15983
1119,1981,8,16039
1119,1982,6,15972
1119,1983,10,15926
1119,1984,4,16020
1119,1985,12,16024
1119,1986,6,15984
1119,1987,1,15737
1119,1988,7,15461
1119,1990,11,15056
1121,1979,35,70940
1121,1980,27,71113
1121,1981,26,71525
1121,1982,31,71738
1121,1983,28,72367
1121,1984,24,71827
1121,1985,34,71885
1121,1986,21,71856
1121,1987,20,71110
1121,1988,19,70706
1121,1989,19,70526
1121,1990,32,70258
1121,1991,27,70884
1121,1992,23,71487
1121,1993,19,72127
1121,1994,18,72607
1121,1995,14,73114
1121,1996,27,73666
1121,1997,25,74064
1121,1998,29,74645
1123,1979,18,37280
1123,1980,13,36702
1123,1981,9,36645
1123,1982,14,36251
1123,1983,15,36230
1123,1984,18,36150
1123,1985,16,36239
1123,1986,23,36127
1123,1987,15,36238
1123,1988,9,36247
1123,1990,13,36173
1123,1991,12,36655
1123,1992,14,36846
1123,1993,12,37142
1123,1994,16,37434
1123,1995,16,37387
1123,1996,12,38042
1123,1997,16,38256
1125,1979,48,130969
1125,1980,41,132801
1125,1981,45,133644
1125,1982,48,132173
1125,1983,30,132593
1125,1984,41,133174
1125,1985,27,135339
1125,1986,34,137623
1125,1987,24,139611
1125,1988,30,140922
1125,1989,28,142217
1125,1990,24,143571
1125,1991,28,146317
1125,1992,23,146600
1125,1993,19,148131
1125,1994,17,149658
1125,1995,29,152682
1125,1996,34,152718
1125,1997,18,154217
1125,1998,27,155431
1127,1979,26,65967
1127,1980,21,65417
1127,1981,25,64792
1127,1982,20,64459
1127,1983,22,64070
1127,1984,19,63999
1127,1985,13,64055
1127,1986,13,64618
1127,1987,11,64647
1127,1988,17,64120
1127,1989,19,63800
1127,1990,15,63578
1127,1992,17,63997
1127,1993,13,64273
1127,1994,17,64507
1127,1995,17,65031
1127,1996,15,65604
1127,1997,16,65939
1127,1998,11,66137
1129,1979,7,16171
1129,1980,6,16175
1129,1981,4,16825
1129,1982,6,16831
1129,1983,4,16662
1129,1984,5,16370
1129,1985,5,16248
1129,1986,6,16112
1129,1987,4,16228
1129,1988,5,16121
1131,1979,4,13746
1131,1980,9,13970
1131,1981,15,14043
1131,1982,9,14162
1131,1983,10,14260
1131,1984,7,13897
1131,1985,10,13829
1131,1986,6,13644
1131,1987,4,13486
1131,1988,3,13088
1133,1979,5,21390
1133,1980,5,21123
1133,1981,8,21037
1133,1982,6,20988
1133,1983,6,20762
1133,1984,11,21034
1133,1985,7,21093
1133,1986,5,20922
1133,1987,4,20621
1133,1988,3,20502
2020,1989,16,223488
2020,1990,24,224251
2020,1991,21,232951
2020,1992,24,243296
2020,1993,20,247526
2020,1994,23,249431
2020,1995,24,248752
2020,1996,22,247012
2020,1997,24,248607
2020,1998,30,252739
2900,1979,36,401589
2900,1980,40,400359
2900,1981,47,416677
2900,1982,49,447908
2900,1983,38,486090
2900,1984,50,510540
2900,1985,59,528595
2900,1986,44,538930
2900,1987,54,533273
2900,1988,50,535625
4001,1979,3,51408
4001,1980,2,51331
4001,1981,6,50434
4001,1982,3,51507
4001,1983,8,52307
4001,1984,5,52190
4001,1985,7,52643
4001,1986,7,54727
4001,1987,5,57139
4001,1988,3,58427
4001,1989,11,59492
4001,1992,13,61375
4001,1994,10,64306
4003,1979,10,83499
4003,1980,22,82804
4003,1981,12,85031
4003,1982,13,85168
4003,1983,16,85527
4003,1984,20,87420
4003,1985,9,87537
4003,1986,14,90175
4003,1987,17,92631
4003,1988,15,92223
4003,1989,20,93341
4003,1990,10,93280
4003,1991,12,94215
4003,1992,23,96497
4003,1993,22,99158
4003,1994,14,103831
4003,1995,18,106728
4003,1997,21,108407
4003,1998,10,109270
4005,1979,11,72473
4005,1980,8,74205
4005,1981,6,76808
4005,1982,6,78115
4005,1983,12,80049
4005,1984,5,82364
4005,1985,10,83243
4005,1986,8,86153
4005,1987,7,89027
4005,1988,5,91824
4005,1990,11,94702
4005,1993,12,103247
4005,1995,16,108450
4005,1998,11,112092
4007,1979,11,35264
4007,1980,11,35783
4007,1981,15,36527
4007,1982,9,37338
4007,1983,12,36846
4007,1984,10,35671
4007,1985,9,35288
4007,1986,9,35959
4007,1987,9,36222
4007,1988,8,36634
4007,1989,13,36932
4007,1991,14,38279
4007,1996,14,44679
4007,1997,16,45707
4007,1998,14,46460
4009,1979,3,20516
4009,1980,2,22087
4009,1981,3,22318
4009,1982,8,22873
4009,1983,7,22944
4009,1984,6,23429
4009,1985,3,23422
4009,1986,3,23227
4009,1987,4,23990
4009,1988,5,24310
4011,1982,1,11469
4011,1984,1,9917
4011,1986,1,8102
4011,1987,3,7980
4011,1988,2,7796
4013,1979,322,1402104
4013,1980,305,1452360
4013,1981,287,1504200
4013,1982,264,1546013
4013,1983,282,1592924
4013,1984,297,1660976
4013,1985,296,1748831
4013,1986,295,1820905
4013,1987,290,1901229
4013,1988,279,1953998
4013,1989,261,2001906
4013,1990,301,2017192
4013,1991,283,2081996
4013,1992,272,2149218
4013,1993,330,2229707
4013,1994,315,2339072
4013,1995,315,2454348
4013,1996,327,2553488
4013,1997,387,2649432
4013,1998,367,2748207
4015,1979,14,49945
4015,1980,17,53957
4015,1981,26,56238
4015,1982,22,59729
4015,1983,21,60913
4015,1984,30,63922
4015,1985,14,66929
4015,1986,33,71184
4015,1987,25,72963
4015,1988,18,77575
4015,1989,26,81787
4015,1990,22,87685
4015,1991,37,95616
4015,1992,25,101369
4015,1993,36,107899
4015,1994,29,114512
4015,1995,30,121078
4015,1996,37,126414
4015,1997,32,130115
4015,1998,38,133552
4017,1979,10,65297
4017,1980,10,66530
4017,1981,12,65613
4017,1982,5,65689
4017,1983,9,67634
4017,1984,12,67261
4017,1985,8,69210
4017,1986,7,70940
4017,1987,10,72134
4017,1988,10,72843
4017,1989,11,74686
4017,1992,16,77927
4017,1993,16,81120
4017,1994,11,82800
4017,1996,13,87692
4017,1997,15,89824
4019,1979,96,502236
4019,1980,96,510131
4019,1981,94,529244
4019,1982,87,542957
4019,1983,81,555785
4019,1984,98,564374
4019,1985,80,574396
4019,1986,88,591684
4019,1987,85,609240
4019,1988,92,623967
4019,1989,86,629865
4019,1990,94,631154
4019,1991,104,641007
4019,1992,97,657357
4019,1993,116,676671
4019,1994,134,700136
4019,1995,112,720808
4019,1996,118,733949
4019,1997,120,746909
4019,1998,110,759698
4021,1979,14,86783
4021,1980,18,88161
4021,1981,23,89946
4021,1982,14,93421
4021,1983,10,94261
4021,1984,23,96503
4021,1985,15,99120
4021,1986,16,103346
4021,1987,17,106441
4021,1988,16,109106
4021,1989,19,110370
4021,1990,22,110804
4021,1991,32,114747
4021,1992,20,119401
4021,1993,23,124603
4021,1994,28,130452
4021,1995,24,137299
4021,1996,29,143402
4021,1997,23,148872
4021,1998,32,155054
4023,1979,5,19098
4023,1980,2,19884
4023,1981,5,20087
4023,1982,5,21005
4023,1983,1,21091
4023,1984,1,22046
4023,1985,4,22744
4023,1986,6,23212
4023,1987,1,24749
4023,1988,6,26029
4025,1979,18,61916
4025,1980,24,63977
4025,1981,15,66321
4025,1982,9,69034
4025,1983,20,71329
4025,1984,24,73760
4025,1985,19,76432
4025,1986,23,82189
4025,1987,23,86456
4025,1988,20,91555
4025,1989,23,95060
4025,1990,21,98555
4025,1991,19,102891
4025,1992,18,107561
4025,1993,24,113544
4025,1994,29,119737
4025,1995,30,126985
4025,1996,29,132623
4025,1997,30,137389
4025,1998,32,142464
4027,1979,15,81052
4027,1980,23,87828
4027,1981,18,88827
4027,1982,15,90520
4027,1983,24,93245
4027,1984,25,95130
4027,1985,19,97178
4027,1986,22,99576
4027,1987,19,101574
4027,1988,23,105520
4027,1989,24,111867
4027,1990,17,114942
4027,1991,14,119940
4027,1992,18,126659
4027,1993,22,132646
4027,1994,22,121460
4027,1995,22,124852
4027,1996,15,129595
4027,1997,20,135361
4027,1998,20,139798
5001,1979,13,22752
5001,1980,13,22767
5001,1981,9,22724
5001,1982,14,22565
5001,1983,10,22252
5001,1984,11,21810
5001,1985,13,21395
5001,1986,12,20967
5001,1987,7,20534
5001,1988,10,20180
5001,1989,12,20108
5001,1990,11,19950
5001,1992,10,19776
5001,1993,11,19632
5001,1997,11,19270
5003,1979,9,25479
5003,1980,13,25179
5003,1981,7,25418
5003,1982,15,24823
5003,1983,6,24468
5003,1984,9,24523
5003,1985,9,24534
5003,1986,5,23800
5003,1987,7,23614
5003,1988,11,23370
5003,1989,10,22990
5003,1998,10,22765
5005,1979,15,25003
5005,1980,12,25133
5005,1981,14,25235
5005,1982,11,25361
5005,1983,11,25882
5005,1984,17,26416
5005,1985,17,26376
5005,1986,10,26714
5005,1987,13,27068
5005,1988,9,27175
5005,1989,10,27071
5005,1990,13,27252
5005,1991,12,27798
5005,1992,12,28578
5005,1993,13,29643
5005,1994,10,30776
5005,1995,11,31811
5005,1996,10,32391
5005,1997,16,32672
5007,1979,19,72543
5007,1980,19,73995
5007,1981,27,74786
5007,1982,27,75468
5007,1983,30,76938
5007,1984,30,78827
5007,1985,29,80445
5007,1986,19,81983
5007,1987,14,84897
5007,1988,28,86812
5007,1989,15,88419
5007,1990,18,90761
