FIPS,Year,SubUseDisDeaths,Population
21047,2007,11,69807
21049,2002,12,31535
21049,2005,13,32368
21049,2006,12,32728
21049,2008,19,33115
21051,2004,10,22269
21059,1999,12,85496
21059,2000,19,85603
21059,2001,15,85705
21059,2002,19,85716
21059,2003,19,86293
21059,2004,17,86530
21059,2005,25,86846
21059,2006,31,87453
21059,2007,25,88084
21059,2008,24,88769
21067,1999,31,246622
21067,2000,34,248228
21067,2001,44,251369
21067,2002,42,253080
21067,2003,53,257024
21067,2004,61,259298
21067,2005,58,262159
21067,2006,72,266244
21067,2007,81,269549
21067,2008,54,273740
21071,2001,11,39510
21071,2002,15,39377
21071,2003,14,39097
21071,2004,18,38956
21071,2005,24,38618
21071,2006,22,38243
21071,2007,24,38071
21071,2008,20,37735
21073,2002,10,45538
21073,2007,10,45971
21081,2004,10,22870
21081,2006,10,23267
21089,2003,11,34394
21089,2004,11,34248
21089,2006,11,34293
21089,2008,13,34398
21093,2001,13,89875
21093,2003,11,89904
21093,2004,12,90891
21093,2006,11,93088
21093,2007,18,94164
21093,2008,11,95182
21095,2001,13,30032
21095,2003,15,29210
21095,2004,13,28579
21095,2005,13,28234
21095,2006,11,28128
21095,2007,12,28028
21095,2008,10,27691
21101,2005,13,42678
21101,2006,12,42710
21101,2008,11,43074
21107,2005,12,43405
21107,2008,15,43893
21111,1999,86,648288
21111,2000,96,649589
21111,2001,105,652564
21111,2002,105,654637
21111,2003,136,658262
21111,2004,124,660944
21111,2005,130,663266
21111,2006,133,667715
21111,2007,146,675262
21111,2008,128,682428
21113,2005,14,41481
21113,2007,11,43859
21113,2008,17,45153
21115,2004,11,21936
21115,2007,10,22032
21117,1999,17,143192
21117,2000,23,143677
21117,2001,31,144095
21117,2002,36,143821
21117,2003,47,144537
21117,2004,36,145044
21117,2005,45,145523
21117,2006,56,147213
21117,2007,52,148932
21117,2008,50,149961
21119,2006,11,15959
21121,2005,10,29781
21121,2006,15,29841
21121,2008,22,29959
21125,2003,13,52802
21125,2004,10,53262
21125,2005,16,53785
21125,2006,15,54547
21125,2007,15,55187
21125,2008,12,55331
21127,2006,11,14928
21133,2004,14,23394
21145,2000,14,60357
21145,2002,12,59341
21145,2004,13,59015
21145,2005,14,59166
21145,2006,17,59360
21145,2007,11,59625
21145,2008,12,59975
21151,2003,16,71701
21151,2004,11,73326
21151,2006,14,76585
21151,2007,11,76928
21151,2008,12,77737
21153,2008,13,12571
21157,2005,11,28427
21159,2006,12,12752
21173,2008,15,24477
21193,2002,12,27726
21193,2003,14,27704
21193,2004,12,27583
21193,2005,14,27343
21193,2006,14,27335
21193,2008,19,27205
21195,1999,12,65995
21195,2000,16,65187
21195,2001,13,63973
21195,2002,14,63718
21195,2003,24,63112
21195,2004,15,62386
21195,2005,32,61925
21195,2006,21,61812
21195,2007,35,61644
21195,2008,29,61523
21199,2002,13,53719
21199,2003,14,54334
21199,2004,13,55220
21199,2005,10,55907
21199,2006,10,56629
21199,2008,16,57972
21209,2001,10,33210
21227,2001,12,89694
21227,2002,14,91019
21227,2003,17,93068
21227,2004,14,94796
21227,2005,15,97323
21227,2008,14,104607
21235,2003,15,33964
21235,2005,12,34109
21235,2006,13,33980
21235,2007,12,33994
21235,2008,12,34067
22001,2002,10,55745
22001,2003,15,55839
22001,2004,10,55830
22001,2005,29,56106
22001,2006,28,57048
22001,2007,28,57300
22001,2008,12,57672
22005,2003,14,81207
22005,2005,11,86811
22005,2007,19,96711
22005,2008,14,99426
22011,2006,13,32769
22011,2007,15,32844
22011,2008,14,33086
22015,1999,11,93140
22015,2000,12,94072
22015,2002,13,97733
22015,2003,33,98445
22015,2004,19,100645
22015,2005,35,102488
22015,2006,22,105354
22015,2007,25,106550
22015,2008,21,108167
22017,1999,35,235388
22017,2000,47,235491
22017,2001,35,233187
22017,2002,50,232010
22017,2003,55,231542
22017,2004,71,232435
22017,2005,62,232872
22017,2006,52,235998
22017,2007,59,235156
22017,2008,48,235491
22019,1999,24,174282
22019,2000,13,174217
22019,2001,25,173658
22019,2002,20,173738
22019,2003,44,174701
22019,2004,38,175500
22019,2005,56,176227
22019,2006,73,175175
22019,2007,61,176787
22019,2008,40,178520
22031,2003,11,23975
22033,1999,44,393642
22033,2000,34,393960
22033,2001,30,392321
22033,2002,29,391273
22033,2003,37,392490
22033,2004,26,393966
22033,2005,33,393460
22033,2006,57,412027
22033,2007,46,411990
22033,2008,40,412146
22039,2004,11,32353
22045,2005,15,68781
22045,2007,19,69565
22045,2008,12,69586
22051,1999,71,433753
22051,2000,104,431176
22051,2001,84,428070
22051,2002,115,427625
22051,2003,123,428061
22051,2004,125,429683
22051,2005,134,429124
22051,2006,142,398756
22051,2007,155,404930
22051,2008,113,404156
22053,2004,10,29011
22053,2007,13,29304
22055,1999,15,182529
22055,2000,19,182831
22055,2001,20,183805
22055,2002,27,186433
22055,2003,37,188355
22055,2004,33,190660
22055,2005,43,193038
22055,2006,58,199831
22055,2007,54,202033
22055,2008,35,205163
22057,2000,11,85615
22057,2001,10,85567
22057,2004,13,87778
22057,2006,12,89445
22057,2007,16,89667
22063,2000,11,88717
22063,2001,12,92307
22063,2002,14,95584
22063,2003,26,98625
22063,2004,20,102341
22063,2005,35,105405
22063,2006,32,111528
22063,2007,32,115132
22063,2008,33,119387
22071,1999,106,457924
22071,2000,90,456970
22071,2001,84,459678
22071,2002,88,462079
22071,2003,98,464645
22071,2004,110,466598
22071,2005,67,467210
22071,2006,81,217104
22071,2007,85,254560
22071,2008,80,286678
22073,1999,12,139398
22073,2000,10,139342
22073,2001,21,138865
22073,2002,19,139669
22073,2003,26,140439
22073,2004,16,140966
22073,2005,22,140956
22073,2006,26,142586
22073,2007,27,142476
22073,2008,26,143019
22079,2000,10,118795
22079,2001,15,118671
22079,2002,11,118750
22079,2003,10,119030
22079,2004,16,119547
22079,2005,20,120064
22079,2006,16,122418
22079,2007,21,122531
22079,2008,17,122921
22087,1999,12,63769
22087,2000,12,63250
22087,2001,18,63988
22087,2002,45,64823
22087,2003,37,65571
22087,2004,32,66394
22087,2005,27,67250
22087,2006,16,15305
22087,2007,18,22342
22087,2008,21,27534
22089,2003,11,47392
22089,2004,13,47929
22089,2006,14,50194
22089,2007,14,50485
22089,2008,12,50204
22095,2005,10,43660
22095,2007,10,45535
22097,2002,13,80539
22097,2003,17,79850
22097,2004,13,79330
22097,2005,33,78810
22097,2006,31,79899
22097,2007,24,79469
22097,2008,25,79204
22099,2007,10,49013
22101,2004,10,50589
22101,2005,15,50274
22101,2006,14,51309
22101,2007,13,51256
22101,2008,18,51501
22103,1999,26,181031
22103,2000,21,183101
22103,2001,37,186905
22103,2002,38,191587
22103,2003,63,196192
22103,2004,60,201460
22103,2005,68,207040
22103,2006,91,211447
22103,2007,80,214339
22103,2008,70,217078
22105,1999,14,95042
22105,2003,18,99063
22105,2004,23,100546
22105,2005,42,102119
22105,2006,29,108706
22105,2007,33,111299
22105,2008,34,113050
22109,2001,10,100885
22109,2003,23,101670
22109,2004,25,102045
22109,2005,24,102943
22109,2006,26,104945
22109,2007,17,105647
22109,2008,17,106353
22113,2005,10,52365
22113,2006,11,52994
22113,2007,19,53408
22115,2008,11,46236
22117,1999,10,40984
22117,2001,12,41024
22117,2002,17,41155
22117,2004,15,41507
22117,2007,17,43406
22117,2008,12,43969
22119,2004,11,38010
22119,2005,12,38044
22119,2007,12,38142
23001,2001,21,96716
23001,2002,17,97607
23001,2003,18,98680
23001,2004,21,99460
23001,2005,19,100062
23001,2006,21,100607
23001,2007,23,100400
23001,2008,22,100893
23003,2003,13,66995
23003,2004,12,66937
23003,2005,20,66772
23003,2007,11,66336
23003,2008,10,66165
23005,1999,36,246543
23005,2000,41,247887
23005,2001,39,250225
23005,2002,65,252084
23005,2003,59,254392
23005,2004,48,255877
23005,2005,52,257143
23005,2006,41,257835
23005,2007,60,259259
23005,2008,59,261040
23009,2003,14,48942
23009,2004,12,49484
23009,2005,15,49540
23009,2007,12,49936
23009,2008,11,49940
23011,1999,20,108865
23011,2001,21,109962
23011,2002,25,110423
23011,2003,16,111233
23011,2004,37,111995
23011,2005,26,112595
23011,2006,32,112947
23011,2007,24,113075
23011,2008,24,113416
23013,2001,10,36389
23013,2004,12,36889
23013,2005,10,36938
23013,2006,12,36793
23013,2007,10,36615
23017,2004,10,52543
23017,2005,15,52949
23017,2006,13,53228
23017,2007,19,53612
23017,2008,10,53732
23019,1999,31,136579
23019,2000,18,136480
23019,2001,15,137531
23019,2002,23,138437
23019,2003,28,139737
23019,2004,26,139586
23019,2005,34,140236
23019,2006,47,141667
23019,2007,36,142227
23019,2008,29,143062
23025,1999,10,47539
23025,2008,11,48640
23027,2005,15,36031
23027,2006,12,36252
23027,2007,10,36198
23029,2003,10,30613
23029,2005,13,30484
23029,2006,10,30479
23031,1999,21,171278
23031,2000,22,174936
23031,2001,22,179094
23031,2002,34,181677
23031,2003,32,183215
23031,2004,22,184520
23031,2005,37,185011
23031,2006,36,184210
23031,2007,42,183943
23031,2008,37,183854
24001,2001,14,67812
24001,2002,13,67493
24001,2003,23,67328
24001,2004,16,67631
24001,2006,23,67347
24001,2007,15,67902
24001,2008,16,68047
24003,1999,66,464289
24003,2000,80,468671
24003,2001,67,476622
24003,2002,91,482293
24003,2003,77,484402
24003,2004,84,489268
24003,2005,101,491564
24003,2006,100,492768
24003,2007,118,495204
24003,2008,97,499252
24005,1999,148,695379
24005,2000,135,699530
24005,2001,165,706615
24005,2002,178,712116
24005,2003,196,718535
24005,2004,144,723959
24005,2005,153,727998
24005,2006,177,732262
24005,2007,174,734767
24005,2008,171,737290
24009,2001,11,74118
24009,2003,13,79598
24009,2004,13,81336
24009,2005,10,82572
24009,2006,16,83143
24009,2007,16,83488
24009,2008,14,83827
24011,2003,10,28662
24013,1999,14,141556
24013,2000,15,143169
24013,2001,19,146008
24013,2002,24,149670
24013,2003,33,152860
24013,2004,27,155176
24013,2005,32,156603
24013,2006,30,157620
24013,2007,32,157847
24013,2008,28,157779
24015,1999,19,80810
24015,2000,18,82092
24015,2001,13,84266
24015,2002,22,86015
24015,2003,19,88243
24015,2004,21,90481
24015,2005,20,92454
24015,2006,33,94250
24015,2007,38,94943
24015,2008,17,95460
24017,1999,12,114723
24017,2000,11,116572
24017,2001,10,120587
24017,2002,23,123794
24017,2003,17,127586
24017,2004,21,131126
24017,2005,12,133966
24017,2006,11,136436
24017,2007,17,137859
24017,2008,21,138768
24019,2000,10,28123
24019,2003,10,28136
24019,2006,10,29218
24021,1999,11,183049
24021,2000,11,186525
24021,2001,21,193026
24021,2002,21,199563
24021,2003,19,203703
24021,2004,21,207410
24021,2005,31,210654
24021,2006,29,213227
24021,2007,25,216225
24021,2008,29,217821
24025,1999,25,207410
24025,2000,23,209336
24025,2001,42,212856
24025,2002,38,217029
24025,2003,49,220692
24025,2004,37,223871
24025,2005,34,227087
24025,2006,51,229336
24025,2007,48,229436
24025,2008,52,230291
24027,1999,22,235163
24027,2000,22,239744
24027,2001,17,246610
24027,2002,22,250683
24027,2003,25,254085
24027,2004,19,256481
24027,2005,19,258887
24027,2006,20,261594
24027,2007,23,264677
24027,2008,17,267563
24031,1999,58,815401
24031,2000,48,825287
24031,2001,60,841780
24031,2002,48,851864
24031,2003,67,858124
24031,2004,60,861602
24031,2005,62,866967
24031,2006,67,870936
24031,2007,89,875507
24031,2008,69,886138
24033,1999,93,770542
24033,2000,79,776377
24033,2001,63,791252
24033,2002,87,802313
24033,2003,110,810613
24033,2004,97,818460
24033,2005,102,824944
24033,2006,82,823885
24033,2007,95,821060
24033,2008,99,820724
24037,2000,13,82722
24037,2003,11,88526
24037,2004,14,90934
24037,2005,15,92816
24037,2007,10,96413
24037,2008,16,97639
24041,2007,11,33232
24043,1999,11,122387
24043,2000,16,123036
24043,2001,19,123991
24043,2002,15,125486
24043,2003,18,127379
24043,2004,18,129872
24043,2005,18,132453
24043,2006,26,134507
24043,2007,26,136401
24043,2008,28,136759
24045,2003,16,83180
24045,2004,14,84773
24045,2005,15,86871
24045,2006,19,88883
24045,2007,15,90236
24045,2008,12,91285
24047,2000,13,42746
24047,2003,11,45206
24047,2004,14,45527
24047,2006,14,45903
24047,2007,10,46140
24047,2008,18,46222
24510,1999,411,616270
24510,2000,377,609949
24510,2001,357,600426
24510,2002,381,594881
24510,2003,339,590461
24510,2004,323,586720
24510,2005,281,584813
24510,2006,317,585548
24510,2007,329,585397
24510,2008,225,585466
25001,1999,29,194470
25001,2000,21,197322
25001,2001,38,198666
25001,2002,48,199664
25001,2003,50,199845
25001,2004,62,198018
25001,2005,51,195596
25001,2006,59,193620
25001,2007,72,191791
25001,2008,55,190216
25003,1999,18,122714
25003,2000,16,122323
25003,2001,23,121358
25003,2002,19,120913
25003,2003,17,120701
25003,2004,21,120325
25003,2005,30,119861
25003,2006,17,119254
25003,2007,27,119129
25003,2008,18,118765
25005,1999,80,492882
25005,2000,81,495854
25005,2001,114,499450
25005,2002,118,503497
25005,2003,142,506712
25005,2004,144,506577
25005,2005,133,505769
25005,2006,160,505056
25005,2007,144,505924
25005,2008,153,507213
25009,1999,89,668371
25009,2000,104,672479
25009,2001,132,678841
25009,2002,126,680524
25009,2003,164,679626
25009,2004,126,677658
25009,2005,164,676594
25009,2006,164,676910
25009,2007,187,677864
25009,2008,144,681578
25011,2000,11,66136
25011,2001,10,66190
25011,2003,10,66430
25011,2004,11,66501
25011,2006,18,66294
25011,2007,12,66211
25013,1999,66,421360
25013,2000,68,421883
25013,2001,81,421963
25013,2002,77,423774
25013,2003,99,425594
25013,2004,76,425867
25013,2005,87,426156
25013,2006,90,426557
25013,2007,98,426712
25013,2008,93,427566
25015,1999,19,142344
25015,2000,14,142666
25015,2001,12,142845
25015,2002,12,143686
25015,2003,23,144706
25015,2004,20,145094
25015,2006,31,146217
25015,2007,28,146867
25015,2008,24,147618
25017,1999,152,1369293
25017,2000,152,1373924
25017,2001,193,1379775
25017,2002,216,1374253
25017,2003,227,1369264
25017,2004,192,1363904
25017,2005,226,1358730
25017,2006,239,1360241
25017,2007,260,1366173
25017,2008,239,1380014
25021,1999,79,602046
25021,2000,50,603529
25021,2001,72,606021
25021,2002,82,606224
25021,2003,92,604948
25021,2004,87,604097
25021,2005,108,602825
25021,2006,112,604670
25021,2007,122,607425
25021,2008,117,612391
25023,1999,61,442211
25023,2000,52,445575
25023,2001,60,450558
25023,2002,85,454250
25023,2003,81,456064
25023,2004,66,456749
25023,2005,93,457665
25023,2006,93,457464
25023,2007,91,458403
25023,2008,90,459832
25025,1999,123,651776
25025,2000,117,652090
25025,2001,155,662674
25025,2002,156,663653
25025,2003,184,659662
25025,2004,150,654030
25025,2005,167,649599
25025,2006,208,650604
25025,2007,204,657103
25025,2008,165,666056
25027,1999,118,694021
25027,2000,106,699955
25027,2001,132,709842
25027,2002,133,716896
25027,2003,133,722601
25027,2004,81,725813
25027,2005,133,729378
25027,2006,170,733594
25027,2007,165,736581
25027,2008,180,739690
26005,2000,13,100087
26005,2003,10,103405
26005,2004,16,104391
26005,2005,14,104965
26005,2006,13,105115
26005,2007,23,105353
26005,2008,19,105406
26007,2006,12,27514
26007,2008,12,27345
26015,2006,15,56284
26015,2007,10,56538
26017,2001,12,101485
26017,2002,15,101472
26017,2003,19,101139
26017,2004,14,101009
26017,2005,16,100706
26017,2006,20,100231
26017,2007,30,99688
26017,2008,35,99885
26021,1999,29,150854
26021,2000,18,151164
26021,2001,23,149711
26021,2002,23,149092
26021,2003,28,148665
26021,2004,24,148020
26021,2005,32,146686
26021,2006,31,145577
26021,2007,38,145301
26021,2008,41,145130
26023,2008,15,43411
26025,1999,21,129220
26025,2000,28,129076
26025,2001,29,129014
26025,2002,47,129360
26025,2003,31,129582
26025,2004,40,129954
26025,2005,42,129468
26025,2006,46,128719
26025,2007,47,127965
26025,2008,40,127709
26027,2004,10,48706
26027,2005,13,48811
26027,2008,11,49154
26031,2004,12,24961
26033,2006,13,36653
26033,2007,10,36869
26033,2008,13,36817
26035,2005,11,29363
26035,2007,13,28964
26035,2008,10,28639
26037,2005,13,68020
26041,2006,11,34557
26045,2002,10,99963
26045,2005,12,101789
26045,2006,11,101906
26045,2007,15,101870
26045,2008,15,101479
26047,2005,12,30527
26049,1999,68,412720
26049,2000,89,414134
26049,2001,112,415819
26049,2002,84,416848
26049,2003,75,417880
26049,2004,108,418238
26049,2005,99,417590
26049,2006,132,415699
26049,2007,116,412059
26049,2008,129,406628
26051,2006,12,24473
26051,2007,10,24008
26055,2000,10,72671
26055,2002,15,75518
26055,2003,11,76254
26055,2004,17,77109
26055,2005,15,77910
26055,2006,16,78799
26055,2007,10,79575
26055,2008,18,80104
26059,2004,11,44481
26061,2003,12,32904
26061,2006,10,33074
26061,2007,13,33179
26065,1999,22,267531
26065,2000,36,266718
26065,2001,38,268318
26065,2002,33,269015
26065,2003,41,269052
26065,2004,46,270313
26065,2005,41,269641
26065,2006,43,268670
26065,2007,47,268228
26065,2008,47,267674
26067,2008,12,62027
26073,2002,10,62180
26073,2004,11,64232
26073,2007,11,66076
26075,1999,18,147406
26075,2000,15,148576
26075,2001,21,149743
26075,2002,20,150662
26075,2003,28,151697
26075,2004,32,151758
26075,2005,37,152600
26075,2006,48,152899
26075,2007,39,152721
26075,2008,36,150225
26077,1999,18,224557
26077,2000,29,225367
26077,2001,17,226598
26077,2002,29,228285
26077,2003,31,229992
26077,2004,34,228564
26077,2005,51,229074
26077,2006,50,229849
26077,2007,31,230908
26077,2008,41,232217
26081,1999,53,539620
26081,2000,68,544990
26081,2001,73,551151
26081,2002,77,554445
26081,2003,84,556752
26081,2004,94,558226
26081,2005,109,560608
26081,2006,102,563157
26081,2007,104,565674
26081,2008,114,566560
26087,2003,11,86565
26087,2005,12,87538
26087,2006,20,87349
26087,2007,12,86673
26087,2008,15,85385
26091,2000,10,92881
26091,2003,10,94376
26091,2006,11,95111
26091,2007,12,95024
26091,2008,15,94447
26093,2000,17,151269
26093,2001,18,157094
26093,2002,26,161247
26093,2003,13,164370
26093,2004,22,168053
26093,2005,20,171392
26093,2006,28,173714
26093,2007,26,173777
26093,2008,41,172901
26099,1999,128,732947
26099,2000,129,736478
26099,2001,135,747509
26099,2002,153,754258
26099,2003,166,760698
26099,2004,185,767342
26099,2005,195,771907
26099,2006,237,775201
26099,2007,252,777178
26099,2008,258,779253
26103,1999,10,60111
26103,2001,11,60365
26103,2003,13,60633
26103,2004,11,61121
26103,2005,15,61205
26103,2006,10,61383
26103,2007,18,61489
26103,2008,15,61885
26111,2003,11,78907
26111,2004,10,78792
26111,2006,15,78094
26111,2007,15,77833
26111,2008,15,77813
26115,1999,12,137416
26115,2000,16,138742
26115,2001,21,140077
26115,2002,16,140761
26115,2003,20,141620
26115,2004,27,142834
26115,2005,41,143813
26115,2006,33,144667
26115,2007,46,144467
26115,2008,41,143763
26117,2007,12,59819
26117,2008,12,59915
26121,1999,26,158850
26121,2000,21,159593
26121,2001,25,160341
26121,2002,31,160721
26121,2003,29,161260
26121,2004,27,161743
26121,2005,34,162575
26121,2006,29,162601
26121,2007,45,162664
26121,2008,42,162752
26123,2003,10,46264
26123,2005,11,46553
26123,2006,11,46315
26123,2008,14,46078
26125,1999,152,1124651
26125,2000,172,1129468
26125,2001,191,1133797
26125,2002,183,1130696
26125,2003,195,1131998
26125,2004,185,1132815
26125,2005,217,1131134
26125,2006,281,1128831
26125,2007,230,1125382
26125,2008,247,1124723
26139,2000,13,226442
26139,2001,12,231386
26139,2002,22,233995
26139,2003,29,236870
26139,2004,24,239876
26139,2005,25,241881
26139,2006,29,244331
26139,2007,40,246249
26139,2008,35,248013
26143,2007,12,22470
26143,2008,10,22049
26145,1999,20,196831
26145,2000,23,196238
26145,2001,31,195517
26145,2002,29,195271
26145,2003,38,194595
26145,2004,30,194291
26145,2005,35,193019
26145,2006,47,191429
26145,2007,50,188770
26145,2008,64,187450
26147,1999,19,153677
26147,2000,26,154679
26147,2001,23,155655
26147,2002,32,156212
26147,2003,22,157483
26147,2004,29,158215
26147,2005,35,157829
26147,2006,35,157773
26147,2007,42,156907
26147,2008,49,155387
26149,2002,10,58214
26149,2003,12,58350
26149,2005,13,58280
26149,2008,12,57926
26151,2006,11,41386
26155,2002,18,68111
26155,2004,19,68876
26155,2005,11,68557
26155,2006,14,68554
26155,2007,20,68083
26155,2008,20,67130
26157,2004,11,54567
26157,2007,14,53365
26159,2001,14,72096
26159,2003,16,72633
26159,2004,22,72857
26159,2005,13,72645
26159,2007,23,72126
26159,2008,28,72016
26161,1999,39,306240
26161,2000,44,310623
26161,2001,44,315964
26161,2002,38,319575
26161,2003,48,322599
26161,2004,39,325565
26161,2005,56,327839
26161,2006,66,329307
26161,2007,64,330255
26161,2008,54,326526
26163,1999,449,1953816
26163,2000,516,1942218
26163,2001,556,1923316
26163,2002,544,1905012
26163,2003,483,1885820
26163,2004,498,1863908
26163,2005,562,1841042
26163,2006,602,1814338
26163,2007,479,1783910
26163,2008,542,1749382
26165,2004,11,29674
26165,2005,13,30140
27003,1999,21,285286
27003,2000,30,289624
27003,2001,42,295744
27003,2002,28,299221
27003,2003,34,301978
27003,2004,36,306308
27003,2005,38,309166
27003,2006,43,312425
27003,2007,33,314167
27003,2008,37,315457
27007,2004,13,39674
27007,2007,11,40751
27017,2006,11,32015
27019,2007,10,83905
27019,2008,10,85366
27025,2008,16,50473
27027,2007,13,52140
27035,2006,13,55747
27035,2008,10,57109
27037,1999,26,339415
27037,2000,27,344500
27037,2001,35,351409
27037,2002,33,355358
27037,2003,41,358709
27037,2004,40,363044
27037,2005,40,367141
27037,2006,43,370790
27037,2007,36,374663
27037,2008,56,377415
27053,1999,135,1047434
27053,2000,149,1053579
27053,2001,161,1059994
27053,2002,164,1056757
27053,2003,151,1054969
27053,2004,177,1054115
27053,2005,178,1052226
27053,2006,198,1054839
27053,2007,177,1061758
27053,2008,215,1070381
27061,2007,11,40985
27109,2001,12,119767
27109,2003,13,123890
27109,2004,12,125706
27109,2005,13,127325
27109,2006,16,129381
27109,2008,16,133241
27123,1999,60,478417
27123,2000,43,480259
27123,2001,53,482122
27123,2002,62,479660
27123,2003,56,475170
27123,2004,75,470393
27123,2005,78,466742
27123,2006,77,466313
27123,2007,72,468618
27123,2008,99,471918
27131,2008,12,59457
27137,1999,37,183146
27137,2000,37,183419
27137,2001,37,184064
27137,2002,32,183304
27137,2003,45,182879
27137,2004,35,182345
27137,2005,38,181677
27137,2006,56,181767
27137,2007,46,182510
27137,2008,42,183545
27139,2004,16,109614
27139,2005,10,114018
27139,2006,17,117662
27139,2007,12,120517
27141,2005,10,78208
27141,2008,13,84398
27145,2000,10,126335
27145,2002,11,129848
27145,2003,16,131083
27145,2005,10,134304
27145,2006,13,136338
27145,2007,13,138441
27145,2008,12,139828
27163,2001,10,200162
27163,2002,18,202740
27163,2003,12,205995
27163,2004,18,207723
27163,2005,20,211384
27163,2006,23,215929
27163,2007,16,220107
27163,2008,19,223219
27169,2007,11,47819
27171,2002,10,94393
27171,2004,10,102758
27171,2005,11,106329
27171,2006,20,110647
28001,2000,10,31927
28033,1999,10,99837
28033,2000,12,103602
28033,2001,12,109553
28033,2002,11,114475
28033,2003,10,120017
28033,2004,15,126133
28033,2005,15,131966
28033,2006,20,139738
28033,2007,15,144951
28033,2008,22,150236
28035,2000,11,68648
28035,2002,10,67760
28035,2003,12,67917
28035,2004,11,67899
28035,2005,10,68204
28035,2006,17,69376
28045,2000,10,40526
28045,2001,19,41621
28045,2002,16,42376
28045,2003,14,42955
28045,2004,18,43812
28045,2005,16,44759
28045,2006,25,37884
28045,2007,18,39351
28045,2008,14,40276
28047,1999,27,179892
28047,2000,24,180834
28047,2001,46,181955
28047,2002,52,183060
28047,2003,49,182051
28047,2004,52,186415
28047,2005,54,187957
28047,2006,58,166092
28047,2007,42,170468
28047,2008,52,173791
28049,1999,11,237586
28049,2000,19,237542
28049,2001,26,235775
28049,2002,19,234799
28049,2003,18,234595
28049,2004,29,235431
28049,2005,31,234692
28049,2006,34,236405
28049,2007,30,234082
28049,2008,29,232338
28059,1999,10,125031
28059,2000,15,125952
28059,2001,15,127467
28059,2002,36,127954
28059,2003,27,128322
28059,2004,36,130532
28059,2005,41,131709
28059,2006,52,126760
28059,2007,46,129884
28059,2008,35,131421
28067,2006,10,62060
28075,2004,16,72653
28075,2006,10,72605
28081,1999,12,71107
28081,2002,12,72678
28081,2003,11,73293
28081,2004,18,73635
28081,2005,14,74155
28081,2006,16,75183
28081,2007,15,76076
28081,2008,20,76945
28087,2002,10,57230
28089,2003,10,76054
28089,2005,12,80680
28089,2006,17,83414
28089,2007,13,85701
28089,2008,16,87733
28091,2006,12,24510
28107,2007,10,32995
28109,2001,13,46548
28109,2003,12,47346
28109,2004,15,47999
28109,2005,18,48336
28109,2006,28,52138
28109,2007,17,52919
28109,2008,20,53330
28121,2001,14,114291
28121,2003,17,118818
28121,2004,10,122007
28121,2005,15,124894
28121,2006,17,128293
28121,2007,25,130681
28121,2008,23,132946
28127,2008,12,26062
28149,2008,10,45869
28151,2007,14,50059
28151,2008,10,49236
29015,2006,10,17035
29019,1999,16,128511
29019,2001,19,132326
29019,2002,14,134764
29019,2003,19,136948
29019,2004,24,139238
29019,2005,18,142410
29019,2006,27,146194
29019,2007,25,148933
29019,2008,35,151244
29021,2001,11,79439
29021,2002,15,79423
29021,2003,10,79363
29021,2004,14,79569
29021,2006,14,80166
29021,2007,14,81485
29021,2008,18,82134
29023,2005,10,38808
29023,2006,16,39020
29023,2007,12,38853
29027,2004,13,39692
29029,2006,10,38880
29029,2008,10,40324
29031,2005,12,66645
29031,2007,16,68284
29037,2003,12,83061
29037,2004,16,85528
29037,2006,18,88883
29037,2007,15,91074
29037,2008,22,92236
29043,2003,17,57803
29043,2004,11,60154
29043,2005,10,62823
29043,2006,10,66137
29043,2007,12,69055
29043,2008,13,71068
29047,1999,20,173232
29047,2000,27,175045
29047,2001,18,178684
29047,2002,37,181389
29047,2003,31,183676
29047,2004,36,186770
29047,2005,35,190523
29047,2006,39,196017
29047,2007,46,200649
29047,2008,45,204502
29051,2003,14,68671
29051,2004,12,68375
29051,2005,12,68862
29051,2006,10,69339
29051,2007,12,69750
29071,1999,11,87844
29071,2000,14,88672
29071,2001,10,89567
29071,2002,10,90387
29071,2003,11,91045
29071,2004,13,91982
29071,2005,15,92854
29071,2006,24,93644
29071,2007,18,94425
29071,2008,26,95168
29077,1999,36,222730
29077,2000,39,224137
29077,2001,40,226820
29077,2002,44,229079
29077,2003,66,232224
29077,2004,67,235840
29077,2005,84,239720
29077,2006,66,245019
29077,2007,98,249352
29077,2008,95,252487
29091,2003,12,34712
29091,2006,24,36020
29091,2007,10,36320
29091,2008,15,36775
29095,1999,126,614782
29095,2000,122,615554
29095,2001,150,617299
29095,2002,133,618930
29095,2003,134,618685
29095,2004,164,618392
29095,2005,149,618530
29095,2006,170,620387
29095,2007,146,622867
29095,2008,157,625333
29097,1999,13,96674
29097,2001,16,98505
29097,2002,10,99528
29097,2005,13,103012
29097,2006,12,104782
29097,2007,16,106504
29097,2008,23,107880
29099,1999,15,188798
29099,2000,23,190506
29099,2001,29,192877
29099,2002,17,194598
29099,2003,27,196810
29099,2004,29,199508
29099,2005,31,201676
29099,2006,52,204398
29099,2007,33,205996
29099,2008,39,207297
29109,2008,14,35609
29145,2007,11,53718
29159,2004,10,36906
29159,2005,11,37451
29165,2002,15,74622
29165,2003,12,76065
29165,2004,11,77492
29165,2007,11,81674
29165,2008,13,82898
29169,2005,11,44141
29169,2008,11,46815
29183,1999,26,267857
29183,2000,18,273492
29183,2001,19,283682
29183,2002,33,291384
29183,2003,37,298714
29183,2004,32,306465
29183,2005,39,314697
29183,2006,54,322956
