FIPS,Year,InfectDeaths,Population
34021,2006,80,340141
34021,2007,84,340340
34021,2008,91,341436
34023,1999,141,699382
34023,2000,137,706351
34023,2001,136,716864
34023,2002,142,723470
34023,2003,136,729332
34023,2004,124,734470
34023,2005,113,739727
34023,2006,119,738921
34023,2007,105,743851
34023,2008,124,750642
34025,1999,130,574407
34025,2000,126,578462
34025,2001,126,582856
34025,2002,118,586028
34025,2003,107,588253
34025,2004,128,588760
34025,2005,124,587098
34025,2006,103,585465
34025,2007,83,585003
34025,2008,103,585425
34027,1999,56,442985
34027,2000,69,445073
34027,2001,56,447514
34027,2002,64,450230
34027,2003,62,453010
34027,2004,51,455010
34027,2005,62,455854
34027,2006,49,456945
34027,2007,50,457128
34027,2008,45,457883
34029,1999,110,445660
34029,2000,113,451960
34029,2001,102,463370
34029,2002,100,475536
34029,2003,101,484218
34029,2004,115,490083
34029,2005,104,494783
34029,2006,96,499265
34029,2007,95,502857
34029,2008,110,506993
34031,1999,164,459551
34031,2000,143,460109
34031,2001,144,464336
34031,2002,145,465674
34031,2003,146,466023
34031,2004,150,465322
34031,2005,124,464986
34031,2006,125,464216
34031,2007,122,464479
34031,2008,139,466481
34033,1999,19,59873
34033,2000,20,59645
34033,2001,22,59377
34033,2002,17,59651
34033,2003,21,59533
34033,2004,14,60036
34033,2005,24,60612
34033,2006,24,60954
34033,2007,23,60980
34033,2008,13,61149
34035,1999,50,278542
34035,2000,38,281879
34035,2001,47,285891
34035,2002,49,289047
34035,2003,48,291235
34035,2004,39,293266
34035,2005,27,294928
34035,2006,29,296696
34035,2007,39,298535
34035,2008,35,299938
34037,1999,23,136702
34037,2000,17,138056
34037,2001,17,139782
34037,2002,22,141248
34037,2003,16,142684
34037,2004,16,143225
34037,2005,23,143400
34037,2006,13,143566
34037,2007,19,143553
34037,2008,24,143009
34039,1999,147,484185
34039,2000,141,485850
34039,2001,147,489507
34039,2002,152,490999
34039,2003,134,491133
34039,2004,137,490847
34039,2005,97,490580
34039,2006,111,490384
34039,2007,110,490443
34039,2008,120,493182
34041,1999,13,94635
34041,2000,17,95961
34041,2001,15,98570
34041,2002,11,99948
34041,2004,17,101484
34041,2005,11,101652
34041,2006,17,101723
34041,2007,13,101858
34041,2008,19,101957
35001,1999,102,523545
35001,2000,84,526426
35001,2001,97,532976
35001,2002,120,544843
35001,2003,96,554676
35001,2004,87,567598
35001,2005,110,581362
35001,2006,125,593701
35001,2007,108,603585
35001,2008,126,610938
35005,2000,10,57005
35005,2003,12,56796
35005,2005,14,57605
35005,2006,13,57956
35005,2007,10,59017
35006,2006,10,25693
35009,2001,12,42538
35009,2005,13,44538
35013,1999,21,166480
35013,2000,15,167008
35013,2001,26,168363
35013,2002,16,169942
35013,2003,16,173175
35013,2004,19,175871
35013,2005,29,179688
35013,2006,24,183700
35013,2007,23,187453
35013,2008,29,190195
35015,2003,23,47376
35015,2005,10,47091
35015,2007,11,48296
35015,2008,14,48932
35025,2001,19,52418
35025,2002,13,53318
35025,2003,14,53579
35025,2005,11,55231
35025,2007,15,57929
35031,2000,11,72691
35031,2001,19,72290
35031,2003,18,69461
35031,2004,17,69349
35031,2005,14,68405
35031,2006,15,68130
35031,2007,13,67439
35031,2008,27,67814
35035,2003,10,58145
35035,2005,10,59120
35035,2007,11,58745
35035,2008,10,58702
35039,2003,10,38429
35039,2004,13,38337
35039,2006,10,38213
35043,1999,13,83854
35043,2000,13,85451
35043,2001,10,88632
35043,2002,11,91259
35043,2004,11,97164
35043,2005,15,101825
35043,2006,16,108454
35043,2007,22,114307
35043,2008,18,119133
35045,1999,20,108413
35045,2000,22,109508
35045,2001,13,111283
35045,2002,17,114811
35045,2003,18,116795
35045,2004,14,118220
35045,2005,18,119656
35045,2006,18,119702
35045,2007,22,120607
35045,2008,27,121249
35049,1999,19,122155
35049,2000,10,123290
35049,2001,19,124787
35049,2002,15,127022
35049,2003,16,128509
35049,2004,13,129538
35049,2005,13,130415
35049,2006,25,131308
35049,2007,17,132596
35049,2008,23,133834
35055,2006,11,30288
35061,1999,13,62451
35061,2000,10,63355
35061,2001,16,64662
35061,2002,15,65392
35061,2004,12,65864
35061,2005,17,66832
35061,2006,19,68282
35061,2007,20,70175
35061,2008,17,71265
36001,1999,45,272975
36001,2000,68,272754
36001,2001,78,274219
36001,2002,70,276076
36001,2003,61,278636
36001,2004,47,279829
36001,2005,49,280316
36001,2006,48,281594
36001,2007,49,281515
36001,2008,47,281608
36003,2003,13,46757
36005,1999,859,1255549
36005,2000,807,1269525
36005,2001,837,1283159
36005,2002,783,1295091
36005,2003,815,1298530
36005,2004,758,1294986
36005,2005,712,1287729
36005,2006,666,1284356
36005,2007,653,1289579
36005,2008,616,1298973
36007,1999,36,184348
36007,2000,31,183778
36007,2001,30,183871
36007,2002,41,184253
36007,2003,38,183698
36007,2004,32,183590
36007,2005,32,183121
36007,2006,38,183624
36007,2007,41,183679
36007,2008,31,183846
36009,1999,13,78287
36009,2001,11,77452
36009,2002,14,77350
36009,2003,12,77361
36009,2004,14,76900
36009,2005,15,76157
36009,2006,12,75483
36009,2007,14,75154
36009,2008,12,74843
36011,1999,20,76113
36011,2000,15,75960
36011,2002,11,75335
36011,2003,10,75263
36011,2004,14,75146
36011,2005,10,74938
36011,2006,20,74747
36011,2008,11,74345
36013,1999,22,128972
36013,2000,16,128566
36013,2001,14,127464
36013,2002,20,127119
36013,2003,24,126366
36013,2004,24,125827
36013,2005,19,124758
36013,2006,11,124235
36013,2007,17,124116
36013,2008,18,123904
36015,1999,12,84251
36015,2000,13,83942
36015,2001,10,83538
36015,2002,14,83314
36015,2003,10,82763
36015,2006,12,81345
36015,2008,10,81306
36017,2006,10,47456
36019,2000,10,75809
36019,2003,11,77060
36019,2006,10,77837
36019,2007,11,77803
36021,2000,10,58005
36021,2002,13,58065
36021,2003,10,58238
36021,2006,13,58317
36021,2008,19,58114
36023,2006,10,46365
36023,2007,10,46512
36025,1999,10,43873
36025,2000,10,43795
36025,2003,12,43724
36025,2004,10,43985
36027,1999,55,262428
36027,2000,46,264787
36027,2001,54,268921
36027,2002,44,271591
36027,2003,58,274275
36027,2004,49,276044
36027,2005,40,277159
36027,2006,49,277057
36027,2007,44,277283
36027,2008,62,277781
36029,1999,187,878622
36029,2000,182,875214
36029,2001,211,870348
36029,2002,179,866800
36029,2003,193,864672
36029,2004,193,861203
36029,2005,210,854837
36029,2006,196,848775
36029,2007,214,845563
36029,2008,191,845052
36033,2000,10,48033
36033,2001,11,47890
36035,1999,10,50476
36035,2002,13,50428
36035,2004,10,50652
36035,2005,12,50747
36035,2008,10,51245
36037,1999,10,56222
36037,2000,13,55991
36037,2002,13,55800
36037,2005,11,55541
36037,2008,10,55295
36039,1999,13,44492
36039,2000,17,44679
36039,2001,14,44451
36039,2002,15,44609
36039,2003,19,44811
36039,2005,19,45455
36039,2006,11,45778
36039,2007,16,45764
36039,2008,12,45745
36043,1999,11,58820
36043,2000,14,58677
36043,2001,10,58556
36043,2002,15,58278
36043,2003,12,58407
36043,2006,13,58551
36043,2007,15,58852
36043,2008,15,58936
36045,2000,13,105643
36045,2002,14,104893
36045,2003,11,104080
36045,2004,13,103742
36045,2005,19,107242
36045,2006,17,107354
36045,2007,15,108742
36047,1999,1044,2317286
36047,2000,1047,2332333
36047,2001,926,2341857
36047,2002,970,2343473
36047,2003,894,2335484
36047,2004,928,2321304
36047,2005,887,2307743
36047,2006,753,2300150
36047,2007,718,2305774
36047,2008,683,2325803
36051,2000,10,60904
36051,2007,10,61404
36053,1999,11,65527
36053,2005,10,67118
36055,1999,154,685163
36055,2000,132,686032
36055,2001,101,688947
36055,2002,131,689910
36055,2003,125,690055
36055,2004,135,689354
36055,2005,140,686528
36055,2006,142,685991
36055,2007,123,686933
36055,2008,131,688891
36057,2008,11,45148
36059,1999,231,1238240
36059,2000,205,1239664
36059,2001,212,1239001
36059,2002,236,1239071
36059,2003,198,1237434
36059,2004,181,1234097
36059,2005,169,1227224
36059,2006,199,1219448
36059,2007,184,1215778
36059,2008,161,1218639
36061,1999,823,1448669
36061,2000,775,1449447
36061,2001,686,1465515
36061,2002,657,1463618
36061,2003,668,1469074
36061,2004,604,1475134
36061,2005,567,1477369
36061,2006,503,1481351
36061,2007,494,1483808
36061,2008,517,1489354
36063,1999,32,204098
36063,2000,42,203198
36063,2001,42,201645
36063,2002,45,201021
36063,2003,33,200861
36063,2004,48,200455
36063,2005,35,199450
36063,2006,30,198721
36063,2007,39,198324
36063,2008,33,198407
36065,1999,33,215257
36065,2000,42,214991
36065,2001,43,213737
36065,2002,41,213677
36065,2003,49,213910
36065,2004,59,214451
36065,2005,51,214016
36065,2006,44,214064
36065,2007,44,214485
36065,2008,40,214458
36067,1999,88,427892
36067,2000,79,427209
36067,2001,63,427042
36067,2002,72,427674
36067,2003,74,428761
36067,2004,82,428974
36067,2005,58,428277
36067,2006,74,427977
36067,2007,61,428077
36067,2008,98,430009
36069,1999,13,93348
36069,2000,13,93667
36069,2001,15,94115
36069,2002,17,94919
36069,2003,11,95656
36069,2005,15,97167
36069,2006,11,97362
36069,2007,12,97801
36069,2008,14,98784
36071,1999,56,319968
36071,2000,65,324438
36071,2001,60,330444
36071,2002,55,335624
36071,2003,69,341084
36071,2004,59,345203
36071,2005,63,346594
36071,2006,69,348771
36071,2007,62,350157
36071,2008,81,351802
36073,2005,10,40749
36073,2008,10,40473
36075,1999,12,115801
36075,2000,16,115874
36075,2001,14,115658
36075,2003,15,116253
36075,2004,14,116471
36075,2005,17,115761
36075,2006,14,115474
36075,2007,13,115313
36075,2008,17,115511
36077,2000,10,57051
36077,2001,10,57166
36077,2004,10,58135
36079,1999,13,90725
36079,2000,14,91784
36079,2002,12,94010
36079,2003,17,94635
36079,2004,14,95028
36081,1999,503,2075836
36081,2000,498,2093809
36081,2001,475,2094139
36081,2002,467,2086193
36081,2003,411,2075772
36081,2004,404,2059786
36081,2005,413,2046843
36081,2006,415,2037180
36081,2007,378,2041226
36081,2008,371,2058568
36083,1999,23,142378
36083,2000,17,142441
36083,2001,23,142494
36083,2002,13,142865
36083,2003,20,143981
36083,2004,24,145253
36083,2005,24,145768
36083,2006,28,146828
36083,2007,23,147686
36083,2008,22,148422
36085,1999,113,414639
36085,2000,95,420101
36085,2001,111,424653
36085,2002,114,427957
36085,2003,130,430805
36085,2004,134,431444
36085,2005,144,431247
36085,2006,119,431599
36085,2007,102,433339
36085,2008,103,437080
36087,1999,56,270905
36087,2000,48,272192
36087,2001,61,275446
36087,2002,48,277962
36087,2003,57,279982
36087,2004,54,280764
36087,2005,55,281239
36087,2006,48,281507
36087,2007,43,283210
36087,2008,49,286434
36089,1999,20,105663
36089,2001,15,104638
36089,2002,19,104393
36089,2003,15,104312
36089,2004,15,104366
36089,2005,12,104483
36089,2007,23,104425
36089,2008,15,104589
36091,1999,31,188193
36091,2000,21,189936
36091,2001,36,192639
36091,2002,28,194827
36091,2003,18,197360
36091,2004,20,199082
36091,2005,25,200417
36091,2006,23,201818
36091,2007,31,202732
36091,2008,21,204071
36093,1999,29,133968
36093,2000,16,133533
36093,2001,20,133279
36093,2002,15,134176
36093,2003,24,134889
36093,2004,28,135893
36093,2005,23,137171
36093,2006,26,138792
36093,2007,26,139374
36093,2008,24,140568
36101,1999,19,91408
36101,2000,11,91570
36101,2001,12,92064
36101,2002,12,92290
36101,2004,13,91605
36101,2005,15,91444
36101,2006,11,91180
36101,2007,14,91231
36101,2008,18,91397
36103,1999,241,1331944
36103,2000,238,1343717
36103,2001,250,1363948
36103,2002,269,1375964
36103,2003,239,1387901
36103,2004,214,1393684
36103,2005,218,1391241
36103,2006,243,1387527
36103,2007,201,1385277
36103,2008,232,1388607
36105,1999,19,68674
36105,2000,19,69238
36105,2001,22,69328
36105,2002,26,69601
36105,2003,17,70479
36105,2004,19,71360
36105,2005,17,71856
36105,2006,20,72319
36105,2007,23,73129
36105,2008,21,72954
36109,2001,12,92684
36109,2003,11,94080
36109,2004,16,94444
36109,2005,14,94306
36109,2006,10,94447
36109,2007,13,94673
36111,1999,31,165519
36111,2000,44,166634
36111,2001,33,167156
36111,2002,37,168674
36111,2003,38,169235
36111,2004,37,169973
36111,2005,33,170484
36111,2006,30,170733
36111,2007,27,170587
36111,2008,47,170793
36113,2000,11,58835
36113,2003,10,59669
36113,2004,10,59813
36113,2008,11,60606
36115,1999,14,57111
36115,2002,10,57097
36115,2003,10,57465
36117,1999,19,88572
36117,2000,13,88456
36117,2001,12,88371
36117,2002,13,88274
36117,2003,12,88431
36117,2004,16,88336
36117,2005,11,88168
36117,2006,20,87880
36117,2007,11,87708
36117,2008,10,87878
36119,1999,184,856898
36119,2000,164,861280
36119,2001,169,867953
36119,2002,152,870323
36119,2003,139,869757
36119,2004,162,868154
36119,2005,148,864827
36119,2006,148,862546
36119,2007,143,863975
36119,2008,145,867809
37001,1999,19,120104
37001,2000,27,122068
37001,2001,19,124433
37001,2002,28,126060
37001,2003,25,126713
37001,2004,25,128089
37001,2005,23,129657
37001,2006,36,131462
37001,2007,31,134509
37001,2008,39,137353
37003,2000,11,31946
37007,2003,10,23943
37013,1999,12,41906
37013,2001,13,41904
37013,2002,17,42012
37013,2004,11,42333
37013,2006,14,43259
37013,2007,11,43298
37013,2008,12,43752
37017,1999,14,30130
37017,2001,15,30705
37017,2003,15,31078
37017,2004,12,31626
37017,2005,14,31897
37017,2006,10,32060
37019,1999,10,67244
37019,2000,14,68870
37019,2001,13,71470
37019,2002,16,73486
37019,2003,15,75424
37019,2004,17,77883
37019,2005,10,82103
37019,2006,18,87737
37019,2007,26,92401
37019,2008,21,96203
37021,1999,46,189073
37021,2000,39,190951
37021,2001,46,193348
37021,2002,36,195803
37021,2003,46,198633
37021,2004,41,201591
37021,2005,47,204932
37021,2006,33,209236
37021,2007,34,213262
37021,2008,40,216079
37023,1999,16,83256
37023,2000,10,83855
37023,2001,12,84119
37023,2002,12,83851
37023,2003,18,83857
37023,2004,12,83703
37023,2005,14,83689
37023,2006,18,83936
37023,2007,21,84072
37023,2008,14,84578
37025,1999,27,120840
37025,2000,25,124001
37025,2001,24,129310
37025,2002,27,132779
37025,2003,29,135881
37025,2004,16,138806
37025,2005,31,142981
37025,2006,28,149702
37025,2007,24,157557
37025,2008,18,163611
37027,1999,20,72268
37027,2000,11,72955
37027,2001,13,73890
37027,2002,18,74343
37027,2003,18,74700
37027,2004,12,74699
37027,2005,21,75401
37027,2006,16,75925
37027,2007,18,76524
37027,2008,11,77387
37031,1999,10,55192
37031,2000,12,55149
37031,2002,16,55813
37031,2004,12,57354
37031,2005,15,58021
37031,2006,12,59085
37031,2007,11,59209
37033,1999,10,21870
37035,1999,31,131843
37035,2000,29,133885
37035,2001,23,136882
37035,2002,25,137207
37035,2003,33,137352
37035,2004,26,138596
37035,2005,25,140190
37035,2006,23,141721
37035,2007,27,143495
37035,2008,20,144612
37037,1999,10,44835
37037,2001,10,47631
37037,2002,15,49766
37037,2004,10,51767
37037,2006,11,53759
37045,1999,24,89437
37045,2000,23,90335
37045,2001,17,90876
37045,2002,23,91097
37045,2003,22,91245
37045,2004,27,91128
37045,2005,22,90779
37045,2006,35,90853
37045,2007,21,91384
37045,2008,36,91932
37047,1999,12,51306
37047,2000,15,51489
37047,2001,23,51595
37047,2002,16,51784
37047,2003,16,51698
37047,2004,16,51797
37047,2005,17,51924
37047,2006,24,52382
37047,2007,25,52701
37047,2008,17,53159
37049,1999,22,85975
37049,2000,17,86479
37049,2001,15,88151
37049,2002,26,87364
37049,2003,21,87387
37049,2004,28,87893
37049,2005,23,88797
37049,2006,21,90765
37049,2007,21,91483
37049,2008,21,92706
37051,1999,69,292913
37051,2000,68,294043
37051,2001,64,295173
37051,2002,82,296350
37051,2003,88,293609
37051,2004,68,297653
37051,2005,85,293534
37051,2006,88,296682
37051,2007,80,296971
37051,2008,63,300024
37055,2008,10,31581
37057,1999,31,138012
37057,2000,35,138970
37057,2001,26,141204
37057,2002,29,142643
37057,2003,29,144011
37057,2004,23,145184
37057,2005,26,146317
37057,2006,34,147991
37057,2007,36,149808
37057,2008,35,152098
37061,1999,15,45619
37061,2002,17,48141
37061,2003,14,48908
37061,2004,16,49681
37061,2005,16,50339
37061,2006,11,51456
37061,2007,12,52276
37061,2008,10,53347
37063,1999,64,209173
37063,2000,49,212656
37063,2001,70,218198
37063,2002,57,222474
37063,2003,72,224302
37063,2004,67,227086
37063,2005,47,230320
37063,2006,62,235198
37063,2007,56,240984
37063,2008,74,247574
37065,1999,14,53201
37065,2000,14,52497
37065,2001,19,52543
37065,2002,23,52542
37065,2003,18,52604
37065,2004,15,52568
37065,2005,13,52588
37065,2006,16,52609
37065,2007,25,52423
37065,2008,17,52821
37067,1999,68,286138
37067,2000,80,288518
37067,2001,57,292843
37067,2002,69,295800
37067,2003,77,297562
37067,2004,76,300684
37067,2005,99,305343
37067,2006,68,311962
37067,2007,84,318131
37067,2008,81,323396
37069,1999,11,43952
37069,2001,11,46402
37069,2002,14,48118
37069,2003,10,49424
37069,2005,16,51527
37069,2006,11,52572
37069,2007,13,54275
37069,2008,11,55968
37071,1999,55,178677
37071,2000,53,179808
37071,2001,52,180789
37071,2002,50,181111
37071,2003,61,180626
37071,2004,49,180746
37071,2005,54,182418
37071,2006,53,184930
37071,2007,69,188811
37071,2008,63,192731
37077,1999,10,45138
37077,2003,16,50255
37077,2004,14,50730
37077,2005,10,51497
37077,2006,18,52509
37077,2007,17,54512
37077,2008,23,55429
37081,1999,91,393871
37081,2000,96,398215
37081,2001,96,405011
37081,2002,93,408082
37081,2003,110,411705
37081,2004,95,415512
37081,2005,109,422457
37081,2006,106,432284
37081,2007,86,441628
37081,2008,102,450526
37083,1999,15,53558
37083,2000,18,53454
37083,2001,12,52836
37083,2002,26,52506
37083,2003,17,52269
37083,2004,14,51930
37083,2005,13,51772
37083,2006,11,51584
37083,2007,16,51498
37083,2008,15,51440
37085,1999,17,85092
37085,2000,27,86942
37085,2001,27,88975
37085,2002,14,91432
37085,2003,23,92449
37085,2004,13,94124
37085,2005,23,96216
37085,2006,13,98432
37085,2007,20,101057
37085,2008,30,103989
37087,2000,11,49363
37087,2003,10,51038
37087,2005,11,51936
37087,2006,10,52496
37087,2007,11,53093
37087,2008,10,53397
37089,2000,19,79775
37089,2001,14,81395
37089,2002,19,82764
37089,2003,22,84179
37089,2004,18,85550
37089,2005,14,87073
37089,2006,23,89249
37089,2007,17,91420
37089,2008,12,93336
37091,2001,11,21045
37091,2003,11,21778
37093,2002,17,34661
37093,2003,12,35371
37093,2005,11,38642
37093,2006,10,40097
37097,1999,10,113390
37097,2000,22,115903
37097,2001,19,120248
37097,2002,17,123248
37097,2003,28,125808
37097,2004,17,129041
37097,2005,22,132804
37097,2006,34,138841
37097,2007,24,143898
37097,2008,24,148031
37099,2002,10,32559
37099,2005,10,34929
37101,1999,31,112574
37101,2000,17,116692
37101,2001,29,122037
37101,2002,28,126474
37101,2003,23,129880
37101,2004,26,134199
37101,2005,36,138486
37101,2006,25,143619
37101,2007,26,149442
37101,2008,27,155313
37105,1999,13,45996
37105,2001,12,46984
37105,2002,12,46408
37105,2003,16,46387
37105,2004,13,46688
37105,2007,11,50807
37105,2008,12,52378
37107,1999,19,56065
37107,2000,25,55801
37107,2001,17,55499
37107,2002,15,55389
37107,2003,25,55216
37107,2004,15,55130
37107,2005,27,55155
37107,2006,12,55148
37107,2007,17,54959
37107,2008,22,55230
37109,2000,15,60607
37109,2001,15,62015
37109,2002,13,63010
37109,2003,13,63945
37109,2004,12,64726
37109,2005,17,66294
37109,2007,10,70374
37111,2006,12,41030
37111,2008,10,41742
37117,1999,13,23827
37117,2002,16,23298
37117,2003,12,23225
37117,2005,12,22835
37117,2007,10,22586
37119,1999,184,655053
37119,2000,194,668087
37119,2001,181,691776
37119,2002,183,707152
37119,2003,171,723956
37119,2004,193,742393
37119,2005,183,767325
37119,2006,181,798820
37119,2007,163,828618
37119,2008,144,853737
37123,2004,11,25337
37125,1999,17,66285
37125,2000,16,67062
37125,2001,16,68218
37125,2003,10,69780
37125,2004,14,70636
37125,2005,17,71897
37125,2006,13,73608
37125,2007,16,75326
37125,2008,13,76520
37127,1999,22,82161
37127,2000,19,82512
37127,2001,24,83323
37127,2002,33,83837
37127,2003,20,84441
37127,2004,21,85121
37127,2005,27,85701
37127,2006,27,86725
37127,2007,29,88180
37127,2008,30,89022
37129,1999,26,149895
37129,2000,28,151222
37129,2001,27,154868
37129,2002,32,158275
37129,2003,31,161689
37129,2004,21,167592
37129,2005,29,174389
37129,2006,27,179444
37129,2007,27,182829
37129,2008,28,185807
37131,2006,10,20208
37133,1999,18,146222
37133,2000,10,146866
37133,2001,19,147465
37133,2002,21,149645
37133,2003,22,146506
37133,2004,16,154662
37133,2005,24,152855
37133,2006,24,156681
37133,2007,22,158586
37133,2008,18,164141
37135,1999,11,112241
37135,2000,17,113571
37135,2001,16,113968
37135,2002,13,112911
37135,2003,11,113870
37135,2004,18,114466
37135,2005,21,116598
37135,2007,14,121917
37135,2008,19,124454
37139,2004,11,34096
37139,2008,10,37950
37141,2002,13,40000
37141,2006,13,44632
37141,2008,14,47526
37145,2000,11,33409
37145,2001,12,33775
37145,2002,10,34392
37145,2003,14,34762
37145,2006,12,35848
37145,2007,15,36226
37145,2008,15,36501
37147,1999,27,126853
37147,2000,23,127980
37147,2001,32,130674
37147,2002,44,133053
37147,2003,34,135343
37147,2004,26,138077
37147,2005,37,141479
37147,2006,28,146187
37147,2007,24,150558
37147,2008,47,155030
37151,1999,15,121781
37151,2000,25,123434
37151,2001,19,124979
37151,2002,27,125789
37151,2003,25,126712
37151,2004,27,127239
37151,2005,32,128580
37151,2006,28,130021
37151,2007,36,130885
37151,2008,33,132137
37153,1999,14,43601
37153,2000,10,43683
37153,2001,12,43574
37153,2005,11,43289
37153,2006,16,43298
37153,2007,13,43441
37153,2008,15,43596
37155,1999,36,117188
37155,2000,19,117998
37155,2001,35,118524
37155,2002,31,119133
37155,2003,33,120048
37155,2004,37,120503
37155,2005,34,122138
37155,2006,43,123141
37155,2007,36,124584
37155,2008,43,125764
37157,1999,19,85616
37157,2000,15,85609
37157,2001,19,85835
37157,2002,17,86257
37157,2003,19,86211
37157,2004,15,85803
37157,2005,24,85935
37157,2006,19,86373
37157,2007,26,86601
37157,2008,25,86733
37159,1999,33,120666
37159,2000,26,121495
37159,2001,24,122954
37159,2002,40,123765
37159,2003,31,123561
37159,2004,25,123262
37159,2005,28,123592
37159,2006,40,125071
37159,2007,26,126536
37159,2008,40,128592
37161,1999,11,57750
37161,2000,13,58087
37161,2001,18,58788
37161,2002,19,58973
37161,2003,19,59447
37161,2004,18,59680
37161,2006,20,60803
37161,2007,20,61270
37161,2008,18,62175
37163,1999,14,55869
37163,2000,17,56681
37163,2001,14,57056
37163,2002,14,57234
37163,2004,17,57841
37163,2006,13,58481
37163,2007,11,58820
37163,2008,16,59075
37165,2000,10,34177
37165,2007,10,34326
37165,2008,14,34373
37167,2003,10,54797
37167,2004,11,54649
37167,2005,16,54893
37167,2006,15,55108
37167,2007,10,55782
37169,2001,11,42552
37169,2008,12,44395
37171,1999,10,65799
37171,2000,13,66019
37171,2001,11,66482
37171,2002,13,66838
37171,2003,14,66980
37171,2004,15,66807
37171,2005,14,67136
37171,2006,13,67330
37171,2007,14,67515
37171,2008,20,67839
37175,2001,10,26637
37179,1999,19,114086
37179,2000,23,119041
37179,2001,20,126783
37179,2002,20,133288
37179,2003,14,139030
37179,2004,25,146041
37179,2006,16,166315
37179,2007,16,178270
37179,2008,29,186998
37181,1999,17,40145
37181,2000,20,40562
37181,2001,17,41563
37181,2002,15,41657
37181,2003,14,41624
37181,2004,13,41663
37181,2005,27,41680
37181,2006,13,42067
37181,2007,20,42065
37181,2008,20,42288
37183,1999,84,592682
37183,2000,99,607452
37183,2001,76,635347
37183,2002,72,654041
37183,2003,90,672454
37183,2004,92,692017
37183,2005,87,720404
37183,2006,102,756324
37183,2007,98,792467
37183,2008,94,826162
37185,2005,10,19037
37191,1999,29,107802
37191,2000,33,107890
37191,2001,34,108302
37191,2002,29,108552
37191,2003,30,108709
37191,2004,26,110489
37191,2005,29,110926
37191,2006,36,111320
37191,2007,19,112564
37191,2008,23,113358
37193,1999,16,61049
37193,2001,10,62542
37193,2002,12,62960
37193,2004,15,63308
37193,2005,14,63664
37193,2006,13,63989
37193,2007,17,64411
37193,2008,20,64619
37195,1999,24,68918
37195,2000,22,69528
37195,2001,16,69859
37195,2002,27,70773
37195,2003,23,71140
37195,2004,19,71492
37195,2005,17,72097
37195,2006,21,72637
37195,2007,19,73663
37195,2008,23,74888
37197,2006,12,35397
38017,1999,11,116143
38017,2000,10,117291
38017,2002,13,120939
38017,2003,12,123139
38017,2004,12,126702
38017,2006,10,131429
38017,2008,13,137110
38101,2001,11,54495
39001,2006,10,26934
39001,2008,14,26913
39003,1999,13,100774
39003,2000,16,100984
39003,2001,15,100910
39003,2002,20,100807
39003,2003,25,99743
39003,2004,18,99127
39003,2005,15,99076
39003,2006,16,98836
39003,2007,17,98818
39003,2008,23,98908
39005,2008,10,49601
39007,2000,18,95512
39007,2001,13,95151
39007,2002,17,95252
39007,2003,24,95253
39007,2004,19,95192
39007,2005,17,95207
39007,2006,17,94778
39007,2007,18,94629
39007,2008,23,94353
39009,2002,10,60652
39009,2003,10,61085
39009,2006,12,61427
39009,2008,10,61750
39011,1999,12,43245
39013,2000,11,63800
39013,2001,10,63397
39013,2002,12,63683
39013,2003,11,63642
39013,2004,13,63647
39013,2005,13,63690
39013,2006,16,63868
39013,2007,12,63919
39013,2008,18,63903
39015,2007,14,41893
39015,2008,10,42038
39017,1999,54,315518
39017,2000,50,317392
39017,2001,51,320783
39017,2002,52,323271
39017,2003,46,326297
39017,2004,44,329486
39017,2005,46,333023
39017,2006,45,338382
39017,2007,66,342560
39017,2008,57,345217
39019,2003,11,27397
39021,2007,16,37764
39021,2008,11,37916
39023,1999,29,134840
39023,2000,32,134353
39023,2001,36,133361
39023,2002,22,132680
39023,2003,23,131369
39023,2004,24,130996
39023,2005,27,130737
39023,2006,21,130115
39023,2007,18,129250
39023,2008,32,128749
39025,1999,22,169409
39025,2000,24,170802
39025,2001,21,172381
39025,2002,21,174417
39025,2003,24,176487
39025,2004,29,178877
39025,2005,31,180792
39025,2006,31,183283
39025,2007,23,185087
39025,2008,29,186423
39027,2002,11,38698
39027,2004,10,39213
39029,1999,21,104294
39029,2000,15,104148
39029,2001,27,103307
39029,2002,19,102951
39029,2003,20,102775
39029,2004,20,102362
39029,2005,19,101493
39029,2006,13,101295
39029,2007,18,100751
39029,2008,26,100062
39033,2000,10,43517
39033,2001,11,43069
39033,2002,12,42775
39033,2007,10,41096
39035,1999,263,1291089
39035,2000,252,1284144
39035,2001,221,1272468
39035,2002,278,1260984
39035,2003,264,1249390
39035,2004,265,1237332
39035,2005,278,1221984
39035,2006,258,1206088
39035,2007,221,1195855
39035,2008,266,1187051
39037,1999,10,49289
39037,2002,10,48808
39037,2007,12,48757
39041,2001,14,114436
39041,2002,12,121647
39041,2003,10,129065
39041,2004,25,136368
39041,2005,19,143827
39041,2006,11,150452
39041,2007,10,155760
39041,2008,12,160403
39043,2001,15,73233
39043,2003,17,72554
39043,2004,16,72411
39043,2005,14,71923
39043,2006,13,71612
39043,2007,10,71385
39043,2008,14,71264
39045,1999,23,115353
39045,2000,13,116598
39045,2001,12,119946
39045,2002,13,122860
39045,2003,17,126089
39045,2004,10,129264
39045,2005,20,131775
39045,2006,17,133906
39045,2007,11,135606
39045,2008,12,136583
39047,2002,13,26423
39047,2008,15,26988
39049,1999,186,1014155
39049,2000,214,1021403
39049,2001,204,1034772
39049,2002,194,1039611
